Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
322,Kylin Hill,GB,13,24,RB,RB89,302,302,302,273,326,304
323,John Hightower,PHI,14,26,WR,WR151,703,703,703,626,1416,305
324,Jeremy McNichols,TEN,13,26,RB,RB90,null,null,null,null,null,306
325,Jakeem Grant Sr.,MIA,14,30,WR,WR152,null,null,null,null,null,307
326,Jared Cook,LAC,7,35,TE,TE16,null,null,null,null,null,308
327,La'Mical Perine,NYJ,6,24,RB,RB91,667,667,667,390,667,309
328,Trent Sherfield,SF,6,26,WR,WR153,300,300,300,300,405,310
329,Steven Sims,PIT,7,25,WR,WR154,496,496,496,441,761,311
330,Alex Collins,SEA,9,28,RB,RB92,null,null,null,null,null,312
331,Lil'Jordan Humphrey,NO,6,24,WR,WR155,451,451,451,442,762,313
332,Cole Kmet,CHI,10,23,TE,TE17,103.7,103.7,103.7,103.6,316,314
333,Hunter Henry,NE,14,28,TE,TE18,136.1,136.1,136.1,111.7,136.1,315
334,Laquon Treadwell,JAX,7,27,WR,WR156,238,238,238,219,770,316
335,Anthony Firkser,TEN,13,27,TE,TE19,429,429,429,398,444,317
336,Ihmir Smith-Marsette,MIN,7,23,WR,WR157,347,347,347,280,369,318
337,Austin Hooper,CLE,13,28,TE,TE20,316,316,316,151.4,336,319
338,Zach Ertz,PHI,14,32,TE,TE21,89.5,89.5,89.5,89,138,320
339,Evan Engram,NYG,10,28,TE,TE22,312,312,312,113.5,331,321
340,Equanimeous St. Brown,GB,13,26,WR,WR158,261,261,261,241,345,322
341,Jake Kumerow,BUF,7,30,WR,WR159,473,473,473,233,814,323
342,J.J. Taylor,NE,14,24,RB,RB93,299,299,299,289,475,324
343,Eric Ebron,PIT,7,29,TE,TE23,null,null,null,null,null,325
344,Dante Pettis,NYG,10,27,WR,WR160,376,376,376,307,484,326
345,Christian Blake,ATL,6,26,WR,WR161,704,704,704,352,1174,327
346,Blake Jarwin,DAL,7,28,TE,TE24,null,null,null,null,null,328
347,Jaelon Darden,TB,9,23,WR,WR162,474,474,474,415,519,329
348,Andre Roberts,HOU,10,34,WR,WR163,470,470,470,330,846,330
349,Taysom Hill,NO,6,32,TE,TE25,387,387,387,387,543,331
350,Noah Brown,DAL,7,26,WR,WR164,231,231,231,210,332,332
351,Frank Darby,ATL,6,25,WR,WR165,549,549,549,330,578,333
352,Duke Johnson,JAX,7,29,RB,RB94,296,296,296,235,299,334
353,Isaiah Ford,MIA,14,26,WR,WR166,1858,1858,1858,224,1909,335
354,Trinity Benson,DET,9,25,WR,WR167,705,705,705,376,1351,336
355,Hayden Hurst,ATL,6,29,TE,TE26,329,329,329,131.9,342,337
356,Adam Trautman,NO,6,25,TE,TE27,403,403,403,352,417,338
357,Jordan Wilkins,IND,14,28,RB,RB95,668,668,668,333,1120,339
358,Jaylen Samuels,PIT,7,26,RB,RB96,669,669,669,368,1127,340
359,Dawson Knox,BUF,7,26,TE,TE28,113.9,113.9,113.9,77.4,118.9,341
360,Tyler Conklin,MIN,7,27,TE,TE29,363,363,363,335,407,342
361,Tajae Sharpe,ATL,6,27,WR,WR168,null,null,null,null,null,343
362,Demetric Felton Jr.,CLE,13,24,RB,RB97,271,271,271,240,301,344
363,C.J. Ham,MIN,7,29,FB,RB98,362,362,362,317,581,345
364,Jeff Smith,NYJ,6,25,WR,WR169,391,391,391,349,635,346
365,O.J. Howard,TB,9,28,TE,TE30,418,418,418,361,440,347
366,Jimmy Garoppolo,SF,6,31,QB,QB34,435,435,435,247,474,348
367,JaMycal Hasty,SF,6,26,RB,RB99,320,320,320,298,364,349
368,Kalen Ballage,PIT,7,26,RB,RB100,null,null,null,null,null,350
369,Patrick Ricard,BAL,8,28,FB,RB101,355,355,355,322,390,351
370,Nate McCrary,DEN,11,23,RB,RB102,670,670,670,580,1840,352
371,Justin Watson,TB,9,27,WR,WR170,268,268,268,268,766,353
372,Jordan Akins,HOU,10,30,TE,TE31,405,405,405,387,1084,354
373,Davis Mills,HOU,10,24,QB,QB35,239,239,239,128.8,257,355
374,Ben Skowronek,LAR,11,25,WR,WR171,262,262,262,233,370,356
375,Braxton Berrios,NYJ,6,27,WR,WR172,191,191,191,186,218,357
376,Chris Herndon,MIN,7,26,TE,TE32,1960,1960,1960,358,1960,358
377,Mike Thomas,CIN,10,28,WR,WR173,381,381,381,316,396,359
378,Khalil Herbert,CHI,10,24,RB,RB103,183,183,183,183,227,360
379,Dalton Schultz,DAL,7,26,TE,TE33,62.9,62.9,62.9,62.6,124.4,361
380,Jordan Howard,PHI,14,28,RB,RB104,null,null,null,null,null,362
381,Ray-Ray McCloud III,PIT,7,26,WR,WR174,279,279,279,230,313,363
382,Nick Westbrook-Ikhine,TEN,13,25,WR,WR175,181,181,181,181,209,364
383,Dan Arnold,CAR,13,27,TE,TE34,395,395,395,344,411,365
384,Drew Lock,DEN,11,26,QB,QB36,394,394,394,242,399,366
385,Jimmy Graham,CHI,10,36,TE,TE35,null,null,null,null,null,367
386,Andy Dalton,CHI,10,35,QB,QB37,477,477,477,412,523,368
387,Mo Alie-Cox,IND,14,29,TE,TE36,346,346,346,149.4,381,369
388,Gary Brightwell,NYG,10,23,RB,RB105,315,315,315,273,329,370
389,Travis Homer,SEA,9,24,RB,RB106,251,251,251,251,363,371
390,C.J. Uzomah,CIN,10,29,TE,TE37,383,383,383,332,407,372
391,Brandon Bolden,NE,14,32,RB,RB107,254,254,254,243,331,373
392,Ke'Shawn Vaughn,TB,9,25,RB,RB108,264,264,264,230,282,374
393,Ty Montgomery,NO,6,29,WR,WR176,290,290,290,160.9,444,375
394,Alec Ingold,LV,8,26,FB,RB109,409,409,409,400,585,376
395,Jack Doyle,IND,14,32,TE,TE38,null,null,null,null,null,377
396,Kawaan Baker,NO,6,24,WR,WR177,707,707,707,477,1669,378
397,Peyton Barber,LV,8,28,RB,RB110,null,null,null,null,null,379
398,Ryan Izzo,NYG,10,26,TE,TE39,835,835,835,380,1146,380
399,Trey Edmunds,PIT,7,27,RB,RB111,671,671,671,443,1041,381
400,Tyler Kroft,NYJ,6,30,TE,TE40,511,511,511,382,540,382
401,Albert Okwuegbunam,DEN,11,24,TE,TE41,154.9,154.9,154.9,144.6,319,383
402,Gunner Olszewski,NE,14,26,WR,WR178,535,535,535,535,1332,384
403,Tre Nixon,NE,14,24,WR,WR179,708,708,708,566,1649,385
404,Keith Smith,ATL,6,30,FB,RB112,380,380,380,363,584,386
405,Antoine Wesley,ARI,12,25,WR,WR180,null,null,null,null,null,387
406,Cornell Powell,KC,12,25,WR,WR181,351,351,351,324,388,388
407,Alex Erickson,CAR,13,30,WR,WR182,827,827,827,389,903,389
408,Dazz Newsome,CHI,10,23,WR,WR183,709,709,709,248,1668,390
409,David Njoku,CLE,13,26,TE,TE42,152.5,152.5,152.5,147.2,329,391
410,Kyle Rudolph,NYG,10,33,TE,TE43,386,386,386,143.6,406,392
411,Will Dissly,SEA,9,26,TE,TE44,414,414,414,410,457,393
412,Simi Fehoko,DAL,7,25,WR,WR184,301,301,301,287,385,394
413,Jauan Jennings,SF,6,25,WR,WR185,207,207,207,204,236,395
414,Cameron Brate,TB,9,31,TE,TE45,356,356,356,137.9,373,396
415,Jalen Camp,HOU,10,24,WR,WR186,710,710,710,536,1670,397
416,Pat Freiermuth,PIT,7,24,TE,TE46,98.7,98.7,98.7,90.5,116,398
417,D'Ernest Johnson,CLE,13,26,RB,RB113,267,267,267,153.4,272,399
418,Dax Milne,WAS,9,23,WR,WR187,469,469,469,459,592,400
419,Harrison Bryant,CLE,13,24,TE,TE47,379,379,379,332,400,401
420,Diontae Spencer,DEN,11,30,WR,WR188,711,711,711,644,1220,402
421,Donald Parham Jr.,LAC,7,25,TE,TE48,404,404,404,377,427,403
422,KhaDarel Hodge,DET,9,27,WR,WR189,275,275,275,253,353,404
423,Racey McMath,TEN,13,23,WR,WR190,null,null,null,null,null,405
424,Antonio Gandy-Golden,WAS,9,24,TE,TE49,712,712,712,577,1417,406
425,Seth Williams,DEN,11,23,WR,WR191,367,367,367,346,647,407
426,J.J. Arcega-Whiteside,PHI,14,25,WR,WR192,555,555,555,555,742,408
427,Brevin Jordan,HOU,10,22,TE,TE50,339,339,339,311,358,409
428,Daurice Fountain,KC,12,26,WR,WR193,828,828,828,410,1069,410
429,Ameer Abdullah,MIN,7,29,RB,RB114,214,214,214,104.9,294,411
430,Malik Taylor,GB,13,26,WR,WR194,713,713,713,435,1321,412
431,Drew Sample,CIN,10,26,TE,TE51,442,442,442,391,484,413
432,James O'Shaughnessy,JAX,7,30,TE,TE52,818,818,818,407,818,414
433,Jordan Love,GB,13,24,QB,QB38,538,538,538,409,591,415
434,Pharaoh Brown,HOU,10,28,TE,TE53,417,417,417,396,446,416
435,Ashton Dulin,IND,14,25,WR,WR195,293,293,293,255,305,417
436,Jacob Hollister,JAX,7,29,TE,TE54,736,736,736,440,969,418
437,Tommy Hudson,TEN,13,25,TE,TE55,null,null,null,null,null,419
438,Nick Boyle,BAL,8,29,TE,TE56,517,517,517,406,562,420
439,Stanley Morgan,CIN,10,26,WR,WR196,396,396,396,379,650,421
440,Geoff Swaim,TEN,13,29,TE,TE57,408,408,408,391,435,422
441,Darwin Thompson,TB,9,25,RB,RB115,385,385,385,349,1214,423
442,Khari Blasingame,TEN,13,26,FB,RB116,447,447,447,174.2,586,424
443,Alex Armah,NO,6,28,FB,RB117,837,837,837,425,1003,425
444,Corey Clement,DAL,7,28,RB,RB118,1949,1949,1949,397,1949,426
445,Maxx Williams,ARI,12,28,TE,TE58,426,426,426,414,473,427
446,Juwan Johnson,NO,6,26,TE,TE59,484,484,484,418,565,428
447,Gardner Minshew,PHI,14,26,QB,QB39,508,508,508,384,552,429
448,KJ Hill Jr.,LAC,7,25,WR,WR197,714,714,714,649,1420,430
449,Joe Reed,LAC,7,24,WR,WR198,461,461,461,363,492,431
450,Greg Dortch,ARI,12,24,WR,WR199,389,389,389,389,746,432
451,Eno Benjamin,ARI,12,23,RB,RB119,224,224,224,170.4,335,433
452,Ross Dwelley,SF,6,27,TE,TE60,515,515,515,451,560,434
453,Taylor Heinicke,WAS,9,29,QB,QB40,509,509,509,386,556,435
454,Jacob Eason,IND,14,25,QB,QB41,641,641,641,541,1428,436
455,DeAndre Carter,WAS,9,29,WR,WR200,366,366,366,329,390,437
456,Foster Moreau,LV,8,25,TE,TE61,399,399,399,375,423,438
457,Kylen Granson,IND,14,24,TE,TE62,439,439,439,395,473,439
458,Pooka Williams Jr.,CIN,10,23,WR,WR201,673,673,673,587,1664,440
459,Darren Fells,DET,9,36,TE,TE63,737,737,737,629,793,441
460,Ian Thomas,CAR,13,26,TE,TE64,421,421,421,406,460,442
461,Jacob Harris,LAR,11,25,WR,WR202,478,478,478,296,538,443
462,Ryan Succop,TB,9,36,K,K4,446,446,446,141.4,481,444
463,Michael Burton,KC,12,30,FB,RB120,424,424,424,421,591,445
464,Tyler Bass,BUF,7,25,K,K5,145.4,145.4,145.4,138.9,182,446
465,Greg Zuerlein,DAL,7,34,K,K6,482,482,482,124.9,550,447
466,Marcus Mariota,LV,8,29,QB,QB42,245,245,245,165.3,262,448
467,Buddy Howell,LAR,11,26,RB,RB121,null,null,null,null,null,449
468,Robbie Gould,SF,6,40,K,K7,462,462,462,149,503,450
469,Jason Sanders,MIA,14,27,K,K8,463,463,463,146.3,504,451
470,Rodrigo Blankenship,IND,14,25,K,K9,160.1,160.1,160.1,150.1,498,452
471,Mack Hollins,MIA,14,29,WR,WR203,228,228,228,228,436,453
472,Jason Myers,SEA,9,31,K,K10,488,488,488,441,527,454
473,Matt Prater,ARI,12,38,K,K11,452,452,452,153,491,455
474,Adam Shaheen,MIA,14,28,TE,TE65,null,null,null,null,null,456
475,Mason Crosby,GB,13,38,K,K12,464,464,464,141.6,506,457
476,Matt Gay,LAR,11,28,K,K13,158.8,158.8,158.8,149.6,478,458
477,Kenny Yeboah,NYJ,6,24,TE,TE66,495,495,495,486,680,459
478,Quinn Nordin,NE,14,24,K,K14,571,571,571,481,800,460
479,Daniel Carlson,LV,8,27,K,K15,137.9,137.9,137.9,137.9,474,461
480,Tristan Vizcaino,LAC,7,26,K,K16,764,764,764,589,1177,462
481,Brandon McManus,DEN,11,31,K,K17,155.6,155.6,155.6,155.6,490,463
482,Chris Boswell,PIT,7,31,K,K18,471,471,471,157.9,512,464
483,Chase McLaughlin,CLE,13,26,K,K19,765,765,765,728,1405,465
484,Dustin Hopkins,WAS,9,32,K,K20,156.8,156.8,156.8,156.8,486,466
485,Cairo Santos,CHI,10,31,K,K21,481,481,481,442,520,467
486,Josh Lambo,JAX,7,32,K,K22,null,null,null,null,null,468
487,Graham Gano,NYG,10,35,K,K23,472,472,472,149,514,469
488,Derek Watt,PIT,7,30,FB,RB122,434,434,434,432,590,470
489,Greg Joseph,MIN,7,28,K,K24,457,457,457,168.1,502,471
490,Trenton Irwin,CIN,10,27,WR,WR204,437,437,437,431,750,472
491,Durham Smythe,MIA,14,27,TE,TE67,420,420,420,404,470,473
492,Hunter Long,MIA,14,24,TE,TE68,529,529,529,446,616,474
493,Jake Elliott,PHI,14,27,K,K25,455,455,455,160.5,498,475
494,Tommy Sweeney,BUF,7,27,TE,TE69,443,443,443,443,682,476
495,Chris Manhertz,JAX,7,30,TE,TE70,498,498,498,498,685,477
496,Ryan Santoso,CAR,13,27,K,K26,766,766,766,458,1134,478
497,Mitch Trubisky,BUF,7,28,QB,QB43,259,259,259,146.6,318,479
498,Evan McPherson,CIN,10,23,K,K27,444,444,444,421,488,480
499,Kaden Smith,NYG,10,25,TE,TE71,null,null,null,null,null,481
500,Gabe Nabers,LAC,7,25,FB,RB123,675,675,675,502,1588,482
501,Kahale Warring,BUF,7,25,TE,TE72,739,739,739,519,1298,483
502,Sam Ficken,TEN,13,30,K,K28,767,767,767,659,929,484
503,Jace Sternberger,GB,13,26,TE,TE73,740,740,740,565,1251,485
504,Brandon Zylstra,CAR,13,29,WR,WR205,716,716,716,271,991,486
505,Marcedes Lewis,GB,13,38,TE,TE74,438,438,438,428,684,487
506,C.J. Board,NYG,10,29,WR,WR206,826,826,826,453,844,488
507,Luke Farrell,JAX,7,25,TE,TE75,500,500,500,491,691,489
508,Matt Ammendola,NYJ,6,26,K,K29,2082,2082,2082,490,2082,490
509,Darrell Daniels,ARI,12,28,TE,TE76,856,856,856,491,1017,491
510,Mekhi Sargent,TEN,13,25,RB,RB124,501,501,501,373,827,492
511,Austin Seibert,DET,9,26,K,K30,483,483,483,452,588,493
512,Tre' McKitty,LAC,7,23,TE,TE77,519,519,519,457,569,494
513,Devin Asiasi,NE,14,25,TE,TE78,491,491,491,491,689,495
514,Le'Veon Bell,BAL,8,30,RB,RB125,null,null,null,null,null,496
515,Nsimba Webster,CHI,10,26,WR,WR207,393,393,393,325,749,497
516,Ryan Griffin,NYJ,6,32,TE,TE79,427,427,427,408,477,498
517,Hunter Bryant,DET,9,24,TE,TE80,743,743,743,690,1412,499
518,Matt Sokol,JAX,7,27,TE,TE81,742,742,742,504,1319,500
519,Nick Bellore,SEA,9,33,LB,LB1,678,678,678,595,709,501
520,Noah Gray,KC,12,23,TE,TE82,497,497,497,453,541,502
521,Andy Janovich,CLE,13,29,FB,RB126,679,679,679,356,885,503
522,Brycen Hopkins,LAR,11,25,TE,TE83,487,487,487,460,588,504
523,James Proche II,BAL,8,26,WR,WR208,205,205,205,200,250,505
524,Kyle Trask,TB,9,24,QB,QB44,564,564,564,542,626,506
525,Matthew Slater,NE,14,37,WR,WR209,585,585,585,430,780,507
526,Brandon Powell,MIA,14,27,WR,WR210,516,516,516,497,656,508
527,Tommy Tremble,CAR,13,22,TE,TE84,392,392,392,364,420,509
528,Jordan Matthews,SF,6,30,TE,TE85,null,null,null,null,null,510
529,Elijhaa Penny,NYG,10,29,RB,RB127,676,676,676,593,924,511
530,Bryce Perkins,LAR,11,25,QB,QB45,642,642,642,543,1427,512
531,A.J. Rose,MIN,7,25,RB,RB128,677,677,677,594,1658,513
532,Josiah Deguara,GB,13,25,TE,TE86,436,436,436,400,472,514
533,Reggie Gilliam,BUF,7,25,FB,RB129,445,445,445,436,692,515
534,Josh Oliver,BAL,8,25,TE,TE87,563,563,563,465,614,516
535,Aldrick Rosas,NO,6,27,K,K31,579,579,579,478,925,517
536,Chris Naggar,CLE,13,25,K,K32,768,768,768,479,1847,518
537,Jacoby Brissett,MIA,14,30,QB,QB46,266,266,266,242,461,519
538,Joey Slye,HOU,10,26,K,K33,480,480,480,450,521,520
539,John Bates,WAS,9,25,TE,TE88,423,423,423,408,463,521
540,Malcolm Perry,NE,14,25,RB,RB130,681,681,681,598,1501,522
541,Brandon Dillon,MIN,7,25,TE,TE89,747,747,747,696,1353,523
542,Mike White,NYJ,6,27,QB,QB47,576,576,576,544,640,524
543,Sammis Reyes,WAS,9,27,TE,TE90,748,748,748,591,1806,525
544,Thaddeus Moss,CIN,10,24,TE,TE91,746,746,746,636,1500,526
545,Chris Hogan,NO,6,35,WR,WR211,null,null,null,null,null,527
546,Ricky Seals-Jones,WAS,9,27,TE,TE92,745,745,745,360,980,528
547,Caleb Huntley,ATL,6,24,RB,RB131,824,824,824,529,1434,529
548,Demetrius Harris,ARI,12,31,TE,TE93,null,null,null,null,null,530
549,Mason Rudolph,PIT,7,27,QB,QB48,567,567,567,464,610,531
550,Tanner Hudson,SF,6,28,TE,TE94,559,559,559,559,1139,532
551,Tyler Huntley,BAL,8,24,QB,QB49,486,486,486,425,524,533
552,Joe Flacco,PHI,14,37,QB,QB50,456,456,456,456,597,534
553,Travis Benjamin,SF,6,32,WR,WR212,null,null,null,null,null,535
554,Antony Auclair,HOU,10,29,TE,TE95,744,744,744,544,976,536
555,Jesse James,CHI,10,28,TE,TE96,null,null,null,null,null,537
556,Kellen Mond,MIN,7,23,QB,QB51,578,578,578,545,636,538
557,Blake Bell,KC,12,31,TE,TE97,null,null,null,null,null,539
558,Will Grier,DAL,7,27,QB,QB52,643,643,643,546,1244,540
559,PJ Walker,CAR,13,27,QB,QB53,580,580,580,547,1972,541
560,Jakob Johnson,NE,14,28,FB,RB132,422,422,422,332,600,542
561,Daniel Brown,NYJ,6,30,TE,TE98,null,null,null,null,null,543
562,Johnny Mundt,LAR,11,28,TE,TE99,524,524,524,524,698,544
563,Derek Carrier,LV,8,32,TE,TE100,null,null,null,null,null,545
564,Nick Mullens,CLE,13,27,QB,QB54,536,536,536,525,733,546
565,Eric Saubert,DEN,11,28,TE,TE101,512,512,512,512,829,547
566,Blaine Gabbert,TB,9,33,QB,QB55,523,523,523,16.9,571,548
567,Gerrid Doaks,MIA,14,24,RB,RB133,680,680,680,597,1665,549
568,MyCole Pruitt,TEN,13,30,TE,TE102,545,545,545,494,559,550
569,Brandon Allen,CIN,10,30,QB,QB56,568,568,568,475,587,551
570,Trent Taylor,CIN,10,28,WR,WR213,398,398,398,394,432,552
571,Chad Henne,KC,12,37,QB,QB57,530,530,530,469,579,553
572,Stephen Anderson,LAC,7,29,TE,TE103,558,558,558,480,589,554
573,Zane Gonzalez,DET,9,27,K,K34,null,null,null,null,null,555
574,John Wolford,LAR,11,27,QB,QB58,531,531,531,466,581,556
575,C.J. Beathard,JAX,7,29,QB,QB59,553,553,553,471,607,557
576,Kyle Allen,WAS,9,26,QB,QB60,542,542,542,532,595,558
577,Andrew Beck,DEN,11,26,TE,TE104,499,499,499,416,778,559
578,Feleipe Franks,ATL,6,24,TE,TE105,2113,2113,2113,549,2141,560
579,Dominique Dafney,GB,13,25,TE,TE106,749,749,749,556,1651,561
580,Charlie Woerner,SF,6,25,TE,TE107,505,505,505,505,701,562
581,J.P. Holtz,CHI,10,29,TE,TE108,750,750,750,632,916,563
582,Ian Book,NO,6,24,QB,QB61,644,644,644,550,1632,564
583,Zach Davidson,MIN,7,24,TE,TE109,453,453,453,453,706,565
584,Jonathan Williams,WAS,9,28,RB,RB134,348,348,348,311,642,566
585,Jeremy Sprinkle,DAL,7,28,TE,TE110,751,751,751,518,999,567
586,Mike Glennon,NYG,10,33,QB,QB62,null,null,null,null,null,568
587,Cooper Rush,DAL,7,29,QB,QB63,557,557,557,467,576,569
588,Matt Cole,NYG,10,26,WR,WR214,721,721,721,660,1626,570
589,Brian Hoyer,NE,14,37,QB,QB64,540,540,540,459,593,571
590,Mason Schreck,CIN,10,29,TE,TE111,753,753,753,512,992,572
591,Logan Woodside,TEN,13,27,QB,QB65,646,646,646,552,1094,573
592,Ben Ellefson,MIN,7,26,TE,TE112,541,541,541,535,708,574
593,Dexter Williams,NYG,10,25,RB,RB135,684,684,684,602,1303,575
594,Godwin Igwebuike,DET,9,28,RB,RB136,682,682,682,362,1120,576
595,Garrett Griffin,NO,6,28,TE,TE113,752,752,752,509,927,577
596,Chase Daniel,LAC,7,36,QB,QB66,528,528,528,462,575,578
597,Geno Smith,SEA,9,32,QB,QB67,255,255,255,255,474,579
598,Colt McCoy,ARI,12,36,QB,QB68,null,null,null,null,null,580
599,David Blough,DET,9,27,QB,QB69,581,581,581,553,2139,581
600,Lee Smith,ATL,6,35,TE,TE114,null,null,null,null,null,582
601,DeMichael Harris,IND,14,24,WR,WR215,722,722,722,596,1606,583
602,Jonathan Ward,ARI,12,25,RB,RB137,489,489,489,403,590,584
603,Antonio Williams,BUF,7,25,RB,RB138,377,377,377,347,437,585
604,Gehrig Dieter,KC,12,29,WR,WR216,723,723,723,662,1031,586
605,Trevon Wesco,NYJ,6,27,TE,TE115,574,574,574,574,707,587
606,Chris Streveler,ARI,12,27,QB,QB70,648,648,648,555,1439,588
607,Cyril Grayson Jr.,TB,9,29,WR,WR217,727,727,727,278,874,589
608,Ryan Nall,CHI,10,26,RB,RB139,687,687,687,228,1157,590
609,Dwayne Haskins,PIT,7,25,QB,QB71,647,647,647,554,1249,591
610,Jason Huntley,PHI,14,24,RB,RB140,690,690,690,434,1395,592
611,Nathan Cottrell,JAX,7,26,RB,RB141,689,689,689,606,1646,593
612,Damarea Crockett,DEN,11,24,RB,RB142,null,null,null,null,null,594
613,Jason Moore Jr.,LAC,7,27,WR,WR218,428,428,428,359,663,595
614,Keelan Doss,ATL,6,26,WR,WR219,725,725,725,351,1295,596
615,Devine Ozigbo,JAX,7,26,RB,RB143,686,686,686,423,1239,597
616,Zach Gentry,PIT,7,26,TE,TE116,475,475,475,431,532,598
617,Josh Adams,NYJ,6,26,RB,RB144,691,691,691,609,1149,599
618,Case Keenum,CLE,13,34,QB,QB72,514,514,514,463,563,600
619,Patrick Laird,MIA,14,27,RB,RB145,693,693,693,364,1331,601
620,Ja'Marcus Bradley,CLE,13,26,WR,WR220,728,728,728,218,1571,602
621,River Cracraft,SF,6,28,WR,WR221,729,729,729,668,1042,603
622,Kevin White,NO,6,29,WR,WR222,731,731,731,635,767,604
623,Tyrie Cleveland,DEN,11,25,WR,WR223,333,333,333,333,784,605
624,Keith Kirkwood,CAR,13,27,WR,WR224,732,732,732,673,1148,606
625,Scottie Phillips,HOU,10,25,RB,RB146,685,685,685,685,1437,607
626,Dwayne Washington,NO,6,28,RB,RB147,359,359,359,336,794,608
627,Josh Rosen,ATL,6,25,QB,QB73,null,null,null,null,null,609
628,Nick Foles,CHI,10,33,QB,QB74,565,565,565,544,686,610
629,Cullen Gillaspia,NYG,10,27,LB,LB2,695,695,695,613,1344,611
630,Jarrett Stidham,NE,14,26,QB,QB75,534,534,534,533,627,612
631,Eric Tomlinson,BAL,8,30,TE,TE117,562,562,562,562,757,613
632,Vyncint Smith,NYJ,6,26,WR,WR225,733,733,733,674,1181,614
633,Cethan Carter,MIA,14,27,TE,TE118,584,584,584,584,712,615
634,Matt LaCosse,NE,14,30,TE,TE119,754,754,754,641,827,616
635,Jack Stoll,PHI,14,24,TE,TE120,556,556,556,556,713,617
636,Jake Fromm,BUF,7,24,QB,QB76,649,649,649,558,1431,618
637,Taiwan Jones,BUF,7,34,RB,RB148,694,694,694,197.2,765,619
638,Jesper Horsted,CHI,10,25,TE,TE121,518,518,518,518,795,620
639,JoJo Natson,CLE,13,28,WR,WR226,null,null,null,null,null,621
640,Nick Folk,NE,14,38,K,K35,454,454,454,142.5,494,622
641,Eddy Piñeiro,WAS,9,27,K,K36,479,479,479,479,1160,623
642,Shane Buechele,KC,12,24,QB,QB77,543,543,543,543,1426,624
643,Kendall Hinton,DEN,11,25,WR,WR227,343,343,343,290,400,625
644,Kevin Rader,PIT,7,27,TE,TE122,532,532,532,532,716,626
645,Deon Yelder,TB,9,27,TE,TE123,757,757,757,608,1187,627
646,Colin Thompson,CAR,13,29,TE,TE124,573,573,573,573,1038,628
647,Jared Pinkney,DET,9,25,TE,TE125,572,572,572,572,1334,629
648,Ben DiNucci,DAL,7,26,QB,QB78,650,650,650,561,1573,630
649,Shaun Beyer,DEN,11,26,TE,TE126,760,760,760,480,1672,631
650,Easton Stick,LAC,7,27,QB,QB79,586,586,586,562,1220,632
651,Calais Campbell,BAL,8,36,DE,DL1,1483,1483,1483,600,1513,633
652,Julian Edelman,NE,14,36,WR,WR228,null,null,null,null,null,634
653,Jason McCourty,MIA,14,35,CB,DB1,null,null,null,null,null,635
654,Malcolm Jenkins,NO,6,34,SS,DB2,null,null,null,null,null,636
655,Chris Johnson,NYG,10,43,CB,DB3,null,null,null,null,null,637
656,Devin McCourty,NE,14,35,DB,DB4,1820,1820,1820,602,1870,638
657,Carlos Dunlap,SEA,9,33,DE,DL2,1979,1979,1979,603,1979,639
658,Joe Haden,PIT,7,33,CB,DB5,null,null,null,null,null,640
659,Kareem Jackson,DEN,11,34,S,DB6,1131,1131,1131,604,1145,641
660,Jerry Hughes,BUF,7,34,DL,DL3,1027,1027,1027,605,1035,642
661,Tyson Alualu,PIT,7,35,DT,DL4,1410,1410,1410,606,1434,643
662,Tim Tebow,JAX,7,35,TE,TE127,null,null,null,null,null,644
663,Linval Joseph,LAC,7,34,DT,DL5,null,null,null,null,null,645
664,Brandon Graham,PHI,14,34,DE,DL6,1257,1257,1257,607,1278,646
665,Ndamukong Suh,TB,9,35,NT,DL7,null,null,null,null,null,647
666,Everson Griffen,MIN,7,34,DE,DL8,null,null,null,null,null,648
667,Corey Peters,ARI,12,34,DT,DL9,null,null,null,null,null,649
668,Patrick Robinson,NO,6,35,CB,DB7,null,null,null,null,null,650
669,Gerald McCoy,LV,8,34,DT,DL10,null,null,null,null,null,651
670,Steve McLendon,TB,9,36,NT,DL11,null,null,null,null,null,652
671,Jason Pierre-Paul,TB,9,33,OLB,LB3,null,null,null,null,null,653
672,Clark Harris,CIN,10,38,LS,LS1,null,null,null,null,null,654
673,Al Woods,SEA,9,35,DT,DL12,968,968,968,608,976,655
674,Josh Bynes,CAR,13,33,ILB,LB4,989,989,989,610,997,656
675,Pernell McPhee,BAL,8,33,OLB,LB5,null,null,null,null,null,657
676,Jimmy Smith,BAL,8,34,CB,DB8,null,null,null,null,null,658
677,Cameron Heyward,PIT,7,33,DT,DL13,1515,1515,1515,612,1548,659
678,J.J. Watt,ARI,12,33,DE,DL14,1102,1102,1102,613,1115,660
679,Chris Harris Jr.,LAC,7,33,S,DB9,null,null,null,null,null,661
680,Von Miller,DEN,11,33,LB,LB6,630,630,630,530,719,662
681,Justin Houston,BAL,8,33,OLB,LB7,1924,1924,1924,615,1924,663
682,Ryan Kerrigan,PHI,14,34,DE,DL15,null,null,null,null,null,664
683,Mario Addison,BUF,7,35,DE,DL16,1200,1200,1200,617,1216,665
684,Cam Newton,NE,14,33,QB,QB80,null,null,null,null,null,666
685,Cameron Jordan,NO,6,33,DE,DL17,1525,1525,1525,618,1558,667
686,Luke Stocker,TEN,13,34,TE,TE128,null,null,null,null,null,668
