Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
490,D.J. Foster,ARI,null,null,RB,null,null,null,null,null,null,null
491,Tanner Hudson,TB,null,null,TE,null,null,null,null,null,null,null
492,Byron Marshall,BUF,null,null,RB,null,null,null,null,null,null,null
493,Dwayne Allen,MIA,null,null,TE,null,null,null,null,null,null,null
494,Dustin Hopkins,WAS,null,null,K,null,null,null,null,null,null,null
495,Daniel Carlson,LV,null,null,K,null,null,null,null,null,null,null
496,Chandler Catanzaro,NYJ,null,null,K,null,null,null,null,null,null,null
497,Taysom Hill,NO,null,null,TE,null,null,null,null,null,null,null
498,Auden Tate,CIN,null,null,WR,null,null,null,null,null,null,null
499,Aldrick Rosas,NYG,null,null,K,null,null,null,null,null,null,null
500,Stephen Hauschka,BUF,null,null,K,null,null,null,null,null,null,null
501,Logan Paulsen,HOU,null,null,TE,null,null,null,null,null,null,null
502,Patrick DiMarco,BUF,null,null,FB,null,null,null,null,null,null,null
503,Kevin White,ARI,null,null,WR,null,null,null,null,null,null,null
504,Mike Weber,DAL,null,null,RB,null,null,null,null,null,null,null
505,Marvin Hall,CHI,null,null,WR,null,null,null,null,null,null,null
506,Preston Williams,MIA,null,null,WR,null,null,null,null,null,null,null
507,Rhett Ellison,NYG,null,null,TE,null,null,null,null,null,null,null
508,Brandon McManus,DEN,null,null,K,null,null,null,null,null,null,null
509,Ryan Succop,TEN,null,null,K,null,null,null,null,null,null,null
510,Virgil Green,LAC,null,null,TE,null,null,null,null,null,null,null
511,Chris Boswell,PIT,null,null,K,null,null,null,null,null,null,null
512,Jamize Olawale,DAL,null,null,FB,null,null,null,null,null,null,null
513,Nick Bellore,SEA,null,null,LB,null,null,null,null,null,null,null
514,Greg Dortch,NYJ,null,null,WR,null,null,null,null,null,null,null
515,Graham Gano,CAR,null,null,K,null,null,null,null,null,null,null
516,Brian Quick,WAS,null,null,WR,null,null,null,null,null,null,null
517,Dwayne Washington,NO,null,null,RB,null,null,null,null,null,null,null
518,Josh Lambo,JAX,null,null,K,null,null,null,null,null,null,null
519,Jason Sanders,MIA,null,null,K,null,null,null,null,null,null,null
520,Zane Gonzalez,ARI,null,null,K,null,null,null,null,null,null,null
521,Randy Bullock,CIN,null,null,K,null,null,null,null,null,null,null
522,Eric Tomlinson,NYG,null,null,TE,null,null,null,null,null,null,null
523,Seth DeValve,JAX,null,null,TE,null,null,null,null,null,null,null
524,Darius Jennings,TEN,null,null,WR,null,null,null,null,null,null,null
525,Brandon Zylstra,CAR,null,null,WR,null,null,null,null,null,null,null
526,Andre Roberts,BUF,null,null,WR,null,null,null,null,null,null,null
527,Keith Smith,ATL,null,null,FB,null,null,null,null,null,null,null
528,River Cracraft,DEN,null,null,WR,null,null,null,null,null,null,null
529,Greg Joseph,CLE,null,null,K,null,null,null,null,null,null,null
530,Trenton Cannon,NYJ,null,null,RB,null,null,null,null,null,null,null
531,Taiwan Jones,HOU,null,null,RB,null,null,null,null,null,null,null
532,Matt Gay,TB,null,null,K,null,null,null,null,null,null,null
533,Marcedes Lewis,GB,null,null,TE,null,null,null,null,null,null,null
534,C.J. Beathard,SF,null,null,QB,null,null,null,null,null,null,null
535,Daurice Fountain,IND,null,null,WR,null,null,null,null,null,null,null
536,Levine Toilolo,SF,null,null,TE,null,null,null,null,null,null,null
537,KJ Brent,TB,null,null,WR,null,null,null,null,null,null,null
538,Blake Bell,KC,null,null,TE,null,null,null,null,null,null,null
539,Kenjon Barner,ATL,null,null,RB,null,null,null,null,null,null,null
540,Luke Stocker,ATL,null,null,TE,null,null,null,null,null,null,null
541,Trevon Wesco,NYJ,null,null,TE,null,null,null,null,null,null,null
542,DeShone Kizer,LV,null,null,QB,null,null,null,null,null,null,null
543,Marcus Johnson,IND,null,null,WR,null,null,null,null,null,null,null
544,Daniel Brown,NYJ,null,null,TE,null,null,null,null,null,null,null
545,Nick O'Leary,MIA,null,null,TE,null,null,null,null,null,null,null
546,Cairo Santos,TEN,null,null,K,null,null,null,null,null,null,null
547,Geremy Davis,LAC,null,null,WR,null,null,null,null,null,null,null
548,Cam Sims,WAS,null,null,WR,null,null,null,null,null,null,null
549,Bisi Johnson,MIN,null,null,WR,null,null,null,null,null,null,null
550,Shelton Gibson,PHI,null,null,WR,null,null,null,null,null,null,null
551,Charone Peake,NYJ,null,null,WR,null,null,null,null,null,null,null
552,Blake Bortles,LAR,null,null,QB,null,null,null,null,null,null,null
553,MyCole Pruitt,TEN,null,null,TE,null,null,null,null,null,null,null
554,Jordan Leggett,TB,null,null,TE,null,null,null,null,null,null,null
555,Jordan Lasley,DET,null,null,WR,null,null,null,null,null,null,null
556,Lance Kendricks,NE,null,null,TE,null,null,null,null,null,null,null
557,Gardner Minshew,JAX,null,null,QB,null,null,null,null,null,null,null
558,Justin Davis,LAR,null,null,RB,null,null,null,null,null,null,null
559,Jaleel Scott,BAL,null,null,WR,null,null,null,null,null,null,null
560,Marcus Kemp,KC,null,null,WR,null,null,null,null,null,null,null
561,Eddy Piñeiro,CHI,null,null,K,null,null,null,null,null,null,null
562,Derek Watt,LAC,null,null,FB,null,null,null,null,null,null,null
563,Marcus Murphy,BUF,null,null,RB,null,null,null,null,null,null,null
564,Chad Hansen,HOU,null,null,WR,null,null,null,null,null,null,null
565,Derek Carrier,LV,null,null,TE,null,null,null,null,null,null,null
566,Byron Pringle,KC,null,null,WR,null,null,null,null,null,null,null
567,Michael Floyd,BAL,null,null,WR,null,null,null,null,null,null,null
568,Anthony Johnson,TB,null,null,WR,null,null,null,null,null,null,null
569,Dalton Schultz,DAL,null,null,TE,null,null,null,null,null,null,null
570,Elliott Fry,BAL,null,null,K,null,null,null,null,null,null,null
571,Jason Vander Laan,CAR,null,null,TE,null,null,null,null,null,null,null
572,Ryan Tannehill,TEN,null,null,QB,null,null,null,null,null,null,null
573,Blaine Gabbert,TB,null,null,QB,null,null,null,null,null,null,null
574,Robert Griffin III,BAL,null,null,QB,null,null,null,null,null,null,null
575,Ricky Ortiz,ATL,null,null,FB,null,null,null,null,null,null,null
576,Nick Bawden,DET,null,null,FB,null,null,null,null,null,null,null
577,Jehu Chesson,WAS,null,null,WR,null,null,null,null,null,null,null
578,Dwayne Harris,LV,null,null,WR,null,null,null,null,null,null,null
579,Tyrod Taylor,LAC,null,null,QB,null,null,null,null,null,null,null
580,Nick Mullens,SF,null,null,QB,null,null,null,null,null,null,null
581,Jeff Heuerman,DEN,null,null,TE,null,null,null,null,null,null,null
582,Foster Moreau,LV,null,null,TE,null,null,null,null,null,null,null
583,Nate Sudfeld,PHI,null,null,QB,null,null,null,null,null,null,null
584,Drew Sample,CIN,null,null,TE,null,null,null,null,null,null,null
585,Jeff Driskel,CIN,null,null,QB,null,null,null,null,null,null,null
586,Brett Hundley,ARI,null,null,QB,null,null,null,null,null,null,null
587,Will Grier,CAR,null,null,QB,null,null,null,null,null,null,null
588,Anthony Firkser,TEN,null,null,TE,null,null,null,null,null,null,null
589,Boston Scott,PHI,null,null,RB,null,null,null,null,null,null,null
590,Troymaine Pope,LAC,null,null,RB,null,null,null,null,null,null,null
591,Tyler Ervin,JAX,null,null,RB,null,null,null,null,null,null,null
592,Trevor Siemian,NYJ,null,null,QB,null,null,null,null,null,null,null
593,De'Lance Turner,BAL,null,null,RB,null,null,null,null,null,null,null
594,Ryan Finley,CIN,null,null,QB,null,null,null,null,null,null,null
595,Chase Daniel,CHI,null,null,QB,null,null,null,null,null,null,null
596,Shaun Wilson,WAS,null,null,RB,null,null,null,null,null,null,null
597,Tra Carson,GB,null,null,RB,null,null,null,null,null,null,null
598,Tommylee Lewis,DET,null,null,WR,null,null,null,null,null,null,null
599,Austin Seibert,CLE,null,null,K,null,null,null,null,null,null,null
600,Roc Thomas,JAX,null,null,RB,null,null,null,null,null,null,null
601,Teddy Bridgewater,NO,null,null,QB,null,null,null,null,null,null,null
602,Matt Barkley,BUF,null,null,QB,null,null,null,null,null,null,null
603,Jeremy McNichols,TEN,null,null,RB,null,null,null,null,null,null,null
604,Scott Simonson,NYG,null,null,TE,null,null,null,null,null,null,null
605,Michael Burton,NO,null,null,FB,null,null,null,null,null,null,null
606,Colt McCoy,WAS,null,null,QB,null,null,null,null,null,null,null
607,Jake Butt,DEN,null,null,TE,null,null,null,null,null,null,null
608,Jonathan Williams,IND,null,null,RB,null,null,null,null,null,null,null
609,Durham Smythe,MIA,null,null,TE,null,null,null,null,null,null,null
610,Cody Kessler,PHI,null,null,QB,null,null,null,null,null,null,null
611,Paxton Lynch,SEA,null,null,QB,null,null,null,null,null,null,null
612,Keenan Reynolds,SEA,null,null,WR,null,null,null,null,null,null,null
613,Mason Rudolph,PIT,null,null,QB,null,null,null,null,null,null,null
614,Antony Auclair,TB,null,null,TE,null,null,null,null,null,null,null
615,Jaelen Strong,CLE,null,null,WR,null,null,null,null,null,null,null
616,Johnny Holton,PIT,null,null,WR,null,null,null,null,null,null,null
617,Stephen Anderson,NE,null,null,TE,null,null,null,null,null,null,null
618,Matt Dayes,NO,null,null,RB,null,null,null,null,null,null,null
619,Ben Braunecker,CHI,null,null,TE,null,null,null,null,null,null,null
620,Zach Gentry,PIT,null,null,TE,null,null,null,null,null,null,null
621,Darvin Kidsy,WAS,null,null,WR,null,null,null,null,null,null,null
622,Robert Tonyan,GB,null,null,TE,null,null,null,null,null,null,null
623,Senorise Perry,BUF,null,null,RB,null,null,null,null,null,null,null
624,Dan Arnold,NO,null,null,TE,null,null,null,null,null,null,null
625,David Morgan,MIN,null,null,TE,null,null,null,null,null,null,null
626,Kaden Smith,SF,null,null,TE,null,null,null,null,null,null,null
627,Caleb Wilson,ARI,null,null,TE,null,null,null,null,null,null,null
628,Lance Lenoir,DAL,null,null,WR,null,null,null,null,null,null,null
629,Kalif Raymond,TEN,null,null,WR,null,null,null,null,null,null,null
630,Braxton Miller,CLE,null,null,WR,null,null,null,null,null,null,null
631,Chris Lacy,DET,null,null,WR,null,null,null,null,null,null,null
632,Hunter Sharp,CIN,null,null,WR,null,null,null,null,null,null,null
633,Brian Hoyer,IND,null,null,QB,null,null,null,null,null,null,null
634,Tommy Sweeney,BUF,null,null,TE,null,null,null,null,null,null,null
635,Danny Vitale,GB,null,null,FB,null,null,null,null,null,null,null
636,Logan Thomas,DET,null,null,TE,null,null,null,null,null,null,null
637,Chad Henne,KC,null,null,QB,null,null,null,null,null,null,null
638,Eric Saubert,NE,null,null,TE,null,null,null,null,null,null,null
639,Tyler Conklin,MIN,null,null,TE,null,null,null,null,null,null,null
640,Sean Mannion,MIN,null,null,QB,null,null,null,null,null,null,null
641,Cooper Rush,DAL,null,null,QB,null,null,null,null,null,null,null
642,Tom Savage,DET,null,null,QB,null,null,null,null,null,null,null
643,Clive Walford,MIA,null,null,TE,null,null,null,null,null,null,null
644,Chris Manhertz,CAR,null,null,TE,null,null,null,null,null,null,null
645,Drew Stanton,CLE,null,null,QB,null,null,null,null,null,null,null
646,Taylor Heinicke,CAR,null,null,QB,null,null,null,null,null,null,null
647,Alizé Mack,NO,null,null,TE,null,null,null,null,null,null,null
648,C.J. Conrad,NYG,null,null,TE,null,null,null,null,null,null,null
649,Isaac Nauta,DET,null,null,TE,null,null,null,null,null,null,null
650,Ryan Hewitt,TEN,null,null,TE,null,null,null,null,null,null,null
651,Matt Schaub,ATL,null,null,QB,null,null,null,null,null,null,null
652,Mike Glennon,LV,null,null,QB,null,null,null,null,null,null,null
653,Joshua Dobbs,PIT,null,null,QB,null,null,null,null,null,null,null
654,Alex Smith,WAS,null,null,QB,null,null,null,null,null,null,null
655,Ben Koyack,JAX,null,null,TE,null,null,null,null,null,null,null
656,Tanner Gentry,CHI,null,null,WR,null,null,null,null,null,null,null
657,Keon Hatcher,LV,null,null,WR,null,null,null,null,null,null,null
658,Victor Bolden,BUF,null,null,WR,null,null,null,null,null,null,null
659,Cam Phillips,BUF,null,null,WR,null,null,null,null,null,null,null
660,Joshua Perkins,PHI,null,null,TE,null,null,null,null,null,null,null
661,Rico Gathers,CLE,null,null,TE,null,null,null,null,null,null,null
662,Trace McSorley,BAL,null,null,QB,null,null,null,null,null,null,null
663,Sean Culkin,LAC,null,null,TE,null,null,null,null,null,null,null
664,Ross Travis,IND,null,null,TE,null,null,null,null,null,null,null
665,Isaiah Ford,MIA,null,null,WR,null,null,null,null,null,null,null
666,Allen Lazard,GB,null,null,WR,null,null,null,null,null,null,null
667,Jacob Hollister,SEA,null,null,TE,null,null,null,null,null,null,null
668,Devin Smith,DAL,null,null,WR,null,null,null,null,null,null,null
669,Maxwell McCaffrey,SF,null,null,WR,null,null,null,null,null,null,null
670,Pharoh Cooper,CIN,null,null,WR,null,null,null,null,null,null,null
671,Malik Turner,SEA,null,null,WR,null,null,null,null,null,null,null
672,Tim White,NYJ,null,null,WR,null,null,null,null,null,null,null
673,Mike Thomas,LAR,null,null,WR,null,null,null,null,null,null,null
674,Brittan Golden,NYG,null,null,WR,null,null,null,null,null,null,null
675,Khalfani Muhammad,DEN,null,null,RB,null,null,null,null,null,null,null
676,Jeremy Sprinkle,WAS,null,null,TE,null,null,null,null,null,null,null
677,Deon Yelder,KC,null,null,TE,null,null,null,null,null,null,null
678,Damiere Byrd,ARI,null,null,WR,null,null,null,null,null,null,null
679,Quadree Henderson,JAX,null,null,WR,null,null,null,null,null,null,null
680,JJ Jones,NYJ,null,null,WR,null,null,null,null,null,null,null
681,Rashad Ross,CAR,null,null,WR,null,null,null,null,null,null,null
682,DeAndrew White,CAR,null,null,WR,null,null,null,null,null,null,null
683,Chris Warren III,LV,null,null,RB,null,null,null,null,null,null,null
684,Geno Smith,SEA,null,null,QB,null,null,null,null,null,null,null
685,Tanner Lee,JAX,null,null,QB,null,null,null,null,null,null,null
686,Matthew Slater,NE,null,null,WR,null,null,null,null,null,null,null
687,Krishawn Hogan,IND,null,null,WR,null,null,null,null,null,null,null
688,Garrett Gilbert,CLE,null,null,QB,null,null,null,null,null,null,null
689,Jawill Davis,GB,null,null,WR,null,null,null,null,null,null,null
690,Marcus Green,ATL,null,null,WR,null,null,null,null,null,null,null
691,Robert Martin,NYG,null,null,RB,null,null,null,null,null,null,null
692,Andrew Beck,DEN,null,null,TE,null,null,null,null,null,null,null
693,Nathan Peterman,LV,null,null,QB,null,null,null,null,null,null,null
694,Sam Ficken,GB,null,null,K,null,null,null,null,null,null,null
695,Kyle Allen,CAR,null,null,QB,null,null,null,null,null,null,null
696,Tyree Jackson,BUF,null,null,TE,null,null,null,null,null,null,null
697,David Fales,DET,null,null,QB,null,null,null,null,null,null,null
698,Jake Rudock,MIA,null,null,QB,null,null,null,null,null,null,null
699,Joe Callahan,BAL,null,null,QB,null,null,null,null,null,null,null
700,Luke Falk,NYJ,null,null,QB,null,null,null,null,null,null,null
701,Derek Anderson,BUF,null,null,QB,null,null,null,null,null,null,null
702,Garrett Grayson,DEN,null,null,QB,null,null,null,null,null,null,null
703,Mike White,DAL,null,null,QB,null,null,null,null,null,null,null
704,Kyle Sloter,MIN,null,null,QB,null,null,null,null,null,null,null
705,Kevin Hogan,DEN,null,null,QB,null,null,null,null,null,null,null
706,Davis Webb,NYJ,null,null,QB,null,null,null,null,null,null,null
707,Kyle Lauletta,NYG,null,null,QB,null,null,null,null,null,null,null
708,Theo Riddick,DEN,null,null,RB,null,null,null,null,null,null,null
709,Elijah Hood,JAX,null,null,RB,null,null,null,null,null,null,null
710,Kerwynn Williams,NO,null,null,RB,null,null,null,null,null,null,null
711,Kapri Bibbs,GB,null,null,RB,null,null,null,null,null,null,null
712,Ryan Nall,CHI,null,null,RB,null,null,null,null,null,null,null
713,Jeremy Langford,ATL,null,null,RB,null,null,null,null,null,null,null
714,Bo Scarbrough,SEA,null,null,RB,null,null,null,null,null,null,null
715,Devante Mays,JAX,null,null,RB,null,null,null,null,null,null,null
716,Doug Baldwin,SEA,null,null,WR,null,null,null,null,null,null,null
717,Bruce Ellington,NE,null,null,WR,null,null,null,null,null,null,null
718,Quincy Adeboyejo,NYJ,null,null,WR,null,null,null,null,null,null,null
719,Robert Davis,WAS,null,null,WR,null,null,null,null,null,null,null
720,Ricardo Louis,MIA,null,null,WR,null,null,null,null,null,null,null
721,Stacy Coley,NYJ,null,null,WR,null,null,null,null,null,null,null
722,Jester Weah,HOU,null,null,WR,null,null,null,null,null,null,null
723,Brandon Reilly,PIT,null,null,WR,null,null,null,null,null,null,null
724,Michael Roberts,GB,null,null,TE,null,null,null,null,null,null,null
725,Temarrick Hemingway,CAR,null,null,TE,null,null,null,null,null,null,null
726,Cethan Carter,CIN,null,null,TE,null,null,null,null,null,null,null
727,Jerome Cunningham,DET,null,null,TE,null,null,null,null,null,null,null
728,Cole Wick,TEN,null,null,TE,null,null,null,null,null,null,null
729,Austin Roberts,LAC,null,null,TE,null,null,null,null,null,null,null
730,Darrell Daniels,ARI,null,null,TE,null,null,null,null,null,null,null
731,Troy Fumagalli,DEN,null,null,TE,null,null,null,null,null,null,null
732,Mason Schreck,CIN,null,null,TE,null,null,null,null,null,null,null
733,Ryan Izzo,NE,null,null,TE,null,null,null,null,null,null,null
734,Jerell Adams,HOU,null,null,TE,null,null,null,null,null,null,null
735,Gabe Holmes,IND,null,null,TE,null,null,null,null,null,null,null
736,Cole Hikutini,MIN,null,null,TE,null,null,null,null,null,null,null
737,Ryan Griffin,TB,null,null,QB,null,null,null,null,null,null,null
738,Danny Etling,ATL,null,null,QB,null,null,null,null,null,null,null
739,Alex McGough,JAX,null,null,QB,null,null,null,null,null,null,null
740,Logan Woodside,TEN,null,null,QB,null,null,null,null,null,null,null
741,Joe Webb,HOU,null,null,QB,null,null,null,null,null,null,null
742,Cardale Jones,LAC,null,null,QB,null,null,null,null,null,null,null
743,Brandon Allen,DEN,null,null,QB,null,null,null,null,null,null,null
744,Landry Jones,LV,null,null,QB,null,null,null,null,null,null,null
745,Tyler Bray,CHI,null,null,QB,null,null,null,null,null,null,null
746,PJ Walker,IND,null,null,QB,null,null,null,null,null,null,null
747,EJ Manuel,KC,null,null,QB,null,null,null,null,null,null,null
748,Alex Tanney,NYG,null,null,QB,null,null,null,null,null,null,null
749,Buddy Howell,HOU,null,null,RB,null,null,null,null,null,null,null
750,Martez Carter,NO,null,null,RB,null,null,null,null,null,null,null
751,Ralph Webb,PIT,null,null,RB,null,null,null,null,null,null,null
752,Donnel Pumphrey,PHI,null,null,RB,null,null,null,null,null,null,null
753,Malcolm Johnson,GB,null,null,FB,null,null,null,null,null,null,null
754,Keith Ford,GB,null,null,RB,null,null,null,null,null,null,null
755,Brandon Wilds,SF,null,null,RB,null,null,null,null,null,null,null
756,Jalen Tolliver,KC,null,null,WR,null,null,null,null,null,null,null
757,Aaron Burbridge,DEN,null,null,WR,null,null,null,null,null,null,null
758,Cameron Batson,TEN,null,null,WR,null,null,null,null,null,null,null
759,Sammie Coates,KC,null,null,WR,null,null,null,null,null,null,null
760,Malachi Dupre,LAC,null,null,WR,null,null,null,null,null,null,null
761,Travin Dural,NO,null,null,WR,null,null,null,null,null,null,null
762,Simmie Cobbs,NO,null,null,WR,null,null,null,null,null,null,null
763,Austin Proehl,LAR,null,null,WR,null,null,null,null,null,null,null
764,Deangelo Yancey,TEN,null,null,WR,null,null,null,null,null,null,null
765,Carlton Agudosi,PHI,null,null,WR,null,null,null,null,null,null,null
766,Austin Seferian-Jenkins,NE,null,null,TE,null,null,null,null,null,null,null
767,Luke Willson,LV,null,null,TE,null,null,null,null,null,null,null
768,Jason Croom,BUF,null,null,TE,null,null,null,null,null,null,null
769,Neal Sterling,KC,null,null,WR,null,null,null,null,null,null,null
770,Richard Rodgers,PHI,null,null,TE,null,null,null,null,null,null,null
771,Garrett Dickerson,NYG,null,null,TE,null,null,null,null,null,null,null
772,Orson Charles,DEN,null,null,TE,null,null,null,null,null,null,null
773,Matt Flanagan,WAS,null,null,TE,null,null,null,null,null,null,null
774,Jordan Franks,CIN,null,null,TE,null,null,null,null,null,null,null
775,Darren Fells,HOU,null,null,TE,null,null,null,null,null,null,null
776,Moritz Böhringer,CIN,null,null,TE,null,null,null,null,null,null,null
777,Evan Baylis,GB,null,null,TE,null,null,null,null,null,null,null
778,Johnny Mundt,LAR,null,null,TE,null,null,null,null,null,null,null
779,Will Tye,PHI,null,null,TE,null,null,null,null,null,null,null
780,Tyrone Swoopes,SEA,null,null,TE,null,null,null,null,null,null,null
781,Vince Mayle,LAC,null,null,WR,null,null,null,null,null,null,null
782,Ross Dwelley,SF,null,null,TE,null,null,null,null,null,null,null
783,Thomas Duarte,ATL,null,null,TE,null,null,null,null,null,null,null
784,Donnie Ernsberger,JAX,null,null,TE,null,null,null,null,null,null,null
785,Chris Blewitt,CHI,null,null,K,null,null,null,null,null,null,null
786,Matthew McCrane,PIT,null,null,K,null,null,null,null,null,null,null
787,Tim Boyle,GB,null,null,QB,null,null,null,null,null,null,null
788,Kurt Benkert,ATL,null,null,QB,null,null,null,null,null,null,null
789,Jarrett Stidham,NE,null,null,QB,null,null,null,null,null,null,null
790,Clayton Thorson,PHI,null,null,QB,null,null,null,null,null,null,null
791,Easton Stick,LAC,null,null,QB,null,null,null,null,null,null,null
792,Brett Rypien,DEN,null,null,QB,null,null,null,null,null,null,null
793,Cullen Gillaspia,HOU,null,null,LB,null,null,null,null,null,null,null
794,Russell Hansbrough,WAS,null,null,RB,null,null,null,null,null,null,null
795,Kerrith Whyte Jr.,CHI,null,null,RB,null,null,null,null,null,null,null
796,Quinton Flowers,CIN,null,null,QB,null,null,null,null,null,null,null
797,John Ursua,SEA,null,null,WR,null,null,null,null,null,null,null
798,Terry Godwin,CAR,null,null,WR,null,null,null,null,null,null,null
799,Alonzo Russell,NYG,null,null,WR,null,null,null,null,null,null,null
800,Marken Michel,PHI,null,null,WR,null,null,null,null,null,null,null
801,Mose Frazier,CAR,null,null,WR,null,null,null,null,null,null,null
802,Garrett Griffin,NO,null,null,TE,null,null,null,null,null,null,null
803,Marcus Lucas,DAL,null,null,WR,null,null,null,null,null,null,null
804,Luis Perez,DET,null,null,QB,null,null,null,null,null,null,null
805,Dalyn Dawkins,TEN,null,null,RB,null,null,null,null,null,null,null
806,Chase Litton,KC,null,null,QB,null,null,null,null,null,null,null
807,Kelvin McKnight,DEN,null,null,WR,null,null,null,null,null,null,null
808,Erik Swoope,LV,null,null,TE,null,null,null,null,null,null,null
809,Nick Fitzgerald,TB,null,null,QB,null,null,null,null,null,null,null
810,Chad Kelly,IND,null,null,QB,null,null,null,null,null,null,null
811,Karan Higdon Jr.,HOU,null,null,RB,null,null,null,null,null,null,null
812,James Williams,KC,null,null,RB,null,null,null,null,null,null,null
813,Elijah Holyfield,CAR,null,null,RB,null,null,null,null,null,null,null
814,Penny Hart,IND,null,null,WR,null,null,null,null,null,null,null
815,Ashton Dulin,IND,null,null,WR,null,null,null,null,null,null,null
816,Emanuel Hall,TB,null,null,WR,null,null,null,null,null,null,null
817,Tyre Brady,JAX,null,null,WR,null,null,null,null,null,null,null
818,Antoine Wesley,BAL,null,null,WR,null,null,null,null,null,null,null
819,Jordan Chunn,DAL,null,null,RB,null,null,null,null,null,null,null
820,Christian Wade,BUF,null,null,RB,null,null,null,null,null,null,null
821,Davon Grayson,KC,null,null,WR,null,null,null,null,null,null,null
822,Jordan Williams-Lambert,CHI,null,null,WR,null,null,null,null,null,null,null
823,Blake Jackson,CLE,null,null,WR,null,null,null,null,null,null,null
824,Rashard Davis,KC,null,null,WR,null,null,null,null,null,null,null
825,Ishmael Hyman,CLE,null,null,WR,null,null,null,null,null,null,null
826,Cody Thompson,KC,null,null,WR,null,null,null,null,null,null,null
827,Cody Hollister,TEN,null,null,WR,null,null,null,null,null,null,null
828,Dax Raymond,CHI,null,null,TE,null,null,null,null,null,null,null
829,Tre McBride,JAX,null,null,WR,null,null,null,null,null,null,null
830,D'Ernest Johnson,CLE,null,null,RB,null,null,null,null,null,null,null
831,DaMarkus Lodge,TB,null,null,WR,null,null,null,null,null,null,null
832,Pharaoh Brown,CLE,null,null,TE,null,null,null,null,null,null,null
833,Alex Barnes,TEN,null,null,RB,null,null,null,null,null,null,null
834,Adoree' Jackson,TEN,null,null,CB,null,null,null,null,null,null,null
835,Andrew Adams,DET,null,null,SS,null,null,null,null,null,null,null
836,D'Andre Walker,TEN,null,null,OLB,null,null,null,null,null,null,null
837,DeMarcus Walker,DEN,null,null,DL,null,null,null,null,null,null,null
838,Denzel Ward,CLE,null,null,CB,null,null,null,null,null,null,null
839,Austin Johnson,TEN,null,null,DL,null,null,null,null,null,null,null
840,Abry Jones,JAX,null,null,NT,null,null,null,null,null,null,null
841,Dekoda Watson,DEN,null,null,OLB,null,null,null,null,null,null,null
842,Devin White,TB,null,null,ILB,null,null,null,null,null,null,null
843,Darious Williams,LAR,null,null,CB,null,null,null,null,null,null,null
844,Damien Wilson,KC,null,null,LB,null,null,null,null,null,null,null
845,Donovan Wilson,DAL,null,null,S,null,null,null,null,null,null,null
846,Deatrich Wise Jr.,NE,null,null,DL,null,null,null,null,null,null,null
847,Derek Wolfe,DEN,null,null,DE,null,null,null,null,null,null,null
848,Daryl Worley,LV,null,null,CB,null,null,null,null,null,null,null
849,Eli Ankou,JAX,null,null,DT,null,null,null,null,null,null,null
850,Ziggy Ansah,SEA,null,null,DE,null,null,null,null,null,null,null
851,Eli Apple,NO,null,null,CB,null,null,null,null,null,null,null
852,Adonis Alexander,WAS,null,null,CB,null,null,null,null,null,null,null
853,Adrian Amos,GB,null,null,S,null,null,null,null,null,null,null
854,Andrew Ankrah,WAS,null,null,DE,null,null,null,null,null,null,null
855,Alex Anzalone,NO,null,null,LB,null,null,null,null,null,null,null
856,Arik Armstead,SF,null,null,DL,null,null,null,null,null,null,null
857,Ade Aruna,MIN,null,null,DE,null,null,null,null,null,null,null
858,Anthony Averett,BAL,null,null,CB,null,null,null,null,null,null,null
859,Emeke Egbule,LAC,null,null,OLB,null,null,null,null,null,null,null
860,Emmanuel Ellerbee,SEA,null,null,OLB,null,null,null,null,null,null,null
861,Arden Key,LV,null,null,OLB,null,null,null,null,null,null,null
862,Akeem King,SEA,null,null,CB,null,null,null,null,null,null,null
863,A.J. Klein,NO,null,null,ILB,null,null,null,null,null,null,null
864,E.J. Gaines,BUF,null,null,CB,null,null,null,null,null,null,null
865,Eddie Goldman,CHI,null,null,NT,null,null,null,null,null,null,null
866,Everson Griffen,MIN,null,null,DE,null,null,null,null,null,null,null
867,Eli Harold,PHI,null,null,OLB,null,null,null,null,null,null,null
868,Erik Harris,LV,null,null,S,null,null,null,null,null,null,null
869,Eddie Jackson,CHI,null,null,DB,null,null,null,null,null,null,null
870,Eric Kendricks,MIN,null,null,LB,null,null,null,null,null,null,null
871,Elijah Lee,SF,null,null,LB,null,null,null,null,null,null,null
872,Eric Murray,CLE,null,null,DB,null,null,null,null,null,null,null
873,Efe Obada,CAR,null,null,DE,null,null,null,null,null,null,null
874,Emmanuel Ogbah,KC,null,null,DE,null,null,null,null,null,null,null
875,Ed Oliver,BUF,null,null,DT,null,null,null,null,null,null,null
876,Austin Larkin,ATL,null,null,DE,null,null,null,null,null,null,null
877,Anthony Levine Sr.,BAL,null,null,DB,null,null,null,null,null,null,null
878,Aaron Lynch,CHI,null,null,OLB,null,null,null,null,null,null,null
879,Eric Reid,CAR,null,null,SS,null,null,null,null,null,null,null
880,Elandon Roberts,NE,null,null,LB,null,null,null,null,null,null,null
881,Eric Rowe,MIA,null,null,S,null,null,null,null,null,null,null
882,E.J. Speed,IND,null,null,LB,null,null,null,null,null,null,null
883,Earl Thomas III,BAL,null,null,FS,null,null,null,null,null,null,null
884,Ezekiel Turner,ARI,null,null,ILB,null,null,null,null,null,null,null
