"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Cairo Santos","K","CHI","2020",15,15,"ppr",1,4,4,100,48,0,0,1,3,0,3,3,1,18,18,"13.3%"
"2","Nick Folk","K","NE","2020",15,15,"ppr",2,4,4,100,45,0,0,1,3,0,0,0,1,15,15,"75.5%"
"3","Greg Zuerlein","K","NYJ","2020",15,15,"ppr",3,2,3,66.7,48,0,0,0,2,0,5,5,1,13,13,"15.9%"
"4","Tyler Bass","K","BUF","2020",15,15,"ppr",4,2,2,100,27,0,2,0,0,0,6,6,1,12,12,"94.4%"
"5","Sam Ficken","K","DET","2020",15,15,"ppr",5,3,3,100,39,0,2,1,0,0,2,2,1,11,11,"0.0%"
"6","Younghoe Koo","K","ATL","2020",15,15,"ppr",6,2,2,100,52,0,0,1,0,1,3,3,1,11,11,"46.2%"
"7","Rodrigo Blankenship","K","FA","2020",15,15,"ppr",7,2,2,100,53,0,0,1,0,1,3,3,1,11,11,"0.7%"
"8","Joey Slye","K","WAS","2020",15,15,"ppr",8,3,3,100,36,0,1,2,0,0,1,1,1,10,10,"2.0%"
"9","Robbie Gould","K","SF","2020",15,15,"ppr",9,2,2,100,41,0,0,1,1,0,3,3,1,10,10,"42.9%"
"10","Matt Gay","K","LAR","2020",15,15,"ppr",10,2,2,100,45,0,0,0,2,0,2,2,1,10,10,"41.5%"
"11","Jason Myers","K","SEA","2020",15,15,"ppr",11,2,2,100,43,0,0,0,2,0,2,2,1,10,10,"55.6%"
"12","Dan Bailey","K","FA","2020",15,15,"ppr",12,2,2,100,24,0,2,0,0,0,3,3,1,9,9,"0.0%"
"13","Austin Seibert","K","FA","2020",15,15,"ppr",13,2,3,66.7,34,0,0,2,0,0,3,3,1,9,9,"0.3%"
"14","Daniel Carlson","K","LV","2020",15,15,"ppr",14,2,2,100,23,0,2,0,0,0,3,3,1,9,9,"96.6%"
"15","Justin Tucker","K","BAL","2020",15,15,"ppr",15,1,2,50,46,0,0,0,1,0,5,5,1,9,9,"99.0%"
"16","Stephen Gostkowski","K","FA","2020",15,15,"ppr",16,1,1,100,38,0,0,1,0,0,5,5,1,8,8,"0.0%"
"17","Ka'imi Fairbairn","K","HOU","2020",15,15,"ppr",17,2,2,100,31,0,1,1,0,0,2,2,1,8,8,"2.0%"
"18","Mike Nugent","K","FA","2020",15,15,"ppr",18,1,1,100,40,0,0,0,1,0,4,4,1,8,8,"1.0%"
"19","Mason Crosby","K","GB","2020",15,15,"ppr",19,1,1,100,51,0,0,0,0,1,3,3,1,8,8,"3.2%"
"20","Matt Prater","K","ARI","2020",15,15,"ppr",20,1,1,100,53,0,0,0,0,1,2,3,1,7,7,"14.9%"
"21","Ryan Succop","K","TB","2020",15,15,"ppr",21,1,1,100,27,0,1,0,0,0,4,4,1,7,7,"34.3%"
"22","Michael Badgley","K","DET","2020",15,15,"ppr",22,1,3,33.3,22,0,1,0,0,0,3,3,1,6,6,"27.0%"
"23","Graham Gano","K","NYG","2020",15,15,"ppr",23,2,2,100,39,0,0,2,0,0,0,0,1,6,6,"61.0%"
"24","Harrison Butker","K","KC","2020",15,15,"ppr",24,1,1,100,22,0,1,0,0,0,3,3,1,6,6,"91.8%"
"25","Chris Boswell","K","PIT","2020",15,15,"ppr",25,1,1,100,25,0,1,0,0,0,2,2,1,5,5,"14.1%"
"26","Dustin Hopkins","K","LAC","2020",15,15,"ppr",26,1,1,100,48,0,0,0,1,0,0,1,1,4,4,"2.7%"
"27","Wil Lutz","K","NO","2020",15,15,"ppr",27,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"8.0%"
"28","Cody Parkey","K","FA","2020",15,15,"ppr",28,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"0.0%"
"29","Jason Sanders","K","MIA","2020",15,15,"ppr",29,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"13.2%"
"30","Aldrick Rosas","K","FA","2020",15,15,"ppr",30,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"31","Jake Elliott","K","PHI","2020",15,15,"ppr",31,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"27.9%"
"32","Taylor Russolino","K","FA","2020",15,15,"ppr",32,0,1,0,0,0,0,0,0,0,1,3,1,1,1,"0.0%"
"33","Ty Long","K","FA","2020",15,15,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
