"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Zach Ertz","TE","ARI","2018",16,16,"ppr","1","12","16","110","9.2","23","2","2","0","0","0","0","1","35.0","35.0","32.6%"
"2","Kyle Rudolph","TE","TB","2018",16,16,"ppr","2","9","9","122","13.6","44","3","2","0","0","0","0","1","33.2","33.2","0.6%"
"3","Chris Herndon IV","TE","FA","2018",16,16,"ppr","3","6","7","82","13.7","26","1","1","0","0","0","0","1","20.2","20.2","0.0%"
"4","Evan Engram","TE","JAC","2018",16,16,"ppr","4","6","6","87","14.5","32","3","0","2","26","0","0","1","17.3","17.3","68.5%"
"5","David Njoku","TE","CLE","2018",16,16,"ppr","5","3","4","73","24.3","66","4","1","0","0","0","0","1","16.3","16.3","87.0%"
"6","Mark Andrews","TE","BAL","2018",16,16,"ppr","6","2","2","83","41.5","68","4","1","0","0","0","0","1","16.3","16.3","99.9%"
"7","C.J. Uzomah","TE","NYJ","2018",16,16,"ppr","7","4","5","49","12.3","14","0","1","0","0","0","0","1","14.9","14.9","0.3%"
"8","Ian Thomas","TE","CAR","2018",16,16,"ppr","8","4","5","48","12.0","27","1","1","0","0","0","0","1","14.8","14.8","0.1%"
"9","George Kittle","TE","SF","2018",16,16,"ppr","9","7","12","74","10.6","35","2","0","0","0","0","0","1","14.4","14.4","98.9%"
"10","Ed Dickson","TE","FA","2018",16,16,"ppr","10","3","3","19","6.3","18","0","1","0","0","0","0","1","10.9","10.9","0.0%"
"11","MyCole Pruitt","TE","ATL","2018",16,16,"ppr","11","2","3","29","14.5","27","1","1","0","0","0","0","1","10.9","10.9","0.1%"
"12","Darren Fells","TE","FA","2018",16,16,"ppr","12","3","3","18","6.0","9","0","1","0","0","0","0","1","10.8","10.8","0.0%"
"13","Scott Simonson","TE","FA","2018",16,16,"ppr","13","3","3","16","5.3","8","0","1","0","0","0","0","1","10.6","10.6","0.0%"
"14","Travis Kelce","TE","KC","2018",16,16,"ppr","14","5","9","54","10.8","23","1","0","0","0","0","0","1","10.4","10.4","100.0%"
"15","Gerald Everett","TE","LAC","2018",16,16,"ppr","15","5","6","28","5.6","9","0","0","2","16","0","0","1","9.4","9.4","84.7%"
"16","Nick Vannett","TE","NYG","2018",16,16,"ppr","16","2","2","11","5.5","10","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"17","Trey Burton","TE","FA","2018",16,16,"ppr","17","5","5","30","6.0","8","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"18","Jason Croom","TE","FA","2018",16,16,"ppr","18","4","6","55","13.8","24","1","0","0","0","0","1","1","7.5","7.5","0.0%"
"19","Jimmy Graham","TE","FA","2018",16,16,"ppr","19","3","4","34","11.3","16","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"20","Dallas Goedert","TE","PHI","2018",16,16,"ppr","20","3","3","30","10.0","24","1","0","0","0","0","0","1","6.0","6.0","88.2%"
"21","Vance McDonald","TE","FA","2018",16,16,"ppr","21","1","4","49","49.0","49","3","0","0","0","0","0","1","5.9","5.9","0.0%"
"22","Eric Ebron","TE","FA","2018",16,16,"ppr","22","3","5","28","9.3","14","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"23","Austin Hooper","TE","TEN","2018",16,16,"ppr","23","2","2","36","18.0","32","2","0","0","0","0","0","1","5.6","5.6","13.8%"
"24","Jordan Akins","TE","HOU","2018",16,16,"ppr","24","2","3","33","16.5","22","1","0","0","0","0","0","1","5.3","5.3","0.8%"
"25","Lance Kendricks","TE","FA","2018",16,16,"ppr","25","2","2","26","13.0","20","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"26","Jeremy Sprinkle","TE","FA","2018",16,16,"ppr","26","2","3","22","11.0","15","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"27","Jared Cook","TE","FA","2018",16,16,"ppr","27","2","3","20","10.0","14","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"28","Rhett Ellison","TE","FA","2018",16,16,"ppr","28","2","2","18","9.0","16","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"29","Anthony Firkser","TE","ATL","2018",16,16,"ppr","29","2","3","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"30","Ryan Griffin","TE","CHI","2018",16,16,"ppr","30","2","4","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
