"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2021",7,7,"ppr","1","20","51","2.6","12","0","0","10","11","128","12.8","1","0","1","33.9","33.9","99.3%"
"2","D'Andre Swift","RB","DET","2021",7,7,"ppr","2","13","48","3.7","14","0","0","8","10","96","12.0","1","0","1","28.4","28.4","97.8%"
"3","Damien Harris","RB","NE","2021",7,7,"ppr","3","14","106","7.6","32","2","2","2","2","7","3.5","0","0","1","25.3","25.3","56.6%"
"4","D'Ernest Johnson","RB","CLE","2021",7,7,"ppr","4","22","146","6.6","20","2","1","2","2","22","11.0","0","0","1","24.8","24.8","0.7%"
"5","Brandon Bolden","RB","LV","2021",7,7,"ppr","5","2","0","0.0","0","0","0","6","7","79","13.2","1","0","1","19.9","19.9","0.2%"
"6","Khalil Herbert","RB","CHI","2021",7,7,"ppr","6","18","100","5.6","29","1","0","5","5","33","6.6","0","0","1","18.3","18.3","33.3%"
"7","Jonathan Taylor","RB","IND","2021",7,7,"ppr","7","18","107","5.9","33","2","1","3","3","3","1.0","0","1","1","18.0","18.0","100.0%"
"8","Myles Gaskin","RB","MIA","2021",7,7,"ppr","8","15","67","4.5","16","0","0","4","4","10","2.5","1","0","1","17.7","17.7","0.3%"
"9","Javonte Williams","RB","DEN","2021",7,7,"ppr","9","4","20","5.0","7","0","0","6","7","32","5.3","1","0","1","17.2","17.2","24.5%"
"10","Leonard Fournette","RB","TB","2021",7,7,"ppr","10","15","81","5.4","15","0","1","2","4","9","4.5","0","0","1","17.0","17.0","96.9%"
"11","Kenyan Drake","RB","BAL","2021",7,7,"ppr","11","14","69","4.9","12","0","1","3","3","10","3.3","0","0","1","16.9","16.9","26.8%"
"12","Elijah Mitchell","RB","SF","2021",7,7,"ppr","12","18","107","5.9","20","1","1","0","0","0","0","0","0","1","16.7","16.7","30.1%"
"13","Derrick Henry","RB","TEN","2021",7,7,"ppr","13","29","86","3.0","11","0","0","2","2","16","8.0","0","0","1","16.4","16.4","100.0%"
"14","Michael Carter","RB","NYJ","2021",7,7,"ppr","14","11","37","3.4","6","0","0","8","9","67","8.4","0","1","1","16.4","16.4","73.8%"
"15","Josh Jacobs","RB","LV","2021",7,7,"ppr","15","6","29","4.8","9","0","1","3","3","39","13.0","0","0","1","15.8","15.8","99.3%"
"16","J.J. Taylor","RB","NE","2021",7,7,"ppr","16","9","21","2.3","15","0","2","1","1","5","5.0","0","0","1","15.6","15.6","0.1%"
"17","Devontae Booker","RB","FA","2021",7,7,"ppr","17","14","51","3.6","19","0","1","2","3","15","7.5","0","0","1","14.6","14.6","0.0%"
"18","Samaje Perine","RB","CIN","2021",7,7,"ppr","18","11","52","4.7","46","3","1","1","1","23","23.0","0","0","1","14.5","14.5","59.4%"
"19","Kenneth Gainwell","RB","PHI","2021",7,7,"ppr","19","5","20","4.0","7","0","0","4","8","41","10.3","1","1","1","14.1","14.1","11.7%"
"20","Cordarrelle Patterson","RB","ATL","2021",7,7,"ppr","20","14","60","4.3","13","0","1","2","5","1","0.5","0","0","1","14.1","14.1","85.6%"
"21","Ty Johnson","RB","NYJ","2021",7,7,"ppr","21","5","6","1.2","5","0","0","6","7","65","10.8","0","0","1","13.1","13.1","3.4%"
"22","Devonta Freeman","RB","FA","2021",7,7,"ppr","22","4","14","3.5","10","0","1","3","3","25","8.3","0","0","1","12.9","12.9","0.0%"
"23","James Conner","RB","ARI","2021",7,7,"ppr","23","10","64","6.4","18","0","1","0","0","0","0","0","0","1","12.4","12.4","97.8%"
"24","Joe Mixon","RB","CIN","2021",7,7,"ppr","24","12","59","4.9","21","1","1","0","0","0","0","0","0","1","11.9","11.9","99.9%"
"25","Melvin Gordon III","RB","KC","2021",7,7,"ppr","25","8","18","2.3","5","0","0","2","3","14","7.0","1","0","1","11.2","11.2","29.3%"
"26","David Johnson","RB","NO","2021",7,7,"ppr","26","7","25","3.6","13","0","0","5","6","27","5.4","0","0","1","10.2","10.2","0.1%"
"27","Chase Edmonds","RB","DEN","2021",7,7,"ppr","27","15","81","5.4","16","0","0","1","3","9","9.0","0","0","1","10.0","10.0","23.9%"
"28","Boston Scott","RB","PHI","2021",7,7,"ppr","28","7","24","3.4","5","0","1","1","2","5","5.0","0","0","1","9.9","9.9","1.3%"
"29","Chuba Hubbard","RB","CAR","2021",7,7,"ppr","29","12","28","2.3","13","0","0","4","5","28","7.0","0","0","1","9.6","9.6","32.2%"
"30","J.D. McKissic","RB","WAS","2021",7,7,"ppr","30","4","22","5.5","8","0","0","4","6","34","8.5","0","0","1","9.6","9.6","8.4%"
"31","Darrell Henderson Jr.","RB","FA","2021",7,7,"ppr","31","15","45","3.0","10","0","0","3","6","19","6.3","0","0","1","9.4","9.4","25.4%"
"32","Aaron Jones","RB","GB","2021",7,7,"ppr","32","6","19","3.2","9","0","0","5","5","20","4.0","0","0","1","8.9","8.9","99.6%"
"33","Darrel Williams","RB","ARI","2021",7,7,"ppr","33","5","20","4.0","11","0","0","3","4","30","10.0","0","0","1","8.0","8.0","1.5%"
"34","Antonio Gibson","RB","WAS","2021",7,7,"ppr","34","14","51","3.6","6","0","0","2","2","5","2.5","0","0","1","7.6","7.6","85.6%"
"35","Johnny Stanton IV","RB","FA","2021",7,7,"ppr","35","2","5","2.5","3","0","0","1","1","1","1.0","1","0","1","7.6","7.6","0.0%"
"36","Salvon Ahmed","RB","MIA","2021",7,7,"ppr","36","7","26","3.7","7","0","0","2","2","26","13.0","0","0","1","7.2","7.2","0.1%"
"37","Demetric Felton Jr.","RB","CLE","2021",7,7,"ppr","37","2","13","6.5","12","0","0","3","3","21","7.0","0","0","1","6.4","6.4","0.0%"
"38","Mark Ingram II","RB","NO","2021",7,7,"ppr","38","6","9","1.5","4","0","0","3","3","18","6.0","0","0","1","5.7","5.7","4.3%"
"39","Jamaal Williams","RB","DET","2021",7,7,"ppr","39","12","57","4.8","14","0","0","0","0","0","0","0","0","1","5.7","5.7","91.0%"
"40","Jalen Richard","RB","FA","2021",7,7,"ppr","40","4","8","2.0","5","0","0","3","4","17","5.7","0","0","1","5.5","5.5","1.0%"
"41","Ty'Son Williams","RB","ARI","2021",7,7,"ppr","41","2","10","5.0","6","0","0","2","2","24","12.0","0","0","1","5.4","5.4","0.0%"
"42","Alex Collins","RB","FA","2021",7,7,"ppr","42","16","35","2.2","6","0","0","1","1","9","9.0","0","0","1","5.4","5.4","19.0%"
"43","Jakob Johnson","RB","LV","2021",7,7,"ppr","43","0","0","0","0","0","0","2","2","32","16.0","0","0","1","5.2","5.2","0.0%"
"44","JaMycal Hasty","RB","JAC","2021",7,7,"ppr","44","3","1","0.3","2","0","0","3","6","15","5.0","0","0","1","4.6","4.6","5.1%"
"45","Ronald Jones II","RB","KC","2021",7,7,"ppr","45","10","63","6.3","19","0","0","0","0","0","0","0","1","1","4.3","4.3","2.5%"
"46","Alec Ingold","RB","MIA","2021",7,7,"ppr","46","1","1","1.0","1","0","0","1","1","29","29.0","0","0","1","4.0","4.0","0.1%"
"47","Darrynton Evans","RB","CHI","2021",7,7,"ppr","47","2","7","3.5","5","0","0","2","2","11","5.5","0","0","1","3.8","3.8","0.3%"
"48","Jerick McKinnon","RB","KC","2021",7,7,"ppr","48","0","0","0","0","0","0","2","4","17","8.5","0","0","1","3.7","3.7","68.7%"
"49","Miles Sanders","RB","PHI","2021",7,7,"ppr","49","6","30","5.0","9","0","0","1","1","-3","-3.0","0","0","1","3.7","3.7","96.5%"
"50","Royce Freeman","RB","HOU","2021",7,7,"ppr","50","3","18","6.0","7","0","0","1","2","1","1.0","0","0","1","2.9","2.9","0.0%"
"51","Ke'Shawn Vaughn","RB","TB","2021",7,7,"ppr","51","5","27","5.4","15","0","0","0","0","0","0","0","0","1","2.7","2.7","0.5%"
"52","Giovani Bernard","RB","TB","2021",7,7,"ppr","52","0","0","0","0","0","0","2","3","5","2.5","0","0","1","2.5","2.5","0.2%"
"53","Elijhaa Penny","RB","FA","2021",7,7,"ppr","53","9","24","2.7","9","0","0","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"54","Nyheim Hines","RB","BUF","2021",7,7,"ppr","54","8","14","1.8","8","0","0","1","3","-2","-2.0","0","0","1","2.2","2.2","29.1%"
"55","Jeremy McNichols","RB","PIT","2021",7,7,"ppr","55","0","0","0","0","0","0","1","1","10","10.0","0","0","1","2.0","2.0","0.0%"
"56","Malcolm Brown","RB","LAR","2021",7,7,"ppr","56","3","10","3.3","4","0","0","1","1","-1","-1.0","0","0","1","1.9","1.9","0.1%"
"57","Damien Williams","RB","FA","2021",7,7,"ppr","57","3","5","1.7","4","0","0","1","1","3","3.0","0","0","1","1.8","1.8","1.1%"
"58","Derrick Gore","RB","NO","2021",7,7,"ppr","58","0","0","0","0","0","0","1","1","7","7.0","0","0","1","1.7","1.7","0.0%"
"59","Keith Smith","RB","ATL","2021",7,7,"ppr","59","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"60","Le'Veon Bell","RB","FA","2021",7,7,"ppr","60","5","5","1.0","7","0","0","1","2","-1","-1.0","0","0","1","1.4","1.4","0.1%"
"61","Travis Homer","RB","SEA","2021",7,7,"ppr","61","1","14","14.0","14","0","0","0","0","0","0","0","0","1","1.4","1.4","22.6%"
"62","Ryan Nall","RB","FA","2021",7,7,"ppr","62","0","0","0","0","0","0","1","1","4","4.0","0","0","1","1.4","1.4","0.0%"
"63","Devine Ozigbo","RB","DEN","2021",7,7,"ppr","63","1","-3","-3.0","0","0","0","1","1","7","7.0","0","0","1","1.4","1.4","0.0%"
"64","John Kelly Jr.","RB","CLE","2021",7,7,"ppr","64","2","13","6.5","11","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"65","Mike Davis","RB","FA","2021",7,7,"ppr","65","4","10","2.5","3","0","0","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"66","Rashaad Penny","RB","SEA","2021",7,7,"ppr","66","6","9","1.5","5","0","0","0","0","0","0","0","0","1","0.9","0.9","15.7%"
"67","Phillip Lindsay","RB","FA","2021",7,7,"ppr","67","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","0.4%"
"68","Jonathan Ward","RB","TEN","2021",7,7,"ppr","68","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"69","Eno Benjamin","RB","NO","2021",7,7,"ppr","69","2","7","3.5","8","0","0","0","0","0","0","0","0","1","0.7","0.7","11.7%"
"70","Marlon Mack","RB","DEN","2021",7,7,"ppr","70","3","4","1.3","3","0","0","0","0","0","0","0","0","1","0.4","0.4","5.3%"
"71","Sony Michel","RB","LAC","2021",7,7,"ppr","71","2","4","2.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","2.2%"
"72","Ty Montgomery","RB","NE","2021",7,7,"ppr","72","1","4","4.0","4","0","0","0","1","0","0","0","0","1","0.4","0.4","0.5%"
"73","Wayne Gallman Jr.","RB","SEA","2021",7,7,"ppr","73","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"74","Kylin Hill","RB","FA","2021",7,7,"ppr","74","3","2","0.7","3","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"75","Alex Armah Jr.","RB","WAS","2021",7,7,"ppr","75","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"76","Buddy Howell","RB","FA","2021",7,7,"ppr","76","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","DeeJay Dallas","RB","SEA","2021",7,7,"ppr","77","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.5%"
"78","Cullen Gillaspia","RB","SEA","2021",7,7,"ppr","78","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Nick Bellore","RB","SEA","2021",7,7,"ppr","79","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"80","Rex Burkhead","RB","HOU","2021",7,7,"ppr","80","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.7%"
"81","Trenton Cannon","RB","TEN","2021",7,7,"ppr","81","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
