"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Ja'Marr Chase","WR","CIN","2021",17,17,"ppr","1","11","12","266","24.2","72","12","3","0","0","0","0","1","55.6","55.6","99.9%"
"2","Amon-Ra St. Brown","WR","DET","2021",17,17,"ppr","2","8","11","111","13.9","31","3","1","2","23","1","0","1","35.4","35.4","99.2%"
"3","DK Metcalf","WR","SEA","2021",17,17,"ppr","3","6","9","63","10.5","17","0","3","1","6","0","0","1","30.9","30.9","97.8%"
"4","Davante Adams","WR","LV","2021",17,17,"ppr","4","11","14","136","12.4","30","2","1","0","0","0","0","1","30.6","30.6","100.0%"
"5","Braxton Berrios","WR","NYJ","2021",17,17,"ppr","5","8","12","65","8.1","11","0","1","2","12","1","1","1","25.7","25.7","1.0%"
"6","Cooper Kupp","WR","LAR","2021",17,17,"ppr","6","6","7","95","15.8","24","3","1","0","0","0","0","1","21.5","21.5","82.7%"
"7","Jakobi Meyers","WR","NE","2021",17,17,"ppr","7","8","8","73","9.1","17","0","1","0","0","0","0","1","21.3","21.3","69.3%"
"8","Hunter Renfrow","WR","LV","2021",17,17,"ppr","8","7","9","76","10.9","24","1","1","0","0","0","0","1","20.6","20.6","26.2%"
"9","Kristian Wilkerson","WR","NE","2021",17,17,"ppr","9","4","8","42","10.5","20","1","2","0","0","0","0","1","20.2","20.2","0.0%"
"10","Cyril Grayson Jr.","WR","FA","2021",17,17,"ppr","10","6","8","81","13.5","33","3","1","0","0","0","0","1","20.1","20.1","0.0%"
"11","Zay Jones","WR","JAC","2021",17,17,"ppr","11","8","10","120","15.0","42","4","0","1","-1","0","0","1","19.9","19.9","61.7%"
"12","Darnell Mooney","WR","CHI","2021",17,17,"ppr","12","7","13","69","9.9","18","0","1","0","0","0","0","1","19.9","19.9","36.9%"
"13","Brandin Cooks","WR","HOU","2021",17,17,"ppr","13","7","11","66","9.4","24","1","1","0","0","0","0","1","19.6","19.6","64.4%"
"14","Allen Lazard","WR","GB","2021",17,17,"ppr","14","6","6","72","12.0","20","1","1","0","0","0","0","1","19.2","19.2","84.7%"
"15","Antoine Wesley","WR","ARI","2021",17,17,"ppr","15","4","5","30","7.5","19","0","2","0","0","0","0","1","19.0","19.0","0.0%"
"16","Cedrick Wilson Jr.","WR","MIA","2021",17,17,"ppr","16","6","6","35","5.8","11","0","1","0","0","0","0","1","18.7","18.7","0.9%"
"17","Deebo Samuel","WR","SF","2021",17,17,"ppr","17","3","6","63","21.0","45","3","1","7","19","0","0","1","17.2","17.2","95.6%"
"18","Diontae Johnson","WR","PIT","2021",17,17,"ppr","18","8","15","31","3.9","10","0","1","0","0","0","0","1","17.1","17.1","85.3%"
"19","Marquez Callaway","WR","NO","2021",17,17,"ppr","19","6","10","97","16.2","30","3","0","0","0","0","0","1","15.7","15.7","0.5%"
