"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Devonta Freeman","RB","FA","2016",17,17,"ppr","1","12","96","8.0","75","1","1","5","5","81","16.2","0","0","1","28.7","28.7","0.0%"
"2","Charcandrick West","RB","FA","2016",17,17,"ppr","2","16","58","3.6","14","0","0","5","5","58","11.6","2","0","1","28.6","28.6","0.0%"
"3","Rex Burkhead","RB","HOU","2016",17,17,"ppr","3","27","119","4.4","17","0","2","2","2","25","12.5","0","0","1","28.4","28.4","12.7%"
"4","Shaun Draughn","RB","FA","2016",17,17,"ppr","4","21","41","2.0","10","0","2","4","6","68","17.0","0","0","1","26.9","26.9","0.0%"
"5","Jerick McKinnon","RB","KC","2016",17,17,"ppr","5","16","89","5.6","36","1","1","3","4","21","7.0","1","0","1","26.0","26.0","68.7%"
"6","Mark Ingram II","RB","NO","2016",17,17,"ppr","6","20","103","5.2","38","1","1","6","8","29","4.8","0","0","1","25.2","25.2","4.3%"
"7","Devontae Booker","RB","FA","2016",17,17,"ppr","7","14","57","4.1","12","0","1","2","3","52","26.0","1","0","1","24.9","24.9","0.0%"
"8","DeAngelo Williams","RB","FA","2016",17,17,"ppr","8","23","67","2.9","17","0","1","3","4","27","9.0","1","0","1","24.4","24.4","0.1%"
"9","Bilal Powell","RB","FA","2016",17,17,"ppr","9","22","122","5.5","25","2","0","3","3","15","5.0","1","0","1","22.7","22.7","0.0%"
"10","Corey Grant","RB","FA","2016",17,17,"ppr","10","18","122","6.8","57","1","1","2","2","15","7.5","0","0","1","21.7","21.7","0.0%"
"11","Zach Zenner","RB","FA","2016",17,17,"ppr","11","20","69","3.5","15","0","1","4","5","41","10.3","0","0","1","21.0","21.0","0.0%"
"12","Isaiah Crowell","RB","FA","2016",17,17,"ppr","12","19","152","8.0","67","1","0","3","4","16","5.3","0","1","1","17.8","17.8","0.1%"
"13","Aaron Ripkowski","RB","FA","2016",17,17,"ppr","13","9","61","6.8","15","0","0","2","2","15","7.5","1","0","1","15.6","15.6","0.0%"
"14","Kenneth Dixon","RB","FA","2016",17,17,"ppr","14","10","44","4.4","12","0","1","3","4","19","6.3","0","0","1","15.3","15.3","0.1%"
"15","Tevin Coleman","RB","SF","2016",17,17,"ppr","15","8","44","5.5","25","1","0","3","4","15","5.0","1","0","1","14.9","14.9","0.6%"
"16","Jonathan Stewart","RB","FA","2016",17,17,"ppr","16","20","65","3.3","13","0","1","1","2","7","7.0","0","0","1","14.2","14.2","0.0%"
"17","Derrick Henry","RB","TEN","2016",17,17,"ppr","17","15","65","4.3","14","0","1","1","1","3","3.0","0","0","1","13.8","13.8","100.0%"
"18","Jordan Howard","RB","FA","2016",17,17,"ppr","18","23","135","5.9","18","0","0","0","0","0","0","0","0","1","13.5","13.5","0.0%"
"19","Rashad Jennings","RB","FA","2016",17,17,"ppr","19","18","52","2.9","6","0","1","1","1","5","5.0","0","0","1","12.7","12.7","0.0%"
"20","Ronnie Hillman","RB","FA","2016",17,17,"ppr","20","7","41","5.9","17","0","0","3","6","50","16.7","0","0","1","12.1","12.1","0.0%"
"21","Mike Gillislee","RB","FA","2016",17,17,"ppr","21","15","40","2.7","16","0","1","1","1","10","10.0","0","0","1","12.0","12.0","0.0%"
"22","Kerwynn Williams","RB","FA","2016",17,17,"ppr","22","12","60","5.0","21","1","1","0","1","0","0","0","0","1","12.0","12.0","0.0%"
"23","Todd Gurley II","RB","FA","2016",17,17,"ppr","23","14","40","2.9","8","0","0","4","5","37","9.3","0","0","1","11.7","11.7","0.1%"
"24","Robert Turbin","RB","FA","2016",17,17,"ppr","24","3","15","5.0","7","0","1","2","4","18","9.0","0","0","1","11.3","11.3","0.0%"
"25","LeGarrette Blount","RB","FA","2016",17,17,"ppr","25","14","51","3.6","19","0","1","0","0","0","0","0","0","1","11.1","11.1","0.1%"
"26","Jay Ajayi","RB","FA","2016",17,17,"ppr","26","16","59","3.7","11","0","0","3","3","20","6.7","0","0","1","10.9","10.9","7.0%"
"27","Travaris Cadet","RB","FA","2016",17,17,"ppr","27","0","0","0","0","0","0","3","5","18","6.0","1","0","1","10.8","10.8","0.0%"
"28","Terrell Watson","RB","FA","2016",17,17,"ppr","28","9","28","3.1","8","0","1","1","1","5","5.0","0","0","1","10.3","10.3","0.0%"
"29","Paul Perkins","RB","FA","2016",17,17,"ppr","29","21","102","4.9","22","1","0","0","2","0","0","0","0","1","10.2","10.2","0.0%"
"30","Chris Thompson","RB","FA","2016",17,17,"ppr","30","3","5","1.7","4","0","0","6","8","37","6.2","0","0","1","10.2","10.2","0.0%"
"31","Frank Gore","RB","FA","2016",17,17,"ppr","31","16","62","3.9","18","0","0","2","2","14","7.0","0","0","1","9.6","9.6","12.1%"
"32","George Atkinson III","RB","FA","2016",17,17,"ppr","32","7","34","4.9","11","0","1","0","0","0","0","0","0","1","9.4","9.4","0.0%"
"33","Ty Montgomery","RB","NE","2016",17,17,"ppr","33","8","44","5.5","11","0","0","3","5","17","5.7","0","0","1","9.1","9.1","0.5%"
"34","Justin Forsett","RB","FA","2016",17,17,"ppr","34","22","90","4.1","64","1","0","0","1","0","0","0","0","1","9.0","9.0","0.0%"
"35","Jacquizz Rodgers","RB","FA","2016",17,17,"ppr","35","17","75","4.4","26","1","0","1","1","4","4.0","0","0","1","8.9","8.9","0.0%"
"36","Tim Hightower","RB","FA","2016",17,17,"ppr","36","3","29","9.7","25","1","1","0","0","0","0","0","0","1","8.9","8.9","0.0%"
"37","Jonathan Grimes","RB","FA","2016",17,17,"ppr","37","8","16","2.0","8","0","0","4","5","33","8.3","0","0","1","8.9","8.9","0.0%"
"38","Andre Williams","RB","FA","2016",17,17,"ppr","38","18","87","4.8","14","0","0","0","2","0","0","0","0","1","8.7","8.7","0.0%"
"39","DeAndre Washington","RB","FA","2016",17,17,"ppr","39","7","43","6.1","20","1","0","2","2","14","7.0","0","0","1","7.7","7.7","11.0%"
"40","Jeremy Langford","RB","FA","2016",17,17,"ppr","40","10","26","2.6","5","0","0","3","3","41","13.7","0","1","1","7.7","7.7","0.0%"
"41","Terrance West","RB","FA","2016",17,17,"ppr","41","5","18","3.6","11","0","0","4","5","17","4.3","0","0","1","7.5","7.5","0.0%"
"42","Matt Asiata","RB","FA","2016",17,17,"ppr","42","8","14","1.8","4","0","0","3","3","31","10.3","0","0","1","7.5","7.5","0.0%"
"43","Thomas Rawls","RB","FA","2016",17,17,"ppr","43","8","14","1.8","7","0","1","0","0","0","0","0","0","1","7.4","7.4","0.1%"
"44","David Johnson","RB","NO","2016",17,17,"ppr","44","5","6","1.2","7","0","0","3","4","38","12.7","0","0","1","7.4","7.4","0.1%"
"45","Dion Lewis","RB","FA","2016",17,17,"ppr","45","11","48","4.4","12","0","0","2","2","4","2.0","0","0","1","7.2","7.2","2.0%"
"46","Alfred Blue","RB","FA","2016",17,17,"ppr","46","11","28","2.5","10","0","0","3","4","12","4.0","0","0","1","7.0","7.0","0.0%"
"47","James White","RB","FA","2016",17,17,"ppr","47","2","9","4.5","7","0","0","4","4","21","5.3","0","0","1","7.0","7.0","0.1%"
"48","Lance Dunbar","RB","FA","2016",17,17,"ppr","48","3","20","6.7","10","0","0","3","6","19","6.3","0","0","1","6.9","6.9","0.0%"
"49","Alex Collins","RB","FA","2016",17,17,"ppr","49","7","55","7.9","26","1","0","1","1","4","4.0","0","0","1","6.9","6.9","19.0%"
"50","Darren McFadden","RB","FA","2016",17,17,"ppr","50","7","28","4.0","24","1","0","2","3","19","9.5","0","0","1","6.7","6.7","7.0%"
"51","Darren Sproles","RB","FA","2016",17,17,"ppr","51","9","32","3.6","11","0","0","3","5","4","1.3","0","0","1","6.6","6.6","0.1%"
"52","Fitzgerald Toussaint","RB","FA","2016",17,17,"ppr","52","3","14","4.7","12","0","0","2","2","24","12.0","0","0","1","5.8","5.8","0.0%"
"53","Byron Marshall","RB","FA","2016",17,17,"ppr","53","10","42","4.2","12","0","0","1","2","4","4.0","0","0","1","5.6","5.6","0.1%"
"54","Brandon Wilds","RB","FA","2016",17,17,"ppr","54","4","9","2.3","5","0","0","2","2","20","10.0","0","0","1","4.9","4.9","0.0%"
"55","Andre Ellington","RB","FA","2016",17,17,"ppr","55","7","18","2.6","7","0","0","2","3","8","4.0","0","0","1","4.6","4.6","0.1%"
"56","Marcel Reece","RB","FA","2016",17,17,"ppr","56","1","0","0.0","0","0","0","2","2","26","13.0","0","0","1","4.6","4.6","0.0%"
"57","Damien Williams","RB","FA","2016",17,17,"ppr","57","2","5","2.5","5","0","0","3","5","23","7.7","0","1","1","3.8","3.8","1.1%"
"58","J.D. McKissic","RB","WAS","2016",17,17,"ppr","58","1","2","2.0","2","0","0","2","2","16","8.0","0","0","1","3.8","3.8","8.4%"
"59","Latavius Murray","RB","DEN","2016",17,17,"ppr","59","5","11","2.2","5","0","0","1","1","14","14.0","0","0","1","3.5","3.5","75.6%"
"60","Robert Kelley","RB","FA","2016",17,17,"ppr","60","12","33","2.8","7","0","0","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"61","DeMarco Murray","RB","FA","2016",17,17,"ppr","61","11","21","1.9","7","0","0","1","1","-2","-2.0","0","0","1","2.9","2.9","0.1%"
"62","Christine Michael","RB","FA","2016",17,17,"ppr","62","3","6","2.0","4","0","0","1","2","10","10.0","0","0","1","2.6","2.6","0.0%"
"63","LeSean McCoy","RB","FA","2016",17,17,"ppr","63","5","10","2.0","4","0","0","1","1","6","6.0","0","0","1","2.6","2.6","2.0%"
"64","Roosevelt Nix","RB","FA","2016",17,17,"ppr","64","0","0","0","0","0","0","2","2","5","2.5","0","0","1","2.5","2.5","0.0%"
"65","Alfred Morris","RB","FA","2016",17,17,"ppr","65","8","12","1.5","9","0","0","1","2","3","3.0","0","0","1","2.5","2.5","0.0%"
"66","Mike Tolbert","RB","FA","2016",17,17,"ppr","66","3","24","8.0","14","0","0","0","1","0","0","0","0","1","2.4","2.4","0.0%"
"67","Kyle Juszczyk","RB","SF","2016",17,17,"ppr","67","0","0","0","0","0","0","2","2","1","0.5","0","0","1","2.1","2.1","0.4%"
"68","Jamize Olawale","RB","FA","2016",17,17,"ppr","68","0","0","0","0","0","0","1","1","10","10.0","0","0","1","2.0","2.0","0.0%"
"69","Peyton Barber","RB","FA","2016",17,17,"ppr","69","5","19","3.8","6","0","0","0","0","0","0","0","0","1","1.9","1.9","1.0%"
"70","Denard Robinson","RB","FA","2016",17,17,"ppr","70","4","17","4.3","7","0","0","0","1","0","0","0","0","1","1.7","1.7","0.2%"
"71","Cedric Peerman","RB","FA","2016",17,17,"ppr","71","6","15","2.5","4","0","0","0","1","0","0","0","0","1","1.5","1.5","0.0%"
"72","Chase Reynolds","RB","FA","2016",17,17,"ppr","72","0","0","0","0","0","0","1","1","4","4.0","0","0","1","1.4","1.4","0.0%"
"73","Bobby Rainey","RB","FA","2016",17,17,"ppr","73","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","0.0%"
"74","Anthony Sherman","RB","FA","2016",17,17,"ppr","74","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"75","Malcolm Brown","RB","LAR","2016",17,17,"ppr","75","5","11","2.2","4","0","0","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"76","Bronson Hill","RB","FA","2016",17,17,"ppr","76","2","11","5.5","7","0","0","0","1","0","0","0","0","1","1.1","1.1","0.0%"
"77","Kenyan Drake","RB","BAL","2016",17,17,"ppr","77","4","10","2.5","4","0","0","0","0","0","0","0","0","1","1.0","1.0","26.8%"
"78","Fozzy Whittaker","RB","FA","2016",17,17,"ppr","78","4","9","2.3","8","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"79","Knile Davis","RB","FA","2016",17,17,"ppr","79","6","9","1.5","5","0","0","0","1","0","0","0","0","1","0.9","0.9","0.0%"
"80","Danny Vitale","RB","FA","2016",17,17,"ppr","80","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","0.9","0.9","0.0%"
"81","Jalen Richard","RB","FA","2016",17,17,"ppr","81","3","3","1.0","2","0","0","1","1","-5","-5.0","0","0","1","0.8","0.8","1.0%"
"82","Joe Banyard","RB","FA","2016",17,17,"ppr","82","2","7","3.5","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"83","Raheem Mostert","RB","MIA","2016",17,17,"ppr","83","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","81.2%"
"84","Bralon Addison","RB","FA","2016",17,17,"ppr","84","1","4","4.0","4","0","0","1","1","11","11.0","0","1","1","0.5","0.5","0.0%"
"85","Duke Johnson Jr.","RB","BUF","2016",17,17,"ppr","85","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"86","Juwan Thompson","RB","FA","2016",17,17,"ppr","86","2","1","0.5","2","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"87","Joique Bell","RB","FA","2016",17,17,"ppr","87","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"88","Taiwan Jones","RB","BUF","2016",17,17,"ppr","88","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Jordan Todman","RB","FA","2016",17,17,"ppr","89","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Patrick DiMarco","RB","FA","2016",17,17,"ppr","90","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","James Develin","RB","FA","2016",17,17,"ppr","91","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Zach Line","RB","FA","2016",17,17,"ppr","92","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Stepfan Taylor","RB","FA","2016",17,17,"ppr","93","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"94","Brandon Bolden","RB","LV","2016",17,17,"ppr","94","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"95","Cordarrelle Patterson","RB","ATL","2016",17,17,"ppr","95","0","0","0","0","0","0","1","2","39","39.0","0","0","1","0.0","0.0","85.6%"
"96","John Kuhn","RB","FA","2016",17,17,"ppr","96","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Jerome Felton","RB","FA","2016",17,17,"ppr","97","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Reggie Bush","RB","FA","2016",17,17,"ppr","98","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Aaron Green","RB","FA","2016",17,17,"ppr","99","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Russell Hansbrough","RB","FA","2016",17,17,"ppr","100","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Joe Kerridge","RB","FA","2016",17,17,"ppr","101","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Dwayne Washington","RB","NO","2016",17,17,"ppr","102","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"103","Keith Smith","RB","ATL","2016",17,17,"ppr","103","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Ryan Hewitt","RB","FA","2016",17,17,"ppr","104","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Austin Johnson","RB","FA","2016",17,17,"ppr","105","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Antonio Andrews","RB","FA","2016",17,17,"ppr","106","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Derek Watt","RB","PIT","2016",17,17,"ppr","107","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"108","Tyler Ervin","RB","FA","2016",17,17,"ppr","108","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Josh Ferguson","RB","FA","2016",17,17,"ppr","109","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Mack Brown","RB","FA","2016",17,17,"ppr","110","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Akeem Hunt","RB","FA","2016",17,17,"ppr","111","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Jalston Fowler","RB","FA","2016",17,17,"ppr","112","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Brandon Burks","RB","FA","2016",17,17,"ppr","113","2","-4","-2.0","1","0","0","0","0","0","0","0","0","1","-0.4","-0.4","0.0%"
"114","Jonathan Williams","RB","WAS","2016",17,17,"ppr","114","4","11","2.8","20","1","0","0","0","0","0","0","1","1","-0.9","-0.9","0.0%"
"115","DuJuan Harris","RB","FA","2016",17,17,"ppr","115","4","-1","-0.3","3","0","0","0","0","0","0","0","1","1","-2.1","-2.1","0.0%"
