"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","David Montgomery","RB","CHI","2020",13,13,"ppr","1","17","72","4.2","13","0","2","4","4","39","9.8","0","0","1","27.1","27.1","95.6%"
"2","Dalvin Cook","RB","MIN","2020",13,13,"ppr","2","32","120","3.8","12","0","0","6","9","59","9.8","0","0","1","23.9","23.9","100.0%"
"3","Aaron Jones","RB","GB","2020",13,13,"ppr","3","15","130","8.7","77","4","1","3","3","18","6.0","0","0","1","23.8","23.8","99.6%"
"4","James Robinson","RB","NYJ","2020",13,13,"ppr","4","18","78","4.3","15","0","1","6","6","30","5.0","0","0","1","22.8","22.8","39.4%"
"5","Jonathan Taylor","RB","IND","2020",13,13,"ppr","5","13","91","7.0","24","1","0","3","3","44","14.7","1","0","1","22.5","22.5","100.0%"
"6","Chris Carson","RB","FA","2020",13,13,"ppr","6","13","65","5.0","11","0","0","3","6","45","15.0","1","0","1","20.0","20.0","0.3%"
"7","Ty Johnson","RB","NYJ","2020",13,13,"ppr","7","22","104","4.7","16","0","1","2","2","13","6.5","0","0","1","19.7","19.7","3.4%"
"8","J.D. McKissic","RB","WAS","2020",13,13,"ppr","8","5","8","1.6","8","0","0","10","10","70","7.0","0","0","1","17.8","17.8","8.4%"
"9","Alvin Kamara","RB","NO","2020",13,13,"ppr","9","15","88","5.9","37","2","1","2","3","9","4.5","0","0","1","17.7","17.7","99.3%"
"10","Adrian Peterson","RB","FA","2020",13,13,"ppr","10","16","57","3.6","15","0","2","0","1","0","0","0","0","1","17.7","17.7","2.1%"
"11","Nick Chubb","RB","CLE","2020",13,13,"ppr","11","18","80","4.4","29","1","1","1","1","26","26.0","0","0","1","17.6","17.6","99.9%"
"12","Alfred Morris","RB","FA","2020",13,13,"ppr","12","8","39","4.9","13","0","1","1","1","6","6.0","1","0","1","17.5","17.5","0.0%"
"13","Cam Akers","RB","LAR","2020",13,13,"ppr","13","21","72","3.4","12","0","1","1","1","22","22.0","0","0","1","16.4","16.4","67.5%"
"14","Darrell Henderson Jr.","RB","FA","2020",13,13,"ppr","14","3","49","16.3","38","2","1","2","3","25","12.5","0","0","1","15.4","15.4","25.4%"
"15","Melvin Gordon III","RB","KC","2020",13,13,"ppr","15","15","131","8.7","65","4","0","1","2","11","11.0","0","0","1","15.2","15.2","29.3%"
"16","Myles Gaskin","RB","MIA","2020",13,13,"ppr","16","21","90","4.3","26","1","0","2","2","51","25.5","0","1","1","14.1","14.1","0.3%"
"17","Kenyan Drake","RB","BAL","2020",13,13,"ppr","17","10","49","4.9","27","1","1","2","3","9","4.5","0","0","1","13.8","13.8","26.8%"
"18","Wayne Gallman Jr.","RB","SEA","2020",13,13,"ppr","18","16","135","8.4","60","5","0","0","0","0","0","0","0","1","13.5","13.5","0.1%"
"19","Ezekiel Elliott","RB","DAL","2020",13,13,"ppr","19","18","77","4.3","14","0","0","4","6","18","4.5","0","0","1","13.5","13.5","97.0%"
"20","J.K. Dobbins","RB","BAL","2020",13,13,"ppr","20","11","71","6.5","30","2","1","0","0","0","0","0","0","1","13.1","13.1","80.2%"
"21","Nyheim Hines","RB","BUF","2020",13,13,"ppr","21","6","10","1.7","5","0","1","3","3","22","7.3","0","0","1","12.2","12.2","29.1%"
"22","Devin Singletary","RB","BUF","2020",13,13,"ppr","22","18","61","3.4","15","0","0","3","4","22","7.3","0","0","1","11.3","11.3","91.7%"
"23","Austin Ekeler","RB","LAC","2020",13,13,"ppr","23","8","36","4.5","9","0","0","4","9","32","8.0","0","0","1","10.8","10.8","100.0%"
"24","Jeremy McNichols","RB","PIT","2020",13,13,"ppr","24","2","2","1.0","1","0","1","3","4","15","5.0","0","0","1","10.7","10.7","0.0%"
"25","Damien Harris","RB","NE","2020",13,13,"ppr","25","16","80","5.0","12","0","0","1","1","15","15.0","0","0","1","10.5","10.5","56.6%"
"26","David Johnson","RB","NO","2020",13,13,"ppr","26","10","44","4.4","19","0","1","0","2","0","0","0","0","1","10.4","10.4","0.1%"
"27","Gus Edwards","RB","BAL","2020",13,13,"ppr","27","7","101","14.4","36","4","0","0","0","0","0","0","0","1","10.1","10.1","39.7%"
"28","Duke Johnson Jr.","RB","BUF","2020",13,13,"ppr","28","2","8","4.0","4","0","0","6","6","24","4.0","0","0","1","9.2","9.2","0.0%"
"29","Kareem Hunt","RB","CLE","2020",13,13,"ppr","29","14","33","2.4","8","0","0","3","3","24","8.0","0","0","1","8.7","8.7","76.3%"
"30","Peyton Barber","RB","FA","2020",13,13,"ppr","30","14","23","1.6","5","0","1","0","0","0","0","0","0","1","8.3","8.3","1.0%"
"31","C.J. Ham","RB","MIN","2020",13,13,"ppr","31","0","0","0","0","0","0","1","1","12","12.0","1","0","1","8.2","8.2","0.1%"
"32","Kyle Juszczyk","RB","SF","2020",13,13,"ppr","32","2","5","2.5","5","0","0","1","1","6","6.0","1","0","1","8.1","8.1","0.4%"
"33","Jeff Wilson Jr.","RB","MIA","2020",13,13,"ppr","33","7","47","6.7","18","0","0","2","5","12","6.0","0","0","1","7.9","7.9","76.6%"
"34","Le'Veon Bell","RB","FA","2020",13,13,"ppr","34","11","40","3.6","16","0","0","2","3","15","7.5","0","0","1","7.5","7.5","0.1%"
"35","Josh Adams","RB","FA","2020",13,13,"ppr","35","8","74","9.3","25","1","0","0","0","0","0","0","0","1","7.4","7.4","0.0%"
"36","Kalen Ballage","RB","FA","2020",13,13,"ppr","36","7","34","4.9","8","0","0","3","4","5","1.7","0","0","1","6.9","6.9","0.0%"
"37","Sony Michel","RB","LAC","2020",13,13,"ppr","37","10","35","3.5","10","0","0","1","1","23","23.0","0","0","1","6.8","6.8","2.2%"
"38","Chase Edmonds","RB","DEN","2020",13,13,"ppr","38","6","28","4.7","13","0","0","2","5","15","7.5","0","0","1","6.3","6.3","23.9%"
"39","Devontae Booker","RB","FA","2020",13,13,"ppr","39","16","50","3.1","14","0","0","1","2","1","1.0","0","0","1","6.1","6.1","0.0%"
"40","Derrick Henry","RB","TEN","2020",13,13,"ppr","40","15","60","4.0","10","0","0","1","1","9","9.0","0","1","1","5.9","5.9","100.0%"
"41","Jamaal Williams","RB","DET","2020",13,13,"ppr","41","5","26","5.2","18","0","0","2","2","10","5.0","0","0","1","5.6","5.6","91.0%"
"42","Darrel Williams","RB","ARI","2020",13,13,"ppr","42","6","38","6.3","12","0","0","1","2","5","5.0","0","0","1","5.3","5.3","1.5%"
"43","Raheem Mostert","RB","MIA","2020",13,13,"ppr","43","9","42","4.7","16","0","0","1","1","1","1.0","0","0","1","5.3","5.3","81.2%"
"44","Giovani Bernard","RB","TB","2020",13,13,"ppr","44","12","30","2.5","10","0","0","2","2","-1","-0.5","0","0","1","4.9","4.9","0.2%"
"45","Ito Smith","RB","FA","2020",13,13,"ppr","45","8","36","4.5","15","0","0","1","2","-2","-2.0","0","0","1","4.4","4.4","0.0%"
"46","Patrick Laird","RB","TB","2020",13,13,"ppr","46","3","6","2.0","4","0","0","2","3","16","8.0","0","0","1","4.2","4.2","0.0%"
"47","Jaylen Samuels","RB","FA","2020",13,13,"ppr","47","1","1","1.0","1","0","0","3","4","11","3.7","0","0","1","4.2","4.2","0.0%"
"48","Carlos Hyde","RB","FA","2020",13,13,"ppr","48","2","1","0.5","1","0","0","3","3","10","3.3","0","0","1","4.1","4.1","0.0%"
"49","Ameer Abdullah","RB","LV","2020",13,13,"ppr","49","2","11","5.5","7","0","0","1","1","18","18.0","0","0","1","3.9","3.9","3.4%"
"50","Mark Ingram II","RB","NO","2020",13,13,"ppr","50","6","28","4.7","7","0","0","1","1","1","1.0","0","0","1","3.9","3.9","4.3%"
"51","Jordan Wilkins","RB","IND","2020",13,13,"ppr","51","5","12","2.4","5","0","0","2","2","6","3.0","0","0","1","3.8","3.8","0.0%"
"52","Tony Pollard","RB","DAL","2020",13,13,"ppr","52","8","22","2.8","12","0","0","1","1","6","6.0","0","0","1","3.8","3.8","96.8%"
