"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Matt Prater","K","ARI","2019",6,6,"ppr",1,5,5,100,54,0,2,0,1,2,1,1,1,21,21,"14.9%"
"2","Brett Maher","K","DAL","2019",6,6,"ppr",2,3,4,75,62,0,0,1,0,2,1,1,1,14,14,"75.1%"
"3","Justin Tucker","K","BAL","2019",6,6,"ppr",3,3,3,100,49,0,1,0,2,0,2,2,1,13,13,"99.0%"
"4","Brandon McManus","K","DEN","2019",6,6,"ppr",4,3,3,100,53,0,0,1,1,1,1,1,1,13,13,"36.0%"
"5","Mason Crosby","K","GB","2019",6,6,"ppr",5,3,3,100,48,0,1,1,1,0,2,2,1,12,12,"3.2%"
"6","Jake Elliott","K","PHI","2019",6,6,"ppr",6,2,2,100,53,0,0,0,1,1,2,2,1,10,10,"27.9%"
"7","Matt Bryant","K","FA","2019",6,6,"ppr",7,2,2,100,44,0,1,0,1,0,3,4,1,10,10,"1.1%"
"8","Zane Gonzalez","K","CAR","2019",6,6,"ppr",8,2,2,100,39,0,1,1,0,0,4,4,1,10,10,"0.1%"
"9","Wil Lutz","K","NO","2019",6,6,"ppr",9,2,2,100,47,0,1,0,1,0,1,1,1,8,8,"8.0%"
"10","Dan Bailey","K","FA","2019",6,6,"ppr",10,1,1,100,39,0,0,1,0,0,5,5,1,8,8,"0.0%"
"11","Robbie Gould","K","SF","2019",6,6,"ppr",11,2,3,66.7,34,0,1,1,0,0,2,2,1,8,8,"42.9%"
"12","Jason Myers","K","SEA","2019",6,6,"ppr",12,2,2,100,38,0,1,1,0,0,2,3,1,8,8,"55.6%"
"13","Harrison Butker","K","KC","2019",6,6,"ppr",13,1,2,50,41,0,0,0,1,0,3,3,1,7,7,"91.8%"
"14","Josh Lambo","K","FA","2019",6,6,"ppr",14,2,2,100,32,0,1,1,0,0,0,0,1,6,6,"0.0%"
"15","Chris Boswell","K","PIT","2019",6,6,"ppr",15,1,1,100,20,0,1,0,0,0,3,3,1,6,6,"14.1%"
"16","Matt Gay","K","LAR","2019",6,6,"ppr",16,1,1,100,54,0,0,0,0,1,1,1,1,6,6,"41.5%"
"17","Sam Ficken","K","DET","2019",6,6,"ppr",17,1,1,100,38,0,0,1,0,0,3,3,1,6,6,"0.0%"
"18","Ka'imi Fairbairn","K","HOU","2019",6,6,"ppr",18,1,2,50,44,0,0,0,1,0,2,3,1,6,6,"2.0%"
"19","Chase McLaughlin","K","IND","2019",6,6,"ppr",19,1,2,50,38,0,0,1,0,0,2,2,1,5,5,"4.0%"
"20","Randy Bullock","K","TEN","2019",6,6,"ppr",20,1,1,100,22,0,1,0,0,0,2,2,1,5,5,"1.5%"
"21","Dustin Hopkins","K","LAC","2019",6,6,"ppr",21,1,2,50,21,0,1,0,0,0,2,2,1,5,5,"2.7%"
"22","Mike Nugent","K","FA","2019",6,6,"ppr",22,0,1,0,0,0,0,0,0,0,5,5,1,5,5,"1.0%"
"23","Jason Sanders","K","MIA","2019",6,6,"ppr",23,1,1,100,39,0,0,1,0,0,1,1,1,4,4,"13.2%"
"24","Joey Slye","K","WAS","2019",6,6,"ppr",24,3,5,60,49,0,0,0,0,0,4,4,1,4,4,"2.0%"
"25","Austin Seibert","K","FA","2019",6,6,"ppr",25,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"0.3%"
"26","Aldrick Rosas","K","FA","2019",6,6,"ppr",26,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"27","Greg Zuerlein","K","NYJ","2019",6,6,"ppr",27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"15.9%"
"28","Kasey Redfern","K","FA","2019",6,6,"ppr",28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"29","Michael Palardy","K","NE","2019",6,6,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"30","Ty Long","K","FA","2019",6,6,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"31","Cody Parkey","K","FA","2019",6,6,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
