"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Jacksonville Jaguars","DST","JAC","2017",5,5,"ppr",1,2,5,0,0,2,0,0,1,28,28,"3.8%"
"2","Miami Dolphins","DST","MIA","2017",5,5,"ppr",2,6,0,2,2,1,0,0,1,20,20,"25.9%"
"3","Seattle Seahawks","DST","SEA","2017",5,5,"ppr",3,2,2,2,2,0,0,0,1,14,14,"20.5%"
"4","Green Bay Packers","DST","GB","2017",5,5,"ppr",4,1,1,2,1,1,0,0,1,12,12,"80.7%"
"5","Baltimore Ravens","DST","BAL","2017",5,5,"ppr",5,3,0,1,1,1,0,0,1,12,12,"89.6%"
"6","Los Angeles Chargers","DST","LAC","2017",5,5,"ppr",6,5,1,1,2,0,0,0,1,9,9,"30.2%"
"7","Cincinnati Bengals","DST","CIN","2017",5,5,"ppr",7,6,1,0,1,0,0,0,1,9,9,"31.6%"
"8","Tennessee Titans","DST","TEN","2017",5,5,"ppr",8,1,1,1,1,0,0,0,1,9,9,"26.3%"
"9","New York Jets","DST","NYJ","2017",5,5,"ppr",9,1,2,1,0,0,0,0,1,8,8,"21.1%"
"10","Los Angeles Rams","DST","LAR","2017",5,5,"ppr",10,3,2,0,0,0,0,0,1,8,8,"34.3%"
"11","Tampa Bay Buccaneers","DST","TB","2017",5,5,"ppr",11,3,1,1,1,0,0,0,1,8,8,"81.2%"
"12","Carolina Panthers","DST","CAR","2017",5,5,"ppr",12,6,0,1,2,0,0,0,1,8,8,"14.1%"
"13","Buffalo Bills","DST","BUF","2017",5,5,"ppr",13,1,2,1,1,0,0,0,1,8,8,"99.0%"
"14","Chicago Bears","DST","CHI","2017",5,5,"ppr",14,4,0,0,0,0,1,0,1,7,7,"2.2%"
"15","Philadelphia Eagles","DST","PHI","2017",5,5,"ppr",15,2,0,0,1,0,0,0,1,7,7,"58.2%"
"16","Cleveland Browns","DST","CLE","2017",5,5,"ppr",16,3,1,0,1,0,0,0,1,6,6,"37.2%"
"17","San Francisco 49ers","DST","SF","2017",5,5,"ppr",17,4,1,0,1,0,0,0,1,6,6,"95.5%"
"18","Minnesota Vikings","DST","MIN","2017",5,5,"ppr",18,1,1,1,1,0,0,0,1,6,6,"23.7%"
"19","Pittsburgh Steelers","DST","PIT","2017",5,5,"ppr",19,2,1,0,0,0,0,0,1,5,5,"53.2%"
"20","Dallas Cowboys","DST","DAL","2017",5,5,"ppr",20,4,0,1,0,0,0,0,1,5,5,"90.0%"
"21","Kansas City Chiefs","DST","KC","2017",5,5,"ppr",21,3,0,1,1,0,0,1,1,4,4,"47.9%"
"22","New York Giants","DST","NYG","2017",5,5,"ppr",22,0,1,0,1,0,1,0,1,4,4,"6.2%"
"23","Detroit Lions","DST","DET","2017",5,5,"ppr",23,3,0,0,1,0,0,0,1,3,3,"2.5%"
"24","New England Patriots","DST","NE","2017",5,5,"ppr",24,2,0,0,0,0,0,0,1,3,3,"54.0%"
"25","Arizona Cardinals","DST","ARI","2017",5,5,"ppr",25,1,1,0,0,0,0,0,1,2,2,"12.3%"
"26","Indianapolis Colts","DST","IND","2017",5,5,"ppr",26,2,0,0,0,0,0,0,1,2,2,"52.4%"
"27","Las Vegas Raiders","DST","LV","2017",5,5,"ppr",27,0,0,0,1,0,0,0,1,0,0,"14.2%"
"28","Houston Texans","DST","HOU","2017",5,5,"ppr",28,1,0,0,1,0,0,0,1,-3,-3,"0.8%"
