"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Sam Ficken","K","DET","2020",4,4,"ppr",1,5,5,100,54,0,1,3,0,1,1,1,1,18,18,"0.0%"
"2","Brandon McManus","K","DEN","2020",4,4,"ppr",2,3,3,100,54,0,0,0,1,2,4,4,1,18,18,"36.0%"
"3","Jason Sanders","K","MIA","2020",4,4,"ppr",3,5,5,100,45,0,2,0,3,0,0,0,1,18,18,"13.2%"
"4","Randy Bullock","K","TEN","2020",4,4,"ppr",4,4,4,100,46,0,0,2,2,0,3,3,1,17,17,"1.5%"
"5","Aldrick Rosas","K","FA","2020",4,4,"ppr",5,4,5,80,50,0,1,2,0,1,1,1,1,15,15,"0.0%"
"6","Rodrigo Blankenship","K","FA","2020",4,4,"ppr",6,4,4,100,44,0,1,2,1,0,1,1,1,14,14,"0.7%"
"7","Ka'imi Fairbairn","K","HOU","2020",4,4,"ppr",7,3,3,100,50,0,2,0,0,1,2,2,1,13,13,"2.0%"
"8","Daniel Carlson","K","LV","2020",4,4,"ppr",8,3,3,100,54,0,1,1,0,1,2,2,1,13,13,"96.6%"
"9","Cody Parkey","K","FA","2020",4,4,"ppr",9,2,2,100,44,0,0,1,1,0,5,5,1,12,12,"0.0%"
"10","Graham Gano","K","NYG","2020",4,4,"ppr",10,3,3,100,37,0,1,2,0,0,0,0,1,9,9,"61.0%"
"11","Michael Badgley","K","DET","2020",4,4,"ppr",11,1,2,50,53,0,0,0,0,1,4,4,1,9,9,"27.0%"
"12","Jason Myers","K","SEA","2020",4,4,"ppr",12,1,1,100,55,0,0,0,0,1,4,4,1,9,9,"55.6%"
"13","Harrison Butker","K","KC","2020",4,4,"ppr",13,2,2,100,39,0,1,1,0,0,2,3,1,8,8,"91.8%"
"14","Justin Tucker","K","BAL","2020",4,4,"ppr",14,1,1,100,46,0,0,0,1,0,4,4,1,8,8,"99.0%"
"15","Ryan Succop","K","TB","2020",4,4,"ppr",15,1,2,50,26,0,1,0,0,0,5,5,1,8,8,"34.3%"
"16","Joey Slye","K","WAS","2020",4,4,"ppr",16,1,2,50,27,0,1,0,0,0,4,4,1,7,7,"2.0%"
"17","Dan Bailey","K","FA","2020",4,4,"ppr",17,1,2,50,31,0,0,1,0,0,4,4,1,7,7,"0.0%"
"18","Mason Crosby","K","GB","2020",4,4,"ppr",18,1,1,100,48,0,0,0,1,0,3,4,1,7,7,"3.2%"
"19","Dustin Hopkins","K","LAC","2020",4,4,"ppr",19,1,2,50,43,0,0,0,1,0,2,2,1,6,6,"2.7%"
"20","Tyler Bass","K","BUF","2020",4,4,"ppr",20,1,1,100,34,0,0,1,0,0,3,4,1,6,6,"94.4%"
"21","Nick Folk","K","NE","2020",4,4,"ppr",21,1,1,100,43,0,0,0,1,0,1,1,1,5,5,"75.5%"
"22","Jake Elliott","K","PHI","2020",4,4,"ppr",22,1,1,100,35,0,0,1,0,0,2,2,1,5,5,"27.9%"
"23","Sam Sloman","K","FA","2020",4,4,"ppr",23,1,1,100,32,0,0,1,0,0,2,2,1,5,5,"0.0%"
"24","Wil Lutz","K","NO","2020",4,4,"ppr",24,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"8.0%"
"25","Elliott Fry","K","FA","2020",4,4,"ppr",25,1,1,100,23,0,1,0,0,0,1,2,1,4,4,"0.0%"
"26","Zane Gonzalez","K","CAR","2020",4,4,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"27","Cairo Santos","K","CHI","2020",4,4,"ppr",27,1,1,100,27,0,1,0,0,0,0,0,1,3,3,"13.3%"
"28","Matt Prater","K","ARI","2020",4,4,"ppr",28,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"14.9%"
"29","Robbie Gould","K","SF","2020",4,4,"ppr",29,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"42.9%"
"30","Greg Zuerlein","K","NYJ","2020",4,4,"ppr",30,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"15.9%"
"31","Ty Long","K","FA","2020",4,4,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
