"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Greg Zuerlein","K","NYJ","2018",1,1,"ppr",1,4,5,80,55,0,3,0,0,1,3,3,1,17,17,"15.9%"
"2","Adam Vinatieri","K","FA","2018",1,1,"ppr",2,3,4,75,51,0,1,1,0,1,2,2,1,13,13,"0.2%"
"3","Brandon McManus","K","DEN","2018",1,1,"ppr",3,2,2,100,53,0,0,0,0,2,3,3,1,13,13,"36.0%"
"4","Chandler Catanzaro","K","FA","2018",1,1,"ppr",4,2,3,66.7,36,0,0,2,0,0,6,6,1,12,12,"0.0%"
"5","Justin Tucker","K","BAL","2018",1,1,"ppr",5,2,2,100,41,0,0,1,1,0,5,5,1,12,12,"99.0%"
"6","Jason Myers","K","SEA","2018",1,1,"ppr",6,2,2,100,35,0,0,2,0,0,6,6,1,12,12,"55.6%"
"7","Ryan Succop","K","TB","2018",1,1,"ppr",7,2,2,100,53,0,0,0,1,1,2,2,1,11,11,"34.3%"
"8","Cody Parkey","K","FA","2018",1,1,"ppr",8,3,3,100,33,0,1,2,0,0,2,2,1,11,11,"0.0%"
"9","Randy Bullock","K","TEN","2018",1,1,"ppr",9,2,2,100,42,0,0,1,1,0,4,4,1,11,11,"1.5%"
"10","Robbie Gould","K","SF","2018",1,1,"ppr",10,3,3,100,42,0,1,1,1,0,1,1,1,11,11,"42.9%"
"11","Aldrick Rosas","K","FA","2018",1,1,"ppr",11,3,3,100,44,0,1,1,1,0,0,0,1,10,10,"0.0%"
"12","Harrison Butker","K","KC","2018",1,1,"ppr",12,1,1,100,46,0,0,0,1,0,5,5,1,9,9,"91.8%"
"13","Stephen Gostkowski","K","FA","2018",1,1,"ppr",13,2,2,100,39,0,0,2,0,0,3,3,1,9,9,"0.0%"
"14","Jason Sanders","K","MIA","2018",1,1,"ppr",14,2,2,100,30,0,1,1,0,0,3,3,1,9,9,"13.2%"
"15","Ka'imi Fairbairn","K","HOU","2018",1,1,"ppr",15,2,2,100,42,0,0,1,1,0,2,2,1,9,9,"2.0%"
"16","Josh Lambo","K","FA","2018",1,1,"ppr",16,2,2,100,39,0,0,2,0,0,2,2,1,8,8,"0.0%"
"17","Mike Nugent","K","FA","2018",1,1,"ppr",17,2,2,100,48,0,1,0,1,0,1,1,1,8,8,"1.0%"
"18","Matt Bryant","K","FA","2018",1,1,"ppr",18,2,2,100,52,0,1,0,0,1,0,1,1,8,8,"1.1%"
"19","Caleb Sturgis","K","FA","2018",1,1,"ppr",19,2,3,66.7,45,0,0,1,1,0,0,0,1,7,7,"0.0%"
"20","Daniel Carlson","K","LV","2018",1,1,"ppr",20,1,1,100,48,0,0,0,1,0,3,3,1,7,7,"96.6%"
"21","Mason Crosby","K","GB","2018",1,1,"ppr",21,1,1,100,42,0,0,0,1,0,3,3,1,7,7,"3.2%"
"22","Sebastian Janikowski","K","FA","2018",1,1,"ppr",22,1,2,50,35,0,0,1,0,0,3,3,1,6,6,"20.0%"
"23","Wil Lutz","K","NO","2018",1,1,"ppr",23,1,1,100,36,0,0,1,0,0,3,3,1,6,6,"8.0%"
"24","Dustin Hopkins","K","LAC","2018",1,1,"ppr",24,1,1,100,31,0,0,1,0,0,3,3,1,6,6,"2.7%"
"25","Matt Prater","K","ARI","2018",1,1,"ppr",25,1,3,33.3,21,0,1,0,0,0,2,2,1,5,5,"14.9%"
"26","Graham Gano","K","NYG","2018",1,1,"ppr",26,1,1,100,27,0,1,0,0,0,1,1,1,4,4,"61.0%"
"27","Jake Elliott","K","PHI","2018",1,1,"ppr",27,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"27.9%"
"28","Stephen Hauschka","K","FA","2018",1,1,"ppr",28,1,2,50,35,0,0,1,0,0,0,0,1,3,3,"0.0%"
"29","Chris Boswell","K","PIT","2018",1,1,"ppr",29,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"14.1%"
"30","Zane Gonzalez","K","CAR","2018",1,1,"ppr",30,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"31","Phil Dawson","K","FA","2018",1,1,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.1%"
"32","Brett Maher","K","DAL","2018",1,1,"ppr",32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"75.1%"
"33","Michael Palardy","K","NE","2018",1,1,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
