"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Kai Forbath","K","LAR","2019",17,17,"ppr",1,4,4,100,48,0,1,0,3,0,5,5,1,20,20,"3.0%"
"2","Younghoe Koo","K","ATL","2019",17,17,"ppr",2,5,5,100,45,0,1,2,2,0,1,1,1,18,18,"46.2%"
"3","Justin Tucker","K","BAL","2019",17,17,"ppr",3,4,4,100,47,0,1,0,3,0,2,2,1,17,17,"99.0%"
"4","Josh Lambo","K","FA","2019",17,17,"ppr",4,3,3,100,56,0,1,0,0,2,3,3,1,16,16,"0.0%"
"5","Brandon McManus","K","DEN","2019",17,17,"ppr",5,3,4,75,51,0,0,0,2,1,1,1,1,14,14,"36.0%"
"6","Eddy Pineiro","K","CAR","2019",17,17,"ppr",6,4,4,100,34,0,2,2,0,0,1,1,1,13,13,"2.2%"
"7","Dan Bailey","K","FA","2019",17,17,"ppr",7,4,4,100,39,0,0,4,0,0,1,1,1,13,13,"0.0%"
"8","Mason Crosby","K","GB","2019",17,17,"ppr",8,3,4,75,40,0,0,2,1,0,2,2,1,12,12,"3.2%"
"9","Jake Elliott","K","PHI","2019",17,17,"ppr",9,2,2,100,50,0,0,1,0,1,4,4,1,12,12,"27.9%"
"10","Dustin Hopkins","K","LAC","2019",17,17,"ppr",10,3,3,100,42,0,1,1,1,0,1,1,1,11,11,"2.7%"
"11","Randy Bullock","K","TEN","2019",17,17,"ppr",11,2,2,100,47,0,0,0,2,0,3,4,1,11,11,"1.5%"
"12","Matt Prater","K","ARI","2019",17,17,"ppr",12,2,2,100,56,0,0,0,1,1,2,2,1,11,11,"14.9%"
"13","Chase McLaughlin","K","IND","2019",17,17,"ppr",13,2,2,100,50,0,1,0,0,1,2,2,1,10,10,"4.0%"
"14","Daniel Carlson","K","LV","2019",17,17,"ppr",14,3,4,75,33,0,2,1,0,0,0,0,1,9,9,"96.6%"
"15","Jason Sanders","K","MIA","2019",17,17,"ppr",15,2,2,100,32,0,1,1,0,0,3,3,1,9,9,"13.2%"
"16","Robbie Gould","K","SF","2019",17,17,"ppr",16,2,2,100,47,0,0,1,1,0,2,2,1,9,9,"42.9%"
"17","Greg Zuerlein","K","NYJ","2019",17,17,"ppr",17,1,2,50,47,0,0,0,1,0,4,4,1,8,8,"15.9%"
"18","Sam Ficken","K","DET","2019",17,17,"ppr",18,2,4,50,47,0,0,1,1,0,1,1,1,8,8,"0.0%"
"19","Harrison Butker","K","KC","2019",17,17,"ppr",19,1,1,100,40,0,0,0,1,0,4,4,1,8,8,"91.8%"
"20","Zane Gonzalez","K","CAR","2019",17,17,"ppr",20,1,1,100,31,0,0,1,0,0,3,3,1,6,6,"0.1%"
"21","Nick Folk","K","NE","2019",17,17,"ppr",21,1,1,100,25,0,1,0,0,0,3,3,1,6,6,"75.5%"
"22","Wil Lutz","K","NO","2019",17,17,"ppr",22,0,0,0,0,0,0,0,0,0,6,6,1,6,6,"8.0%"
"23","Stephen Hauschka","K","FA","2019",17,17,"ppr",23,2,2,100,29,0,2,0,0,0,0,0,1,6,6,"0.0%"
"24","Austin Seibert","K","FA","2019",17,17,"ppr",24,1,1,100,42,0,0,0,1,0,2,3,1,6,6,"0.3%"
"25","Greg Joseph","K","MIN","2019",17,17,"ppr",25,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"28.3%"
"26","Aldrick Rosas","K","FA","2019",17,17,"ppr",26,1,1,100,37,0,0,1,0,0,2,2,1,5,5,"0.0%"
"27","Chris Boswell","K","PIT","2019",17,17,"ppr",27,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"14.1%"
"28","Joey Slye","K","WAS","2019",17,17,"ppr",28,1,1,100,23,0,1,0,0,0,1,1,1,4,4,"2.0%"
"29","Michael Badgley","K","DET","2019",17,17,"ppr",29,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"27.0%"
"30","Jason Myers","K","SEA","2019",17,17,"ppr",30,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"55.6%"
"31","Matt Gay","K","LAR","2019",17,17,"ppr",31,0,3,0,0,0,0,0,0,0,2,2,1,2,2,"41.5%"
"32","Ka'imi Fairbairn","K","HOU","2019",17,17,"ppr",32,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"2.0%"
"33","Michael Palardy","K","NE","2019",17,17,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"34","Ty Long","K","FA","2019",17,17,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
