"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Todd Gurley II","RB","FA","2018",2,2,"ppr","1","19","42","2.2","11","0","3","3","3","31","10.3","0","0","1","32.3","32.3","0.1%"
"2","Melvin Gordon III","RB","KC","2018",2,2,"ppr","2","9","28","3.1","20","1","1","6","7","38","6.3","2","0","1","30.6","30.6","29.3%"
"3","Christian McCaffrey","RB","SF","2018",2,2,"ppr","3","8","37","4.6","11","0","0","14","15","102","7.3","0","0","1","27.9","27.9","100.0%"
"4","Matt Breida","RB","NYG","2018",2,2,"ppr","4","11","138","12.5","66","6","1","3","4","21","7.0","0","0","1","24.9","24.9","4.5%"
"5","Saquon Barkley","RB","NYG","2018",2,2,"ppr","5","11","28","2.5","10","0","0","14","16","80","5.7","0","0","1","24.8","24.8","100.0%"
"6","Chris Thompson","RB","FA","2018",2,2,"ppr","6","4","1","0.3","8","0","0","13","14","92","7.1","0","0","1","22.3","22.3","0.0%"
"7","Ezekiel Elliott","RB","DAL","2018",2,2,"ppr","7","17","78","4.6","19","0","1","5","6","9","1.8","0","0","1","19.7","19.7","97.0%"
"8","James Conner","RB","ARI","2018",2,2,"ppr","8","8","17","2.1","9","0","1","5","5","48","9.6","0","0","1","19.5","19.5","97.8%"
"9","Corey Clement","RB","ARI","2018",2,2,"ppr","9","6","30","5.0","15","0","1","5","6","55","11.0","0","0","1","19.5","19.5","0.0%"
"10","Bilal Powell","RB","FA","2018",2,2,"ppr","10","5","6","1.2","4","0","0","5","6","74","14.8","1","0","1","19.0","19.0","0.0%"
"11","Alvin Kamara","RB","NO","2018",2,2,"ppr","11","13","46","3.5","18","0","0","6","6","53","8.8","0","0","1","17.9","17.9","99.3%"
"12","Kenyan Drake","RB","BAL","2018",2,2,"ppr","12","11","53","4.8","20","1","1","4","4","17","4.3","0","0","1","17.0","17.0","26.8%"
"13","Tevin Coleman","RB","SF","2018",2,2,"ppr","13","16","107","6.7","36","3","0","4","4","18","4.5","0","0","1","16.5","16.5","0.6%"
"14","Javorius Allen","RB","FA","2018",2,2,"ppr","14","6","8","1.3","6","0","1","5","7","36","7.2","0","0","1","15.4","15.4","0.1%"
"15","James White","RB","FA","2018",2,2,"ppr","15","4","11","2.8","5","0","0","7","8","73","10.4","0","0","1","15.4","15.4","0.1%"
"16","Kareem Hunt","RB","CLE","2018",2,2,"ppr","16","18","75","4.2","16","0","0","1","1","5","5.0","1","0","1","15.0","15.0","76.3%"
"17","Marshawn Lynch","RB","FA","2018",2,2,"ppr","17","18","65","3.6","11","0","1","2","2","3","1.5","0","0","1","14.8","14.8","0.3%"
"18","Theo Riddick","RB","FA","2018",2,2,"ppr","18","0","0","0","0","0","0","9","12","47","5.2","0","0","1","13.7","13.7","0.0%"
"19","Corey Grant","RB","FA","2018",2,2,"ppr","19","4","13","3.3","7","0","0","6","7","56","9.3","0","0","1","12.9","12.9","0.0%"
"20","Austin Ekeler","RB","LAC","2018",2,2,"ppr","20","11","77","7.0","22","1","0","3","3","21","7.0","0","0","1","12.8","12.8","100.0%"
"21","Phillip Lindsay","RB","FA","2018",2,2,"ppr","21","14","107","7.6","53","4","0","1","1","4","4.0","0","0","1","12.1","12.1","0.4%"
"22","Alex Collins","RB","FA","2018",2,2,"ppr","22","9","35","3.9","14","0","0","3","4","55","18.3","0","0","1","12.0","12.0","19.0%"
"23","Carlos Hyde","RB","FA","2018",2,2,"ppr","23","16","43","2.7","10","0","1","1","1","7","7.0","0","0","1","12.0","12.0","0.0%"
"24","Dalvin Cook","RB","MIN","2018",2,2,"ppr","24","10","38","3.8","9","0","0","3","5","52","17.3","0","0","1","12.0","12.0","100.0%"
"25","Kerryon Johnson","RB","FA","2018",2,2,"ppr","25","8","43","5.4","21","1","0","5","6","23","4.6","0","0","1","11.6","11.6","0.0%"
"26","LeSean McCoy","RB","FA","2018",2,2,"ppr","26","9","39","4.3","27","1","0","4","4","29","7.3","0","0","1","10.8","10.8","2.0%"
"27","Chris Ivory","RB","FA","2018",2,2,"ppr","27","2","7","3.5","6","0","1","1","2","30","30.0","0","0","1","10.7","10.7","0.0%"
"28","Jamaal Williams","RB","DET","2018",2,2,"ppr","28","16","59","3.7","11","0","0","3","4","12","4.0","0","0","1","10.1","10.1","91.0%"
"29","Alfred Morris","RB","FA","2018",2,2,"ppr","29","14","48","3.4","9","0","0","2","2","32","16.0","0","0","1","10.0","10.0","0.0%"
"30","Jordan Howard","RB","FA","2018",2,2,"ppr","30","14","35","2.5","7","0","0","3","4","33","11.0","0","0","1","9.8","9.8","0.0%"
"31","Jay Ajayi","RB","FA","2018",2,2,"ppr","31","7","23","3.3","20","1","1","1","1","4","4.0","0","0","1","9.7","9.7","7.0%"
"32","Joe Mixon","RB","CIN","2018",2,2,"ppr","32","21","84","4.0","21","1","0","1","1","3","3.0","0","0","1","9.7","9.7","99.9%"
"33","T.J. Yeldon","RB","FA","2018",2,2,"ppr","33","10","58","5.8","20","1","0","2","5","13","6.5","0","0","1","9.1","9.1","0.0%"
"34","Lamar Miller","RB","FA","2018",2,2,"ppr","34","14","68","4.9","18","0","0","2","2","2","1.0","0","0","1","9.0","9.0","0.0%"
"35","Royce Freeman","RB","HOU","2018",2,2,"ppr","35","8","28","3.5","14","0","1","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"36","Jordan Wilkins","RB","IND","2018",2,2,"ppr","36","10","61","6.1","18","0","0","2","2","3","1.5","0","0","1","8.4","8.4","0.0%"
"37","Giovani Bernard","RB","TB","2018",2,2,"ppr","37","6","27","4.5","11","0","0","4","7","15","3.8","0","0","1","8.2","8.2","0.2%"
"38","Adrian Peterson","RB","FA","2018",2,2,"ppr","38","11","20","1.8","14","0","0","3","3","30","10.0","0","0","1","8.0","8.0","2.1%"
"39","Nyheim Hines","RB","BUF","2018",2,2,"ppr","39","4","7","1.8","8","0","1","1","1","-2","-2.0","0","0","1","7.5","7.5","29.1%"
"40","Chase Edmonds","RB","DEN","2018",2,2,"ppr","40","1","5","5.0","5","0","0","5","5","15","3.0","0","0","1","7.0","7.0","23.9%"
"41","Malcolm Brown","RB","LAR","2018",2,2,"ppr","41","12","46","3.8","19","0","0","0","1","0","0","0","0","1","6.6","6.6","0.1%"
"42","Jacquizz Rodgers","RB","FA","2018",2,2,"ppr","42","5","13","2.6","7","0","0","3","3","23","7.7","0","0","1","6.6","6.6","0.0%"
"43","Ito Smith","RB","FA","2018",2,2,"ppr","43","9","46","5.1","18","0","0","1","1","8","8.0","0","0","1","6.4","6.4","0.0%"
"44","David Johnson","RB","NO","2018",2,2,"ppr","44","13","48","3.7","9","0","0","1","2","3","3.0","0","0","1","6.1","6.1","0.1%"
"45","Isaiah Crowell","RB","FA","2018",2,2,"ppr","45","12","35","2.9","12","0","0","2","3","4","2.0","0","0","1","5.9","5.9","0.1%"
"46","Derrick Henry","RB","TEN","2018",2,2,"ppr","46","18","56","3.1","9","0","0","0","0","0","0","0","0","1","5.9","5.9","100.0%"
"47","Frank Gore","RB","FA","2018",2,2,"ppr","47","9","25","2.8","8","0","0","1","1","19","19.0","0","0","1","5.4","5.4","12.1%"
"48","Dion Lewis","RB","FA","2018",2,2,"ppr","48","14","42","3.0","13","0","0","1","1","1","1.0","0","0","1","5.3","5.3","2.0%"
"49","C.J. Prosise","RB","FA","2018",2,2,"ppr","49","0","0","0","0","0","0","3","3","22","7.3","0","0","1","5.2","5.2","0.0%"
"50","Sony Michel","RB","LAC","2018",2,2,"ppr","50","10","34","3.4","15","0","0","1","2","7","7.0","0","0","1","5.1","5.1","2.2%"
"51","Ty Montgomery","RB","NE","2018",2,2,"ppr","51","5","31","6.2","16","0","0","1","2","9","9.0","0","0","1","5.0","5.0","0.5%"
"52","Marlon Mack","RB","DEN","2018",2,2,"ppr","52","10","34","3.4","8","0","0","1","2","2","2.0","0","0","1","4.6","4.6","5.3%"
"53","LeGarrette Blount","RB","FA","2018",2,2,"ppr","53","8","38","4.8","13","0","0","1","1","-3","-3.0","0","0","1","4.5","4.5","0.1%"
"54","Kyle Juszczyk","RB","SF","2018",2,2,"ppr","54","0","0","0","0","0","0","3","4","13","4.3","0","0","1","4.3","4.3","0.4%"
"55","Peyton Barber","RB","FA","2018",2,2,"ppr","55","16","22","1.4","9","0","0","1","2","7","7.0","0","0","1","3.9","3.9","1.0%"
"56","Alfred Blue","RB","FA","2018",2,2,"ppr","56","7","36","5.1","8","0","0","0","0","0","0","0","0","1","3.6","3.6","0.0%"
