"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Adam Vinatieri","K","FA","2016",5,5,"ppr",1,5,5,100,54,0,1,0,2,2,2,2,1,23,23,"0.2%"
"2","Sebastian Janikowski","K","FA","2016",5,5,"ppr",2,4,5,80,56,0,2,0,1,1,2,2,1,17,17,"20.0%"
"3","Greg Zuerlein","K","NYJ","2016",5,5,"ppr",3,4,4,100,54,0,1,2,0,1,1,1,1,15,15,"15.9%"
"4","Caleb Sturgis","K","FA","2016",5,5,"ppr",4,3,3,100,50,0,0,1,1,1,2,2,1,14,14,"0.0%"
"5","Josh Brown","K","FA","2016",5,5,"ppr",5,3,3,100,47,0,0,1,2,0,1,1,1,12,12,"0.0%"
"6","Brandon McManus","K","DEN","2016",5,5,"ppr",6,3,3,100,46,0,0,1,2,0,1,1,1,12,12,"36.0%"
"7","Connor Barth","K","FA","2016",5,5,"ppr",7,3,4,75,49,0,1,1,1,0,2,2,1,12,12,"0.0%"
"8","Matt Bryant","K","FA","2016",5,5,"ppr",8,3,3,100,46,0,1,1,1,0,2,2,1,12,12,"1.1%"
"9","Mason Crosby","K","GB","2016",5,5,"ppr",9,3,3,100,44,0,1,1,1,0,2,2,1,12,12,"3.2%"
"10","Roberto Aguayo","K","FA","2016",5,5,"ppr",10,3,5,60,38,0,0,3,0,0,0,0,1,9,9,"0.1%"
"11","Nick Folk","K","NE","2016",5,5,"ppr",11,2,2,100,48,0,0,1,1,0,1,1,1,8,8,"75.5%"
"12","Chris Boswell","K","PIT","2016",5,5,"ppr",12,1,1,100,47,0,0,0,1,0,4,4,1,8,8,"14.1%"
"13","Josh Lambo","K","FA","2016",5,5,"ppr",13,1,1,100,36,0,0,1,0,0,4,4,1,7,7,"0.0%"
"14","Blair Walsh","K","FA","2016",5,5,"ppr",14,1,1,100,19,1,0,0,0,0,4,4,1,7,7,"0.1%"
"15","Stephen Gostkowski","K","FA","2016",5,5,"ppr",15,1,2,50,31,0,0,1,0,0,4,4,1,7,7,"0.0%"
"16","Nick Novak","K","FA","2016",5,5,"ppr",16,2,3,66.7,38,0,0,2,0,0,1,1,1,7,7,"0.1%"
"17","Chandler Catanzaro","K","FA","2016",5,5,"ppr",17,1,1,100,36,0,0,1,0,0,4,4,1,7,7,"0.0%"
"18","Ryan Succop","K","TB","2016",5,5,"ppr",18,1,1,100,40,0,0,0,1,0,3,4,1,7,7,"34.3%"
"19","Matt Prater","K","ARI","2016",5,5,"ppr",19,1,1,100,29,0,1,0,0,0,3,3,1,6,6,"14.9%"
"20","Dan Carpenter","K","FA","2016",5,5,"ppr",20,1,1,100,23,0,1,0,0,0,3,4,1,6,6,"0.2%"
"21","Andrew Franks","K","FA","2016",5,5,"ppr",21,1,1,100,24,0,1,0,0,0,2,2,1,5,5,"0.0%"
"22","Dustin Hopkins","K","LAC","2016",5,5,"ppr",22,1,2,50,27,0,1,0,0,0,1,2,1,4,4,"2.7%"
"23","Dan Bailey","K","FA","2016",5,5,"ppr",23,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"24","Justin Tucker","K","BAL","2016",5,5,"ppr",24,1,1,100,31,0,0,1,0,0,1,1,1,4,4,"99.0%"
"25","Phil Dawson","K","FA","2016",5,5,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"26","Mike Nugent","K","FA","2016",5,5,"ppr",26,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"1.0%"
"27","Graham Gano","K","NYG","2016",5,5,"ppr",27,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"61.0%"
"28","Cody Parkey","K","FA","2016",5,5,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"29","Jonathan Brown","K","FA","2016",5,5,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
