"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Cincinnati Bengals","DST","CIN","2018",5,5,"ppr",1,3,2,1,1,2,0,0,1,22,22,"31.6%"
"2","Kansas City Chiefs","DST","KC","2018",5,5,"ppr",2,5,4,1,1,1,0,0,1,22,22,"47.9%"
"3","Arizona Cardinals","DST","ARI","2018",5,5,"ppr",3,4,2,3,3,1,0,0,1,21,21,"12.3%"
"4","Pittsburgh Steelers","DST","PIT","2018",5,5,"ppr",4,6,0,1,1,1,0,0,1,16,16,"53.2%"
"5","Minnesota Vikings","DST","MIN","2018",5,5,"ppr",5,3,0,2,1,1,0,0,1,13,13,"23.7%"
"6","Buffalo Bills","DST","BUF","2018",5,5,"ppr",6,2,1,2,3,0,0,0,1,12,12,"99.0%"
"7","Carolina Panthers","DST","CAR","2018",5,5,"ppr",7,1,2,1,0,1,0,0,1,12,12,"14.1%"
"8","Baltimore Ravens","DST","BAL","2018",5,5,"ppr",8,5,1,0,1,0,0,0,1,11,11,"89.6%"
"9","Cleveland Browns","DST","CLE","2018",5,5,"ppr",9,2,1,1,1,0,0,0,1,11,11,"37.2%"
"10","Los Angeles Chargers","DST","LAC","2018",5,5,"ppr",10,3,1,1,1,0,0,0,1,11,11,"30.2%"
"11","Detroit Lions","DST","DET","2018",5,5,"ppr",11,4,0,3,2,0,0,0,1,10,10,"2.5%"
"12","New Orleans Saints","DST","NO","2018",5,5,"ppr",12,3,1,1,1,0,0,0,1,8,8,"65.3%"
"13","Tennessee Titans","DST","TEN","2018",5,5,"ppr",13,1,1,0,0,0,0,0,1,7,7,"26.3%"
"14","New York Jets","DST","NYJ","2018",5,5,"ppr",14,4,1,0,2,0,0,0,1,7,7,"21.1%"
"15","Houston Texans","DST","HOU","2018",5,5,"ppr",15,2,2,0,0,0,0,0,1,7,7,"0.8%"
"16","New England Patriots","DST","NE","2018",5,5,"ppr",16,1,2,1,1,0,0,0,1,7,7,"54.0%"
"17","Miami Dolphins","DST","MIA","2018",5,5,"ppr",17,2,1,0,0,0,0,1,1,6,6,"25.9%"
"18","Dallas Cowboys","DST","DAL","2018",5,5,"ppr",18,1,1,1,1,0,0,0,1,6,6,"90.0%"
"19","Jacksonville Jaguars","DST","JAC","2018",5,5,"ppr",19,1,2,0,0,0,0,0,1,5,5,"3.8%"
"20","New York Giants","DST","NYG","2018",5,5,"ppr",20,1,2,0,1,0,0,0,1,5,5,"6.2%"
"21","Philadelphia Eagles","DST","PHI","2018",5,5,"ppr",21,1,0,1,0,0,0,0,1,4,4,"58.2%"
"22","Denver Broncos","DST","DEN","2018",5,5,"ppr",22,1,1,1,1,0,0,0,1,4,4,"38.8%"
"23","Seattle Seahawks","DST","SEA","2018",5,5,"ppr",23,1,2,0,1,0,0,0,1,4,4,"20.5%"
"24","Green Bay Packers","DST","GB","2018",5,5,"ppr",24,3,0,0,0,0,0,0,1,2,2,"80.7%"
"25","Las Vegas Raiders","DST","LV","2018",5,5,"ppr",25,1,0,0,0,0,0,0,1,1,1,"14.2%"
"26","San Francisco 49ers","DST","SF","2018",5,5,"ppr",26,1,0,0,0,0,0,0,1,1,1,"95.5%"
"27","Los Angeles Rams","DST","LAR","2018",5,5,"ppr",27,2,0,0,0,0,0,0,1,1,1,"34.3%"
"28","Indianapolis Colts","DST","IND","2018",5,5,"ppr",28,0,2,0,0,0,0,0,1,0,0,"52.4%"
"29","Washington Commanders","DST","WAS","2018",5,5,"ppr",29,2,0,1,2,0,0,0,1,0,0,"54.8%"
"30","Atlanta Falcons","DST","ATL","2018",5,5,"ppr",30,0,1,0,1,0,0,0,1,-2,-2,"1.7%"
