"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Kansas City Chiefs","DST","KC","2020",4,4,"ppr",1,2,3,1,1,1,0,0,1,20,20,"47.9%"
"2","Philadelphia Eagles","DST","PHI","2020",4,4,"ppr",2,5,2,1,1,1,0,0,1,18,18,"58.2%"
"3","Los Angeles Rams","DST","LAR","2020",4,4,"ppr",3,5,1,0,1,0,0,0,1,11,11,"34.3%"
"4","New York Jets","DST","NYJ","2020",4,4,"ppr",4,0,3,0,0,1,0,0,1,8,8,"21.1%"
"5","Indianapolis Colts","DST","IND","2020",4,4,"ppr",5,1,1,0,0,0,0,0,1,7,7,"52.4%"
"6","Denver Broncos","DST","DEN","2020",4,4,"ppr",6,6,0,0,0,0,0,0,1,6,6,"38.8%"
"7","San Francisco 49ers","DST","SF","2020",4,4,"ppr",7,3,1,0,0,0,0,0,1,6,6,"95.5%"
"8","Tampa Bay Buccaneers","DST","TB","2020",4,4,"ppr",8,2,1,1,1,0,0,0,1,6,6,"81.2%"
"9","Buffalo Bills","DST","BUF","2020",4,4,"ppr",9,2,0,2,2,0,0,0,1,6,6,"99.0%"
"10","Baltimore Ravens","DST","BAL","2020",4,4,"ppr",10,3,0,1,1,0,0,0,1,6,6,"89.6%"
"11","Cleveland Browns","DST","CLE","2020",4,4,"ppr",11,3,1,2,2,0,0,0,1,5,5,"37.2%"
"12","Minnesota Vikings","DST","MIN","2020",4,4,"ppr",12,3,0,1,0,0,0,0,1,5,5,"23.7%"
"13","Cincinnati Bengals","DST","CIN","2020",4,4,"ppr",13,3,1,0,0,0,0,0,1,5,5,"31.6%"
"14","New York Giants","DST","NYG","2020",4,4,"ppr",14,2,0,1,2,0,0,0,1,5,5,"6.2%"
"15","Green Bay Packers","DST","GB","2020",4,4,"ppr",15,4,0,0,0,0,0,0,1,5,5,"80.7%"
"16","Seattle Seahawks","DST","SEA","2020",4,4,"ppr",16,1,2,0,1,0,0,0,1,5,5,"20.5%"
"17","New England Patriots","DST","NE","2020",4,4,"ppr",17,1,0,1,1,0,0,0,1,4,4,"54.0%"
"18","Washington Commanders","DST","WAS","2020",4,4,"ppr",18,1,2,0,0,0,0,0,1,4,4,"54.8%"
"19","Los Angeles Chargers","DST","LAC","2020",4,4,"ppr",19,0,1,0,0,1,0,0,1,4,4,"30.2%"
"20","New Orleans Saints","DST","NO","2020",4,4,"ppr",20,3,1,0,0,0,0,0,1,4,4,"65.3%"
"21","Miami Dolphins","DST","MIA","2020",4,4,"ppr",21,2,1,0,1,0,0,0,1,3,3,"25.9%"
"22","Carolina Panthers","DST","CAR","2020",4,4,"ppr",22,1,0,1,1,0,0,0,1,3,3,"14.1%"
"23","Jacksonville Jaguars","DST","JAC","2020",4,4,"ppr",23,1,1,0,0,0,0,0,1,2,2,"3.8%"
"24","Houston Texans","DST","HOU","2020",4,4,"ppr",24,3,0,0,0,0,0,0,1,2,2,"0.8%"
"25","Chicago Bears","DST","CHI","2020",4,4,"ppr",25,1,0,0,0,0,0,0,1,2,2,"2.2%"
"26","Arizona Cardinals","DST","ARI","2020",4,4,"ppr",26,0,1,0,0,0,0,0,1,1,1,"12.3%"
"27","Atlanta Falcons","DST","ATL","2020",4,4,"ppr",27,1,0,0,0,0,0,0,1,0,0,"1.7%"
"28","Las Vegas Raiders","DST","LV","2020",4,4,"ppr",28,1,0,0,0,0,0,0,1,0,0,"14.2%"
"29","Pittsburgh Steelers","DST","PIT","2020",4,4,"ppr",29,0,0,0,0,0,0,0,1,0,0,"53.2%"
"30","Detroit Lions","DST","DET","2020",4,4,"ppr",30,2,1,0,1,0,0,0,1,0,0,"2.5%"
"31","Tennessee Titans","DST","TEN","2020",4,4,"ppr",31,0,0,0,0,0,0,0,1,0,0,"26.3%"
"32","Dallas Cowboys","DST","DAL","2020",4,4,"ppr",32,2,0,0,0,0,0,0,1,-2,-2,"90.0%"
