"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Dustin Hopkins","K","LAC","2016",10,10,"ppr",1,4,4,100,50,0,1,2,0,1,2,2,1,16,16,"2.7%"
"2","Stephen Hauschka","K","FA","2016",10,10,"ppr",2,4,4,100,41,0,2,1,1,0,1,2,1,14,14,"0.0%"
"3","Dan Bailey","K","FA","2016",10,10,"ppr",3,3,3,100,53,0,0,1,1,1,2,2,1,14,14,"0.0%"
"4","Cairo Santos","K","CHI","2016",10,10,"ppr",4,4,4,100,47,0,0,3,1,0,0,0,1,13,13,"13.3%"
"5","Ryan Succop","K","TB","2016",10,10,"ppr",5,2,2,100,51,0,1,0,0,1,5,5,1,13,13,"34.3%"
"6","Brandon McManus","K","DEN","2016",10,10,"ppr",6,3,4,75,50,0,1,1,0,1,2,2,1,13,13,"36.0%"
"7","Caleb Sturgis","K","FA","2016",10,10,"ppr",7,3,5,60,48,0,2,0,1,0,1,1,1,11,11,"0.0%"
"8","Phil Dawson","K","FA","2016",10,10,"ppr",8,2,2,100,53,0,0,0,1,1,2,2,1,11,11,"0.1%"
"9","Matt Bryant","K","FA","2016",10,10,"ppr",9,3,4,75,46,0,0,1,2,0,0,1,1,11,11,"1.1%"
"10","Chandler Catanzaro","K","FA","2016",10,10,"ppr",10,3,3,100,39,1,0,2,0,0,2,2,1,11,11,"0.0%"
"11","Jason Myers","K","SEA","2016",10,10,"ppr",11,2,2,100,54,0,0,0,1,1,1,1,1,10,10,"55.6%"
"12","Roberto Aguayo","K","FA","2016",10,10,"ppr",12,2,2,100,30,0,1,1,0,0,4,4,1,10,10,"0.1%"
"13","Greg Zuerlein","K","NYJ","2016",10,10,"ppr",13,3,3,100,38,0,1,2,0,0,0,0,1,9,9,"15.9%"
"14","Justin Tucker","K","BAL","2016",10,10,"ppr",14,2,2,100,40,0,1,0,1,0,2,2,1,9,9,"99.0%"
"15","Mike Nugent","K","FA","2016",10,10,"ppr",15,2,2,100,38,0,1,1,0,0,2,2,1,8,8,"1.0%"
"16","Nick Novak","K","FA","2016",10,10,"ppr",16,1,3,33.3,51,0,0,0,0,1,3,3,1,8,8,"0.1%"
"17","Josh Lambo","K","FA","2016",10,10,"ppr",17,1,1,100,45,0,0,0,1,0,3,3,1,7,7,"0.0%"
"18","Andrew Franks","K","FA","2016",10,10,"ppr",18,1,1,100,27,0,1,0,0,0,4,4,1,7,7,"0.0%"
"19","Mason Crosby","K","GB","2016",10,10,"ppr",19,2,2,100,38,0,1,1,0,0,1,2,1,7,7,"3.2%"
"20","Chris Boswell","K","PIT","2016",10,10,"ppr",20,2,3,66.7,39,0,1,1,0,0,0,0,1,6,6,"14.1%"
"21","Connor Barth","K","FA","2016",10,10,"ppr",21,1,1,100,54,0,0,0,0,1,1,1,1,6,6,"0.0%"
"22","Graham Gano","K","NYG","2016",10,10,"ppr",22,1,1,100,42,0,0,0,1,0,2,2,1,6,6,"61.0%"
"23","Stephen Gostkowski","K","FA","2016",10,10,"ppr",23,1,1,100,30,0,0,1,0,0,3,3,1,6,6,"0.0%"
"24","Wil Lutz","K","NO","2016",10,10,"ppr",24,1,1,100,30,0,0,1,0,0,2,3,1,5,5,"8.0%"
"25","Robbie Gould","K","SF","2016",10,10,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"42.9%"
"26","Blair Walsh","K","FA","2016",10,10,"ppr",26,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"0.1%"
"27","Cody Parkey","K","FA","2016",10,10,"ppr",27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"28","Nick Folk","K","NE","2016",10,10,"ppr",28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"75.5%"
