"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Aaron Rodgers","QB","GB","2018",16,16,"ppr","1","37","55","67.3","442","8.0","2","0","4","5","32","2","0","1","42.9","42.9","75.1%"
"2","Deshaun Watson","QB","CLE","2018",16,16,"ppr","2","29","40","72.5","339","8.5","2","0","4","8","49","2","1","1","36.5","36.5","75.7%"
"3","Nick Foles","QB","IND","2018",16,16,"ppr","3","35","49","71.4","471","9.6","4","1","1","1","1","0","1","1","30.9","30.9","0.0%"
"4","Ben Roethlisberger","QB","FA","2018",16,16,"ppr","4","33","50","66.0","380","7.6","3","0","3","2","4","0","0","1","29.6","29.6","13.6%"
"5","Russell Wilson","QB","DEN","2018",16,16,"ppr","5","18","29","62.1","271","9.3","3","0","3","8","57","0","0","1","28.5","28.5","43.7%"
"6","Patrick Mahomes II","QB","KC","2018",16,16,"ppr","6","23","40","57.5","273","6.8","3","0","1","3","33","0","0","1","28.2","28.2","100.0%"
"7","Sam Darnold","QB","CAR","2018",16,16,"ppr","7","24","35","68.6","341","9.7","3","0","2","3","4","0","0","1","26.0","26.0","3.9%"
"8","Baker Mayfield","QB","LAR","2018",16,16,"ppr","8","27","37","73.0","284","7.7","3","0","0","6","16","0","0","1","25.0","25.0","6.6%"
"9","Kirk Cousins","QB","MIN","2018",16,16,"ppr","9","21","28","75.0","253","9.0","3","0","2","1","1","0","0","1","22.2","22.2","87.8%"
"10","Andrew Luck","QB","FA","2018",16,16,"ppr","10","31","47","66.0","357","7.6","2","1","1","2","13","0","0","1","21.6","21.6","2.2%"
"11","Eli Manning","QB","FA","2018",16,16,"ppr","11","25","33","75.8","309","9.4","1","1","0","2","0","1","0","1","20.4","20.4","2.3%"
"12","Matt Ryan","QB","IND","2018",16,16,"ppr","12","15","26","57.7","239","9.2","3","0","1","1","-1","0","1","1","19.5","19.5","10.6%"
"13","Jeff Driskel","QB","HOU","2018",16,16,"ppr","13","13","19","68.4","133","7.0","2","0","3","5","21","0","0","1","17.4","17.4","11.6%"
"14","Jared Goff","QB","DET","2018",16,16,"ppr","14","19","24","79.2","216","9.0","1","0","2","2","6","1","1","1","17.2","17.2","60.4%"
"15","Drew Brees","QB","FA","2018",16,16,"ppr","15","27","39","69.2","326","8.4","1","0","2","1","-1","0","0","1","16.9","16.9","35.7%"
"16","Dak Prescott","QB","DAL","2018",16,16,"ppr","16","20","25","80.0","161","6.4","1","0","1","4","2","1","0","1","16.6","16.6","93.5%"
"17","Lamar Jackson","QB","BAL","2018",16,16,"ppr","17","12","22","54.5","204","9.3","1","0","3","13","39","0","0","1","16.1","16.1","96.8%"
"18","Jameis Winston","QB","NO","2018",16,16,"ppr","18","34","48","70.8","336","7.0","1","0","3","4","14","0","2","1","14.8","14.8","5.6%"
