"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Pittsburgh Steelers","DST","PIT","2016",11,11,"ppr",1,8,1,1,1,1,0,0,1,22,22,"53.2%"
"2","Minnesota Vikings","DST","MIN","2016",11,11,"ppr",2,4,2,0,1,1,0,1,1,14,14,"23.7%"
"3","Detroit Lions","DST","DET","2016",11,11,"ppr",3,0,2,1,1,1,0,1,1,13,13,"2.5%"
"4","Jacksonville Jaguars","DST","JAC","2016",11,11,"ppr",4,3,0,2,1,0,0,0,1,9,9,"3.8%"
"5","Buffalo Bills","DST","BUF","2016",11,11,"ppr",5,1,2,0,0,0,0,0,1,9,9,"99.0%"
"6","Carolina Panthers","DST","CAR","2016",11,11,"ppr",6,3,1,1,2,0,0,0,1,9,9,"14.1%"
"7","Miami Dolphins","DST","MIA","2016",11,11,"ppr",7,1,0,1,1,0,0,0,1,7,7,"25.9%"
"8","Los Angeles Rams","DST","LAR","2016",11,11,"ppr",8,4,1,0,0,0,0,0,1,7,7,"34.3%"
"9","Seattle Seahawks","DST","SEA","2016",11,11,"ppr",9,2,2,0,1,0,0,0,1,7,7,"20.5%"
"10","Las Vegas Raiders","DST","LV","2016",11,11,"ppr",10,2,1,1,0,0,0,0,1,7,7,"14.2%"
"11","New York Giants","DST","NYG","2016",11,11,"ppr",11,4,1,0,1,0,0,0,1,7,7,"6.2%"
"12","New England Patriots","DST","NE","2016",11,11,"ppr",12,5,0,0,3,0,0,0,1,6,6,"54.0%"
"13","Washington Commanders","DST","WAS","2016",11,11,"ppr",13,2,1,1,1,0,0,0,1,6,6,"54.8%"
"14","Indianapolis Colts","DST","IND","2016",11,11,"ppr",14,5,0,0,0,0,0,0,1,6,6,"52.4%"
"15","Cincinnati Bengals","DST","CIN","2016",11,11,"ppr",15,2,1,0,0,0,0,0,1,5,5,"31.6%"
"16","Tampa Bay Buccaneers","DST","TB","2016",11,11,"ppr",16,0,1,1,2,0,0,0,1,5,5,"81.2%"
"17","Arizona Cardinals","DST","ARI","2016",11,11,"ppr",17,2,0,1,1,0,0,0,1,5,5,"12.3%"
"18","Kansas City Chiefs","DST","KC","2016",11,11,"ppr",18,1,0,1,0,0,0,0,1,4,4,"47.9%"
"19","Tennessee Titans","DST","TEN","2016",11,11,"ppr",19,2,1,0,0,0,0,0,1,4,4,"26.3%"
"20","New Orleans Saints","DST","NO","2016",11,11,"ppr",20,2,0,0,0,0,0,0,1,2,2,"65.3%"
"21","Dallas Cowboys","DST","DAL","2016",11,11,"ppr",21,1,0,0,1,0,0,0,1,2,2,"90.0%"
"22","Houston Texans","DST","HOU","2016",11,11,"ppr",22,0,1,0,0,0,0,0,1,2,2,"0.8%"
"23","Philadelphia Eagles","DST","PHI","2016",11,11,"ppr",23,1,0,0,0,0,0,0,1,2,2,"58.2%"
"24","Baltimore Ravens","DST","BAL","2016",11,11,"ppr",24,1,0,0,0,0,0,0,1,1,1,"89.6%"
"25","Cleveland Browns","DST","CLE","2016",11,11,"ppr",25,0,0,0,1,0,0,0,1,1,1,"37.2%"
"26","Chicago Bears","DST","CHI","2016",11,11,"ppr",26,0,0,0,1,0,0,0,1,0,0,"2.2%"
"27","San Francisco 49ers","DST","SF","2016",11,11,"ppr",27,1,0,0,0,0,0,0,1,0,0,"95.5%"
"28","Green Bay Packers","DST","GB","2016",11,11,"ppr",28,2,0,0,0,0,0,0,1,-2,-2,"80.7%"
