"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Chris Boswell","K","PIT","2017",14,14,"ppr",1,4,4,100,52,0,1,0,2,1,3,3,1,19,19,"14.1%"
"2","Robbie Gould","K","SF","2017",14,14,"ppr",2,4,4,100,52,0,1,1,1,1,2,2,1,17,17,"42.9%"
"3","Harrison Butker","K","KC","2017",14,14,"ppr",3,4,4,100,53,0,1,1,1,1,2,2,1,17,17,"91.8%"
"4","Brandon McManus","K","DEN","2017",14,14,"ppr",4,3,4,75,53,0,0,1,1,1,2,2,1,14,14,"36.0%"
"5","Josh Lambo","K","FA","2017",14,14,"ppr",5,3,3,100,51,0,0,2,0,1,3,3,1,14,14,"0.0%"
"6","Jake Elliott","K","PHI","2017",14,14,"ppr",6,3,3,100,41,0,1,1,1,0,4,4,1,14,14,"27.9%"
"7","Phil Dawson","K","FA","2017",14,14,"ppr",7,4,5,80,47,0,1,2,1,0,0,0,1,13,13,"0.1%"
"8","Travis Coons","K","FA","2017",14,14,"ppr",8,3,3,100,36,0,1,2,0,0,3,3,1,12,12,"1.1%"
"9","Cody Parkey","K","FA","2017",14,14,"ppr",9,2,2,100,44,0,0,1,1,0,3,3,1,10,10,"0.0%"
"10","Matt Bryant","K","FA","2017",14,14,"ppr",10,2,2,100,52,0,1,0,0,1,2,2,1,10,10,"1.1%"
"11","Kai Forbath","K","LAR","2017",14,14,"ppr",11,3,4,75,30,0,2,1,0,0,1,1,1,10,10,"3.0%"
"12","Justin Tucker","K","BAL","2017",14,14,"ppr",12,1,1,100,47,0,0,0,1,0,5,5,1,9,9,"99.0%"
"13","Stephen Gostkowski","K","FA","2017",14,14,"ppr",13,2,2,100,46,0,0,1,1,0,2,2,1,9,9,"0.0%"
"14","Mike Nugent","K","FA","2017",14,14,"ppr",14,2,2,100,34,0,1,1,0,0,3,4,1,9,9,"1.0%"
"15","Graham Gano","K","NYG","2017",14,14,"ppr",15,1,1,100,41,0,0,0,1,0,4,4,1,8,8,"61.0%"
"16","Matt Prater","K","ARI","2017",14,14,"ppr",16,1,1,100,46,0,0,0,1,0,3,3,1,7,7,"14.9%"
"17","Dan Bailey","K","FA","2017",14,14,"ppr",17,1,3,33.3,21,0,1,0,0,0,3,4,1,6,6,"0.0%"
"18","Ka'imi Fairbairn","K","HOU","2017",14,14,"ppr",18,1,2,50,55,0,0,0,0,1,1,2,1,6,6,"2.0%"
"19","Blair Walsh","K","FA","2017",14,14,"ppr",19,1,2,50,28,0,1,0,0,0,3,3,1,6,6,"0.1%"
"20","Wil Lutz","K","NO","2017",14,14,"ppr",20,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"8.0%"
"21","Greg Zuerlein","K","NYJ","2017",14,14,"ppr",21,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"15.9%"
"22","Aldrick Rosas","K","FA","2017",14,14,"ppr",22,1,1,100,39,0,0,1,0,0,1,1,1,4,4,"0.0%"
"23","Zane Gonzalez","K","CAR","2017",14,14,"ppr",23,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"24","Patrick Murray","K","FA","2017",14,14,"ppr",24,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"1.0%"
"25","Mason Crosby","K","GB","2017",14,14,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"3.2%"
"26","Giorgio Tavecchio","K","FA","2017",14,14,"ppr",26,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"1.0%"
"27","Stephen Hauschka","K","FA","2017",14,14,"ppr",27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"28","Randy Bullock","K","TEN","2017",14,14,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"1.5%"
"29","Adam Vinatieri","K","FA","2017",14,14,"ppr",29,0,2,0,0,0,0,0,0,0,1,1,1,1,1,"0.2%"
"30","Ryan Succop","K","TB","2017",14,14,"ppr",30,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"34.3%"
"31","Nick Rose","K","FA","2017",14,14,"ppr",31,0,0,0,0,0,0,0,0,0,1,2,1,1,1,"0.0%"
"32","Chandler Catanzaro","K","FA","2017",14,14,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"33","Michael Palardy","K","NE","2017",14,14,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
