"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Jacksonville Jaguars","DST","JAC","2017",1,1,"ppr",1,10,1,3,3,1,0,0,1,28,28,"3.8%"
"2","Los Angeles Rams","DST","LAR","2017",1,1,"ppr",2,4,2,1,2,2,1,0,1,28,28,"34.3%"
"3","Baltimore Ravens","DST","BAL","2017",1,1,"ppr",3,5,4,1,1,0,0,0,1,25,25,"89.6%"
"4","Philadelphia Eagles","DST","PHI","2017",1,1,"ppr",4,4,1,3,2,1,0,0,1,22,22,"58.2%"
"5","Pittsburgh Steelers","DST","PIT","2017",1,1,"ppr",5,7,1,0,0,0,0,0,1,17,17,"53.2%"
"6","Detroit Lions","DST","DET","2017",1,1,"ppr",6,1,3,1,2,1,0,0,1,16,16,"2.5%"
"7","Carolina Panthers","DST","CAR","2017",1,1,"ppr",7,4,1,1,1,0,0,0,1,15,15,"14.1%"
"8","Washington Commanders","DST","WAS","2017",1,1,"ppr",8,2,1,1,0,1,0,0,1,12,12,"54.8%"
"9","Dallas Cowboys","DST","DAL","2017",1,1,"ppr",9,3,1,0,1,0,0,0,1,12,12,"90.0%"
"10","Buffalo Bills","DST","BUF","2017",1,1,"ppr",10,1,2,0,0,0,0,0,1,9,9,"99.0%"
"11","Green Bay Packers","DST","GB","2017",1,1,"ppr",11,3,0,1,1,0,0,0,1,9,9,"80.7%"
"12","Los Angeles Chargers","DST","LAC","2017",1,1,"ppr",12,4,1,1,1,0,0,0,1,8,8,"30.2%"
"13","Arizona Cardinals","DST","ARI","2017",1,1,"ppr",13,1,1,0,0,1,0,0,1,8,8,"12.3%"
"14","Seattle Seahawks","DST","SEA","2017",1,1,"ppr",14,4,1,0,0,0,0,0,1,7,7,"20.5%"
"15","Atlanta Falcons","DST","ATL","2017",1,1,"ppr",15,4,0,0,0,0,0,0,1,5,5,"1.7%"
"16","Cleveland Browns","DST","CLE","2017",1,1,"ppr",16,1,1,0,1,0,0,0,1,4,4,"37.2%"
"17","San Francisco 49ers","DST","SF","2017",1,1,"ppr",17,0,1,1,1,0,0,0,1,4,4,"95.5%"
"18","New York Jets","DST","NYJ","2017",1,1,"ppr",18,2,1,0,0,0,0,0,1,4,4,"21.1%"
"19","Cincinnati Bengals","DST","CIN","2017",1,1,"ppr",19,1,1,0,0,0,0,0,1,4,4,"31.6%"
"20","Denver Broncos","DST","DEN","2017",1,1,"ppr",20,1,1,0,0,0,0,0,1,4,4,"38.8%"
"21","Kansas City Chiefs","DST","KC","2017",1,1,"ppr",21,3,0,0,1,0,0,0,1,3,3,"47.9%"
"22","Indianapolis Colts","DST","IND","2017",1,1,"ppr",22,1,0,1,1,0,0,0,1,2,2,"52.4%"
"23","Tennessee Titans","DST","TEN","2017",1,1,"ppr",23,2,0,0,2,0,0,0,1,2,2,"26.3%"
"24","Chicago Bears","DST","CHI","2017",1,1,"ppr",24,2,0,0,0,0,0,0,1,2,2,"2.2%"
"25","Las Vegas Raiders","DST","LV","2017",1,1,"ppr",25,1,0,0,0,0,0,0,1,2,2,"14.2%"
"26","New York Giants","DST","NYG","2017",1,1,"ppr",26,1,0,0,0,0,0,0,1,2,2,"6.2%"
"27","Minnesota Vikings","DST","MIN","2017",1,1,"ppr",27,1,0,0,0,0,0,0,1,2,2,"23.7%"
"28","New England Patriots","DST","NE","2017",1,1,"ppr",28,3,0,1,1,0,0,0,1,1,1,"54.0%"
"29","Houston Texans","DST","HOU","2017",1,1,"ppr",29,0,0,0,1,0,0,0,1,0,0,"0.8%"
"30","New Orleans Saints","DST","NO","2017",1,1,"ppr",30,1,0,0,1,0,0,0,1,0,0,"65.3%"
