"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Mike Evans","WR","TB","2019",3,3,"ppr","1","8","15","190","23.8","55","9","3","0","0","0","0","1","45.0","45.0","98.6%"
"2","Keenan Allen","WR","LAC","2019",3,3,"ppr","2","13","17","183","14.1","34","5","2","1","3","0","0","1","43.6","43.6","98.1%"
"3","Cooper Kupp","WR","LAR","2019",3,3,"ppr","3","11","12","101","9.2","22","2","2","0","0","0","0","1","33.1","33.1","82.7%"
"4","Tyler Lockett","WR","SEA","2019",3,3,"ppr","4","11","14","154","14.0","40","6","1","0","0","0","0","1","32.4","32.4","94.8%"
"5","Taylor Gabriel","WR","FA","2019",3,3,"ppr","5","6","7","75","12.5","36","2","3","1","7","0","0","1","32.2","32.2","0.1%"
"6","Sterling Shepard","WR","NYG","2019",3,3,"ppr","6","7","9","100","14.3","36","3","1","2","21","0","0","1","27.1","27.1","1.3%"
"7","Amari Cooper","WR","CLE","2019",3,3,"ppr","7","6","7","88","14.7","37","2","2","0","0","0","0","1","26.8","26.8","96.2%"
"8","Julio Jones","WR","TB","2019",3,3,"ppr","8","8","9","128","16.0","34","3","1","0","0","0","0","1","26.8","26.8","18.9%"
"9","Nelson Agholor","WR","NE","2019",3,3,"ppr","9","8","12","50","6.3","20","1","2","0","0","0","1","1","23.0","23.0","3.8%"
"10","Paul Richardson Jr.","WR","FA","2019",3,3,"ppr","10","8","9","83","10.4","22","1","1","0","0","0","0","1","22.3","22.3","0.0%"
"11","Marvin Jones Jr.","WR","JAC","2019",3,3,"ppr","11","6","9","101","16.8","27","2","1","0","0","0","0","1","22.1","22.1","13.1%"
"12","Marquez Valdes-Scantling","WR","KC","2019",3,3,"ppr","12","6","10","91","15.2","40","4","1","0","0","0","0","1","21.1","21.1","45.8%"
"13","Adam Thielen","WR","MIN","2019",3,3,"ppr","13","3","5","55","18.3","35","2","1","1","1","1","0","1","20.6","20.6","90.7%"
"14","T.Y. Hilton","WR","DAL","2019",3,3,"ppr","14","8","10","65","8.1","26","1","1","0","0","0","0","1","20.5","20.5","3.8%"
"15","Brandin Cooks","WR","HOU","2019",3,3,"ppr","15","8","12","112","14.0","23","1","0","1","8","0","0","1","20.0","20.0","64.4%"
"16","Julian Edelman","WR","FA","2019",3,3,"ppr","16","7","10","62","8.9","15","0","1","0","0","0","0","1","19.2","19.2","12.1%"
"17","Terry McLaurin","WR","WAS","2019",3,3,"ppr","17","6","8","70","11.7","17","0","1","0","0","0","0","1","19.0","19.0","98.1%"
"18","Phillip Dorsett II","WR","HOU","2019",3,3,"ppr","18","6","7","53","8.8","25","1","1","2","12","0","0","1","18.5","18.5","0.7%"
"19","Mecole Hardman","WR","KC","2019",3,3,"ppr","19","2","5","97","48.5","83","4","1","1","7","0","0","1","18.4","18.4","28.0%"
"20","DJ Chark Jr.","WR","DET","2019",3,3,"ppr","20","4","5","76","19.0","37","3","1","0","0","0","0","1","17.6","17.6","40.6%"
"21","JuJu Smith-Schuster","WR","KC","2019",3,3,"ppr","21","3","7","81","27.0","76","4","1","0","0","0","0","1","17.1","17.1","93.5%"
"22","Michael Thomas","WR","NO","2019",3,3,"ppr","22","5","7","54","10.8","18","0","1","0","0","0","0","1","16.4","16.4","26.7%"
"23","Curtis Samuel","WR","WAS","2019",3,3,"ppr","23","5","7","53","10.6","15","0","1","0","0","0","0","1","16.3","16.3","61.9%"
"24","Christian Kirk","WR","JAC","2019",3,3,"ppr","24","10","12","59","5.9","13","0","0","0","0","0","0","1","15.9","15.9","94.9%"
"25","Adam Humphries","WR","FA","2019",3,3,"ppr","25","6","9","93","15.5","30","3","0","0","0","0","0","1","15.3","15.3","1.0%"
"26","Diontae Johnson","WR","PIT","2019",3,3,"ppr","26","3","6","52","17.3","39","2","1","1","6","0","0","1","14.8","14.8","85.3%"
"27","Cole Beasley","WR","BUF","2019",3,3,"ppr","27","8","10","48","6.0","10","0","0","0","0","0","0","1","14.8","14.8","1.5%"
"28","Larry Fitzgerald","WR","FA","2019",3,3,"ppr","28","5","7","36","7.2","23","1","1","0","0","0","0","1","14.6","14.6","0.1%"
"29","Josh Gordon","WR","FA","2019",3,3,"ppr","29","6","11","83","13.8","28","2","0","1","1","0","0","1","14.4","14.4","0.1%"
"30","Mohamed Sanu Sr.","WR","FA","2019",3,3,"ppr","30","6","6","75","12.5","16","0","0","1","2","0","0","1","13.7","13.7","0.0%"
"31","Courtland Sutton","WR","DEN","2019",3,3,"ppr","31","5","7","87","17.4","52","4","0","0","0","0","0","1","13.7","13.7","80.1%"
"32","J.J. Nelson","WR","FA","2019",3,3,"ppr","32","4","5","36","9.0","29","1","1","0","0","0","0","1","13.6","13.6","0.0%"
"33","DJ Moore","WR","CAR","2019",3,3,"ppr","33","1","2","52","52.0","52","4","1","1","12","0","0","1","13.4","13.4","91.8%"
"34","Zach Pascal","WR","PHI","2019",3,3,"ppr","34","2","3","53","26.5","35","2","1","0","0","0","0","1","13.3","13.3","0.1%"
"35","Demarcus Robinson","WR","BAL","2019",3,3,"ppr","35","3","4","43","14.3","18","0","1","0","0","0","0","1","13.3","13.3","11.1%"
"36","Kenny Stills","WR","FA","2019",3,3,"ppr","36","4","6","89","22.3","38","4","0","0","0","0","0","1","12.9","12.9","0.0%"
"37","Tyler Boyd","WR","CIN","2019",3,3,"ppr","37","6","11","68","11.3","26","1","0","0","0","0","0","1","12.8","12.8","74.0%"
"38","Auden Tate","WR","FA","2019",3,3,"ppr","38","6","10","88","14.7","32","3","0","0","0","0","1","1","12.8","12.8","0.0%"
"39","DeAndre Hopkins","WR","ARI","2019",3,3,"ppr","39","6","7","67","11.2","34","2","0","0","0","0","0","1","12.7","12.7","98.4%"
"40","Allen Robinson II","WR","LAR","2019",3,3,"ppr","40","6","7","60","10.0","14","0","0","0","0","0","0","1","12.0","12.0","36.3%"
"41","Dante Pettis","WR","CHI","2019",3,3,"ppr","41","4","5","20","5.0","12","0","1","0","0","0","0","1","12.0","12.0","0.1%"
"42","Tyrell Williams","WR","FA","2019",3,3,"ppr","42","3","3","29","9.7","15","0","1","0","0","0","0","1","11.9","11.9","0.0%"
"43","Odell Beckham Jr.","WR","FA","2019",3,3,"ppr","43","6","9","56","9.3","19","0","0","0","0","0","0","1","11.6","11.6","19.2%"
"44","Sammy Watkins","WR","GB","2019",3,3,"ppr","44","5","8","64","12.8","36","2","0","0","0","0","0","1","11.4","11.4","2.4%"
"45","Darius Slayton","WR","NYG","2019",3,3,"ppr","45","3","5","82","27.3","46","4","0","0","0","0","0","1","11.2","11.2","52.9%"
"46","Preston Williams","WR","CAR","2019",3,3,"ppr","46","4","12","68","17.0","25","2","0","0","0","0","0","1","10.8","10.8","0.0%"
"47","Mack Hollins","WR","LV","2019",3,3,"ppr","47","4","7","62","15.5","20","1","0","0","0","0","0","1","10.2","10.2","24.5%"
"48","William Fuller V","WR","FA","2019",3,3,"ppr","48","5","7","51","10.2","30","2","0","0","0","0","0","1","10.1","10.1","0.1%"
"49","Dede Westbrook","WR","FA","2019",3,3,"ppr","49","5","9","46","9.2","28","1","0","1","4","0","0","1","10.0","10.0","0.0%"
"50","Davante Adams","WR","LV","2019",3,3,"ppr","50","4","4","56","14.0","22","1","0","0","0","0","0","1","9.6","9.6","100.0%"
"51","John Brown","WR","BUF","2019",3,3,"ppr","51","4","5","51","12.8","27","1","0","1","4","0","0","1","9.5","9.5","0.1%"
"52","Jarvis Landry","WR","NO","2019",3,3,"ppr","52","3","9","62","20.7","27","2","0","0","0","0","0","1","9.2","9.2","21.3%"
"53","Tajae Sharpe","WR","FA","2019",3,3,"ppr","53","2","3","70","35.0","47","4","0","0","0","0","0","1","9.0","9.0","0.0%"
"54","Robert Woods","WR","TEN","2019",3,3,"ppr","54","3","8","40","13.3","18","0","0","2","18","0","0","1","8.8","8.8","44.0%"
"55","DK Metcalf","WR","SEA","2019",3,3,"ppr","55","2","6","67","33.5","54","4","0","0","0","0","0","1","8.7","8.7","97.8%"
"56","DeVante Parker","WR","NE","2019",3,3,"ppr","56","3","6","56","18.7","40","3","0","0","0","0","0","1","8.6","8.6","13.6%"
"57","Trey Quinn","WR","FA","2019",3,3,"ppr","57","5","7","30","6.0","7","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"58","Danny Amendola","WR","FA","2019",3,3,"ppr","58","4","5","37","9.3","22","1","0","0","0","0","0","1","7.7","7.7","0.0%"
"59","Willie Snead IV","WR","SF","2019",3,3,"ppr","59","3","5","47","15.7","23","1","0","0","0","0","0","1","7.7","7.7","0.0%"
"60","Mike Williams","WR","LAC","2019",3,3,"ppr","60","3","7","45","15.0","20","1","0","0","0","0","0","1","7.5","7.5","95.8%"
"61","Corey Davis","WR","NYJ","2019",3,3,"ppr","61","3","4","44","14.7","19","0","0","0","0","0","0","1","7.4","7.4","17.1%"
"62","Deebo Samuel","WR","SF","2019",3,3,"ppr","62","3","4","44","14.7","20","1","0","0","0","0","0","1","7.4","7.4","95.6%"
"63","Jakeem Grant Sr.","WR","CLE","2019",3,3,"ppr","63","4","7","27","6.8","10","0","0","1","4","0","0","1","7.1","7.1","0.0%"
"64","Chris Godwin","WR","TB","2019",3,3,"ppr","64","3","5","40","13.3","20","1","0","0","0","0","0","1","7.0","7.0","96.0%"
"65","Marquise Brown","WR","ARI","2019",3,3,"ppr","65","2","9","49","24.5","31","2","0","0","0","0","0","1","6.9","6.9","88.1%"
"66","Marquise Goodwin","WR","SEA","2019",3,3,"ppr","66","2","2","41","20.5","25","1","0","0","0","0","0","1","6.1","6.1","2.0%"
"67","Jamal Agnew","WR","JAC","2019",3,3,"ppr","67","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.4%"
"68","Jaron Brown","WR","FA","2019",3,3,"ppr","68","3","6","30","10.0","16","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"69","Devin Smith","WR","FA","2019",3,3,"ppr","69","2","5","39","19.5","33","2","0","0","0","0","0","1","5.9","5.9","0.0%"
"70","Jakobi Meyers","WR","NE","2019",3,3,"ppr","70","2","3","38","19.0","20","1","0","0","0","0","0","1","5.8","5.8","69.3%"
"71","Jarius Wright","WR","FA","2019",3,3,"ppr","71","2","2","38","19.0","33","2","0","0","0","0","0","1","5.8","5.8","0.0%"
"72","Hunter Renfrow","WR","LV","2019",3,3,"ppr","72","3","4","28","9.3","12","0","0","0","0","0","0","1","5.8","5.8","26.2%"
"73","Seth Roberts","WR","FA","2019",3,3,"ppr","73","2","2","37","18.5","25","1","0","0","0","0","0","1","5.7","5.7","0.0%"
"74","Damion Ratley","WR","FA","2019",3,3,"ppr","74","3","5","26","8.7","16","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"75","Parris Campbell","WR","IND","2019",3,3,"ppr","75","3","3","24","8.0","11","0","0","0","0","0","0","1","5.4","5.4","36.4%"
"76","Zay Jones","WR","JAC","2019",3,3,"ppr","76","2","3","33","16.5","23","1","0","0","0","0","0","1","5.3","5.3","61.7%"
"77","Chris Conley","WR","TEN","2019",3,3,"ppr","77","2","3","30","15.0","15","0","0","0","0","0","0","1","5.0","5.0","0.1%"
"78","Braxton Berrios","WR","NYJ","2019",3,3,"ppr","78","2","6","29","14.5","23","1","0","0","0","0","0","1","4.9","4.9","1.0%"
"79","Jamison Crowder","WR","BUF","2019",3,3,"ppr","79","2","5","25","12.5","15","0","0","0","0","0","0","1","4.5","4.5","1.3%"
"80","Stefon Diggs","WR","BUF","2019",3,3,"ppr","80","3","3","15","5.0","5","0","0","0","0","0","0","1","4.5","4.5","100.0%"
"81","Steven Sims Jr.","WR","PIT","2019",3,3,"ppr","81","2","2","24","12.0","13","0","0","0","0","0","0","1","4.4","4.4","0.3%"
"82","KeeSean Johnson","WR","BUF","2019",3,3,"ppr","82","3","4","13","4.3","5","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"83","Randall Cobb","WR","GB","2019",3,3,"ppr","83","2","4","23","11.5","20","1","0","0","0","0","0","1","4.3","4.3","5.6%"
"84","Robbie Anderson","WR","ARI","2019",3,3,"ppr","84","3","5","11","3.7","7","0","0","0","0","0","0","1","4.1","4.1","6.7%"
"85","Deonte Harty","WR","NO","2019",3,3,"ppr","85","0","0","0","0","0","0","0","0","0","0","1","1","4.0","4.0","0.0%"
"86","Malik Turner","WR","LV","2019",3,3,"ppr","86","2","3","19","9.5","11","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"87","David Moore","WR","FA","2019",3,3,"ppr","87","1","2","29","29.0","29","1","0","0","0","0","0","1","3.9","3.9","0.0%"
"88","Kenny Golladay","WR","NYG","2019",3,3,"ppr","88","2","8","17","8.5","10","0","0","0","0","0","0","1","3.7","3.7","6.7%"
"89","Ted Ginn Jr.","WR","FA","2019",3,3,"ppr","89","2","5","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"90","James Washington","WR","DAL","2019",3,3,"ppr","90","2","5","14","7.0","8","0","0","0","0","0","0","1","3.4","3.4","0.7%"
"91","Dontrelle Inman","WR","FA","2019",3,3,"ppr","91","1","3","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"92","Kendrick Bourne","WR","NE","2019",3,3,"ppr","92","1","2","22","22.0","22","1","0","0","0","0","0","1","3.2","3.2","1.0%"
"93","Emmanuel Sanders","WR","FA","2019",3,3,"ppr","93","2","5","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"94","Isaiah McKenzie","WR","BUF","2019",3,3,"ppr","94","1","1","9","9.0","9","0","0","3","10","0","0","1","2.9","2.9","32.2%"
"95","Michael Crabtree","WR","FA","2019",3,3,"ppr","95","2","2","9","4.5","6","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"96","Damiere Byrd","WR","ATL","2019",3,3,"ppr","96","2","4","9","4.5","11","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"97","Breshad Perriman","WR","TB","2019",3,3,"ppr","97","1","2","6","6.0","6","0","0","1","13","0","0","1","2.9","2.9","0.2%"
"98","Anthony Miller","WR","PIT","2019",3,3,"ppr","98","1","3","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"99","Travis Benjamin","WR","FA","2019",3,3,"ppr","99","2","5","5","2.5","12","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"100","Alex Erickson","WR","WAS","2019",3,3,"ppr","100","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"101","John Ross","WR","FA","2019",3,3,"ppr","101","2","6","22","11.0","15","0","0","0","0","0","1","1","2.2","2.2","0.0%"
"102","Richie James Jr.","WR","NYG","2019",3,3,"ppr","102","2","2","22","11.0","16","0","0","0","0","0","1","1","2.2","2.2","7.1%"
"103","Deon Cain","WR","FA","2019",3,3,"ppr","103","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"104","J.J. Arcega-Whiteside","WR","FA","2019",3,3,"ppr","104","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"105","Javon Wims","WR","ARI","2019",3,3,"ppr","105","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"106","Byron Pringle","WR","CHI","2019",3,3,"ppr","106","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"107","Calvin Ridley","WR","JAC","2019",3,3,"ppr","107","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","1.6%"
"108","Justin Hardy","WR","FA","2019",3,3,"ppr","108","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"109","Russell Shepard","WR","FA","2019",3,3,"ppr","109","1","5","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"110","Allen Hurns","WR","FA","2019",3,3,"ppr","110","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"111","Chris Hogan","WR","FA","2019",3,3,"ppr","111","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"112","Bennie Fowler III","WR","FA","2019",3,3,"ppr","112","1","3","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"113","A.J. Brown","WR","PHI","2019",3,3,"ppr","113","1","5","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","99.9%"
"114","Johnny Holton","WR","FA","2019",3,3,"ppr","114","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.0%"
"115","Geronimo Allison","WR","FA","2019",3,3,"ppr","115","1","3","-1","-1.0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"116","KhaDarel Hodge","WR","ATL","2019",3,3,"ppr","116","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Chad Beebe","WR","FA","2019",3,3,"ppr","117","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Andy Isabella","WR","BAL","2019",3,3,"ppr","118","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Kelvin Harmon","WR","FA","2019",3,3,"ppr","119","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Russell Gage","WR","TB","2019",3,3,"ppr","120","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","17.4%"
"121","Justin Watson","WR","KC","2019",3,3,"ppr","121","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"122","Ray-Ray McCloud","WR","SF","2019",3,3,"ppr","122","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"123","Trent Sherfield","WR","MIA","2019",3,3,"ppr","123","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"124","Damion Willis","WR","FA","2019",3,3,"ppr","124","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Darrius Shepherd","WR","FA","2019",3,3,"ppr","125","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Scotty Miller","WR","TB","2019",3,3,"ppr","126","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","Bisi Johnson","WR","MIN","2019",3,3,"ppr","127","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Juwann Winfree","WR","GB","2019",3,3,"ppr","128","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Miles Boykin","WR","PIT","2019",3,3,"ppr","129","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"130","Lil'Jordan Humphrey","WR","FA","2019",3,3,"ppr","130","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Keelan Doss","WR","LAC","2019",3,3,"ppr","131","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Keke Coutee","WR","FA","2019",3,3,"ppr","132","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Josh Bellamy","WR","FA","2019",3,3,"ppr","133","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","T.J. Jones","WR","FA","2019",3,3,"ppr","134","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Marqise Lee","WR","FA","2019",3,3,"ppr","135","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","De'Anthony Thomas","WR","FA","2019",3,3,"ppr","136","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Matthew Slater","WR","NE","2019",3,3,"ppr","137","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Andre Roberts","WR","CAR","2019",3,3,"ppr","138","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","DaeSean Hamilton","WR","MIA","2019",3,3,"ppr","139","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Robert Davis","WR","FA","2019",3,3,"ppr","140","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Josh Reynolds","WR","DET","2019",3,3,"ppr","141","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.3%"
"142","Taywan Taylor","WR","FA","2019",3,3,"ppr","142","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Marvin Hall","WR","FA","2019",3,3,"ppr","143","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
