"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Tampa Bay Buccaneers","DST","TB","2019",13,13,"ppr",1,5,2,2,3,1,0,0,1,23,23,"81.2%"
"2","Kansas City Chiefs","DST","KC","2019",13,13,"ppr",2,2,2,1,0,1,0,0,1,22,22,"47.9%"
"3","Tennessee Titans","DST","TEN","2019",13,13,"ppr",3,3,2,1,1,0,0,1,1,20,20,"26.3%"
"4","Los Angeles Rams","DST","LAR","2019",13,13,"ppr",4,6,1,0,0,1,0,0,1,18,18,"34.3%"
"5","New Orleans Saints","DST","NO","2019",13,13,"ppr",5,9,2,1,2,0,0,0,1,16,16,"65.3%"
"6","Cincinnati Bengals","DST","CIN","2019",13,13,"ppr",6,4,0,0,0,0,1,0,1,13,13,"31.6%"
"7","Pittsburgh Steelers","DST","PIT","2019",13,13,"ppr",7,5,1,1,1,0,0,0,1,13,13,"53.2%"
"8","Washington Commanders","DST","WAS","2019",13,13,"ppr",8,7,1,1,1,0,0,0,1,11,11,"54.8%"
"9","Buffalo Bills","DST","BUF","2019",13,13,"ppr",9,4,1,1,3,0,0,0,1,11,11,"99.0%"
"10","Indianapolis Colts","DST","IND","2019",13,13,"ppr",10,6,0,2,2,0,0,0,1,10,10,"52.4%"
"11","Green Bay Packers","DST","GB","2019",13,13,"ppr",11,0,3,0,0,0,0,0,1,10,10,"80.7%"
"12","Minnesota Vikings","DST","MIN","2019",13,13,"ppr",12,2,1,1,1,1,0,0,1,8,8,"23.7%"
"13","Denver Broncos","DST","DEN","2019",13,13,"ppr",13,3,1,1,0,0,0,0,1,8,8,"38.8%"
"14","Baltimore Ravens","DST","BAL","2019",13,13,"ppr",14,2,0,1,1,0,0,0,1,7,7,"89.6%"
"15","Jacksonville Jaguars","DST","JAC","2019",13,13,"ppr",15,4,0,1,1,0,0,0,1,6,6,"3.8%"
"16","Carolina Panthers","DST","CAR","2019",13,13,"ppr",16,5,0,0,1,0,0,0,1,6,6,"14.1%"
"17","Seattle Seahawks","DST","SEA","2019",13,13,"ppr",17,0,1,2,2,0,0,0,1,6,6,"20.5%"
"18","Houston Texans","DST","HOU","2019",13,13,"ppr",18,3,1,0,0,0,0,0,1,5,5,"0.8%"
"19","Chicago Bears","DST","CHI","2019",13,13,"ppr",19,2,1,0,0,0,0,0,1,5,5,"2.2%"
"20","Dallas Cowboys","DST","DAL","2019",13,13,"ppr",20,4,0,0,0,0,0,0,1,4,4,"90.0%"
"21","Cleveland Browns","DST","CLE","2019",13,13,"ppr",21,1,1,0,1,0,0,0,1,4,4,"37.2%"
"22","San Francisco 49ers","DST","SF","2019",13,13,"ppr",22,1,0,1,1,0,0,0,1,4,4,"95.5%"
"23","Miami Dolphins","DST","MIA","2019",13,13,"ppr",23,2,1,0,1,0,0,0,1,3,3,"25.9%"
"24","Detroit Lions","DST","DET","2019",13,13,"ppr",24,1,1,0,0,0,0,0,1,3,3,"2.5%"
"25","Los Angeles Chargers","DST","LAC","2019",13,13,"ppr",25,0,1,0,0,0,0,0,1,2,2,"30.2%"
"26","New England Patriots","DST","NE","2019",13,13,"ppr",26,3,0,0,0,0,0,0,1,2,2,"54.0%"
"27","Philadelphia Eagles","DST","PHI","2019",13,13,"ppr",27,3,1,0,0,0,0,0,1,1,1,"58.2%"
"28","New York Jets","DST","NYJ","2019",13,13,"ppr",28,1,0,0,0,0,0,0,1,1,1,"21.1%"
"29","Las Vegas Raiders","DST","LV","2019",13,13,"ppr",29,1,0,0,0,0,0,0,1,0,0,"14.2%"
"30","Atlanta Falcons","DST","ATL","2019",13,13,"ppr",30,0,0,0,0,0,0,0,1,0,0,"1.7%"
"31","Arizona Cardinals","DST","ARI","2019",13,13,"ppr",31,1,0,0,0,0,0,0,1,0,0,"12.3%"
"32","New York Giants","DST","NYG","2019",13,13,"ppr",32,0,0,0,1,0,0,0,1,-1,-1,"6.2%"
