"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Mike Davis","RB","FA","2020",5,5,"ppr","1","16","89","5.6","15","0","0","9","10","60","6.7","1","0","1","29.9","29.9","1.0%"
"2","Todd Gurley II","RB","FA","2020",5,5,"ppr","2","14","121","8.6","35","3","1","4","5","29","7.3","0","0","1","25.0","25.0","0.1%"
"3","Miles Sanders","RB","PHI","2020",5,5,"ppr","3","11","80","7.3","74","4","2","2","4","19","9.5","0","0","1","23.9","23.9","96.5%"
"4","Ezekiel Elliott","RB","DAL","2020",5,5,"ppr","4","19","91","4.8","12","0","2","1","2","14","14.0","0","0","1","23.5","23.5","97.0%"
"5","Josh Jacobs","RB","LV","2020",5,5,"ppr","5","23","77","3.3","7","0","2","2","3","8","4.0","0","0","1","22.5","22.5","99.3%"
"6","Darrell Henderson Jr.","RB","FA","2020",5,5,"ppr","6","15","38","2.5","7","0","1","3","4","30","10.0","1","0","1","21.8","21.8","25.4%"
"7","Chase Edmonds","RB","DEN","2020",5,5,"ppr","7","3","36","12.0","29","1","1","5","6","56","11.2","0","0","1","20.2","20.2","23.9%"
"8","Myles Gaskin","RB","MIA","2020",5,5,"ppr","8","16","57","3.6","21","1","1","5","5","34","6.8","0","0","1","20.1","20.1","0.3%"
"9","Dalvin Cook","RB","MIN","2020",5,5,"ppr","9","17","65","3.8","10","0","1","5","5","24","4.8","0","0","1","19.9","19.9","100.0%"
"10","Chris Carson","RB","FA","2020",5,5,"ppr","10","8","52","6.5","29","1","1","6","7","27","4.5","0","0","1","19.9","19.9","0.3%"
"11","Alvin Kamara","RB","NO","2020",5,5,"ppr","11","11","45","4.1","10","0","0","8","10","74","9.3","0","0","1","19.9","19.9","99.3%"
"12","Derrick Henry","RB","TEN","2020",5,5,"ppr","12","19","57","3.0","12","0","2","1","2","6","6.0","0","0","1","19.3","19.3","100.0%"
"13","David Montgomery","RB","CHI","2020",5,5,"ppr","13","10","29","2.9","7","0","1","7","8","30","4.3","0","0","1","18.9","18.9","95.6%"
"14","Kareem Hunt","RB","CLE","2020",5,5,"ppr","14","20","72","3.6","10","0","0","3","4","21","7.0","1","0","1","18.3","18.3","76.3%"
"15","Devonta Freeman","RB","FA","2020",5,5,"ppr","15","17","60","3.5","9","0","1","2","3","27","13.5","0","0","1","16.7","16.7","0.0%"
"16","Alexander Mattison","RB","MIN","2020",5,5,"ppr","16","20","112","5.6","25","2","0","3","3","24","8.0","0","0","1","16.6","16.6","27.5%"
"17","Ronald Jones II","RB","KC","2020",5,5,"ppr","17","17","106","6.2","37","2","0","3","5","19","6.3","0","0","1","15.5","15.5","2.5%"
"18","Joe Mixon","RB","CIN","2020",5,5,"ppr","18","24","59","2.5","7","0","0","6","8","35","5.8","0","0","1","15.4","15.4","99.9%"
"19","Jonathan Taylor","RB","IND","2020",5,5,"ppr","19","12","57","4.8","10","0","1","2","3","17","8.5","0","0","1","15.4","15.4","100.0%"
"20","James Conner","RB","ARI","2020",5,5,"ppr","20","15","44","2.9","25","1","1","3","3","19","6.3","0","0","1","15.3","15.3","97.8%"
"21","Raheem Mostert","RB","MIA","2020",5,5,"ppr","21","11","90","8.2","37","2","0","3","3","29","9.7","0","0","1","14.9","14.9","81.2%"
"22","T.J. Yeldon","RB","FA","2020",5,5,"ppr","22","7","52","7.4","34","2","0","1","3","22","22.0","1","0","1","14.4","14.4","0.0%"
"23","Justin Jackson","RB","DET","2020",5,5,"ppr","23","15","71","4.7","36","2","0","5","6","23","4.6","0","0","1","14.4","14.4","1.1%"
"24","Kenyan Drake","RB","BAL","2020",5,5,"ppr","24","18","60","3.3","10","0","1","1","1","2","2.0","0","0","1","13.2","13.2","26.8%"
"25","David Johnson","RB","NO","2020",5,5,"ppr","25","17","96","5.6","29","1","0","2","4","7","3.5","0","0","1","12.3","12.3","0.1%"
"26","Clyde Edwards-Helaire","RB","KC","2020",5,5,"ppr","26","10","40","4.0","9","0","0","3","8","40","13.3","0","0","1","11.0","11.0","40.4%"
"27","J.D. McKissic","RB","WAS","2020",5,5,"ppr","27","1","3","3.0","3","0","0","6","8","46","7.7","0","0","1","10.9","10.9","8.4%"
"28","Antonio Gibson","RB","WAS","2020",5,5,"ppr","28","11","27","2.5","6","0","0","5","5","24","4.8","0","0","1","10.1","10.1","85.6%"
"29","James Robinson","RB","NYJ","2020",5,5,"ppr","29","13","48","3.7","14","0","0","5","7","22","4.4","0","1","1","10.0","10.0","39.4%"
"30","J.K. Dobbins","RB","BAL","2020",5,5,"ppr","30","1","34","34.0","34","2","0","3","3","21","7.0","0","0","1","8.5","8.5","80.2%"
"31","Latavius Murray","RB","DEN","2020",5,5,"ppr","31","8","34","4.3","8","0","0","2","2","23","11.5","0","0","1","7.7","7.7","75.6%"
"32","Le'Veon Bell","RB","FA","2020",5,5,"ppr","32","13","60","4.6","13","0","0","1","1","7","7.0","0","0","1","7.7","7.7","0.1%"
"33","Devontae Booker","RB","FA","2020",5,5,"ppr","33","7","62","8.9","43","3","0","1","1","5","5.0","0","0","1","7.7","7.7","0.0%"
"34","Brian Hill","RB","FA","2020",5,5,"ppr","34","6","39","6.5","11","0","0","2","2","15","7.5","0","0","1","7.4","7.4","0.0%"
"35","Chris Thompson","RB","FA","2020",5,5,"ppr","35","2","7","3.5","4","0","0","3","3","35","11.7","0","0","1","7.2","7.2","0.0%"
"36","Kyle Juszczyk","RB","SF","2020",5,5,"ppr","36","2","11","5.5","7","0","1","0","1","0","0","0","0","1","7.1","7.1","0.4%"
"37","Jalen Richard","RB","FA","2020",5,5,"ppr","37","1","4","4.0","4","0","0","4","5","26","6.5","0","0","1","7.0","7.0","1.0%"
"38","Matt Breida","RB","NYG","2020",5,5,"ppr","38","9","28","3.1","12","0","0","1","1","31","31.0","0","0","1","6.9","6.9","4.5%"
"39","Cam Akers","RB","LAR","2020",5,5,"ppr","39","9","61","6.8","46","3","0","0","0","0","0","0","0","1","6.1","6.1","67.5%"
"40","Mark Ingram II","RB","NO","2020",5,5,"ppr","40","11","57","5.2","20","1","0","0","0","0","0","0","0","1","5.7","5.7","4.3%"
"41","Tony Pollard","RB","DAL","2020",5,5,"ppr","41","6","30","5.0","13","0","0","2","3","2","1.0","0","0","1","5.2","5.2","96.8%"
"42","Nyheim Hines","RB","BUF","2020",5,5,"ppr","42","3","8","2.7","5","0","0","2","4","22","11.0","0","0","1","5.0","5.0","29.1%"
"43","Darrel Williams","RB","ARI","2020",5,5,"ppr","43","1","4","4.0","4","0","0","1","5","15","15.0","0","0","1","4.9","4.9","1.5%"
"44","Joshua Kelley","RB","LAC","2020",5,5,"ppr","44","11","29","2.6","9","0","0","1","1","9","9.0","0","0","1","4.8","4.8","4.5%"
"45","D'Ernest Johnson","RB","CLE","2020",5,5,"ppr","45","8","32","4.0","28","1","0","1","1","4","4.0","0","0","1","4.6","4.6","0.7%"
"46","Alec Ingold","RB","MIA","2020",5,5,"ppr","46","0","0","0","0","0","0","2","4","25","12.5","0","0","1","4.5","4.5","0.1%"
"47","Wayne Gallman Jr.","RB","SEA","2020",5,5,"ppr","47","5","24","4.8","13","0","0","2","2","0","0.0","0","0","1","4.4","4.4","0.1%"
"48","Devin Singletary","RB","BUF","2020",5,5,"ppr","48","11","25","2.3","6","0","0","1","1","8","8.0","0","0","1","4.3","4.3","91.7%"
"49","Jeremy McNichols","RB","PIT","2020",5,5,"ppr","49","9","28","3.1","7","0","0","1","1","3","3.0","0","0","1","4.1","4.1","0.0%"
"50","Malcolm Brown","RB","LAR","2020",5,5,"ppr","50","8","30","3.8","12","0","0","1","2","-6","-6.0","0","0","1","3.4","3.4","0.1%"
"51","Frank Gore","RB","FA","2020",5,5,"ppr","51","9","30","3.3","11","0","0","0","0","0","0","0","0","1","3.0","3.0","12.1%"
"52","Duke Johnson Jr.","RB","BUF","2020",5,5,"ppr","52","3","8","2.7","3","0","0","1","1","11","11.0","0","0","1","2.9","2.9","0.0%"
"53","Jeff Wilson Jr.","RB","MIA","2020",5,5,"ppr","53","4","27","6.8","9","0","0","0","1","0","0","0","0","1","2.7","2.7","76.6%"
"54","Jerick McKinnon","RB","KC","2020",5,5,"ppr","54","1","0","0.0","0","0","0","2","4","5","2.5","0","0","1","2.5","2.5","68.7%"
"55","Gus Edwards","RB","BAL","2020",5,5,"ppr","55","7","25","3.6","6","0","0","0","3","0","0","0","0","1","2.5","2.5","39.7%"
"56","Dion Lewis","RB","FA","2020",5,5,"ppr","56","0","0","0","0","0","0","2","4","1","0.5","0","0","1","2.1","2.1","2.0%"
"57","Mike Boone","RB","DEN","2020",5,5,"ppr","57","2","19","9.5","12","0","0","0","0","0","0","0","0","1","1.9","1.9","5.3%"
"58","Benny Snell Jr.","RB","PIT","2020",5,5,"ppr","58","7","19","2.7","8","0","0","0","0","0","0","0","0","1","1.9","1.9","1.4%"
"59","Patrick Ricard","RB","BAL","2020",5,5,"ppr","59","0","0","0","0","0","0","1","2","7","7.0","0","0","1","1.7","1.7","0.1%"
"60","Chandler Cox","RB","FA","2020",5,5,"ppr","60","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"61","Giovani Bernard","RB","TB","2020",5,5,"ppr","61","0","0","0","0","0","0","1","2","4","4.0","0","0","1","1.4","1.4","0.2%"
"62","Travis Homer","RB","SEA","2020",5,5,"ppr","62","3","14","4.7","6","0","0","0","0","0","0","0","0","1","1.4","1.4","22.6%"
"63","Darrynton Evans","RB","CHI","2020",5,5,"ppr","63","2","12","6.0","9","0","0","0","0","0","0","0","0","1","1.2","1.2","0.3%"
"64","Anthony McFarland Jr.","RB","PIT","2020",5,5,"ppr","64","3","6","2.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"65","Ito Smith","RB","FA","2020",5,5,"ppr","65","2","6","3.0","5","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"66","Ke'Shawn Vaughn","RB","TB","2020",5,5,"ppr","66","0","0","0","0","0","0","2","3","5","2.5","0","1","1","0.5","0.5","0.5%"
"67","Andy Janovich","RB","FA","2020",5,5,"ppr","67","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"68","Elijhaa Penny","RB","FA","2020",5,5,"ppr","68","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"69","Boston Scott","RB","PHI","2020",5,5,"ppr","69","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","1.3%"
"70","Alex Armah Jr.","RB","WAS","2020",5,5,"ppr","70","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"71","Michael Burton","RB","KC","2020",5,5,"ppr","71","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"72","Keith Smith","RB","ATL","2020",5,5,"ppr","72","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"73","Jordan Wilkins","RB","IND","2020",5,5,"ppr","73","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"74","Gabe Nabers","RB","FA","2020",5,5,"ppr","74","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jonathan Ward","RB","TEN","2020",5,5,"ppr","75","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Reggie Gilliam","RB","BUF","2020",5,5,"ppr","76","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"77","Patrick Laird","RB","TB","2020",5,5,"ppr","77","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Darwin Thompson","RB","SEA","2020",5,5,"ppr","78","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Ryan Nall","RB","FA","2020",5,5,"ppr","79","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Dontrell Hilliard","RB","TEN","2020",5,5,"ppr","80","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.0%"
"81","Cullen Gillaspia","RB","SEA","2020",5,5,"ppr","81","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","DeeJay Dallas","RB","SEA","2020",5,5,"ppr","82","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.5%"
"83","Xavier Jones","RB","FA","2020",5,5,"ppr","83","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Rico Dowdle","RB","DAL","2020",5,5,"ppr","84","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"85","JaMycal Hasty","RB","JAC","2020",5,5,"ppr","85","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.1%"
"86","La'Mical Perine","RB","MIA","2020",5,5,"ppr","86","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Bruce Miller","RB","FA","2020",5,5,"ppr","87","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Anthony Sherman","RB","FA","2020",5,5,"ppr","88","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Nick Bellore","RB","SEA","2020",5,5,"ppr","89","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Taiwan Jones","RB","BUF","2020",5,5,"ppr","90","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"91","Cordarrelle Patterson","RB","ATL","2020",5,5,"ppr","91","3","7","2.3","3","0","0","3","3","38","12.7","0","0","1","0.0","0.0","85.6%"
"92","J.P. Holtz","RB","NO","2020",5,5,"ppr","92","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Peyton Barber","RB","FA","2020",5,5,"ppr","93","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"94","Leonard Fournette","RB","TB","2020",5,5,"ppr","94","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","96.9%"
"95","Troymaine Pope","RB","FA","2020",5,5,"ppr","95","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","C.J. Ham","RB","MIN","2020",5,5,"ppr","96","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.1%"
"97","Samaje Perine","RB","CIN","2020",5,5,"ppr","97","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","59.4%"
"98","Dwayne Washington","RB","NO","2020",5,5,"ppr","98","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"99","C.J. Prosise","RB","FA","2020",5,5,"ppr","99","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Trey Edmunds","RB","FA","2020",5,5,"ppr","100","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Jaylen Samuels","RB","FA","2020",5,5,"ppr","101","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Corey Clement","RB","ARI","2020",5,5,"ppr","102","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Dare Ogunbowale","RB","HOU","2020",5,5,"ppr","103","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.7%"
"104","Ameer Abdullah","RB","LV","2020",5,5,"ppr","104","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"105","Trenton Cannon","RB","TEN","2020",5,5,"ppr","105","2","-1","-0.5","2","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
