"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Drew Brees","QB","FA","2016",6,6,"ppr","1","34","49","69.4","465","9.5","4","1","1","0","0","0","0","1","32.6","32.6","35.7%"
"2","Case Keenum","QB","BUF","2016",6,6,"ppr","2","27","32","84.4","321","10.0","3","1","1","3","7","1","0","1","29.5","29.5","0.4%"
"3","Matthew Stafford","QB","LAR","2016",6,6,"ppr","3","23","31","74.2","270","8.7","4","0","1","5","14","0","0","1","28.2","28.2","29.7%"
"4","Marcus Mariota","QB","ATL","2016",6,6,"ppr","4","17","24","70.8","284","11.8","3","1","2","7","64","0","0","1","27.8","27.8","19.4%"
"5","Tom Brady","QB","TB","2016",6,6,"ppr","5","29","35","82.9","376","10.7","3","0","3","2","2","0","0","1","27.2","27.2","86.0%"
"6","Cam Newton","QB","FA","2016",6,6,"ppr","6","27","47","57.4","322","6.9","2","1","2","2","1","1","0","1","27.0","27.0","9.1%"
"7","Eli Manning","QB","FA","2016",6,6,"ppr","7","32","46","69.6","403","8.8","3","2","1","0","0","0","0","1","24.1","24.1","2.3%"
"8","Andrew Luck","QB","FA","2016",6,6,"ppr","8","21","32","65.6","252","7.9","1","1","3","7","53","1","0","1","23.4","23.4","2.2%"
"9","Andy Dalton","QB","NO","2016",6,6,"ppr","9","21","31","67.7","254","8.2","1","0","2","2","17","1","0","1","21.9","21.9","12.2%"
"10","Cody Kessler","QB","FA","2016",6,6,"ppr","10","26","41","63.4","336","8.2","2","0","6","1","3","0","0","1","21.7","21.7","0.1%"
"11","Matt Ryan","QB","IND","2016",6,6,"ppr","11","27","42","64.3","335","8.0","3","1","4","1","2","0","1","1","21.6","21.6","10.6%"
"12","Tyrod Taylor","QB","NYG","2016",6,6,"ppr","12","16","25","64.0","179","7.2","2","0","3","8","68","0","1","1","20.0","20.0","0.1%"
"13","Dak Prescott","QB","DAL","2016",6,6,"ppr","13","18","27","66.7","247","9.1","3","1","2","1","6","0","1","1","18.5","18.5","93.5%"
"14","Colin Kaepernick","QB","FA","2016",6,6,"ppr","14","13","29","44.8","187","6.4","1","0","3","8","66","0","0","1","18.1","18.1","0.1%"
"15","Kirk Cousins","QB","MIN","2016",6,6,"ppr","15","18","34","52.9","263","7.7","2","1","0","2","8","0","0","1","17.3","17.3","87.8%"
"16","Brock Osweiler","QB","FA","2016",6,6,"ppr","16","25","39","64.1","269","6.9","2","1","1","2","-4","0","0","1","16.4","16.4","0.0%"
"17","Trevor Siemian","QB","CHI","2016",6,6,"ppr","17","30","50","60.0","230","4.6","1","0","2","1","1","0","0","1","13.3","13.3","0.1%"
"18","Aaron Rodgers","QB","GB","2016",6,6,"ppr","18","31","42","73.8","294","7.0","1","1","1","3","7","0","1","1","12.5","12.5","75.1%"
"19","Carson Palmer","QB","FA","2016",6,6,"ppr","19","23","34","67.6","213","6.3","1","0","0","3","-1","0","0","1","12.4","12.4","5.6%"
"20","Joe Flacco","QB","NYJ","2016",6,6,"ppr","20","26","48","54.2","307","6.4","0","0","2","1","0","0","0","1","12.3","12.3","0.3%"
"21","Brian Hoyer","QB","NE","2016",6,6,"ppr","21","30","49","61.2","302","6.2","0","0","1","1","0","0","0","1","12.1","12.1","0.1%"
"22","Russell Wilson","QB","DEN","2016",6,6,"ppr","22","25","37","67.6","270","7.3","0","0","1","6","7","0","0","1","11.5","11.5","43.7%"
"23","Philip Rivers","QB","FA","2016",6,6,"ppr","23","18","29","62.1","178","6.1","1","0","2","0","0","0","0","1","11.1","11.1","20.6%"
"24","Blake Bortles","QB","FA","2016",6,6,"ppr","24","20","33","60.6","271","8.2","1","1","2","3","1","0","1","1","10.9","10.9","0.0%"
"25","Ryan Tannehill","QB","TEN","2016",6,6,"ppr","25","24","32","75.0","252","7.9","0","0","0","2","3","0","0","1","10.4","10.4","28.5%"
"26","Derek Carr","QB","LV","2016",6,6,"ppr","26","22","34","64.7","225","6.6","1","1","2","3","8","0","1","1","9.8","9.8","64.3%"
"27","Ben Roethlisberger","QB","FA","2016",6,6,"ppr","27","19","34","55.9","189","5.6","1","2","2","0","0","0","0","1","9.6","9.6","13.6%"
"28","Alex Smith","QB","FA","2016",6,6,"ppr","28","19","22","86.4","224","10.2","0","0","1","3","-1","0","0","1","8.9","8.9","5.0%"
"29","Carson Wentz","QB","WAS","2016",6,6,"ppr","29","11","22","50.0","179","8.1","0","0","5","2","2","0","0","1","7.4","7.4","6.5%"
"30","Ryan Fitzpatrick","QB","FA","2016",6,6,"ppr","30","16","31","51.6","174","5.6","0","1","0","1","2","0","0","1","5.2","5.2","0.0%"
"31","E.J. Manuel","QB","FA","2016",6,6,"ppr","31","0","2","0.0","0","0.0","0","0","0","3","11","0","0","1","1.1","1.1","0.0%"
"32","Drew Stanton","QB","FA","2016",6,6,"ppr","32","1","1","100.0","12","12.0","0","0","0","1","-1","0","0","1","0.4","0.4","0.0%"
"33","Kellen Clemens","QB","FA","2016",6,6,"ppr","33","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"34","Joe Webb III","QB","FA","2016",6,6,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"35","AJ McCarron","QB","FA","2016",6,6,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"36","Landry Jones","QB","FA","2016",6,6,"ppr","36","0","1","0.0","0","0.0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"37","Geno Smith","QB","SEA","2016",6,6,"ppr","37","4","6","66.7","31","5.2","0","1","1","1","2","0","0","1","-0.6","-0.6","87.0%"
