"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","LeSean McCoy","RB","FA","2017",8,8,"ppr","1","27","151","5.6","48","1","1","6","7","22","3.7","0","0","1","29.3","29.3","2.0%"
"2","Ezekiel Elliott","RB","DAL","2017",8,8,"ppr","2","33","150","4.5","14","0","2","1","2","4","4.0","0","1","1","26.4","26.4","97.0%"
"3","Jerick McKinnon","RB","KC","2017",8,8,"ppr","3","14","50","3.6","10","0","1","6","10","72","12.0","0","0","1","26.2","26.2","68.7%"
"4","Lamar Miller","RB","FA","2017",8,8,"ppr","4","21","54","2.6","13","0","1","3","3","19","6.3","1","0","1","22.3","22.3","0.0%"
"5","Melvin Gordon III","RB","KC","2017",8,8,"ppr","5","14","132","9.4","87","1","1","1","2","7","7.0","0","0","1","20.9","20.9","29.3%"
"6","DeAndre Washington","RB","FA","2017",8,8,"ppr","6","6","26","4.3","10","0","0","8","10","62","7.8","1","1","1","20.8","20.8","11.0%"
"7","Isaiah Crowell","RB","FA","2017",8,8,"ppr","7","11","64","5.8","26","1","1","4","6","54","13.5","0","1","1","19.8","19.8","0.1%"
"8","Mark Ingram II","RB","NO","2017",8,8,"ppr","8","18","75","4.2","18","0","1","6","6","24","4.0","0","2","1","17.9","17.9","4.3%"
"9","Alvin Kamara","RB","NO","2017",8,8,"ppr","9","8","28","3.5","10","0","1","3","3","48","16.0","0","0","1","16.6","16.6","99.3%"
"10","Alex Collins","RB","FA","2017",8,8,"ppr","10","18","113","6.3","19","0","0","2","2","30","15.0","0","0","1","16.3","16.3","19.0%"
"11","Matt Breida","RB","NYG","2017",8,8,"ppr","11","5","17","3.4","9","0","0","4","6","39","9.8","1","0","1","15.6","15.6","4.5%"
"12","Chris Thompson","RB","FA","2017",8,8,"ppr","12","4","18","4.5","16","0","0","8","9","76","9.5","0","1","1","15.4","15.4","0.0%"
"13","Rex Burkhead","RB","HOU","2017",8,8,"ppr","13","4","15","3.8","7","0","0","7","7","68","9.7","0","0","1","15.3","15.3","12.7%"
"14","Marlon Mack","RB","DEN","2017",8,8,"ppr","14","11","27","2.5","8","0","0","3","5","36","12.0","1","0","1","15.3","15.3","5.3%"
"15","Jordan Howard","RB","FA","2017",8,8,"ppr","15","23","102","4.4","50","1","0","3","5","19","6.3","0","0","1","15.1","15.1","0.0%"
