"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Kai Forbath","K","LAR","2017",7,7,"ppr",1,6,6,100,52,0,0,2,2,2,0,1,1,24,24,"3.0%"
"2","Chris Boswell","K","PIT","2017",7,7,"ppr",2,5,5,100,49,0,3,0,2,0,2,2,1,19,19,"14.1%"
"3","Greg Zuerlein","K","NYJ","2017",7,7,"ppr",3,4,4,100,53,0,1,2,0,1,3,3,1,17,17,"15.9%"
"4","Ryan Succop","K","TB","2017",7,7,"ppr",4,4,5,80,47,0,1,0,3,0,0,0,1,15,15,"34.3%"
"5","Justin Tucker","K","BAL","2017",7,7,"ppr",5,3,3,100,57,0,0,0,2,1,1,1,1,14,14,"99.0%"
"6","Stephen Hauschka","K","FA","2017",7,7,"ppr",6,3,4,75,52,0,1,1,0,1,3,3,1,14,14,"0.0%"
"7","Harrison Butker","K","KC","2017",7,7,"ppr",7,3,3,100,53,0,0,2,0,1,3,3,1,14,14,"91.8%"
"8","Jake Elliott","K","PHI","2017",7,7,"ppr",8,2,3,66.7,50,0,0,0,1,1,4,4,1,13,13,"27.9%"
"9","Zane Gonzalez","K","CAR","2017",7,7,"ppr",9,3,3,100,54,0,0,1,1,1,0,0,1,12,12,"0.1%"
"10","Patrick Murray","K","FA","2017",7,7,"ppr",10,2,2,100,50,0,1,0,0,1,3,3,1,11,11,"1.0%"
"11","Stephen Gostkowski","K","FA","2017",7,7,"ppr",11,3,3,100,38,0,2,1,0,0,2,2,1,11,11,"0.0%"
"12","Josh Lambo","K","FA","2017",7,7,"ppr",12,2,2,100,42,0,0,1,1,0,3,3,1,10,10,"0.0%"
"13","Wil Lutz","K","NO","2017",7,7,"ppr",13,2,2,100,44,0,1,0,1,0,2,3,1,9,9,"8.0%"
"14","Cody Parkey","K","FA","2017",7,7,"ppr",14,1,1,100,39,0,0,1,0,0,4,4,1,7,7,"0.0%"
"15","Giorgio Tavecchio","K","FA","2017",7,7,"ppr",15,1,3,33.3,26,0,1,0,0,0,4,4,1,7,7,"1.0%"
"16","Mason Crosby","K","GB","2017",7,7,"ppr",16,1,2,50,46,0,0,0,1,0,2,2,1,6,6,"3.2%"
"17","Nick Rose","K","FA","2017",7,7,"ppr",17,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"0.0%"
"18","Blair Walsh","K","FA","2017",7,7,"ppr",18,1,1,100,39,0,0,1,0,0,3,3,1,6,6,"0.1%"
"19","Connor Barth","K","FA","2017",7,7,"ppr",19,1,2,50,19,1,0,0,0,0,2,2,1,5,5,"0.0%"
"20","Robbie Gould","K","SF","2017",7,7,"ppr",20,1,1,100,42,0,0,0,1,0,1,1,1,5,5,"42.9%"
"21","Chandler Catanzaro","K","FA","2017",7,7,"ppr",21,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"22","Nick Novak","K","FA","2017",7,7,"ppr",22,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"23","Graham Gano","K","NYG","2017",7,7,"ppr",23,1,1,100,36,0,0,1,0,0,0,0,1,3,3,"61.0%"
"24","Dan Bailey","K","FA","2017",7,7,"ppr",24,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"25","Randy Bullock","K","TEN","2017",7,7,"ppr",25,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"1.5%"
"26","Aldrick Rosas","K","FA","2017",7,7,"ppr",26,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"27","Matt Bryant","K","FA","2017",7,7,"ppr",27,0,2,0,0,0,0,0,0,0,1,1,1,1,1,"1.1%"
"28","Phil Dawson","K","FA","2017",7,7,"ppr",28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0.1%"
"29","Brandon McManus","K","DEN","2017",7,7,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"36.0%"
"30","Michael Palardy","K","NE","2017",7,7,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
