"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Atlanta Falcons","DST","ATL","2017",10,10,"ppr",1,8,0,2,2,0,0,0,1,16,16,"1.7%"
"2","Los Angeles Rams","DST","LAR","2017",10,10,"ppr",2,3,2,2,2,0,0,0,1,15,15,"34.3%"
"3","Tampa Bay Buccaneers","DST","TB","2017",10,10,"ppr",3,6,1,1,1,0,0,0,1,14,14,"81.2%"
"4","Detroit Lions","DST","DET","2017",10,10,"ppr",4,4,1,1,1,1,0,0,1,14,14,"2.5%"
"5","Los Angeles Chargers","DST","LAC","2017",10,10,"ppr",5,3,2,0,0,0,0,0,1,9,9,"30.2%"
"6","Seattle Seahawks","DST","SEA","2017",10,10,"ppr",6,2,0,1,1,0,1,0,1,8,8,"20.5%"
"7","New Orleans Saints","DST","NO","2017",10,10,"ppr",7,2,1,0,1,0,0,0,1,8,8,"65.3%"
"8","Tennessee Titans","DST","TEN","2017",10,10,"ppr",8,1,0,2,1,0,0,0,1,6,6,"26.3%"
"9","Cincinnati Bengals","DST","CIN","2017",10,10,"ppr",9,4,1,0,1,0,0,0,1,6,6,"31.6%"
"10","New England Patriots","DST","NE","2017",10,10,"ppr",10,0,1,1,0,0,0,1,1,6,6,"54.0%"
"11","Green Bay Packers","DST","GB","2017",10,10,"ppr",11,5,0,0,1,0,0,0,1,6,6,"80.7%"
"12","Pittsburgh Steelers","DST","PIT","2017",10,10,"ppr",12,3,1,0,0,0,0,0,1,6,6,"53.2%"
"13","San Francisco 49ers","DST","SF","2017",10,10,"ppr",13,3,0,1,1,0,0,0,1,5,5,"95.5%"
"14","Arizona Cardinals","DST","ARI","2017",10,10,"ppr",14,5,0,0,1,0,0,0,1,5,5,"12.3%"
"15","Jacksonville Jaguars","DST","JAC","2017",10,10,"ppr",15,0,1,1,1,0,0,0,1,5,5,"3.8%"
"16","Indianapolis Colts","DST","IND","2017",10,10,"ppr",16,1,1,0,0,0,0,0,1,5,5,"52.4%"
"17","Cleveland Browns","DST","CLE","2017",10,10,"ppr",17,4,1,0,0,0,0,0,1,5,5,"37.2%"
"18","New York Jets","DST","NYJ","2017",10,10,"ppr",18,1,1,0,0,0,0,0,1,4,4,"21.1%"
"19","Dallas Cowboys","DST","DAL","2017",10,10,"ppr",19,1,1,0,0,0,0,0,1,3,3,"90.0%"
"20","Chicago Bears","DST","CHI","2017",10,10,"ppr",20,3,0,0,0,0,0,0,1,3,3,"2.2%"
"21","New York Giants","DST","NYG","2017",10,10,"ppr",21,0,1,1,1,0,0,0,1,3,3,"6.2%"
"22","Minnesota Vikings","DST","MIN","2017",10,10,"ppr",22,1,1,0,0,0,0,0,1,2,2,"23.7%"
"23","Carolina Panthers","DST","CAR","2017",10,10,"ppr",23,0,1,0,0,0,0,0,1,2,2,"14.1%"
"24","Houston Texans","DST","HOU","2017",10,10,"ppr",24,3,0,0,0,0,0,0,1,2,2,"0.8%"
"25","Washington Commanders","DST","WAS","2017",10,10,"ppr",25,0,2,0,0,0,0,0,1,0,0,"54.8%"
"26","Buffalo Bills","DST","BUF","2017",10,10,"ppr",26,0,0,1,1,0,0,0,1,-2,-2,"99.0%"
"27","Denver Broncos","DST","DEN","2017",10,10,"ppr",27,1,0,0,0,0,0,0,1,-3,-3,"38.8%"
"28","Miami Dolphins","DST","MIA","2017",10,10,"ppr",28,0,0,0,0,0,0,0,1,-4,-4,"25.9%"
