"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Joe Burrow","QB","CIN","2021",16,16,"ppr","1","37","46","80.4","525","11.4","4","0","3","2","11","0","0","1","38.1","38.1","99.4%"
"2","Dak Prescott","QB","DAL","2021",16,16,"ppr","2","28","39","71.8","330","8.5","4","0","3","4","21","0","0","1","31.3","31.3","93.5%"
"3","Josh Allen","QB","BUF","2021",16,16,"ppr","3","30","47","63.8","314","6.7","3","0","0","12","64","0","0","1","31.0","31.0","100.0%"
"4","Zach Wilson","QB","NYJ","2021",16,16,"ppr","4","14","22","63.6","102","4.6","1","0","1","4","91","1","0","1","23.2","23.2","5.7%"
"5","Patrick Mahomes II","QB","KC","2021",16,16,"ppr","5","23","30","76.7","258","8.6","3","0","2","0","0","0","0","1","22.3","22.3","100.0%"
"6","Kyler Murray","QB","ARI","2021",16,16,"ppr","6","27","43","62.8","245","5.7","1","0","0","4","74","0","0","1","21.9","21.9","62.1%"
"7","Josh Johnson","QB","SF","2021",16,16,"ppr","7","28","40","70.0","304","7.6","2","1","1","5","10","0","0","1","20.2","20.2","0.0%"
"8","Aaron Rodgers","QB","GB","2021",16,16,"ppr","8","24","34","70.6","202","5.9","3","0","0","1","-1","0","0","1","20.0","20.0","75.1%"
"9","Justin Herbert","QB","LAC","2021",16,16,"ppr","9","27","35","77.1","336","9.6","1","2","1","4","15","0","0","1","18.9","18.9","98.8%"
"10","Davis Mills","QB","HOU","2021",16,16,"ppr","10","21","27","77.8","254","9.4","2","0","1","1","-1","0","0","1","18.1","18.1","3.4%"
"11","Carson Wentz","QB","WAS","2021",16,16,"ppr","11","18","28","64.3","225","8.0","2","0","2","2","4","0","0","1","17.4","17.4","6.5%"
"12","Kirk Cousins","QB","MIN","2021",16,16,"ppr","12","27","38","71.1","315","8.3","1","1","3","4","17","0","0","1","17.3","17.3","87.8%"
"13","Nick Foles","QB","IND","2021",16,16,"ppr","13","24","35","68.6","250","7.1","1","0","4","4","8","0","0","1","16.8","16.8","0.0%"
"14","Jalen Hurts","QB","PHI","2021",16,16,"ppr","14","17","29","58.6","199","6.9","2","0","1","2","7","0","0","1","16.7","16.7","99.9%"
"15","Russell Wilson","QB","DEN","2021",16,16,"ppr","15","16","27","59.3","181","6.7","2","0","2","2","13","0","0","1","16.5","16.5","43.7%"
"16","Jimmy Garoppolo","QB","SF","2021",16,16,"ppr","16","26","35","74.3","322","9.2","1","2","2","1","3","0","0","1","15.2","15.2","16.2%"
"17","Ryan Tannehill","QB","TEN","2021",16,16,"ppr","17","22","29","75.9","209","7.2","1","0","4","3","22","0","0","1","14.6","14.6","28.5%"
"18","Tom Brady","QB","TB","2021",16,16,"ppr","18","18","30","60.0","232","7.7","1","0","0","1","11","0","0","1","14.4","14.4","86.0%"
"19","Baker Mayfield","QB","LAR","2021",16,16,"ppr","19","21","36","58.3","222","6.2","2","4","5","2","11","0","0","1","14.0","14.0","6.6%"
"20","Matt Ryan","QB","IND","2021",16,16,"ppr","20","18","24","75.0","215","9.0","1","0","3","4","5","0","0","1","13.1","13.1","10.6%"
"21","Trevor Lawrence","QB","JAC","2021",16,16,"ppr","21","26","39","66.7","280","7.2","0","0","1","6","37","0","1","1","12.9","12.9","75.8%"
"22","Tua Tagovailoa","QB","MIA","2021",16,16,"ppr","22","19","26","73.1","198","7.6","1","1","2","1","1","0","0","1","11.0","11.0","94.7%"
"23","Tim Boyle","QB","CHI","2021",16,16,"ppr","23","24","34","70.6","187","5.5","1","1","0","0","0","0","0","1","10.5","10.5","0.0%"
"24","Matthew Stafford","QB","LAR","2021",16,16,"ppr","24","21","37","56.8","197","5.3","1","3","0","3","8","0","0","1","9.7","9.7","29.7%"
"25","Derek Carr","QB","LV","2021",16,16,"ppr","25","20","25","80.0","201","8.0","1","1","2","7","5","0","1","1","9.5","9.5","64.3%"
"26","Sam Darnold","QB","CAR","2021",16,16,"ppr","26","15","32","46.9","190","5.9","0","0","4","1","11","0","0","1","8.7","8.7","3.9%"
"27","Mike Glennon","QB","FA","2021",16,16,"ppr","27","17","27","63.0","93","3.4","1","1","0","2","11","0","0","1","7.8","7.8","1.0%"
