"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2021",12,12,"ppr",1,5,3,0,0,0,0,1,1,23,23,"25.9%"
"2","Cincinnati Bengals","DST","CIN","2021",12,12,"ppr",2,3,2,1,1,1,0,0,1,19,19,"31.6%"
"3","Denver Broncos","DST","DEN","2021",12,12,"ppr",3,3,2,0,0,1,0,0,1,17,17,"38.8%"
"4","New England Patriots","DST","NE","2021",12,12,"ppr",4,2,1,3,5,0,0,0,1,14,14,"54.0%"
"5","Green Bay Packers","DST","GB","2021",12,12,"ppr",5,2,1,2,1,1,0,0,1,13,13,"80.7%"
"6","New York Giants","DST","NYG","2021",12,12,"ppr",6,1,3,1,1,0,0,0,1,13,13,"6.2%"
"7","Tampa Bay Buccaneers","DST","TB","2021",12,12,"ppr",7,3,2,3,2,0,0,0,1,12,12,"81.2%"
"8","Buffalo Bills","DST","BUF","2021",12,12,"ppr",8,2,1,0,0,0,0,0,1,11,11,"99.0%"
"9","Baltimore Ravens","DST","BAL","2021",12,12,"ppr",9,3,0,2,1,0,0,0,1,11,11,"89.6%"
"10","Cleveland Browns","DST","CLE","2021",12,12,"ppr",10,2,4,0,0,0,0,0,1,11,11,"37.2%"
"11","Minnesota Vikings","DST","MIN","2021",12,12,"ppr",11,2,1,0,0,0,0,1,1,9,9,"23.7%"
"12","Seattle Seahawks","DST","SEA","2021",12,12,"ppr",12,1,1,0,0,0,0,0,1,8,8,"20.5%"
"13","New York Jets","DST","NYJ","2021",12,12,"ppr",13,5,1,0,0,0,0,0,1,8,8,"21.1%"
"14","Houston Texans","DST","HOU","2021",12,12,"ppr",14,4,1,0,1,0,0,0,1,6,6,"0.8%"
"15","Atlanta Falcons","DST","ATL","2021",12,12,"ppr",15,1,1,1,2,0,0,0,1,6,6,"1.7%"
"16","San Francisco 49ers","DST","SF","2021",12,12,"ppr",16,1,1,1,2,0,0,0,1,5,5,"95.5%"
"17","Philadelphia Eagles","DST","PHI","2021",12,12,"ppr",17,1,0,0,0,0,0,0,1,5,5,"58.2%"
"18","New Orleans Saints","DST","NO","2021",12,12,"ppr",18,2,2,0,0,0,0,0,1,5,5,"65.3%"
"19","Washington Commanders","DST","WAS","2021",12,12,"ppr",19,2,0,1,1,0,0,0,1,5,5,"54.8%"
"20","Dallas Cowboys","DST","DAL","2021",12,12,"ppr",20,3,0,0,1,0,0,1,1,5,5,"90.0%"
"21","Detroit Lions","DST","DET","2021",12,12,"ppr",21,1,1,0,0,0,0,0,1,4,4,"2.5%"
"22","Chicago Bears","DST","CHI","2021",12,12,"ppr",22,1,0,1,2,0,0,0,1,4,4,"2.2%"
"23","Carolina Panthers","DST","CAR","2021",12,12,"ppr",23,2,0,1,1,0,0,0,1,4,4,"14.1%"
"24","Jacksonville Jaguars","DST","JAC","2021",12,12,"ppr",24,1,1,0,0,0,0,0,1,3,3,"3.8%"
"25","Los Angeles Chargers","DST","LAC","2021",12,12,"ppr",25,1,1,0,1,0,0,0,1,3,3,"30.2%"
"26","Indianapolis Colts","DST","IND","2021",12,12,"ppr",26,2,1,1,1,0,0,0,1,2,2,"52.4%"
"27","Los Angeles Rams","DST","LAR","2021",12,12,"ppr",27,1,0,1,1,0,0,0,1,2,2,"34.3%"
"28","Las Vegas Raiders","DST","LV","2021",12,12,"ppr",28,1,0,0,0,0,0,0,1,0,0,"14.2%"
"29","Pittsburgh Steelers","DST","PIT","2021",12,12,"ppr",29,2,1,0,0,0,0,0,1,0,0,"53.2%"
"30","Tennessee Titans","DST","TEN","2021",12,12,"ppr",30,2,0,0,0,0,0,0,1,-2,-2,"26.3%"
