"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Daniel Jones","QB","NYG","2019",16,16,"ppr","1","28","42","66.7","352","8.4","5","0","1","3","12","0","0","1","35.3","35.3","58.2%"
"2","Andy Dalton","QB","NO","2019",16,16,"ppr","2","33","56","58.9","396","7.1","4","0","4","0","0","0","1","1","33.8","33.8","12.2%"
"3","Ryan Fitzpatrick","QB","FA","2019",16,16,"ppr","3","31","52","59.6","419","8.1","4","1","2","5","9","0","0","1","32.7","32.7","0.0%"
"4","Lamar Jackson","QB","BAL","2019",16,16,"ppr","4","20","31","64.5","238","7.7","3","0","0","17","103","0","1","1","29.8","29.8","96.8%"
"5","Patrick Mahomes II","QB","KC","2019",16,16,"ppr","5","23","33","69.7","251","7.6","2","0","1","2","14","1","0","1","25.4","25.4","100.0%"
"6","Ryan Tannehill","QB","TEN","2019",16,16,"ppr","6","17","27","63.0","272","10.1","3","0","5","1","8","0","0","1","23.7","23.7","28.5%"
"7","Drew Brees","QB","FA","2019",16,16,"ppr","7","27","38","71.1","279","7.3","3","0","3","3","-3","0","0","1","22.9","22.9","35.7%"
"8","Derek Carr","QB","LV","2019",16,16,"ppr","8","26","30","86.7","291","9.7","1","0","3","1","3","1","0","1","21.9","21.9","64.3%"
"9","Jared Goff","QB","DET","2019",16,16,"ppr","9","27","46","58.7","323","7.0","2","1","0","4","12","0","0","1","21.1","21.1","60.4%"
"10","Josh Allen","QB","BUF","2019",16,16,"ppr","10","13","26","50.0","208","8.0","2","0","4","7","43","0","0","1","20.6","20.6","100.0%"
"11","Carson Wentz","QB","WAS","2019",16,16,"ppr","11","31","40","77.5","319","8.0","1","0","1","6","22","0","0","1","19.0","19.0","6.5%"
"12","Matt Ryan","QB","IND","2019",16,16,"ppr","12","32","45","71.1","384","8.5","1","2","1","4","6","0","0","1","18.0","18.0","10.6%"
"13","Tom Brady","QB","TB","2019",16,16,"ppr","13","26","33","78.8","271","8.2","1","0","0","4","4","0","0","1","17.2","17.2","86.0%"
"14","Case Keenum","QB","BUF","2019",16,16,"ppr","14","16","22","72.7","158","7.2","1","0","1","1","1","1","0","1","16.4","16.4","0.4%"
"15","Jacoby Brissett","QB","CLE","2019",16,16,"ppr","15","14","27","51.9","119","4.4","0","0","3","3","37","1","0","1","15.7","15.7","4.8%"
"16","Baker Mayfield","QB","LAR","2019",16,16,"ppr","16","20","33","60.6","192","5.8","2","1","0","2","4","0","0","1","15.1","15.1","6.6%"
