"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2019",8,8,"ppr",1,5,1,2,1,1,0,0,1,21,21,"54.0%"
"2","San Francisco 49ers","DST","SF","2019",8,8,"ppr",2,7,3,0,0,0,0,0,1,17,17,"95.5%"
"3","Jacksonville Jaguars","DST","JAC","2019",8,8,"ppr",3,8,3,0,1,0,0,0,1,15,15,"3.8%"
"4","Pittsburgh Steelers","DST","PIT","2019",8,8,"ppr",4,4,2,2,3,0,0,0,1,13,13,"53.2%"
"5","Minnesota Vikings","DST","MIN","2019",8,8,"ppr",5,4,1,1,2,0,0,0,1,12,12,"23.7%"
"6","Philadelphia Eagles","DST","PHI","2019",8,8,"ppr",6,4,0,1,3,0,0,0,1,12,12,"58.2%"
"7","Tennessee Titans","DST","TEN","2019",8,8,"ppr",7,3,2,2,2,0,0,0,1,11,11,"26.3%"
"8","Detroit Lions","DST","DET","2019",8,8,"ppr",8,3,0,1,2,1,0,0,1,11,11,"2.5%"
"9","Los Angeles Rams","DST","LAR","2019",8,8,"ppr",9,5,0,0,0,0,0,0,1,9,9,"34.3%"
"10","Seattle Seahawks","DST","SEA","2019",8,8,"ppr",10,2,1,2,2,0,0,0,1,9,9,"20.5%"
"11","Los Angeles Chargers","DST","LAC","2019",8,8,"ppr",11,4,1,1,0,0,0,0,1,9,9,"30.2%"
"12","New Orleans Saints","DST","NO","2019",8,8,"ppr",12,4,0,0,0,0,0,0,1,8,8,"65.3%"
"13","New York Giants","DST","NYG","2019",8,8,"ppr",13,4,1,1,1,0,0,0,1,8,8,"6.2%"
"14","Denver Broncos","DST","DEN","2019",8,8,"ppr",14,4,0,1,2,0,0,0,1,7,7,"38.8%"
"15","Indianapolis Colts","DST","IND","2019",8,8,"ppr",15,3,0,0,1,0,0,0,1,7,7,"52.4%"
"16","Washington Commanders","DST","WAS","2019",8,8,"ppr",16,3,0,1,1,0,0,0,1,6,6,"54.8%"
"17","Cleveland Browns","DST","CLE","2019",8,8,"ppr",17,3,0,0,0,0,0,0,1,5,5,"37.2%"
"18","Tampa Bay Buccaneers","DST","TB","2019",8,8,"ppr",18,3,0,1,2,0,0,0,1,5,5,"81.2%"
"19","Miami Dolphins","DST","MIA","2019",8,8,"ppr",19,2,1,0,1,0,0,0,1,4,4,"25.9%"
"20","Kansas City Chiefs","DST","KC","2019",8,8,"ppr",20,5,0,0,0,0,0,0,1,4,4,"47.9%"
"21","Green Bay Packers","DST","GB","2019",8,8,"ppr",21,2,0,1,1,0,0,0,1,4,4,"80.7%"
"22","Chicago Bears","DST","CHI","2019",8,8,"ppr",22,1,1,0,0,0,0,0,1,4,4,"2.2%"
"23","Buffalo Bills","DST","BUF","2019",8,8,"ppr",23,3,0,1,1,0,0,0,1,4,4,"99.0%"
"24","New York Jets","DST","NYJ","2019",8,8,"ppr",24,2,0,1,1,0,0,0,1,3,3,"21.1%"
"25","Las Vegas Raiders","DST","LV","2019",8,8,"ppr",25,3,0,0,1,0,0,0,1,3,3,"14.2%"
"26","Carolina Panthers","DST","CAR","2019",8,8,"ppr",26,3,1,0,0,0,1,0,1,3,3,"14.1%"
"27","Atlanta Falcons","DST","ATL","2019",8,8,"ppr",27,2,0,0,0,0,0,0,1,2,2,"1.7%"
"28","Arizona Cardinals","DST","ARI","2019",8,8,"ppr",28,0,1,0,0,0,0,0,1,1,1,"12.3%"
"29","Houston Texans","DST","HOU","2019",8,8,"ppr",29,0,0,0,0,0,0,0,1,0,0,"0.8%"
"30","Cincinnati Bengals","DST","CIN","2019",8,8,"ppr",30,0,0,0,0,0,0,0,1,0,0,"31.6%"
