"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Younghoe Koo","K","ATL","2022",1,1,"ppr",1,4,5,80,54,0,1,0,1,2,2,2,1,19,19,"46.2%"
"2","Cade York","K","CLE","2022",1,1,"ppr",2,4,4,100,58,0,1,2,0,1,2,2,1,16,16,"8.8%"
"3","Ryan Succop","K","TB","2022",1,1,"ppr",3,4,5,80,47,0,1,1,2,0,1,1,1,15,15,"34.3%"
"4","Chris Boswell","K","PIT","2022",1,1,"ppr",4,3,4,75,53,0,1,0,1,1,2,2,1,14,14,"14.1%"
"5","Greg Joseph","K","MIN","2022",1,1,"ppr",5,3,3,100,56,0,2,0,0,1,2,2,1,13,13,"28.3%"
"6","Riley Patterson","K","JAC","2022",1,1,"ppr",6,3,4,75,45,0,0,1,2,0,1,1,1,12,12,"2.6%"
"7","Brandon McManus","K","DEN","2022",1,1,"ppr",7,3,4,75,40,0,1,1,1,0,1,1,1,11,11,"36.0%"
"8","Jason Sanders","K","MIA","2022",1,1,"ppr",8,2,2,100,49,0,0,0,2,0,2,2,1,10,10,"13.2%"
"9","Ka'imi Fairbairn","K","HOU","2022",1,1,"ppr",9,2,2,100,45,0,0,0,2,0,2,2,1,10,10,"2.0%"
"10","Wil Lutz","K","NO","2022",1,1,"ppr",10,2,3,66.7,51,0,0,0,1,1,1,1,1,10,10,"8.0%"
"11","Randy Bullock","K","TEN","2022",1,1,"ppr",11,2,3,66.7,46,0,1,0,1,0,2,2,1,9,9,"1.5%"
"12","Daniel Carlson","K","LV","2022",1,1,"ppr",12,2,2,100,55,0,1,0,0,1,1,1,1,9,9,"96.6%"
"13","Rodrigo Blankenship","K","FA","2022",1,1,"ppr",13,2,3,66.7,45,0,1,0,1,0,2,2,1,9,9,"0.7%"
"14","Harrison Butker","K","KC","2022",1,1,"ppr",14,1,1,100,54,0,0,0,0,1,4,4,1,9,9,"91.8%"
"15","Tyler Bass","K","BUF","2022",1,1,"ppr",15,1,1,100,41,0,0,0,1,0,4,4,1,8,8,"94.4%"
"16","Jake Elliott","K","PHI","2022",1,1,"ppr",16,1,1,100,23,0,1,0,0,0,5,5,1,8,8,"27.9%"
"17","Evan McPherson","K","CIN","2022",1,1,"ppr",17,2,3,66.7,59,0,1,0,0,1,0,1,1,8,8,"86.6%"
"18","Dustin Hopkins","K","LAC","2022",1,1,"ppr",18,1,2,50,43,0,0,0,1,0,3,3,1,7,7,"2.7%"
"19","Justin Tucker","K","BAL","2022",1,1,"ppr",19,1,1,100,24,0,1,0,0,0,3,3,1,6,6,"99.0%"
"20","Matt Gay","K","LAR","2022",1,1,"ppr",20,1,1,100,57,0,0,0,0,1,1,1,1,6,6,"41.5%"
"21","Eddy Pineiro","K","CAR","2022",1,1,"ppr",21,1,1,100,34,0,0,1,0,0,3,3,1,6,6,"2.2%"
