"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Patrick Mahomes II","QB","KC","2020",8,8,"ppr","1","31","42","73.8","416","9.9","5","0","0","0","0","0","0","1","36.6","36.6","100.0%"
"2","Russell Wilson","QB","DEN","2020",8,8,"ppr","2","27","37","73.0","261","7.1","4","0","2","6","23","0","0","1","28.7","28.7","43.7%"
"3","Matthew Stafford","QB","LAR","2020",8,8,"ppr","3","24","42","57.1","336","8.0","3","1","5","1","10","0","1","1","23.4","23.4","29.7%"
"4","Justin Herbert","QB","LAC","2020",8,8,"ppr","4","29","43","67.4","278","6.5","3","2","2","3","21","0","0","1","23.2","23.2","98.8%"
"5","Aaron Rodgers","QB","GB","2020",8,8,"ppr","5","27","41","65.9","291","7.1","3","0","1","2","9","0","1","1","22.5","22.5","75.1%"
"6","Philip Rivers","QB","FA","2020",8,8,"ppr","6","23","33","69.7","262","7.9","3","0","2","2","-2","0","0","1","22.3","22.3","20.6%"
"7","Drew Lock","QB","SEA","2020",8,8,"ppr","7","26","41","63.4","248","6.0","3","1","2","2","-1","0","0","1","20.8","20.8","0.2%"
"8","Drew Brees","QB","FA","2020",8,8,"ppr","8","31","41","75.6","280","6.8","2","0","1","3","4","0","0","1","19.6","19.6","35.7%"
"9","Tom Brady","QB","TB","2020",8,8,"ppr","9","28","40","70.0","279","7.0","2","0","2","1","-1","0","0","1","19.1","19.1","86.0%"
"10","Matt Ryan","QB","IND","2020",8,8,"ppr","10","21","30","70.0","281","9.4","0","1","2","6","27","1","0","1","18.9","18.9","10.6%"
"11","Joe Burrow","QB","CIN","2020",8,8,"ppr","11","26","37","70.3","249","6.7","2","0","0","3","9","0","0","1","18.9","18.9","99.4%"
"12","Cam Newton","QB","FA","2020",8,8,"ppr","12","15","25","60.0","174","7.0","0","0","2","9","54","1","1","1","18.4","18.4","9.1%"
"13","Ryan Tannehill","QB","TEN","2020",8,8,"ppr","13","18","30","60.0","233","7.8","2","1","1","2","20","0","0","1","18.3","18.3","28.5%"
"14","Daniel Jones","QB","NYG","2020",8,8,"ppr","14","25","41","61.0","256","6.2","2","2","3","3","20","0","0","1","18.2","18.2","58.2%"
"15","Nick Foles","QB","IND","2020",8,8,"ppr","15","28","41","68.3","272","6.6","2","1","5","0","0","0","0","1","17.9","17.9","0.0%"
"16","Nick Mullens","QB","MIN","2020",8,8,"ppr","16","18","25","72.0","238","9.5","2","0","0","0","0","0","0","1","17.5","17.5","0.0%"
"17","Lamar Jackson","QB","BAL","2020",8,8,"ppr","17","13","28","46.4","208","7.4","2","2","4","16","65","0","2","1","16.8","16.8","96.8%"
"18","Ben Roethlisberger","QB","FA","2020",8,8,"ppr","18","21","32","65.6","182","5.7","2","0","2","0","0","0","0","1","15.3","15.3","13.6%"
"19","Taysom Hill","QB","NO","2020",8,8,"ppr","19","0","0","0","0","0","0","0","0","5","35","0","0","1","14.5","14.5","45.3%"
"20","Josh Allen","QB","BUF","2020",8,8,"ppr","20","11","18","61.1","154","8.6","0","1","1","10","23","1","0","1","13.5","13.5","100.0%"
"21","Teddy Bridgewater","QB","MIA","2020",8,8,"ppr","21","15","23","65.2","176","7.7","1","1","3","5","30","0","0","1","13.0","13.0","0.6%"
"22","Derek Carr","QB","LV","2020",8,8,"ppr","22","15","24","62.5","111","4.6","1","0","2","6","41","0","0","1","12.5","12.5","64.3%"
"23","Jared Goff","QB","DET","2020",8,8,"ppr","23","35","61","57.4","355","5.8","1","2","2","0","0","0","2","1","12.2","12.2","60.4%"
"24","Carson Wentz","QB","WAS","2020",8,8,"ppr","24","15","27","55.6","123","4.6","2","2","4","4","17","0","2","1","10.6","10.6","6.5%"
"25","Kirk Cousins","QB","MIN","2020",8,8,"ppr","25","11","14","78.6","160","11.4","1","0","1","0","0","0","0","1","10.4","10.4","87.8%"
"26","Baker Mayfield","QB","LAR","2020",8,8,"ppr","26","12","25","48.0","122","4.9","0","0","0","6","29","0","0","1","7.8","7.8","6.6%"
"27","Sam Darnold","QB","CAR","2020",8,8,"ppr","27","18","30","60.0","133","4.4","0","0","1","4","21","0","0","1","7.4","7.4","3.9%"
"28","Tua Tagovailoa","QB","MIA","2020",8,8,"ppr","28","12","22","54.5","93","4.2","1","0","1","2","0","0","1","1","5.7","5.7","94.7%"
"29","Ben DiNucci","QB","FA","2020",8,8,"ppr","29","21","40","52.5","180","4.5","0","0","4","5","22","0","2","1","5.4","5.4","0.0%"
"30","Jimmy Garoppolo","QB","SF","2020",8,8,"ppr","30","11","16","68.8","84","5.3","0","1","3","4","4","0","0","1","2.8","2.8","16.2%"
"31","Chad Henne","QB","KC","2020",8,8,"ppr","31","3","4","75.0","17","4.3","0","0","0","1","0","0","0","1","0.7","0.7","0.1%"
"32","Jalen Hurts","QB","PHI","2020",8,8,"ppr","32","1","1","100.0","9","9.0","0","0","0","0","0","0","0","1","0.4","0.4","99.9%"
"33","Mitch Trubisky","QB","PIT","2020",8,8,"ppr","33","0","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.8%"
"34","PJ Walker","QB","CAR","2020",8,8,"ppr","34","1","4","25.0","3","0.8","0","0","0","0","0","0","0","1","0.1","0.1","0.7%"
"35","John Lovett","QB","MIA","2020",8,8,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
