"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2022",9,9,"ppr",1,9,1,0,0,1,0,0,1,26,26,"54.0%"
"2","Detroit Lions","DST","DET","2022",9,9,"ppr",2,1,3,0,2,0,0,0,1,11,11,"2.5%"
"3","Baltimore Ravens","DST","BAL","2022",9,9,"ppr",3,4,1,0,0,0,0,0,1,10,10,"89.6%"
"4","New York Jets","DST","NYJ","2022",9,9,"ppr",4,5,2,0,2,0,0,0,1,10,10,"21.1%"
"5","Arizona Cardinals","DST","ARI","2022",9,9,"ppr",5,2,1,0,0,1,0,0,1,9,9,"12.3%"
"6","Miami Dolphins","DST","MIA","2022",9,9,"ppr",6,2,0,0,0,0,0,1,1,9,9,"25.9%"
"7","Tampa Bay Buccaneers","DST","TB","2022",9,9,"ppr",7,4,0,0,0,0,0,0,1,8,8,"81.2%"
"8","Seattle Seahawks","DST","SEA","2022",9,9,"ppr",8,5,0,1,1,0,0,0,1,8,8,"20.5%"
"9","Philadelphia Eagles","DST","PHI","2022",9,9,"ppr",9,3,2,0,0,0,0,0,1,8,8,"58.2%"
"10","Tennessee Titans","DST","TEN","2022",9,9,"ppr",10,4,1,0,0,0,0,0,1,7,7,"26.3%"
"11","Los Angeles Chargers","DST","LAC","2022",9,9,"ppr",11,2,0,2,1,0,0,0,1,7,7,"30.2%"
"12","Indianapolis Colts","DST","IND","2022",9,9,"ppr",12,4,0,1,2,0,0,0,1,7,7,"52.4%"
"13","Cincinnati Bengals","DST","CIN","2022",9,9,"ppr",13,0,2,1,0,0,0,0,1,6,6,"31.6%"
"14","Minnesota Vikings","DST","MIN","2022",9,9,"ppr",14,3,1,0,0,0,0,0,1,6,6,"23.7%"
"15","Buffalo Bills","DST","BUF","2022",9,9,"ppr",15,2,0,1,1,0,0,0,1,5,5,"99.0%"
"16","Washington Commanders","DST","WAS","2022",9,9,"ppr",16,2,1,0,0,0,0,0,1,5,5,"54.8%"
"17","Atlanta Falcons","DST","ATL","2022",9,9,"ppr",17,0,1,1,1,0,0,0,1,5,5,"1.7%"
"18","Jacksonville Jaguars","DST","JAC","2022",9,9,"ppr",18,2,0,1,1,0,0,0,1,5,5,"3.8%"
"19","Houston Texans","DST","HOU","2022",9,9,"ppr",19,4,0,1,2,0,0,0,1,5,5,"0.8%"
"20","Kansas City Chiefs","DST","KC","2022",9,9,"ppr",20,3,0,0,0,0,0,0,1,4,4,"47.9%"
"21","Los Angeles Rams","DST","LAR","2022",9,9,"ppr",21,1,0,0,0,0,0,0,1,4,4,"34.3%"
"22","Green Bay Packers","DST","GB","2022",9,9,"ppr",22,0,1,0,0,0,0,0,1,3,3,"80.7%"
"23","New Orleans Saints","DST","NO","2022",9,9,"ppr",23,3,0,0,0,0,0,0,1,3,3,"65.3%"
"24","Las Vegas Raiders","DST","LV","2022",9,9,"ppr",24,0,0,1,0,0,0,0,1,2,2,"14.2%"
"25","Cleveland Browns","DST","CLE","2022",9,9,"ppr",25,0,0,0,0,0,0,0,0,0,0,"37.2%"
"26","New York Giants","DST","NYG","2022",9,9,"ppr",26,0,0,0,0,0,0,0,0,0,0,"6.2%"
"27","Pittsburgh Steelers","DST","PIT","2022",9,9,"ppr",27,0,0,0,0,0,0,0,0,0,0,"53.2%"
"28","San Francisco 49ers","DST","SF","2022",9,9,"ppr",28,0,0,0,0,0,0,0,0,0,0,"95.5%"
"29","Denver Broncos","DST","DEN","2022",9,9,"ppr",29,0,0,0,0,0,0,0,0,0,0,"38.8%"
"30","Dallas Cowboys","DST","DAL","2022",9,9,"ppr",30,0,0,0,0,0,0,0,0,0,0,"90.0%"
"31","Chicago Bears","DST","CHI","2022",9,9,"ppr",31,0,0,0,0,0,0,0,1,-1,-1,"2.2%"
"32","Carolina Panthers","DST","CAR","2022",9,9,"ppr",32,2,0,0,0,0,0,0,1,-2,-2,"14.1%"
