"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Josh Allen","QB","BUF","2022",12,12,"ppr","1","24","42","57.1","253","6.0","2","1","3","10","78","1","0","1","30.9","30.9","100.0%"
"2","Jalen Hurts","QB","PHI","2022",12,12,"ppr","2","16","28","57.1","153","5.5","2","0","2","17","157","0","0","1","29.8","29.8","99.9%"
"3","Justin Herbert","QB","LAC","2022",12,12,"ppr","3","35","47","74.5","274","5.8","3","0","4","4","38","0","0","1","28.8","28.8","98.8%"
"4","Kyler Murray","QB","ARI","2022",12,12,"ppr","4","18","29","62.1","191","6.6","2","1","1","7","56","1","0","1","26.2","26.2","62.1%"
"5","Trevor Lawrence","QB","JAC","2022",12,12,"ppr","5","29","37","78.4","321","8.7","3","0","4","2","1","0","1","1","24.9","24.9","75.8%"
"6","Mike White","QB","NYJ","2022",12,12,"ppr","6","22","28","78.6","315","11.3","3","0","1","3","2","0","0","1","24.8","24.8","19.9%"
"7","Mac Jones","QB","NE","2022",12,12,"ppr","7","28","39","71.8","382","9.8","2","0","3","0","0","0","0","1","23.3","23.3","14.1%"
"8","Lamar Jackson","QB","BAL","2022",12,12,"ppr","8","16","32","50.0","254","7.9","1","0","1","14","89","0","1","1","23.1","23.1","96.8%"
"9","Kirk Cousins","QB","MIN","2022",12,12,"ppr","9","30","37","81.1","299","8.1","3","1","1","1","-1","0","0","1","22.9","22.9","87.8%"
"10","Derek Carr","QB","LV","2022",12,12,"ppr","10","25","36","69.4","295","8.2","3","2","1","2","10","0","0","1","22.8","22.8","64.3%"
"11","Geno Smith","QB","SEA","2022",12,12,"ppr","11","27","37","73.0","328","8.9","2","1","3","5","22","0","1","1","20.3","20.3","87.0%"
"12","Patrick Mahomes II","QB","KC","2022",12,12,"ppr","12","27","42","64.3","320","7.6","1","1","0","4","36","0","0","1","19.4","19.4","100.0%"
"13","Joe Burrow","QB","CIN","2022",12,12,"ppr","13","22","37","59.5","270","7.3","1","0","1","9","32","0","0","1","18.0","18.0","99.4%"
"14","Tom Brady","QB","TB","2022",12,12,"ppr","14","29","43","67.4","246","5.7","2","0","3","1","2","0","0","1","18.0","18.0","86.0%"
"15","Jared Goff","QB","DET","2022",12,12,"ppr","15","23","37","62.2","240","6.5","2","0","2","0","0","0","0","1","17.6","17.6","60.4%"
"16","Sam Darnold","QB","CAR","2022",12,12,"ppr","16","11","19","57.9","164","8.6","1","0","0","3","3","1","0","1","16.9","16.9","3.9%"
"17","Dak Prescott","QB","DAL","2022",12,12,"ppr","17","21","30","70.0","261","8.7","2","2","0","2","4","0","0","1","16.8","16.8","93.5%"
"18","Tua Tagovailoa","QB","MIA","2022",12,12,"ppr","18","22","36","61.1","299","8.3","1","0","4","0","0","0","0","1","16.0","16.0","94.7%"
"19","Marcus Mariota","QB","ATL","2022",12,12,"ppr","19","15","25","60.0","174","7.0","1","1","1","6","49","0","0","1","14.9","14.9","19.4%"
"20","Daniel Jones","QB","NYG","2022",12,12,"ppr","20","21","35","60.0","228","6.5","1","0","3","3","14","0","0","1","14.5","14.5","58.2%"
"21","Jacoby Brissett","QB","CLE","2022",12,12,"ppr","21","23","37","62.2","210","5.7","1","1","4","2","27","0","0","1","14.1","14.1","4.8%"
"22","Jimmy Garoppolo","QB","SF","2022",12,12,"ppr","22","26","37","70.3","222","6.0","1","0","1","4","4","0","0","1","13.3","13.3","16.2%"
"23","Ryan Tannehill","QB","TEN","2022",12,12,"ppr","23","22","34","64.7","291","8.6","0","0","1","2","9","0","0","1","12.5","12.5","28.5%"
"24","Taylor Heinicke","QB","WAS","2022",12,12,"ppr","24","14","23","60.9","138","6.0","2","1","0","1","-1","0","0","1","12.4","12.4","14.0%"
"25","Kenny Pickett","QB","PIT","2022",12,12,"ppr","25","20","28","71.4","174","6.2","0","0","3","6","32","0","0","1","12.2","12.2","10.2%"
"26","Kyle Allen","QB","HOU","2022",12,12,"ppr","26","26","39","66.7","215","5.5","1","2","5","4","12","0","0","1","11.8","11.8","0.7%"
"27","Aaron Rodgers","QB","GB","2022",12,12,"ppr","27","11","16","68.8","140","8.8","2","2","3","1","-1","0","0","1","11.5","11.5","75.1%"
"28","Matt Ryan","QB","IND","2022",12,12,"ppr","28","22","34","64.7","199","5.9","1","1","3","4","22","0","1","1","11.2","11.2","10.6%"
"29","Trevor Siemian","QB","CHI","2022",12,12,"ppr","29","14","25","56.0","179","7.2","1","1","2","4","8","0","0","1","11.0","11.0","0.1%"
"30","Bryce Perkins","QB","LAR","2022",12,12,"ppr","30","13","23","56.5","100","4.3","1","2","3","9","44","0","0","1","10.4","10.4","0.6%"
"31","Andy Dalton","QB","NO","2022",12,12,"ppr","31","18","29","62.1","204","7.0","0","0","1","4","21","0","0","1","10.3","10.3","12.2%"
"32","Russell Wilson","QB","DEN","2022",12,12,"ppr","32","19","35","54.3","142","4.1","1","0","3","2","8","0","1","1","8.5","8.5","43.7%"
"33","Jordan Love","QB","GB","2022",12,12,"ppr","33","6","9","66.7","113","12.6","1","0","0","0","0","0","0","1","8.5","8.5","1.4%"
"34","Ian Book","QB","PHI","2022",12,12,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Jacob Eason","QB","SF","2022",12,12,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Jake Fromm","QB","WAS","2022",12,12,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"37","Tyler Huntley","QB","BAL","2022",12,12,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"38","Shane Buechele","QB","KC","2022",12,12,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Kellen Mond","QB","CLE","2022",12,12,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Easton Stick","QB","LAC","2022",12,12,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Will Grier","QB","DAL","2022",12,12,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Brett Rypien","QB","DEN","2022",12,12,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"43","John Lovett","QB","MIA","2022",12,12,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Trace McSorley","QB","ARI","2022",12,12,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"45","Jake Browning","QB","CIN","2022",12,12,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Gardner Minshew II","QB","PHI","2022",12,12,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"47","Jarrett Stidham","QB","LV","2022",12,12,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","David Blough","QB","ARI","2022",12,12,"ppr","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Desmond Ridder","QB","ATL","2022",12,12,"ppr","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"50","Feleipe Franks","QB","ATL","2022",12,12,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Trey Lance","QB","SF","2022",12,12,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.3%"
"52","Case Cookus","QB","LAR","2022",12,12,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Jake Luton","QB","NO","2022",12,12,"ppr","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Chris Streveler","QB","NYJ","2022",12,12,"ppr","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Justin Fields","QB","CHI","2022",12,12,"ppr","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.3%"
"56","Brock Purdy","QB","SF","2022",12,12,"ppr","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.3%"
"57","Kyle Trask","QB","TB","2022",12,12,"ppr","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"58","Sam Ehlinger","QB","IND","2022",12,12,"ppr","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"59","E.J. Perry","QB","JAC","2022",12,12,"ppr","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Anthony Brown","QB","BAL","2022",12,12,"ppr","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Malik Willis","QB","TEN","2022",12,12,"ppr","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"62","Bailey Zappe","QB","NE","2022",12,12,"ppr","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
