"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2022",15,15,"ppr",1,6,1,1,1,1,0,0,1,20,20,"54.0%"
"2","Kansas City Chiefs","DST","KC","2022",15,15,"ppr",2,6,2,0,0,1,0,0,1,15,15,"47.9%"
"3","Buffalo Bills","DST","BUF","2022",15,15,"ppr",3,4,0,2,3,0,0,0,1,12,12,"99.0%"
"4","Jacksonville Jaguars","DST","JAC","2022",15,15,"ppr",4,4,1,3,2,0,0,0,1,12,12,"3.8%"
"5","Baltimore Ravens","DST","BAL","2022",15,15,"ppr",5,2,3,0,0,0,0,0,1,11,11,"89.6%"
"6","Miami Dolphins","DST","MIA","2022",15,15,"ppr",6,4,0,0,0,0,0,0,1,10,10,"25.9%"
"7","San Francisco 49ers","DST","SF","2022",15,15,"ppr",7,0,2,1,1,0,0,0,1,10,10,"95.5%"
"8","Philadelphia Eagles","DST","PHI","2022",15,15,"ppr",8,7,0,1,1,0,0,0,1,9,9,"58.2%"
"9","New York Jets","DST","NYJ","2022",15,15,"ppr",9,3,0,0,0,0,1,0,1,8,8,"21.1%"
"10","Detroit Lions","DST","DET","2022",15,15,"ppr",10,4,0,2,2,0,0,0,1,8,8,"2.5%"
"11","Cincinnati Bengals","DST","CIN","2022",15,15,"ppr",11,2,1,0,0,0,0,0,1,8,8,"31.6%"
"12","Denver Broncos","DST","DEN","2022",15,15,"ppr",12,2,3,0,0,0,0,0,1,7,7,"38.8%"
"13","Houston Texans","DST","HOU","2022",15,15,"ppr",13,1,2,1,1,0,0,0,1,7,7,"0.8%"
"14","Carolina Panthers","DST","CAR","2022",15,15,"ppr",14,3,2,0,0,0,0,0,1,7,7,"14.1%"
"15","Las Vegas Raiders","DST","LV","2022",15,15,"ppr",15,4,0,1,1,0,0,0,1,7,7,"14.2%"
"16","Los Angeles Chargers","DST","LAC","2022",15,15,"ppr",16,2,0,0,1,0,0,0,1,6,6,"30.2%"
"17","Los Angeles Rams","DST","LAR","2022",15,15,"ppr",17,0,2,0,0,0,0,0,1,5,5,"34.3%"
"18","Dallas Cowboys","DST","DAL","2022",15,15,"ppr",18,0,1,1,1,0,0,0,1,4,4,"90.0%"
"19","Cleveland Browns","DST","CLE","2022",15,15,"ppr",19,2,1,0,0,0,0,0,1,4,4,"37.2%"
"20","Pittsburgh Steelers","DST","PIT","2022",15,15,"ppr",20,2,0,0,1,0,0,0,1,3,3,"53.2%"
"21","Arizona Cardinals","DST","ARI","2022",15,15,"ppr",21,1,1,0,0,0,0,0,1,3,3,"12.3%"
"22","New York Giants","DST","NYG","2022",15,15,"ppr",22,4,0,0,0,0,0,0,1,2,2,"6.2%"
"23","Seattle Seahawks","DST","SEA","2022",15,15,"ppr",23,2,0,0,0,0,0,0,1,1,1,"20.5%"
"24","New Orleans Saints","DST","NO","2022",15,15,"ppr",24,0,0,0,0,0,0,0,0,0,0,"65.3%"
"25","Atlanta Falcons","DST","ATL","2022",15,15,"ppr",25,0,0,0,0,0,0,0,0,0,0,"1.7%"
"26","Indianapolis Colts","DST","IND","2022",15,15,"ppr",26,0,0,0,0,0,0,0,0,0,0,"52.4%"
"27","Green Bay Packers","DST","GB","2022",15,15,"ppr",27,0,0,0,0,0,0,0,0,0,0,"80.7%"
"28","Chicago Bears","DST","CHI","2022",15,15,"ppr",28,0,0,0,0,0,0,0,0,0,0,"2.2%"
"29","Washington Commanders","DST","WAS","2022",15,15,"ppr",29,0,0,0,0,0,0,0,0,0,0,"54.8%"
"30","Minnesota Vikings","DST","MIN","2022",15,15,"ppr",30,0,0,0,0,0,0,0,1,-1,-1,"23.7%"
"31","Tampa Bay Buccaneers","DST","TB","2022",15,15,"ppr",31,0,0,1,1,0,0,0,1,-2,-2,"81.2%"
"32","Tennessee Titans","DST","TEN","2022",15,15,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"26.3%"
