"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Jonathan Taylor","RB","IND","2022",10,10,"ppr","1","22","147","6.7","66","4","1","2","2","16","8.0","0","0","1","24.3","24.3","100.0%"
"2","Aaron Jones","RB","GB","2022",10,10,"ppr","2","24","138","5.8","30","2","1","2","2","18","9.0","0","0","1","23.6","23.6","99.6%"
"3","James Conner","RB","ARI","2022",10,10,"ppr","3","21","69","3.3","9","0","2","3","3","17","5.7","0","0","1","23.6","23.6","97.8%"
"4","Dalvin Cook","RB","MIN","2022",10,10,"ppr","4","14","119","8.5","81","4","1","3","5","27","9.0","0","0","1","23.6","23.6","100.0%"
"5","Saquon Barkley","RB","NYG","2022",10,10,"ppr","5","35","152","4.3","27","1","1","1","1","8","8.0","0","0","1","23.0","23.0","100.0%"
"6","Josh Jacobs","RB","LV","2022",10,10,"ppr","6","21","78","3.7","22","1","1","6","8","28","4.7","0","0","1","22.6","22.6","99.3%"
"7","Jeff Wilson Jr.","RB","MIA","2022",10,10,"ppr","7","17","119","7.0","20","1","1","2","5","24","12.0","0","0","1","22.3","22.3","76.6%"
"8","Tony Pollard","RB","DAL","2022",10,10,"ppr","8","22","115","5.2","14","0","1","3","6","13","4.3","0","0","1","21.8","21.8","96.8%"
"9","D'Onta Foreman","RB","CAR","2022",10,10,"ppr","9","31","130","4.2","23","1","1","0","1","0","0","0","0","1","19.0","19.0","83.0%"
"10","Raheem Mostert","RB","MIA","2022",10,10,"ppr","10","8","65","8.1","24","1","1","4","4","22","5.5","0","0","1","18.7","18.7","81.2%"
"11","Christian McCaffrey","RB","SF","2022",10,10,"ppr","11","14","38","2.7","12","0","1","4","6","39","9.8","0","0","1","17.7","17.7","100.0%"
"12","Devin Singletary","RB","BUF","2022",10,10,"ppr","12","13","47","3.6","21","1","2","1","2","0","0.0","0","1","1","15.7","15.7","91.7%"
"13","Nick Chubb","RB","CLE","2022",10,10,"ppr","13","11","63","5.7","33","2","1","3","4","18","6.0","0","1","1","15.1","15.1","99.9%"
"14","Antonio Gibson","RB","WAS","2022",10,10,"ppr","14","14","44","3.1","7","0","1","3","3","14","4.7","0","0","1","14.8","14.8","85.6%"
"15","Brian Robinson Jr.","RB","WAS","2022",10,10,"ppr","15","26","86","3.3","11","0","1","0","0","0","0","0","0","1","14.6","14.6","75.3%"
"16","Alec Ingold","RB","MIA","2022",10,10,"ppr","16","0","0","0","0","0","0","4","4","45","11.3","1","0","1","14.5","14.5","0.1%"
"17","Austin Ekeler","RB","LAC","2022",10,10,"ppr","17","6","24","4.0","12","0","0","7","12","39","5.6","0","0","1","13.3","13.3","100.0%"
"18","Kenneth Walker III","RB","SEA","2022",10,10,"ppr","18","10","17","1.7","5","0","0","6","8","55","9.2","0","0","1","13.2","13.2","96.2%"
"19","Dameon Pierce","RB","HOU","2022",10,10,"ppr","19","17","94","5.5","44","3","0","2","3","28","14.0","0","1","1","12.2","12.2","89.0%"
"20","Jamaal Williams","RB","DET","2022",10,10,"ppr","20","16","59","3.7","13","0","1","0","0","0","0","0","0","1","11.9","11.9","91.0%"
"21","Jerick McKinnon","RB","KC","2022",10,10,"ppr","21","1","2","2.0","2","0","0","6","8","56","9.3","0","0","1","11.8","11.8","68.7%"
"22","Leonard Fournette","RB","TB","2022",10,10,"ppr","22","14","57","4.1","10","0","1","1","1","1","1.0","0","0","1","11.8","11.8","96.9%"
"23","Melvin Gordon III","RB","KC","2022",10,10,"ppr","23","7","24","3.4","11","0","0","4","6","46","11.5","0","0","1","11.0","11.0","29.3%"
"24","Jaylen Warren","RB","PIT","2022",10,10,"ppr","24","9","37","4.1","21","1","0","3","3","40","13.3","0","0","1","10.7","10.7","10.7%"
"25","Rachaad White","RB","TB","2022",10,10,"ppr","25","22","105","4.8","29","1","0","0","0","0","0","0","0","1","10.5","10.5","75.9%"
"26","Travis Etienne Jr.","RB","JAC","2022",10,10,"ppr","26","11","45","4.1","10","0","0","3","3","28","9.3","0","0","1","10.3","10.3","97.9%"
"27","Darrell Henderson Jr.","RB","FA","2022",10,10,"ppr","27","6","21","3.5","6","0","1","1","1","11","11.0","0","0","1","10.2","10.2","25.4%"
"28","Najee Harris","RB","PIT","2022",10,10,"ppr","28","20","99","5.0","36","2","0","0","1","0","0","0","0","1","9.9","9.9","97.4%"
"29","Elijah Mitchell","RB","SF","2022",10,10,"ppr","29","18","89","4.9","12","0","0","1","2","-1","-1.0","0","0","1","9.8","9.8","30.1%"
"30","Derrick Henry","RB","TEN","2022",10,10,"ppr","30","19","53","2.8","10","0","0","2","3","14","7.0","0","0","1","8.7","8.7","100.0%"
"31","D'Andre Swift","RB","DET","2022",10,10,"ppr","31","6","6","1.0","9","0","1","1","3","6","6.0","0","0","1","8.2","8.2","97.8%"
"32","Latavius Murray","RB","DEN","2022",10,10,"ppr","32","9","24","2.7","10","0","0","3","3","23","7.7","0","0","1","7.7","7.7","75.6%"
"33","Alvin Kamara","RB","NO","2022",10,10,"ppr","33","8","26","3.3","14","0","0","3","4","19","6.3","0","0","1","7.5","7.5","99.3%"
"34","Ameer Abdullah","RB","LV","2022",10,10,"ppr","34","0","0","0","0","0","0","4","4","33","8.3","0","0","1","7.3","7.3","3.4%"
"35","Kyren Williams","RB","LAR","2022",10,10,"ppr","35","1","9","9.0","9","0","0","3","3","30","10.0","0","0","1","6.9","6.9","26.0%"
"36","AJ Dillon","RB","GB","2022",10,10,"ppr","36","13","65","5.0","17","0","0","0","0","0","0","0","0","1","6.5","6.5","77.4%"
"37","C.J. Ham","RB","MIN","2022",10,10,"ppr","37","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"38","Isiah Pacheco","RB","KC","2022",10,10,"ppr","38","16","82","5.1","13","0","0","0","0","0","0","0","1","1","6.2","6.2","87.4%"
"39","Khalil Herbert","RB","CHI","2022",10,10,"ppr","39","10","57","5.7","12","0","0","0","0","0","0","0","0","1","5.7","5.7","33.3%"
"40","David Montgomery","RB","CHI","2022",10,10,"ppr","40","9","37","4.1","9","0","0","1","1","7","7.0","0","0","1","5.4","5.4","95.6%"
"41","Miles Sanders","RB","PHI","2022",10,10,"ppr","41","12","54","4.5","8","0","0","0","1","0","0","0","0","1","5.4","5.4","96.5%"
"42","Rex Burkhead","RB","HOU","2022",10,10,"ppr","42","1","2","2.0","2","0","0","2","2","28","14.0","0","0","1","5.0","5.0","12.7%"
"43","Justin Jackson","RB","DET","2022",10,10,"ppr","43","4","14","3.5","9","0","0","2","3","14","7.0","0","0","1","4.8","4.8","1.1%"
"44","Malik Davis","RB","DAL","2022",10,10,"ppr","44","5","38","7.6","17","0","0","0","0","0","0","0","0","1","3.8","3.8","0.4%"
"45","Tyler Allgeier","RB","ATL","2022",10,10,"ppr","45","8","20","2.5","6","0","0","3","3","-17","-5.7","0","0","1","3.3","3.3","35.3%"
"46","Raheem Blackshear","RB","CAR","2022",10,10,"ppr","46","6","32","5.3","12","0","0","0","0","0","0","0","0","1","3.2","3.2","0.6%"
