"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Ben Roethlisberger","QB","FA","2018",2,2,"ppr","1","39","60","65.0","452","7.5","3","0","1","2","9","1","0","1","39.0","39.0","13.6%"
"2","Patrick Mahomes II","QB","KC","2018",2,2,"ppr","2","23","28","82.1","326","11.6","6","0","1","5","18","0","0","1","38.8","38.8","100.0%"
"3","Kirk Cousins","QB","MIN","2018",2,2,"ppr","3","35","48","72.9","425","8.9","4","1","2","2","5","0","0","1","33.5","33.5","87.8%"
"4","Blake Bortles","QB","FA","2018",2,2,"ppr","4","29","45","64.4","376","8.4","4","1","0","6","35","0","0","1","32.5","32.5","0.0%"
"5","Matt Ryan","QB","IND","2018",2,2,"ppr","5","23","28","82.1","272","9.7","2","1","0","4","18","2","0","1","30.7","30.7","10.6%"
"6","Ryan Fitzpatrick","QB","FA","2018",2,2,"ppr","6","27","33","81.8","402","12.2","4","1","2","1","-1","0","0","1","30.0","30.0","0.0%"
"7","Cam Newton","QB","FA","2018",2,2,"ppr","7","32","45","71.1","335","7.4","3","1","2","5","42","0","0","1","27.6","27.6","9.1%"
"8","Andy Dalton","QB","NO","2018",2,2,"ppr","8","24","42","57.1","265","6.3","4","0","0","0","0","0","0","1","26.6","26.6","12.2%"
"9","Matthew Stafford","QB","LAR","2018",2,2,"ppr","9","34","53","64.2","347","6.5","3","0","2","1","8","0","1","1","24.7","24.7","29.7%"
"10","Deshaun Watson","QB","CLE","2018",2,2,"ppr","10","22","32","68.8","310","9.7","2","1","4","5","44","0","0","1","22.8","22.8","75.7%"
"11","Philip Rivers","QB","FA","2018",2,2,"ppr","11","23","27","85.2","256","9.5","3","0","2","3","5","0","0","1","22.7","22.7","20.6%"
"12","Jared Goff","QB","DET","2018",2,2,"ppr","12","24","32","75.0","354","11.1","1","1","2","2","2","0","0","1","18.4","18.4","60.4%"
"13","Joe Flacco","QB","NYJ","2018",2,2,"ppr","13","32","55","58.2","376","6.8","2","2","4","3","8","0","1","1","17.8","17.8","0.3%"
"14","Drew Brees","QB","FA","2018",2,2,"ppr","14","28","35","80.0","243","6.9","2","0","3","1","-1","0","0","1","17.6","17.6","35.7%"
"15","Ryan Tannehill","QB","TEN","2018",2,2,"ppr","15","17","23","73.9","168","7.3","2","0","4","8","44","0","1","1","17.1","17.1","28.5%"
"16","Jimmy Garoppolo","QB","SF","2018",2,2,"ppr","16","18","26","69.2","206","7.9","2","0","6","3","4","0","0","1","16.6","16.6","16.2%"
"17","Tom Brady","QB","TB","2018",2,2,"ppr","17","24","35","68.6","234","6.7","2","0","2","3","10","0","1","1","16.4","16.4","86.0%"
"18","Aaron Rodgers","QB","GB","2018",2,2,"ppr","18","30","42","71.4","281","6.7","1","0","4","3","8","0","0","1","16.0","16.0","75.1%"
"19","Nick Foles","QB","IND","2018",2,2,"ppr","19","35","48","72.9","334","7.0","1","0","3","3","8","0","1","1","15.7","15.7","0.0%"
"20","Derek Carr","QB","LV","2018",2,2,"ppr","20","29","32","90.6","288","9.0","1","0","1","0","0","0","0","1","15.5","15.5","64.3%"
"21","Dak Prescott","QB","DAL","2018",2,2,"ppr","21","16","25","64.0","160","6.4","1","0","0","7","45","0","0","1","14.9","14.9","93.5%"
"22","Russell Wilson","QB","DEN","2018",2,2,"ppr","22","22","36","61.1","226","6.3","2","1","6","3","17","0","1","1","14.7","14.7","43.7%"
