"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Julian Edelman","WR","FA","2016",17,17,"ppr","1","8","13","151","18.9","77","2","1","1","6","0","0","1","31.7","31.7","12.1%"
"2","Michael Thomas","WR","NO","2016",17,17,"ppr","2","10","14","156","15.6","29","4","1","0","0","0","0","1","31.6","31.6","26.7%"
"3","Rishard Matthews","WR","FA","2016",17,17,"ppr","3","9","13","114","12.7","50","2","1","0","0","0","0","1","26.4","26.4","0.0%"
"4","Davante Adams","WR","LV","2016",17,17,"ppr","4","6","9","31","5.2","9","0","2","0","0","0","0","1","23.1","23.1","100.0%"
"5","Jarvis Landry","WR","NO","2016",17,17,"ppr","5","9","12","76","8.4","14","0","1","0","0","0","0","1","22.6","22.6","21.3%"
"6","Julio Jones","WR","TB","2016",17,17,"ppr","6","7","9","96","13.7","23","2","1","0","0","0","0","1","22.6","22.6","18.9%"
"7","Kelvin Benjamin","WR","FA","2016",17,17,"ppr","7","6","7","93","15.5","47","1","1","0","0","0","0","1","21.3","21.3","0.1%"
"8","Golden Tate","WR","FA","2016",17,17,"ppr","8","6","10","77","12.8","24","1","1","1","7","0","0","1","20.4","20.4","0.0%"
"9","Adam Humphries","WR","FA","2016",17,17,"ppr","9","10","13","94","9.4","28","1","0","0","0","0","0","1","19.4","19.4","1.0%"
"10","DeAndre Hopkins","WR","ARI","2016",17,17,"ppr","10","7","11","123","17.6","51","2","0","0","0","0","0","1","19.3","19.3","98.4%"
"11","Geronimo Allison","WR","FA","2016",17,17,"ppr","11","4","6","91","22.8","39","2","1","0","0","0","0","1","19.1","19.1","0.0%"
"12","Mike Evans","WR","TB","2016",17,17,"ppr","12","5","11","65","13.0","22","1","1","0","0","0","0","1","17.5","17.5","98.6%"
"13","Bryan Walters","WR","FA","2016",17,17,"ppr","13","8","9","84","10.5","23","1","0","1","4","0","0","1","16.8","16.8","0.0%"
"14","Terrelle Pryor Sr.","WR","FA","2016",17,17,"ppr","14","7","11","94","13.4","43","1","0","0","0","0","0","1","16.4","16.4","0.0%"
"15","Anquan Boldin","WR","FA","2016",17,17,"ppr","15","4","6","57","14.3","35","1","1","0","0","0","0","1","15.7","15.7","0.1%"
