"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Tampa Bay Buccaneers","DST","TB","2021",7,7,"ppr",1,4,3,2,3,0,0,0,1,21,21,"81.2%"
"2","Tennessee Titans","DST","TEN","2021",7,7,"ppr",2,4,1,2,3,0,0,0,1,17,17,"26.3%"
"3","New York Giants","DST","NYG","2021",7,7,"ppr",3,6,1,0,0,0,1,0,1,17,17,"6.2%"
"4","Green Bay Packers","DST","GB","2021",7,7,"ppr",4,4,1,1,4,0,0,0,1,14,14,"80.7%"
"5","New England Patriots","DST","NE","2021",7,7,"ppr",5,2,2,1,1,0,0,0,1,12,12,"54.0%"
"6","Arizona Cardinals","DST","ARI","2021",7,7,"ppr",6,2,0,1,1,0,0,0,1,11,11,"12.3%"
"7","Indianapolis Colts","DST","IND","2021",7,7,"ppr",7,2,2,2,2,0,0,0,1,11,11,"52.4%"
"8","New Orleans Saints","DST","NO","2021",7,7,"ppr",8,5,0,0,0,0,0,0,1,9,9,"65.3%"
"9","Seattle Seahawks","DST","SEA","2021",7,7,"ppr",9,2,0,1,1,0,0,0,1,8,8,"20.5%"
"10","Los Angeles Rams","DST","LAR","2021",7,7,"ppr",10,2,2,0,0,0,0,0,1,7,7,"34.3%"
"11","Houston Texans","DST","HOU","2021",7,7,"ppr",11,4,1,0,0,0,1,0,1,7,7,"0.8%"
"12","Washington Commanders","DST","WAS","2021",7,7,"ppr",12,3,0,1,2,0,0,0,1,7,7,"54.8%"
"13","Las Vegas Raiders","DST","LV","2021",7,7,"ppr",13,2,0,2,1,0,0,0,1,6,6,"14.2%"
"14","Atlanta Falcons","DST","ATL","2021",7,7,"ppr",14,1,2,0,0,0,0,0,1,6,6,"1.7%"
"15","Cincinnati Bengals","DST","CIN","2021",7,7,"ppr",15,5,0,0,1,0,0,0,1,6,6,"31.6%"
"16","Cleveland Browns","DST","CLE","2021",7,7,"ppr",16,2,1,0,0,0,0,0,1,5,5,"37.2%"
"17","San Francisco 49ers","DST","SF","2021",7,7,"ppr",17,1,0,2,3,0,0,0,1,4,4,"95.5%"
"18","Denver Broncos","DST","DEN","2021",7,7,"ppr",18,1,0,0,0,0,0,0,1,4,4,"38.8%"
"19","Miami Dolphins","DST","MIA","2021",7,7,"ppr",19,1,1,1,1,0,0,0,1,4,4,"25.9%"
"20","Kansas City Chiefs","DST","KC","2021",7,7,"ppr",20,1,1,0,0,0,0,0,1,3,3,"47.9%"
"21","Carolina Panthers","DST","CAR","2021",7,7,"ppr",21,2,0,0,0,0,0,0,1,2,2,"14.1%"
"22","Philadelphia Eagles","DST","PHI","2021",7,7,"ppr",22,0,1,0,0,0,0,0,1,1,1,"58.2%"
"23","Detroit Lions","DST","DET","2021",7,7,"ppr",23,1,0,0,0,0,0,0,1,0,0,"2.5%"
"24","Baltimore Ravens","DST","BAL","2021",7,7,"ppr",24,1,1,0,1,0,0,0,1,-1,-1,"89.6%"
"25","Chicago Bears","DST","CHI","2021",7,7,"ppr",25,0,0,1,1,0,0,0,1,-2,-2,"2.2%"
"26","New York Jets","DST","NYJ","2021",7,7,"ppr",26,1,0,0,0,0,0,0,1,-3,-3,"21.1%"
