"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Josh Allen","QB","BUF","2021",3,3,"ppr","1","32","43","74.4","358","8.3","4","0","0","4","9","1","0","1","37.2","37.2","100.0%"
"2","Justin Herbert","QB","LAC","2021",3,3,"ppr","2","26","38","68.4","281","7.4","4","0","1","4","16","0","0","1","30.8","30.8","98.8%"
"3","Matthew Stafford","QB","LAR","2021",3,3,"ppr","3","27","38","71.1","343","9.0","4","0","1","2","-2","0","0","1","29.5","29.5","29.7%"
"4","Tom Brady","QB","TB","2021",3,3,"ppr","4","41","55","74.5","432","7.9","1","0","3","3","14","1","0","1","28.7","28.7","86.0%"
"5","Sam Darnold","QB","CAR","2021",3,3,"ppr","5","23","34","67.6","304","8.9","0","0","3","8","11","2","0","1","25.3","25.3","3.9%"
"6","Kirk Cousins","QB","MIN","2021",3,3,"ppr","6","30","38","78.9","323","8.5","3","0","1","1","2","0","0","1","25.1","25.1","87.8%"
"7","Patrick Mahomes II","QB","KC","2021",3,3,"ppr","7","27","44","61.4","260","5.9","3","2","2","4","45","0","0","1","24.9","24.9","100.0%"
"8","Ryan Tannehill","QB","TEN","2021",3,3,"ppr","8","18","27","66.7","197","7.3","3","2","1","5","56","0","0","1","23.5","23.5","28.5%"
"9","Taylor Heinicke","QB","WAS","2021",3,3,"ppr","9","14","24","58.3","212","8.8","2","2","1","8","21","1","0","1","23.4","23.4","14.0%"
"10","Jalen Hurts","QB","PHI","2021",3,3,"ppr","10","25","39","64.1","326","8.4","2","2","2","9","35","0","0","1","22.5","22.5","99.9%"
"11","Derek Carr","QB","LV","2021",3,3,"ppr","11","26","43","60.5","386","9.0","2","1","3","2","-2","0","0","1","22.2","22.2","64.3%"
"12","Lamar Jackson","QB","BAL","2021",3,3,"ppr","12","16","31","51.6","287","9.3","1","1","4","8","58","0","0","1","20.3","20.3","96.8%"
"13","Jacoby Brissett","QB","CLE","2021",3,3,"ppr","13","32","49","65.3","215","4.4","0","0","2","7","37","1","0","1","20.3","20.3","4.8%"
"14","Dak Prescott","QB","DAL","2021",3,3,"ppr","14","21","26","80.8","238","9.2","3","0","4","9","6","0","1","1","20.1","20.1","93.5%"
"15","Kyler Murray","QB","ARI","2021",3,3,"ppr","15","28","34","82.4","316","9.3","0","1","0","7","19","1","0","1","19.5","19.5","62.1%"
"16","Aaron Rodgers","QB","GB","2021",3,3,"ppr","16","23","33","69.7","261","7.9","2","0","1","0","0","0","0","1","19.0","19.0","75.1%"
"17","Joe Burrow","QB","CIN","2021",3,3,"ppr","17","14","18","77.8","172","9.6","3","1","0","5","7","0","0","1","18.6","18.6","99.4%"
"18","Baker Mayfield","QB","LAR","2021",3,3,"ppr","18","19","31","61.3","246","7.9","1","0","5","4","31","0","0","1","16.9","16.9","6.6%"
"19","Russell Wilson","QB","DEN","2021",3,3,"ppr","19","23","32","71.9","298","9.3","1","0","2","3","7","0","0","1","16.6","16.6","43.7%"
"20","Daniel Jones","QB","NYG","2021",3,3,"ppr","20","24","35","68.6","266","7.6","0","0","2","8","39","0","0","1","16.5","16.5","58.2%"
"21","Jimmy Garoppolo","QB","SF","2021",3,3,"ppr","21","25","40","62.5","257","6.4","2","1","4","1","4","0","1","1","15.7","15.7","16.2%"
"22","Matt Ryan","QB","IND","2021",3,3,"ppr","22","27","36","75.0","243","6.8","2","0","3","1","-1","0","1","1","15.6","15.6","10.6%"
"23","Ben Roethlisberger","QB","FA","2021",3,3,"ppr","23","38","58","65.5","318","5.5","1","2","4","1","5","0","0","1","15.2","15.2","13.6%"
"24","Mac Jones","QB","NE","2021",3,3,"ppr","24","30","51","58.8","270","5.3","1","3","2","6","28","0","0","1","14.6","14.6","14.1%"
"25","Jameis Winston","QB","NO","2021",3,3,"ppr","25","13","21","61.9","128","6.1","2","0","3","5","4","0","0","1","13.5","13.5","5.6%"
"26","Teddy Bridgewater","QB","MIA","2021",3,3,"ppr","26","19","25","76.0","235","9.4","0","0","2","4","24","0","0","1","11.8","11.8","0.6%"
"27","Davis Mills","QB","HOU","2021",3,3,"ppr","27","19","28","67.9","168","6.0","1","0","4","1","0","0","0","1","10.7","10.7","3.4%"
"28","Trevor Lawrence","QB","JAC","2021",3,3,"ppr","28","22","34","64.7","219","6.4","1","2","3","6","27","0","2","1","9.5","9.5","75.8%"
"29","Taysom Hill","QB","NO","2021",3,3,"ppr","29","0","0","0","0","0","0","0","0","6","32","1","0","1","9.2","9.2","45.3%"
"30","Jared Goff","QB","DET","2021",3,3,"ppr","30","22","30","73.3","217","7.2","0","0","2","1","4","0","0","1","9.1","9.1","60.4%"
"31","Carson Wentz","QB","WAS","2021",3,3,"ppr","31","19","37","51.4","194","5.2","0","0","2","0","0","0","0","1","7.8","7.8","6.5%"
"32","Trey Lance","QB","SF","2021",3,3,"ppr","32","0","0","0","0","0","0","0","0","1","1","1","0","1","6.1","6.1","15.3%"
"33","Zach Wilson","QB","NYJ","2021",3,3,"ppr","33","19","35","54.3","160","4.6","0","2","5","1","2","0","0","1","4.6","4.6","5.7%"
"34","Justin Fields","QB","CHI","2021",3,3,"ppr","34","6","20","30.0","68","3.4","0","0","9","3","12","0","0","1","3.9","3.9","95.3%"
"35","Mitch Trubisky","QB","PIT","2021",3,3,"ppr","35","1","1","100.0","1","1.0","0","0","0","4","19","0","0","1","1.9","1.9","0.8%"
"36","Case Keenum","QB","BUF","2021",3,3,"ppr","36","0","0","0","0","0","0","0","0","3","0","0","0","1","0.0","0.0","0.4%"
