"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Pittsburgh Steelers","DST","PIT","2019",10,10,"ppr",1,4,3,1,3,1,0,0,1,25,25,"53.2%"
"2","Baltimore Ravens","DST","BAL","2019",10,10,"ppr",2,2,1,2,2,2,0,0,1,24,24,"89.6%"
"3","Los Angeles Rams","DST","LAR","2019",10,10,"ppr",3,3,0,2,2,1,1,0,1,19,19,"34.3%"
"4","San Francisco 49ers","DST","SF","2019",10,10,"ppr",4,5,1,3,5,1,0,0,1,19,19,"95.5%"
"5","Seattle Seahawks","DST","SEA","2019",10,10,"ppr",5,5,1,2,2,1,0,0,1,18,18,"20.5%"
"6","Las Vegas Raiders","DST","LV","2019",10,10,"ppr",6,5,3,0,1,1,0,0,1,17,17,"14.2%"
"7","New York Jets","DST","NYJ","2019",10,10,"ppr",7,6,0,2,3,1,0,0,1,16,16,"21.1%"
"8","Miami Dolphins","DST","MIA","2019",10,10,"ppr",8,1,3,0,1,0,0,0,1,11,11,"25.9%"
"9","Tennessee Titans","DST","TEN","2019",10,10,"ppr",9,2,0,1,1,1,0,0,1,11,11,"26.3%"
"10","Atlanta Falcons","DST","ATL","2019",10,10,"ppr",10,6,0,0,0,0,0,0,1,10,10,"1.7%"
"11","Arizona Cardinals","DST","ARI","2019",10,10,"ppr",11,4,2,1,1,0,0,0,1,9,9,"12.3%"
"12","Green Bay Packers","DST","GB","2019",10,10,"ppr",12,3,1,1,1,0,0,0,1,8,8,"80.7%"
"13","Indianapolis Colts","DST","IND","2019",10,10,"ppr",13,3,1,1,1,0,0,0,1,8,8,"52.4%"
"14","Chicago Bears","DST","CHI","2019",10,10,"ppr",14,2,1,0,0,0,0,0,1,8,8,"2.2%"
"15","Detroit Lions","DST","DET","2019",10,10,"ppr",15,5,0,0,0,0,0,0,1,6,6,"2.5%"
"16","Tampa Bay Buccaneers","DST","TB","2019",10,10,"ppr",16,2,1,1,1,0,0,0,1,6,6,"81.2%"
"17","Buffalo Bills","DST","BUF","2019",10,10,"ppr",17,2,0,0,0,0,1,0,1,5,5,"99.0%"
"18","Kansas City Chiefs","DST","KC","2019",10,10,"ppr",18,4,0,1,1,0,0,0,1,5,5,"47.9%"
"19","Minnesota Vikings","DST","MIN","2019",10,10,"ppr",19,1,1,0,0,0,0,0,1,3,3,"23.7%"
"20","New Orleans Saints","DST","NO","2019",10,10,"ppr",20,1,1,0,0,0,0,0,1,3,3,"65.3%"
"21","Los Angeles Chargers","DST","LAC","2019",10,10,"ppr",21,3,0,0,0,0,0,0,1,3,3,"30.2%"
"22","Cleveland Browns","DST","CLE","2019",10,10,"ppr",22,1,0,0,1,0,0,0,1,2,2,"37.2%"
"23","Carolina Panthers","DST","CAR","2019",10,10,"ppr",23,2,0,0,0,0,0,0,1,2,2,"14.1%"
"24","New York Giants","DST","NYG","2019",10,10,"ppr",24,2,0,0,0,0,0,0,1,1,1,"6.2%"
"25","Dallas Cowboys","DST","DAL","2019",10,10,"ppr",25,1,0,0,0,0,0,0,1,0,0,"90.0%"
"26","Cincinnati Bengals","DST","CIN","2019",10,10,"ppr",26,1,1,0,0,0,0,0,1,-1,-1,"31.6%"
