"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","James White","RB","FA","2019",13,13,"ppr","1","14","79","5.6","32","2","0","8","11","98","12.3","2","0","1","37.7","37.7","0.1%"
"2","Derrius Guice","RB","FA","2019",13,13,"ppr","2","10","129","12.9","60","6","2","2","2","8","4.0","0","0","1","27.7","27.7","1.1%"
"3","Rashaad Penny","RB","SEA","2019",13,13,"ppr","3","15","74","4.9","13","0","1","4","5","33","8.3","1","0","1","26.7","26.7","15.7%"
"4","Derrick Henry","RB","TEN","2019",13,13,"ppr","4","26","149","5.7","34","2","1","3","3","17","5.7","0","1","1","23.6","23.6","100.0%"
"5","Raheem Mostert","RB","MIA","2019",13,13,"ppr","5","19","146","7.7","40","3","1","2","2","8","4.0","0","0","1","23.4","23.4","81.2%"
"6","Miles Sanders","RB","PHI","2019",13,13,"ppr","6","17","83","4.9","13","0","0","5","5","22","4.4","1","0","1","21.5","21.5","96.5%"
"7","Ezekiel Elliott","RB","DAL","2019",13,13,"ppr","7","12","71","5.9","30","2","0","7","10","66","9.4","0","0","1","20.7","20.7","97.0%"
"8","Duke Johnson Jr.","RB","BUF","2019",13,13,"ppr","8","9","36","4.0","13","0","0","5","6","54","10.8","1","0","1","20.0","20.0","0.0%"
"9","Devin Singletary","RB","BUF","2019",13,13,"ppr","9","14","63","4.5","26","1","0","3","4","38","12.7","1","0","1","19.1","19.1","91.7%"
"10","Todd Gurley II","RB","FA","2019",13,13,"ppr","10","19","95","5.0","11","0","1","1","1","20","20.0","0","0","1","18.5","18.5","0.1%"
"11","Peyton Barber","RB","FA","2019",13,13,"ppr","11","17","44","2.6","15","0","2","0","0","0","0","0","0","1","18.4","18.4","1.0%"
"12","Leonard Fournette","RB","TB","2019",13,13,"ppr","12","14","38","2.7","10","0","0","9","11","53","5.9","0","0","1","18.1","18.1","96.9%"
"13","Chris Carson","RB","FA","2019",13,13,"ppr","13","23","102","4.4","25","1","1","1","2","7","7.0","0","0","1","17.9","17.9","0.3%"
"14","Kareem Hunt","RB","CLE","2019",13,13,"ppr","14","7","46","6.6","16","0","0","5","5","19","3.8","1","0","1","17.5","17.5","76.3%"
"15","Christian McCaffrey","RB","SF","2019",13,13,"ppr","15","14","44","3.1","12","0","0","7","12","58","8.3","0","0","1","17.2","17.2","100.0%"
"16","Joe Mixon","RB","CIN","2019",13,13,"ppr","16","19","44","2.3","9","0","1","4","4","26","6.5","0","0","1","17.0","17.0","99.9%"
"17","Patrick Laird","RB","TB","2019",13,13,"ppr","17","10","5","0.5","4","0","1","4","5","43","10.8","0","0","1","16.8","16.8","0.0%"
"18","Austin Ekeler","RB","LAC","2019",13,13,"ppr","18","9","16","1.8","8","0","0","4","5","51","12.8","1","0","1","16.7","16.7","100.0%"
"19","David Montgomery","RB","CHI","2019",13,13,"ppr","19","16","75","4.7","14","0","0","2","2","12","6.0","1","0","1","16.7","16.7","95.6%"
"20","Adrian Peterson","RB","FA","2019",13,13,"ppr","20","13","99","7.6","22","2","1","0","1","0","0","0","0","1","15.9","15.9","2.1%"
"21","Saquon Barkley","RB","NYG","2019",13,13,"ppr","21","19","83","4.4","16","0","0","3","7","32","10.7","0","0","1","14.5","14.5","100.0%"
"22","Benny Snell Jr.","RB","PIT","2019",13,13,"ppr","22","16","63","3.9","14","0","1","1","1","4","4.0","0","0","1","13.7","13.7","1.4%"
"23","Dalvin Cook","RB","MIN","2019",13,13,"ppr","23","9","29","3.2","9","0","1","3","4","35","11.7","0","1","1","13.4","13.4","100.0%"
"24","Melvin Gordon III","RB","KC","2019",13,13,"ppr","24","20","99","5.0","19","0","0","2","3","11","5.5","0","0","1","13.0","13.0","29.3%"
"25","Alvin Kamara","RB","NO","2019",13,13,"ppr","25","11","61","5.5","24","1","0","4","8","23","5.8","0","0","1","12.4","12.4","99.3%"
"26","LeSean McCoy","RB","FA","2019",13,13,"ppr","26","5","10","2.0","6","0","1","3","3","20","6.7","0","0","1","12.0","12.0","2.0%"
"27","Nyheim Hines","RB","BUF","2019",13,13,"ppr","27","4","22","5.5","14","0","1","2","2","18","9.0","0","0","1","12.0","12.0","29.1%"
"28","Alexander Mattison","RB","MIN","2019",13,13,"ppr","28","4","22","5.5","15","0","0","4","5","51","12.8","0","0","1","11.3","11.3","27.5%"
"29","Le'Veon Bell","RB","FA","2019",13,13,"ppr","29","10","32","3.2","7","0","0","4","5","35","8.8","0","0","1","10.7","10.7","0.1%"
"30","Jamaal Williams","RB","DET","2019",13,13,"ppr","30","10","41","4.1","9","0","0","4","4","26","6.5","0","0","1","10.7","10.7","91.0%"
"31","Devonta Freeman","RB","FA","2019",13,13,"ppr","31","17","51","3.0","6","0","0","4","5","13","3.3","0","0","1","10.4","10.4","0.0%"
"32","Darwin Thompson","RB","SEA","2019",13,13,"ppr","32","11","44","4.0","9","0","1","0","0","0","0","0","0","1","10.4","10.4","0.0%"
"33","Josh Jacobs","RB","LV","2019",13,13,"ppr","33","17","104","6.1","35","2","0","0","0","0","0","0","0","1","10.4","10.4","99.3%"
"34","Phillip Lindsay","RB","FA","2019",13,13,"ppr","34","17","58","3.4","15","0","0","3","3","4","1.3","0","0","1","9.2","9.2","0.4%"
"35","Nick Chubb","RB","CLE","2019",13,13,"ppr","35","16","58","3.6","12","0","0","1","2","21","21.0","0","0","1","8.9","8.9","99.9%"
"36","Darrel Williams","RB","ARI","2019",13,13,"ppr","36","6","13","2.2","15","0","0","1","2","3","3.0","1","0","1","8.6","8.6","1.5%"
"37","Bo Scarbrough","RB","FA","2019",13,13,"ppr","37","21","83","4.0","15","0","0","0","0","0","0","0","0","1","8.3","8.3","0.0%"
