"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Melvin Gordon III","RB","KC","2017",5,5,"ppr","1","20","105","5.3","16","0","0","6","8","58","9.7","2","0","1","34.3","34.3","29.3%"
"2","Leonard Fournette","RB","TB","2017",5,5,"ppr","2","28","181","6.5","90","1","2","1","1","3","3.0","0","0","1","31.4","31.4","96.9%"
"3","Jerick McKinnon","RB","KC","2017",5,5,"ppr","3","16","95","5.9","58","1","1","6","6","51","8.5","0","0","1","26.6","26.6","68.7%"
"4","Aaron Jones","RB","GB","2017",5,5,"ppr","4","19","125","6.6","22","1","1","1","1","9","9.0","0","0","1","20.4","20.4","99.6%"
"5","Le'Veon Bell","RB","FA","2017",5,5,"ppr","5","15","47","3.1","15","0","0","10","10","46","4.6","0","0","1","19.3","19.3","0.1%"
"6","Javorius Allen","RB","FA","2017",5,5,"ppr","6","21","73","3.5","9","0","1","4","5","12","3.0","0","0","1","18.5","18.5","0.1%"
"7","Duke Johnson Jr.","RB","BUF","2017",5,5,"ppr","7","6","20","3.3","8","0","0","3","3","63","21.0","1","0","1","17.3","17.3","0.0%"
"8","Marlon Mack","RB","DEN","2017",5,5,"ppr","8","9","91","10.1","35","2","1","1","1","2","2.0","0","0","1","16.3","16.3","5.3%"
"9","Charcandrick West","RB","FA","2017",5,5,"ppr","9","1","1","1.0","1","0","0","2","2","12","6.0","2","0","1","15.3","15.3","0.0%"
"10","Andre Ellington","RB","FA","2017",5,5,"ppr","10","1","-2","-2.0","0","0","0","9","10","65","7.2","0","0","1","15.3","15.3","0.1%"
"11","Doug Martin","RB","FA","2017",5,5,"ppr","11","13","74","5.7","17","0","1","1","3","8","8.0","0","0","1","15.2","15.2","0.0%"
"12","LeSean McCoy","RB","FA","2017",5,5,"ppr","12","19","63","3.3","14","0","0","6","9","26","4.3","0","0","1","14.9","14.9","2.0%"
"13","Christian McCaffrey","RB","SF","2017",5,5,"ppr","13","3","7","2.3","5","0","0","5","7","31","6.2","1","0","1","14.8","14.8","100.0%"
"14","Kareem Hunt","RB","CLE","2017",5,5,"ppr","14","29","107","3.7","23","2","0","3","4","9","3.0","0","0","1","14.6","14.6","76.3%"
"15","Ezekiel Elliott","RB","DAL","2017",5,5,"ppr","15","29","116","4.0","25","1","0","1","2","16","16.0","0","0","1","14.2","14.2","97.0%"
