"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Minnesota Vikings","DST","MIN","2022",10,10,"ppr",1,2,2,2,1,1,0,0,1,15,15,"23.7%"
"2","Washington Commanders","DST","WAS","2022",10,10,"ppr",2,1,1,3,2,1,0,0,1,15,15,"54.8%"
"3","Tennessee Titans","DST","TEN","2022",10,10,"ppr",3,6,1,0,1,0,0,0,1,12,12,"26.3%"
"4","Detroit Lions","DST","DET","2022",10,10,"ppr",4,3,1,0,1,1,0,0,1,10,10,"2.5%"
"5","Pittsburgh Steelers","DST","PIT","2022",10,10,"ppr",5,2,2,0,1,0,0,0,1,10,10,"53.2%"
"6","Carolina Panthers","DST","CAR","2022",10,10,"ppr",6,5,1,0,0,0,0,0,1,10,10,"14.1%"
"7","New York Giants","DST","NYG","2022",10,10,"ppr",7,4,1,1,1,0,0,0,1,9,9,"6.2%"
"8","Arizona Cardinals","DST","ARI","2022",10,10,"ppr",8,3,1,1,1,0,0,0,1,8,8,"12.3%"
"9","Buffalo Bills","DST","BUF","2022",10,10,"ppr",9,4,2,0,1,0,0,0,1,8,8,"99.0%"
"10","New Orleans Saints","DST","NO","2022",10,10,"ppr",10,6,0,0,1,0,0,0,1,7,7,"65.3%"
"11","Philadelphia Eagles","DST","PHI","2022",10,10,"ppr",11,3,1,1,1,0,0,0,1,7,7,"58.2%"
"12","Miami Dolphins","DST","MIA","2022",10,10,"ppr",12,3,0,1,1,0,0,0,1,6,6,"25.9%"
"13","Tampa Bay Buccaneers","DST","TB","2022",10,10,"ppr",13,3,0,1,1,0,0,0,1,6,6,"81.2%"
"14","San Francisco 49ers","DST","SF","2022",10,10,"ppr",14,3,1,0,1,0,0,0,1,6,6,"95.5%"
"15","Jacksonville Jaguars","DST","JAC","2022",10,10,"ppr",15,0,1,2,1,0,0,0,1,6,6,"3.8%"
"16","Kansas City Chiefs","DST","KC","2022",10,10,"ppr",16,5,0,0,0,0,0,0,1,6,6,"47.9%"
"17","Dallas Cowboys","DST","DAL","2022",10,10,"ppr",17,2,0,2,2,0,0,0,1,5,5,"90.0%"
"18","Green Bay Packers","DST","GB","2022",10,10,"ppr",18,2,2,0,0,0,0,0,1,5,5,"80.7%"
"19","Denver Broncos","DST","DEN","2022",10,10,"ppr",19,1,0,1,1,0,0,0,1,4,4,"38.8%"
"20","Seattle Seahawks","DST","SEA","2022",10,10,"ppr",20,0,2,0,0,0,0,0,1,4,4,"20.5%"
"21","Las Vegas Raiders","DST","LV","2022",10,10,"ppr",21,1,0,1,2,0,0,0,1,3,3,"14.2%"
"22","Indianapolis Colts","DST","IND","2022",10,10,"ppr",22,2,0,0,0,0,0,0,1,3,3,"52.4%"
"23","Houston Texans","DST","HOU","2022",10,10,"ppr",23,3,0,0,0,0,0,0,1,3,3,"0.8%"
"24","Los Angeles Chargers","DST","LAC","2022",10,10,"ppr",24,1,0,1,1,0,0,0,1,3,3,"30.2%"
"25","Los Angeles Rams","DST","LAR","2022",10,10,"ppr",25,2,0,0,1,0,0,0,1,2,2,"34.3%"
"26","Chicago Bears","DST","CHI","2022",10,10,"ppr",26,2,0,0,0,0,0,0,1,2,2,"2.2%"
"27","Atlanta Falcons","DST","ATL","2022",10,10,"ppr",27,1,0,0,0,0,0,0,1,1,1,"1.7%"
"28","Cincinnati Bengals","DST","CIN","2022",10,10,"ppr",28,0,0,0,0,0,0,0,0,0,0,"31.6%"
"29","New England Patriots","DST","NE","2022",10,10,"ppr",29,0,0,0,0,0,0,0,0,0,0,"54.0%"
"30","New York Jets","DST","NYJ","2022",10,10,"ppr",30,0,0,0,0,0,0,0,0,0,0,"21.1%"
"31","Baltimore Ravens","DST","BAL","2022",10,10,"ppr",31,0,0,0,0,0,0,0,0,0,0,"89.6%"
"32","Cleveland Browns","DST","CLE","2022",10,10,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"37.2%"
