"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","T.Y. Hilton","WR","DAL","2017",9,9,"ppr","1","5","9","175","35.0","80","3","2","0","0","0","0","1","34.5","34.5","3.8%"
"2","Marvin Jones Jr.","WR","JAC","2017",9,9,"ppr","2","7","11","107","15.3","25","2","2","0","0","0","0","1","29.7","29.7","13.1%"
"3","Alshon Jeffery","WR","FA","2017",9,9,"ppr","3","6","11","84","14.0","32","1","2","0","0","0","0","1","26.4","26.4","0.0%"
"4","Doug Baldwin","WR","FA","2017",9,9,"ppr","4","7","12","108","15.4","30","3","1","0","0","0","0","1","23.8","23.8","0.0%"
"5","Terrance Williams","WR","FA","2017",9,9,"ppr","5","9","9","141","15.7","56","2","0","0","0","0","0","1","23.1","23.1","0.0%"
"6","Robert Woods","WR","TEN","2017",9,9,"ppr","6","4","5","70","17.5","52","1","2","0","0","0","0","1","23.0","23.0","44.0%"
"7","Marqise Lee","WR","FA","2017",9,9,"ppr","7","8","12","75","9.4","19","0","1","0","0","0","0","1","21.5","21.5","0.0%"
"8","Deonte Thompson","WR","FA","2017",9,9,"ppr","8","7","10","81","11.6","26","1","1","0","0","0","0","1","21.1","21.1","0.0%"
"9","Demaryius Thomas","WR","FA","2017",9,9,"ppr","9","8","12","70","8.8","14","0","1","0","0","0","0","1","21.0","21.0","0.1%"
"10","DeAndre Hopkins","WR","ARI","2017",9,9,"ppr","10","6","16","86","14.3","34","1","1","0","0","0","0","1","20.6","20.6","98.4%"
"11","Cole Beasley","WR","BUF","2017",9,9,"ppr","11","4","6","24","6.0","7","0","2","0","0","0","0","1","18.4","18.4","1.5%"
"12","Golden Tate","WR","FA","2017",9,9,"ppr","12","7","9","113","16.1","23","2","0","0","0","0","0","1","18.3","18.3","0.0%"
"13","Jeremy Maclin","WR","FA","2017",9,9,"ppr","13","8","9","98","12.3","19","0","0","0","0","0","0","1","17.8","17.8","0.0%"
"14","Julio Jones","WR","TB","2017",9,9,"ppr","14","6","12","118","19.7","34","3","0","0","0","0","0","1","17.8","17.8","18.9%"
"15","Zay Jones","WR","JAC","2017",9,9,"ppr","15","6","7","53","8.8","12","0","1","0","0","0","0","1","17.3","17.3","61.7%"
"16","Rishard Matthews","WR","FA","2017",9,9,"ppr","16","4","7","70","17.5","29","1","1","0","0","0","0","1","17.0","17.0","0.0%"
"17","Ted Ginn Jr.","WR","FA","2017",9,9,"ppr","17","4","5","59","14.8","36","1","1","0","0","0","0","1","15.9","15.9","0.0%"
"18","Tyreek Hill","WR","MIA","2017",9,9,"ppr","18","2","4","64","32.0","56","1","1","4","9","0","0","1","15.3","15.3","100.0%"
"19","Jarvis Landry","WR","NO","2017",9,9,"ppr","19","6","7","32","5.3","11","0","1","0","0","0","0","1","15.2","15.2","21.3%"
"20","Robbie Anderson","WR","ARI","2017",9,9,"ppr","20","4","5","48","12.0","25","1","1","0","0","0","0","1","14.8","14.8","6.7%"
"21","Michael Thomas","WR","NO","2017",9,9,"ppr","21","8","11","65","8.1","24","1","0","0","0","0","0","1","14.5","14.5","26.7%"
"22","Sammy Watkins","WR","GB","2017",9,9,"ppr","22","1","2","67","67.0","67","1","1","0","0","0","0","1","13.7","13.7","2.4%"
"23","Devin Funchess","WR","FA","2017",9,9,"ppr","23","5","7","86","17.2","33","2","0","0","0","0","0","1","13.6","13.6","0.0%"
"24","Dez Bryant","WR","FA","2017",9,9,"ppr","24","6","11","73","12.2","21","1","0","0","0","0","0","1","13.3","13.3","2.6%"
"25","DeVante Parker","WR","NE","2017",9,9,"ppr","25","5","8","76","15.2","26","1","0","0","0","0","0","1","12.6","12.6","13.6%"
"26","Tavarres King","WR","FA","2017",9,9,"ppr","26","3","6","33","11.0","14","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"27","Davante Adams","WR","LV","2017",9,9,"ppr","27","7","10","53","7.6","9","0","0","0","0","0","0","1","12.3","12.3","100.0%"
