"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Josh Allen","QB","BUF","2020",16,16,"ppr","1","27","36","75.0","320","8.9","4","0","0","4","35","0","0","1","32.3","32.3","100.0%"
"2","Tom Brady","QB","TB","2020",16,16,"ppr","2","22","27","81.5","348","12.9","4","0","1","0","0","0","0","1","29.9","29.9","86.0%"
"3","Andy Dalton","QB","NO","2020",16,16,"ppr","3","22","30","73.3","377","12.6","3","1","2","5","15","0","0","1","27.6","27.6","12.2%"
"4","Deshaun Watson","QB","CLE","2020",16,16,"ppr","4","24","33","72.7","324","9.8","3","0","1","5","38","0","1","1","26.8","26.8","75.7%"
"5","Aaron Rodgers","QB","GB","2020",16,16,"ppr","5","21","25","84.0","231","9.2","4","1","1","3","19","0","0","1","26.1","26.1","75.1%"
"6","Ben Roethlisberger","QB","FA","2020",16,16,"ppr","6","34","49","69.4","341","7.0","3","0","1","2","-1","0","0","1","25.5","25.5","13.6%"
"7","Mitch Trubisky","QB","PIT","2020",16,16,"ppr","7","24","35","68.6","265","7.6","2","1","1","2","10","1","0","1","24.6","24.6","0.8%"
"8","Kirk Cousins","QB","MIN","2020",16,16,"ppr","8","27","41","65.9","291","7.1","3","0","2","0","0","0","0","1","23.6","23.6","87.8%"
"9","Derek Carr","QB","LV","2020",16,16,"ppr","9","21","34","61.8","336","9.9","1","0","3","2","-2","1","0","1","23.2","23.2","64.3%"
"10","Brandon Allen","QB","CIN","2020",16,16,"ppr","10","29","37","78.4","371","10.0","2","0","0","2","3","0","0","1","23.1","23.1","0.1%"
"11","Lamar Jackson","QB","BAL","2020",16,16,"ppr","11","17","26","65.4","183","7.0","2","0","0","13","80","0","1","1","21.3","21.3","96.8%"
"12","Jalen Hurts","QB","PHI","2020",16,16,"ppr","12","21","39","53.8","342","8.8","1","2","3","9","69","0","1","1","20.6","20.6","99.9%"
"13","Patrick Mahomes II","QB","KC","2020",16,16,"ppr","13","24","44","54.5","278","6.3","2","1","0","3","21","0","0","1","20.2","20.2","100.0%"
"14","Russell Wilson","QB","DEN","2020",16,16,"ppr","14","20","32","62.5","225","7.0","1","0","5","3","9","1","0","1","19.9","19.9","43.7%"
"15","Matt Ryan","QB","IND","2020",16,16,"ppr","15","27","35","77.1","300","8.6","2","0","4","1","-1","0","0","1","19.9","19.9","10.6%"
"16","C.J. Beathard","QB","JAC","2020",16,16,"ppr","16","13","22","59.1","182","8.3","3","0","3","3","18","0","1","1","19.1","19.1","0.1%"
"17","Ryan Tannehill","QB","TEN","2020",16,16,"ppr","17","11","24","45.8","121","5.0","1","2","2","3","55","1","0","1","18.3","18.3","28.5%"
"18","Sam Darnold","QB","CAR","2020",16,16,"ppr","18","16","32","50.0","175","5.5","2","0","2","7","20","0","0","1","17.0","17.0","3.9%"
"19","Justin Herbert","QB","LAC","2020",16,16,"ppr","19","21","33","63.6","253","7.7","1","0","2","4","26","0","0","1","16.7","16.7","98.8%"
"20","Kyler Murray","QB","ARI","2020",16,16,"ppr","20","31","50","62.0","247","4.9","0","1","3","8","75","0","0","1","16.4","16.4","62.1%"
"21","Drew Lock","QB","SEA","2020",16,16,"ppr","21","24","47","51.1","264","5.6","0","2","2","5","15","1","0","1","16.1","16.1","0.2%"
"22","Blaine Gabbert","QB","TB","2020",16,16,"ppr","22","9","15","60.0","143","9.5","2","0","1","2","15","0","0","1","15.2","15.2","0.0%"
"23","Mike Glennon","QB","FA","2020",16,16,"ppr","23","24","37","64.9","211","5.7","2","2","1","0","0","0","0","1","14.4","14.4","1.0%"
"24","Daniel Jones","QB","NYG","2020",16,16,"ppr","24","24","41","58.5","252","6.1","1","0","6","1","3","0","0","1","14.4","14.4","58.2%"
"25","Philip Rivers","QB","FA","2020",16,16,"ppr","25","21","34","61.8","270","7.9","1","1","5","0","0","0","1","1","11.8","11.8","20.6%"
"26","Taylor Heinicke","QB","WAS","2020",16,16,"ppr","26","12","19","63.2","137","7.2","1","0","1","3","22","0","0","1","11.7","11.7","14.0%"
"27","Ryan Fitzpatrick","QB","FA","2020",16,16,"ppr","27","9","13","69.2","182","14.0","1","0","0","0","0","0","0","1","11.3","11.3","0.0%"
"28","Taysom Hill","QB","NO","2020",16,16,"ppr","28","2","2","100.0","8","4.0","0","0","0","5","18","1","0","1","11.0","11.0","45.3%"
"29","Jared Goff","QB","DET","2020",16,16,"ppr","29","24","43","55.8","234","5.4","0","1","3","7","23","0","0","1","10.7","10.7","60.4%"
"30","Drew Brees","QB","FA","2020",16,16,"ppr","30","19","26","73.1","311","12.0","0","2","0","3","-3","0","0","1","10.1","10.1","35.7%"
"31","Cam Newton","QB","FA","2020",16,16,"ppr","31","5","10","50.0","34","3.4","0","0","2","4","24","1","0","1","9.8","9.8","9.1%"
"32","Teddy Bridgewater","QB","MIA","2020",16,16,"ppr","32","19","28","67.9","197","7.0","1","1","4","6","7","0","1","1","9.6","9.6","0.6%"
"33","Tua Tagovailoa","QB","MIA","2020",16,16,"ppr","33","17","22","77.3","94","4.3","1","0","3","3","11","0","0","1","8.9","8.9","94.7%"
"34","Baker Mayfield","QB","LAR","2020",16,16,"ppr","34","28","53","52.8","285","5.4","0","0","4","3","6","0","2","1","8.0","8.0","6.6%"
"35","Chase Daniel","QB","LAC","2020",16,16,"ppr","35","13","18","72.2","86","4.8","0","0","3","0","0","0","0","1","3.4","3.4","0.1%"
"36","David Blough","QB","ARI","2020",16,16,"ppr","36","6","10","60.0","49","4.9","0","1","1","1","18","0","0","1","2.8","2.8","0.0%"
"37","Dwayne Haskins","QB","FA","2020",16,16,"ppr","37","14","28","50.0","154","5.5","0","2","2","0","0","0","1","1","2.2","2.2","0.1%"
"38","Jarrett Stidham","QB","LV","2020",16,16,"ppr","38","4","11","36.4","44","4.0","0","0","1","0","0","0","0","1","1.8","1.8","0.0%"
"39","Matthew Stafford","QB","LAR","2020",16,16,"ppr","39","2","3","66.7","17","5.7","0","0","0","0","0","0","0","1","0.7","0.7","29.7%"
"40","Matt Barkley","QB","BUF","2020",16,16,"ppr","40","2","3","66.7","11","3.7","0","0","0","3","-3","0","0","1","0.1","0.1","0.0%"
"41","Jacoby Brissett","QB","CLE","2020",16,16,"ppr","41","0","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","4.8%"
"42","Case Keenum","QB","BUF","2020",16,16,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"43","Joe Webb III","QB","FA","2020",16,16,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"44","Logan Woodside","QB","ATL","2020",16,16,"ppr","44","0","2","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"45","Nick Foles","QB","IND","2020",16,16,"ppr","45","0","1","0.0","0","0.0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"46","Tim Boyle","QB","CHI","2020",16,16,"ppr","46","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","0.0%"
