"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Anthony Firkser","TE","ATL","2020",6,6,"ppr","1","8","9","113","14.1","45","4","1","0","0","0","0","1","25.3","25.3","0.0%"
"2","George Kittle","TE","SF","2020",6,6,"ppr","2","7","10","109","15.6","44","3","1","0","0","0","0","1","23.9","23.9","98.9%"
"3","Trey Burton","TE","FA","2020",6,6,"ppr","3","4","5","58","14.5","20","1","1","1","1","1","0","1","21.9","21.9","0.0%"
"4","Travis Kelce","TE","KC","2020",6,6,"ppr","4","5","7","65","13.0","20","1","2","0","0","0","1","1","21.5","21.5","100.0%"
"5","Darren Fells","TE","FA","2020",6,6,"ppr","5","6","7","85","14.2","35","2","1","0","0","0","0","1","20.5","20.5","0.0%"
"6","Rob Gronkowski","TE","FA","2020",6,6,"ppr","6","5","8","78","15.6","31","2","1","0","0","0","0","1","18.8","18.8","1.0%"
"7","Hayden Hurst","TE","CIN","2020",6,6,"ppr","7","4","4","57","14.3","35","2","1","0","0","0","0","1","15.7","15.7","38.8%"
"8","Adam Shaheen","TE","MIA","2020",6,6,"ppr","8","3","3","51","17.0","43","3","1","0","0","0","0","1","14.1","14.1","0.0%"
"9","Logan Thomas","TE","WAS","2020",6,6,"ppr","9","3","4","42","14.0","29","1","1","0","0","0","0","1","13.2","13.2","6.9%"
"10","Nick Boyle","TE","BAL","2020",6,6,"ppr","10","3","3","33","11.0","17","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"11","Irv Smith Jr.","TE","MIN","2020",6,6,"ppr","11","4","5","55","13.8","36","2","0","0","0","0","0","1","11.5","11.5","13.5%"
"12","Austin Hooper","TE","TEN","2020",6,6,"ppr","12","5","6","52","10.4","36","2","0","0","0","0","0","1","10.2","10.2","13.8%"
"13","Cole Kmet","TE","CHI","2020",6,6,"ppr","13","2","2","20","10.0","11","0","1","0","0","0","0","1","10.0","10.0","69.3%"
"14","Jack Doyle","TE","FA","2020",6,6,"ppr","14","3","3","29","9.7","17","0","1","0","0","0","1","1","9.9","9.9","2.0%"
"15","T.J. Hockenson","TE","MIN","2020",6,6,"ppr","15","2","5","17","8.5","16","0","1","0","0","0","0","1","9.7","9.7","98.5%"
"16","Tyler Higbee","TE","LAR","2020",6,6,"ppr","16","3","4","56","18.7","31","2","0","0","0","0","0","1","8.6","8.6","71.9%"
"17","Jimmy Graham","TE","FA","2020",6,6,"ppr","17","5","8","34","6.8","10","0","0","0","0","0","0","1","8.4","8.4","0.0%"
"18","Kyle Rudolph","TE","TB","2020",6,6,"ppr","18","3","4","47","15.7","19","0","0","0","0","0","0","1","7.7","7.7","0.6%"
"19","Dalton Schultz","TE","DAL","2020",6,6,"ppr","19","4","5","35","8.8","13","0","0","0","0","0","0","1","7.5","7.5","96.1%"
"20","Durham Smythe","TE","MIA","2020",6,6,"ppr","20","1","2","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","0.1%"
"21","Jason Croom","TE","FA","2020",6,6,"ppr","21","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"22","Zach Ertz","TE","ARI","2020",6,6,"ppr","22","4","10","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","32.6%"
"23","Albert Okwuegbunam","TE","DEN","2020",6,6,"ppr","23","2","6","45","22.5","27","1","0","0","0","0","0","1","6.5","6.5","6.1%"
"24","Richard Rodgers","TE","LAC","2020",6,6,"ppr","24","3","3","31","10.3","16","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"25","Gerald Everett","TE","LAC","2020",6,6,"ppr","25","3","4","27","9.0","17","0","0","0","0","0","0","1","5.7","5.7","84.7%"
"26","Robert Tonyan","TE","GB","2020",6,6,"ppr","26","3","4","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","25.9%"
"27","Evan Engram","TE","JAC","2020",6,6,"ppr","27","2","3","30","15.0","21","1","0","0","0","0","0","1","5.0","5.0","68.5%"
"28","Pharaoh Brown","TE","CLE","2020",6,6,"ppr","28","2","2","28","14.0","22","1","0","0","0","0","0","1","4.8","4.8","0.1%"
"29","Ryan Izzo","TE","FA","2020",6,6,"ppr","29","3","3","38","12.7","16","0","0","0","0","0","1","1","4.8","4.8","0.0%"
"30","Kaden Smith","TE","FA","2020",6,6,"ppr","30","3","3","15","5.0","9","0","0","0","0","0","0","1","4.5","4.5","0.0%"
