"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jaylen Waddle","WR","MIA","2021",12,12,"ppr","1","9","10","137","15.2","57","5","1","0","0","0","0","1","28.7","28.7","99.3%"
"2","Tee Higgins","WR","CIN","2021",12,12,"ppr","2","6","8","114","19.0","32","2","1","0","0","0","0","1","23.4","23.4","99.1%"
"3","Adam Thielen","WR","MIN","2021",12,12,"ppr","3","5","7","62","12.4","29","2","2","0","0","0","0","1","23.2","23.2","90.7%"
"4","Kendrick Bourne","WR","NE","2021",12,12,"ppr","4","5","6","61","12.2","41","3","2","0","0","0","0","1","23.1","23.1","1.0%"
"5","Hunter Renfrow","WR","LV","2021",12,12,"ppr","5","8","9","134","16.8","54","6","0","1","2","0","0","1","21.6","21.6","26.2%"
"6","Deebo Samuel","WR","SF","2021",12,12,"ppr","6","1","4","12","12.0","12","0","0","6","66","2","0","1","20.8","20.8","95.6%"
"7","Stefon Diggs","WR","BUF","2021",12,12,"ppr","7","7","9","74","10.6","28","1","1","0","0","0","0","1","20.4","20.4","100.0%"
"8","DeSean Jackson","WR","BAL","2021",12,12,"ppr","8","3","4","102","34.0","56","6","1","0","0","0","0","1","19.2","19.2","0.9%"
"9","Odell Beckham Jr.","WR","FA","2021",12,12,"ppr","9","5","10","81","16.2","54","4","1","0","0","0","0","1","19.1","19.1","19.2%"
"10","Cooper Kupp","WR","LAR","2021",12,12,"ppr","10","7","10","96","13.7","22","1","0","0","0","0","0","1","18.6","18.6","82.7%"
"11","Diontae Johnson","WR","PIT","2021",12,12,"ppr","11","9","14","95","10.6","16","0","0","0","0","0","0","1","18.5","18.5","85.3%"
"12","Davante Adams","WR","LV","2021",12,12,"ppr","12","8","9","104","13.0","43","3","0","0","0","0","0","1","18.4","18.4","100.0%"
"13","Van Jefferson","WR","LAR","2021",12,12,"ppr","13","3","9","93","31.0","79","4","1","0","0","0","0","1","18.3","18.3","24.4%"
"14","Russell Gage","WR","TB","2021",12,12,"ppr","14","6","7","62","10.3","15","0","1","0","0","0","0","1","18.2","18.2","17.4%"
"15","Randall Cobb","WR","GB","2021",12,12,"ppr","15","4","5","95","23.8","54","5","1","0","0","0","1","1","17.5","17.5","5.6%"
"16","Darnell Mooney","WR","CHI","2021",12,12,"ppr","16","5","8","123","24.6","52","6","0","1","2","0","0","1","17.5","17.5","36.9%"
"17","Cedrick Wilson Jr.","WR","MIA","2021",12,12,"ppr","17","7","10","104","14.9","51","4","0","0","0","0","0","1","17.4","17.4","0.9%"
"18","Josh Reynolds","WR","DET","2021",12,12,"ppr","18","3","5","70","23.3","39","2","1","0","0","0","0","1","16.0","16.0","6.3%"
"19","Michael Gallup","WR","DAL","2021",12,12,"ppr","19","5","8","106","21.2","41","5","0","0","0","0","0","1","15.6","15.6","65.8%"
"20","Keenan Allen","WR","LAC","2021",12,12,"ppr","20","7","10","85","12.1","24","1","0","0","0","0","0","1","15.5","15.5","98.1%"
"21","Jarvis Landry","WR","NO","2021",12,12,"ppr","21","6","10","111","18.5","38","4","0","0","0","0","1","1","15.1","15.1","21.3%"
"22","Jakobi Meyers","WR","NE","2021",12,12,"ppr","22","5","8","98","19.6","38","4","0","0","0","0","0","1","14.8","14.8","69.3%"
"23","DJ Moore","WR","CAR","2021",12,12,"ppr","23","4","10","103","25.8","64","4","0","0","0","0","0","1","14.3","14.3","91.8%"
"24","Brandin Cooks","WR","HOU","2021",12,12,"ppr","24","3","5","45","15.0","40","3","1","0","0","0","0","1","13.5","13.5","64.4%"
"25","Justin Jefferson","WR","MIN","2021",12,12,"ppr","25","4","9","83","20.8","30","3","0","0","0","0","0","1","13.3","13.3","100.0%"
