"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Ezekiel Elliott","RB","DAL","2017",7,7,"ppr","1","26","147","5.7","25","1","2","1","3","72","72.0","1","0","1","40.9","40.9","97.0%"
"2","LeSean McCoy","RB","FA","2017",7,7,"ppr","2","23","91","4.0","23","1","2","5","7","31","6.2","0","1","1","27.2","27.2","2.0%"
"3","Todd Gurley II","RB","FA","2017",7,7,"ppr","3","22","106","4.8","18","0","1","4","8","48","12.0","0","0","1","25.4","25.4","0.1%"
"4","Aaron Jones","RB","GB","2017",7,7,"ppr","4","17","131","7.7","46","2","1","3","5","7","2.3","0","0","1","22.8","22.8","99.6%"
"5","Le'Veon Bell","RB","FA","2017",7,7,"ppr","5","35","134","3.8","15","0","0","3","3","58","19.3","0","0","1","22.2","22.2","0.1%"
"6","T.J. Yeldon","RB","FA","2017",7,7,"ppr","6","9","122","13.6","58","2","1","2","2","15","7.5","0","0","1","21.7","21.7","0.0%"
"7","Mark Ingram II","RB","NO","2017",7,7,"ppr","7","22","105","4.8","23","1","1","4","5","5","1.3","0","0","1","21.0","21.0","4.3%"
"8","Chris Thompson","RB","FA","2017",7,7,"ppr","8","7","38","5.4","15","0","0","5","5","26","5.2","1","0","1","17.4","17.4","0.0%"
"9","Latavius Murray","RB","DEN","2017",7,7,"ppr","9","18","113","6.3","35","2","1","0","0","0","0","0","0","1","17.3","17.3","75.6%"
"10","Kareem Hunt","RB","CLE","2017",7,7,"ppr","10","18","87","4.8","34","1","0","4","4","30","7.5","0","0","1","15.7","15.7","76.3%"
"11","James White","RB","FA","2017",7,7,"ppr","11","4","19","4.8","8","0","0","5","5","28","5.6","1","0","1","15.7","15.7","0.1%"
"12","Alvin Kamara","RB","NO","2017",7,7,"ppr","12","9","57","6.3","19","0","0","5","7","50","10.0","0","0","1","15.7","15.7","99.3%"
"13","Austin Ekeler","RB","LAC","2017",7,7,"ppr","13","7","38","5.4","11","0","0","4","4","6","1.5","1","0","1","14.4","14.4","100.0%"
"14","Matt Forte","RB","FA","2017",7,7,"ppr","14","7","41","5.9","15","0","0","5","5","41","8.2","0","0","1","13.2","13.2","19.1%"
"15","Duke Johnson Jr.","RB","BUF","2017",7,7,"ppr","15","7","26","3.7","10","0","0","6","7","45","7.5","0","0","1","13.1","13.1","0.0%"
"16","DeAndre Washington","RB","FA","2017",7,7,"ppr","16","9","33","3.7","11","0","1","3","4","7","2.3","0","0","1","13.0","13.0","11.0%"
"17","Javorius Allen","RB","FA","2017",7,7,"ppr","17","6","20","3.3","7","0","0","8","11","29","3.6","0","0","1","12.9","12.9","0.1%"
"18","Carlos Hyde","RB","FA","2017",7,7,"ppr","18","14","68","4.9","16","0","0","4","8","20","5.0","0","0","1","12.8","12.8","0.0%"
"19","Devonta Freeman","RB","FA","2017",7,7,"ppr","19","12","72","6.0","21","1","0","3","3","18","6.0","0","0","1","12.0","12.0","0.0%"
"20","Christian McCaffrey","RB","SF","2017",7,7,"ppr","20","7","10","1.4","4","0","0","7","9","36","5.1","0","0","1","11.6","11.6","100.0%"
"21","Jalen Richard","RB","FA","2017",7,7,"ppr","21","9","31","3.4","10","0","0","4","4","45","11.3","0","0","1","11.6","11.6","1.0%"
"22","Isaiah Crowell","RB","FA","2017",7,7,"ppr","22","17","35","2.1","7","0","0","4","6","36","9.0","0","0","1","11.1","11.1","0.1%"
"23","Jay Ajayi","RB","FA","2017",7,7,"ppr","23","23","51","2.2","11","0","0","3","4","26","8.7","0","0","1","10.7","10.7","7.0%"
"24","Marlon Mack","RB","DEN","2017",7,7,"ppr","24","5","26","5.2","14","0","0","4","6","40","10.0","0","0","1","10.6","10.6","5.3%"
"25","DeMarco Murray","RB","FA","2017",7,7,"ppr","25","18","59","3.3","16","0","0","3","4","17","5.7","0","0","1","10.6","10.6","0.1%"
"26","Bilal Powell","RB","FA","2017",7,7,"ppr","26","9","43","4.8","25","1","0","2","2","40","20.0","0","0","1","10.3","10.3","0.0%"
"27","Doug Martin","RB","FA","2017",7,7,"ppr","27","20","49","2.5","11","0","0","2","3","31","15.5","0","0","1","10.0","10.0","0.0%"
"28","Joe Mixon","RB","CIN","2017",7,7,"ppr","28","7","48","6.9","25","1","0","3","3","20","6.7","0","0","1","9.8","9.8","99.9%"
"29","Dion Lewis","RB","FA","2017",7,7,"ppr","29","13","76","5.8","25","1","0","1","1","6","6.0","0","0","1","9.2","9.2","2.0%"
"30","Chris Ivory","RB","FA","2017",7,7,"ppr","30","17","47","2.8","8","0","1","0","0","0","0","0","1","1","8.7","8.7","0.0%"
"31","Jerick McKinnon","RB","KC","2017",7,7,"ppr","31","14","47","3.4","7","0","0","3","3","10","3.3","0","0","1","8.7","8.7","68.7%"
"32","Corey Clement","RB","ARI","2017",7,7,"ppr","32","1","6","6.0","6","0","0","1","1","9","9.0","1","0","1","8.5","8.5","0.0%"
"33","Tarik Cohen","RB","FA","2017",7,7,"ppr","33","0","0","0","0","0","0","1","3","70","70.0","0","0","1","8.0","8.0","0.0%"
"34","Orleans Darkwa","RB","FA","2017",7,7,"ppr","34","9","35","3.9","7","0","0","3","3","13","4.3","0","0","1","7.8","7.8","0.0%"
"35","Rod Smith","RB","FA","2017",7,7,"ppr","35","8","61","7.6","45","1","0","1","2","5","5.0","0","0","1","7.6","7.6","0.0%"
"36","C.J. Anderson","RB","FA","2017",7,7,"ppr","36","10","44","4.4","11","0","0","1","2","17","17.0","0","0","1","7.1","7.1","1.0%"
"37","Malcolm Brown","RB","LAR","2017",7,7,"ppr","37","11","48","4.4","11","0","0","1","1","7","7.0","0","0","1","6.5","6.5","0.1%"
"38","Jordan Howard","RB","FA","2017",7,7,"ppr","38","21","65","3.1","11","0","0","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"39","Jamaal Charles","RB","FA","2017",7,7,"ppr","39","4","2","0.5","3","0","0","4","4","20","5.0","0","0","1","6.2","6.2","0.1%"
