"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2022",12,12,"ppr",1,5,2,1,3,1,0,0,1,18,18,"25.9%"
"2","San Francisco 49ers","DST","SF","2022",12,12,"ppr",2,1,0,2,2,0,0,0,1,15,15,"95.5%"
"3","Carolina Panthers","DST","CAR","2022",12,12,"ppr",3,3,0,2,1,0,0,0,1,11,11,"14.1%"
"4","Kansas City Chiefs","DST","KC","2022",12,12,"ppr",4,3,2,0,0,0,0,0,1,11,11,"47.9%"
"5","Pittsburgh Steelers","DST","PIT","2022",12,12,"ppr",5,3,1,1,2,0,0,0,1,10,10,"53.2%"
"6","Minnesota Vikings","DST","MIN","2022",12,12,"ppr",6,3,0,0,0,0,0,1,1,9,9,"23.7%"
"7","Tennessee Titans","DST","TEN","2022",12,12,"ppr",7,1,0,0,0,0,0,0,1,8,8,"26.3%"
"8","Buffalo Bills","DST","BUF","2022",12,12,"ppr",8,2,0,2,1,0,1,0,1,8,8,"99.0%"
"9","New York Jets","DST","NYJ","2022",12,12,"ppr",9,2,1,0,1,0,0,0,1,8,8,"21.1%"
"10","Houston Texans","DST","HOU","2022",12,12,"ppr",10,5,0,1,0,0,0,0,1,7,7,"0.8%"
"11","Washington Commanders","DST","WAS","2022",12,12,"ppr",11,1,1,0,0,0,0,0,1,7,7,"54.8%"
"12","Las Vegas Raiders","DST","LV","2022",12,12,"ppr",12,3,1,1,0,0,0,0,1,6,6,"14.2%"
"13","Tampa Bay Buccaneers","DST","TB","2022",12,12,"ppr",13,4,1,0,0,0,0,0,1,6,6,"81.2%"
"14","Philadelphia Eagles","DST","PHI","2022",12,12,"ppr",14,3,2,0,0,0,0,0,1,6,6,"58.2%"
"15","Baltimore Ravens","DST","BAL","2022",12,12,"ppr",15,4,0,1,2,0,0,0,1,5,5,"89.6%"
"16","Jacksonville Jaguars","DST","JAC","2022",12,12,"ppr",16,1,0,2,3,0,0,0,1,5,5,"3.8%"
"17","Los Angeles Chargers","DST","LAC","2022",12,12,"ppr",17,1,1,1,1,0,0,0,1,5,5,"30.2%"
"18","Cincinnati Bengals","DST","CIN","2022",12,12,"ppr",18,1,0,0,1,0,0,0,1,5,5,"31.6%"
"19","New Orleans Saints","DST","NO","2022",12,12,"ppr",19,1,0,0,0,0,0,0,1,5,5,"65.3%"
"20","Arizona Cardinals","DST","ARI","2022",12,12,"ppr",20,4,0,0,1,0,0,0,1,4,4,"12.3%"
"21","Los Angeles Rams","DST","LAR","2022",12,12,"ppr",21,0,1,1,0,0,0,0,1,4,4,"34.3%"
"22","Cleveland Browns","DST","CLE","2022",12,12,"ppr",22,3,0,0,0,0,0,0,1,4,4,"37.2%"
"23","Detroit Lions","DST","DET","2022",12,12,"ppr",23,3,1,0,0,0,0,0,1,4,4,"2.5%"
"24","Dallas Cowboys","DST","DAL","2022",12,12,"ppr",24,3,0,0,1,0,0,0,1,4,4,"90.0%"
"25","New York Giants","DST","NYG","2022",12,12,"ppr",25,0,2,0,0,0,0,0,1,3,3,"6.2%"
"26","Atlanta Falcons","DST","ATL","2022",12,12,"ppr",26,0,1,0,0,0,0,0,1,3,3,"1.7%"
"27","Indianapolis Colts","DST","IND","2022",12,12,"ppr",27,3,0,0,0,0,0,0,1,3,3,"52.4%"
"28","New England Patriots","DST","NE","2022",12,12,"ppr",28,1,1,0,0,0,0,0,1,2,2,"54.0%"
"29","Denver Broncos","DST","DEN","2022",12,12,"ppr",29,0,0,1,1,0,0,0,1,2,2,"38.8%"
"30","Seattle Seahawks","DST","SEA","2022",12,12,"ppr",30,1,2,0,0,0,0,0,1,1,1,"20.5%"
"31","Chicago Bears","DST","CHI","2022",12,12,"ppr",31,1,0,0,0,0,0,0,1,0,0,"2.2%"
"32","Green Bay Packers","DST","GB","2022",12,12,"ppr",32,2,0,1,1,0,0,0,1,0,0,"80.7%"
