"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New Orleans Saints","DST","NO","2017",9,9,"ppr",1,4,0,1,1,0,0,1,1,17,17,"65.3%"
"2","New York Jets","DST","NYJ","2017",9,9,"ppr",2,7,0,3,3,0,0,0,1,13,13,"21.1%"
"3","Arizona Cardinals","DST","ARI","2017",9,9,"ppr",3,5,1,1,1,0,0,0,1,13,13,"12.3%"
"4","Houston Texans","DST","HOU","2017",9,9,"ppr",4,3,0,1,1,1,0,0,1,12,12,"0.8%"
"5","Seattle Seahawks","DST","SEA","2017",9,9,"ppr",5,6,0,1,0,0,1,0,1,11,11,"20.5%"
"6","Los Angeles Rams","DST","LAR","2017",9,9,"ppr",6,2,1,2,2,0,0,0,1,10,10,"34.3%"
"7","Philadelphia Eagles","DST","PHI","2017",9,9,"ppr",7,3,2,0,1,0,0,0,1,8,8,"58.2%"
"8","Indianapolis Colts","DST","IND","2017",9,9,"ppr",8,2,0,1,2,0,0,0,1,8,8,"52.4%"
"9","Tennessee Titans","DST","TEN","2017",9,9,"ppr",9,2,2,0,0,0,0,0,1,7,7,"26.3%"
"10","Washington Commanders","DST","WAS","2017",9,9,"ppr",10,2,2,0,0,0,0,0,1,7,7,"54.8%"
"11","Denver Broncos","DST","DEN","2017",9,9,"ppr",11,2,0,1,1,1,0,0,1,6,6,"38.8%"
"12","Jacksonville Jaguars","DST","JAC","2017",9,9,"ppr",12,2,0,0,0,0,0,1,1,6,6,"3.8%"
"13","Tampa Bay Buccaneers","DST","TB","2017",9,9,"ppr",13,1,0,2,2,0,0,0,1,6,6,"81.2%"
"14","Atlanta Falcons","DST","ATL","2017",9,9,"ppr",14,1,0,2,2,0,0,0,1,6,6,"1.7%"
"15","Detroit Lions","DST","DET","2017",9,9,"ppr",15,3,0,0,0,0,0,0,1,5,5,"2.5%"
"16","Carolina Panthers","DST","CAR","2017",9,9,"ppr",16,2,1,0,0,0,0,0,1,5,5,"14.1%"
"17","Baltimore Ravens","DST","BAL","2017",9,9,"ppr",17,3,1,0,0,0,0,0,1,5,5,"89.6%"
"18","San Francisco 49ers","DST","SF","2017",9,9,"ppr",18,0,1,1,1,0,0,0,1,5,5,"95.5%"
"19","Miami Dolphins","DST","MIA","2017",9,9,"ppr",19,1,1,1,2,0,0,0,1,5,5,"25.9%"
"20","Dallas Cowboys","DST","DAL","2017",9,9,"ppr",20,2,1,0,0,0,0,0,1,5,5,"90.0%"
"21","Las Vegas Raiders","DST","LV","2017",9,9,"ppr",21,1,0,1,1,0,0,0,1,3,3,"14.2%"
"22","Green Bay Packers","DST","GB","2017",9,9,"ppr",22,1,0,1,2,0,0,0,1,2,2,"80.7%"
"23","Cincinnati Bengals","DST","CIN","2017",9,9,"ppr",23,0,0,1,1,0,0,0,1,2,2,"31.6%"
"24","Buffalo Bills","DST","BUF","2017",9,9,"ppr",24,1,0,0,0,0,0,0,1,0,0,"99.0%"
"25","Kansas City Chiefs","DST","KC","2017",9,9,"ppr",25,1,0,0,0,0,0,0,1,0,0,"47.9%"
"26","New York Giants","DST","NYG","2017",9,9,"ppr",26,0,0,0,1,0,0,0,1,-4,-4,"6.2%"
