"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Daniel Carlson","K","LV","2021",12,12,"ppr",1,5,5,100,56,0,2,1,1,1,3,3,1,21,21,"96.6%"
"2","Nick Folk","K","NE","2021",12,12,"ppr",2,5,6,83.3,52,0,2,1,1,1,3,3,1,21,21,"75.5%"
"3","Justin Tucker","K","BAL","2021",12,12,"ppr",3,3,3,100,52,0,1,0,1,1,1,1,1,13,13,"99.0%"
"4","Mason Crosby","K","GB","2021",12,12,"ppr",4,3,4,75,45,0,2,0,1,0,3,3,1,13,13,"3.2%"
"5","Evan McPherson","K","CIN","2021",12,12,"ppr",5,2,2,100,51,0,0,1,0,1,5,5,1,13,13,"86.6%"
"6","Cairo Santos","K","CHI","2021",12,12,"ppr",6,3,4,75,43,0,2,0,1,0,1,1,1,11,11,"13.3%"
"7","Robbie Gould","K","SF","2021",12,12,"ppr",7,2,3,66.7,46,0,1,0,1,0,4,4,1,11,11,"42.9%"
"8","Jason Sanders","K","MIA","2021",12,12,"ppr",8,2,2,100,46,0,0,1,1,0,3,4,1,10,10,"13.2%"
"9","Matt Gay","K","LAR","2021",12,12,"ppr",9,2,2,100,39,0,0,2,0,0,2,2,1,8,8,"41.5%"
"10","Ryan Succop","K","TB","2021",12,12,"ppr",10,1,1,100,25,0,1,0,0,0,5,5,1,8,8,"34.3%"
"11","Michael Badgley","K","DET","2021",12,12,"ppr",11,1,1,100,45,0,0,0,1,0,4,4,1,8,8,"27.0%"
"12","Greg Zuerlein","K","NYJ","2021",12,12,"ppr",12,2,3,66.7,45,0,1,0,1,0,1,2,1,8,8,"15.9%"
"13","Matt Ammendola","K","FA","2021",12,12,"ppr",13,2,3,66.7,37,0,0,2,0,0,1,1,1,7,7,"0.1%"
"14","Tyler Bass","K","BUF","2021",12,12,"ppr",14,1,1,100,34,0,0,1,0,0,4,4,1,7,7,"94.4%"
"15","Graham Gano","K","NYG","2021",12,12,"ppr",15,2,3,66.7,39,0,0,2,0,0,1,1,1,7,7,"61.0%"
"16","Matthew Wright","K","FA","2021",12,12,"ppr",16,2,2,100,34,0,1,1,0,0,0,0,1,6,6,"4.7%"
"17","Chris Boswell","K","PIT","2021",12,12,"ppr",17,1,1,100,40,0,0,0,1,0,1,1,1,5,5,"14.1%"
"18","Chase McLaughlin","K","IND","2021",12,12,"ppr",18,1,2,50,46,0,0,0,1,0,1,1,1,5,5,"4.0%"
"19","Zane Gonzalez","K","CAR","2021",12,12,"ppr",19,1,1,100,41,0,0,0,1,0,1,1,1,5,5,"0.1%"
"20","Brandon McManus","K","DEN","2021",12,12,"ppr",20,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"36.0%"
"21","Younghoe Koo","K","ATL","2021",12,12,"ppr",21,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"46.2%"
"22","Joey Slye","K","WAS","2021",12,12,"ppr",22,1,1,100,23,0,1,0,0,0,0,1,1,3,3,"2.0%"
"23","Ka'imi Fairbairn","K","HOU","2021",12,12,"ppr",23,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"2.0%"
"24","Greg Joseph","K","MIN","2021",12,12,"ppr",24,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"28.3%"
"25","Riley Patterson","K","JAC","2021",12,12,"ppr",25,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"2.6%"
"26","Dustin Hopkins","K","LAC","2021",12,12,"ppr",26,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"2.7%"
"27","Randy Bullock","K","TEN","2021",12,12,"ppr",27,0,1,0,0,0,0,0,0,0,1,2,1,1,1,"1.5%"
"28","Jason Myers","K","SEA","2021",12,12,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"55.6%"
"29","Jake Elliott","K","PHI","2021",12,12,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"27.9%"
"30","Ty Long","K","FA","2021",12,12,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"31","Brett Maher","K","DAL","2021",12,12,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"75.1%"
"32","Michael Palardy","K","NE","2021",12,12,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
