"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Justin Herbert","QB","LAC","2021",11,11,"ppr","1","30","41","73.2","382","9.3","3","1","2","9","90","0","0","1","35.3","35.3","98.8%"
"2","Aaron Rodgers","QB","GB","2021",11,11,"ppr","2","23","33","69.7","385","11.7","4","0","2","2","21","0","0","1","33.5","33.5","75.1%"
"3","Jalen Hurts","QB","PHI","2021",11,11,"ppr","3","13","24","54.2","147","6.1","0","0","3","18","69","3","0","1","30.8","30.8","99.9%"
"4","Trevor Siemian","QB","CHI","2021",11,11,"ppr","4","22","40","55.0","214","5.4","3","2","0","2","16","1","0","1","26.2","26.2","0.1%"
"5","Cam Newton","QB","FA","2021",11,11,"ppr","5","21","27","77.8","189","7.0","2","0","1","10","46","1","0","1","26.2","26.2","9.1%"
"6","Kirk Cousins","QB","MIN","2021",11,11,"ppr","6","24","35","68.6","341","9.7","3","0","2","2","-4","0","0","1","25.2","25.2","87.8%"
"7","Taylor Heinicke","QB","WAS","2021",11,11,"ppr","7","16","22","72.7","206","9.4","3","0","3","6","29","0","0","1","23.1","23.1","14.0%"
"8","Ben Roethlisberger","QB","FA","2021",11,11,"ppr","8","28","44","63.6","273","6.2","3","0","3","0","0","0","0","1","22.9","22.9","13.6%"
"9","Colt McCoy","QB","ARI","2021",11,11,"ppr","9","35","44","79.5","328","7.5","2","0","2","6","18","0","0","1","22.9","22.9","2.3%"
"10","Tom Brady","QB","TB","2021",11,11,"ppr","10","30","46","65.2","307","6.7","2","1","0","1","10","0","0","1","20.3","20.3","86.0%"
"11","Tyrod Taylor","QB","NYG","2021",11,11,"ppr","11","14","24","58.3","107","4.5","0","0","0","6","28","2","0","1","19.1","19.1","0.1%"
"12","Tua Tagovailoa","QB","MIA","2021",11,11,"ppr","12","27","33","81.8","273","8.3","2","1","0","3","6","0","0","1","18.5","18.5","94.7%"
"13","Josh Allen","QB","BUF","2021",11,11,"ppr","13","21","35","60.0","209","6.0","2","2","1","2","18","0","0","1","18.2","18.2","100.0%"
"14","Joe Flacco","QB","NYJ","2021",11,11,"ppr","14","24","39","61.5","291","7.5","2","0","2","2","3","0","1","1","17.9","17.9","0.3%"
"15","Andy Dalton","QB","NO","2021",11,11,"ppr","15","11","23","47.8","201","8.7","2","0","1","0","0","0","0","1","16.0","16.0","12.2%"
"16","Jimmy Garoppolo","QB","SF","2021",11,11,"ppr","16","16","22","72.7","176","8.0","2","0","2","2","6","0","0","1","15.6","15.6","16.2%"
"17","Ryan Tannehill","QB","TEN","2021",11,11,"ppr","17","35","52","67.3","323","6.2","1","4","2","2","3","0","0","1","13.2","13.2","28.5%"
"18","Tyler Huntley","QB","BAL","2021",11,11,"ppr","18","26","36","72.2","219","6.1","0","1","6","7","40","0","0","1","11.8","11.8","22.0%"
"19","Mac Jones","QB","NE","2021",11,11,"ppr","19","22","26","84.6","207","8.0","1","1","3","6","1","0","0","1","11.4","11.4","14.1%"
"20","Carson Wentz","QB","WAS","2021",11,11,"ppr","20","11","20","55.0","106","5.3","1","0","0","2","18","0","0","1","10.0","10.0","6.5%"
"21","Baker Mayfield","QB","LAR","2021",11,11,"ppr","21","15","29","51.7","176","6.1","1","2","1","4","9","0","0","1","9.9","9.9","6.6%"
"22","Daniel Jones","QB","NYG","2021",11,11,"ppr","22","23","38","60.5","167","4.4","1","2","2","3","10","0","0","1","9.7","9.7","58.2%"
"23","Derek Carr","QB","LV","2021",11,11,"ppr","23","19","27","70.4","215","8.0","1","1","2","0","0","0","1","1","9.6","9.6","64.3%"
"24","Joe Burrow","QB","CIN","2021",11,11,"ppr","24","20","29","69.0","148","5.1","1","0","3","3","11","0","1","1","9.0","9.0","99.4%"
"25","Trevor Lawrence","QB","JAC","2021",11,11,"ppr","25","16","25","64.0","158","6.3","0","0","3","3","23","0","0","1","8.6","8.6","75.8%"
"26","Russell Wilson","QB","DEN","2021",11,11,"ppr","26","14","26","53.8","207","8.0","0","0","4","2","2","0","0","1","8.5","8.5","43.7%"
"27","Patrick Mahomes II","QB","KC","2021",11,11,"ppr","27","23","37","62.2","260","7.0","0","1","3","7","11","0","1","1","8.5","8.5","100.0%"
"28","Dak Prescott","QB","DAL","2021",11,11,"ppr","28","28","43","65.1","216","5.0","0","2","5","0","0","0","1","1","4.6","4.6","93.5%"
"29","Matt Ryan","QB","IND","2021",11,11,"ppr","29","19","28","67.9","153","5.5","0","2","4","0","0","0","0","1","4.1","4.1","10.6%"
"30","Justin Fields","QB","CHI","2021",11,11,"ppr","30","4","11","36.4","79","7.2","0","0","2","4","23","0","1","1","3.5","3.5","95.3%"
"31","Tim Boyle","QB","CHI","2021",11,11,"ppr","31","15","23","65.2","77","3.3","0","2","0","0","0","0","0","1","1.1","1.1","0.0%"
"32","Sam Ehlinger","QB","IND","2021",11,11,"ppr","32","0","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.9%"
"33","Trey Lance","QB","SF","2021",11,11,"ppr","33","0","0","0","0","0","0","0","0","3","4","0","0","1","0.4","0.4","15.3%"
"34","Blaine Gabbert","QB","TB","2021",11,11,"ppr","34","2","2","100.0","11","5.5","0","0","1","2","-2","0","0","1","0.2","0.2","0.0%"
"35","Jordan Love","QB","GB","2021",11,11,"ppr","35","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","1.4%"
"36","Mitch Trubisky","QB","PIT","2021",11,11,"ppr","36","3","5","60.0","19","3.8","0","1","0","0","0","0","0","1","-0.2","-0.2","0.8%"
"37","Josh Rosen","QB","FA","2021",11,11,"ppr","37","1","3","33.3","5","1.7","0","1","0","0","0","0","0","1","-0.8","-0.8","0.0%"
"38","Feleipe Franks","QB","ATL","2021",11,11,"ppr","38","0","1","0.0","0","0.0","0","1","0","0","0","0","0","1","-1.0","-1.0","0.0%"
