"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Houston Texans","DST","HOU","2019",9,9,"ppr",1,4,2,2,3,0,0,0,1,19,19,"0.8%"
"2","Pittsburgh Steelers","DST","PIT","2019",9,9,"ppr",2,5,1,2,1,1,0,0,1,19,19,"53.2%"
"3","Dallas Cowboys","DST","DAL","2019",9,9,"ppr",3,5,1,2,2,1,0,0,1,18,18,"90.0%"
"4","Baltimore Ravens","DST","BAL","2019",9,9,"ppr",4,2,1,1,1,1,0,0,1,13,13,"89.6%"
"5","Carolina Panthers","DST","CAR","2019",9,9,"ppr",5,4,2,1,1,0,0,0,1,11,11,"14.1%"
"6","Miami Dolphins","DST","MIA","2019",9,9,"ppr",6,3,1,0,0,0,1,0,1,8,8,"25.9%"
"7","Buffalo Bills","DST","BUF","2019",9,9,"ppr",7,4,0,0,1,0,0,0,1,8,8,"99.0%"
"8","Indianapolis Colts","DST","IND","2019",9,9,"ppr",8,1,1,1,2,0,1,0,1,8,8,"52.4%"
"9","Minnesota Vikings","DST","MIN","2019",9,9,"ppr",9,5,0,1,2,0,0,0,1,7,7,"23.7%"
"10","Los Angeles Chargers","DST","LAC","2019",9,9,"ppr",10,3,0,0,0,0,0,0,1,7,7,"30.2%"
"11","Philadelphia Eagles","DST","PHI","2019",9,9,"ppr",11,3,0,1,0,0,0,0,1,6,6,"58.2%"
"12","New York Jets","DST","NYJ","2019",9,9,"ppr",12,4,0,0,0,0,1,0,1,6,6,"21.1%"
"13","Las Vegas Raiders","DST","LV","2019",9,9,"ppr",13,2,1,1,0,0,0,0,1,6,6,"14.2%"
"14","Tennessee Titans","DST","TEN","2019",9,9,"ppr",14,3,1,0,0,0,0,0,1,6,6,"26.3%"
"15","Jacksonville Jaguars","DST","JAC","2019",9,9,"ppr",15,1,0,1,1,0,0,0,1,5,5,"3.8%"
"16","Cleveland Browns","DST","CLE","2019",9,9,"ppr",16,3,0,1,1,0,0,0,1,5,5,"37.2%"
"17","New England Patriots","DST","NE","2019",9,9,"ppr",17,1,0,2,1,0,0,0,1,4,4,"54.0%"
"18","Chicago Bears","DST","CHI","2019",9,9,"ppr",18,4,0,0,0,0,0,0,1,4,4,"2.2%"
"19","San Francisco 49ers","DST","SF","2019",9,9,"ppr",19,3,0,0,0,0,0,0,1,3,3,"95.5%"
"20","Denver Broncos","DST","DEN","2019",9,9,"ppr",20,2,0,0,0,0,0,0,1,3,3,"38.8%"
"21","New York Giants","DST","NYG","2019",9,9,"ppr",21,0,1,1,1,0,0,0,1,3,3,"6.2%"
"22","Seattle Seahawks","DST","SEA","2019",9,9,"ppr",22,2,0,1,1,0,0,0,1,3,3,"20.5%"
"23","Washington Commanders","DST","WAS","2019",9,9,"ppr",23,2,0,0,1,0,0,0,1,2,2,"54.8%"
"24","Green Bay Packers","DST","GB","2019",9,9,"ppr",24,2,0,0,0,0,0,0,1,2,2,"80.7%"
"25","Kansas City Chiefs","DST","KC","2019",9,9,"ppr",25,1,0,0,0,0,0,0,1,1,1,"47.9%"
"26","Tampa Bay Buccaneers","DST","TB","2019",9,9,"ppr",26,3,0,1,2,0,0,0,1,1,1,"81.2%"
"27","Detroit Lions","DST","DET","2019",9,9,"ppr",27,1,0,0,0,0,0,0,1,0,0,"2.5%"
"28","Arizona Cardinals","DST","ARI","2019",9,9,"ppr",28,1,0,0,0,0,0,0,1,0,0,"12.3%"
