"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Aaron Jones","RB","GB","2019",8,8,"ppr","1","13","67","5.2","9","0","0","7","8","159","22.7","2","0","1","41.6","41.6","99.6%"
"2","Tevin Coleman","RB","SF","2019",8,8,"ppr","2","11","105","9.5","48","4","3","2","2","13","6.5","1","0","1","37.8","37.8","0.6%"
"3","Latavius Murray","RB","DEN","2019",8,8,"ppr","3","21","102","4.9","28","1","1","9","12","55","6.1","1","0","1","36.7","36.7","75.6%"
"4","Saquon Barkley","RB","NYG","2019",8,8,"ppr","4","19","64","3.4","13","0","0","8","10","79","9.9","1","0","1","28.3","28.3","100.0%"
"5","Dalvin Cook","RB","MIN","2019",8,8,"ppr","5","23","98","4.3","11","0","1","5","6","73","14.6","0","0","1","28.1","28.1","100.0%"
"6","Christian McCaffrey","RB","SF","2019",8,8,"ppr","6","14","117","8.4","40","5","1","4","5","38","9.5","0","0","1","27.5","27.5","100.0%"
"7","David Montgomery","RB","CHI","2019",8,8,"ppr","7","27","135","5.0","55","4","1","4","5","12","3.0","0","0","1","24.7","24.7","95.6%"
"8","James Conner","RB","ARI","2019",8,8,"ppr","8","23","145","6.3","25","1","1","3","4","5","1.7","0","0","1","24.0","24.0","97.8%"
"9","Miles Sanders","RB","PHI","2019",8,8,"ppr","9","3","74","24.7","65","4","1","3","3","44","14.7","0","0","1","22.8","22.8","96.5%"
"10","Leonard Fournette","RB","TB","2019",8,8,"ppr","10","19","76","4.0","66","4","0","7","7","60","8.6","0","0","1","20.6","20.6","96.9%"
"11","Jamaal Williams","RB","DET","2019",8,8,"ppr","11","7","22","3.1","14","0","1","3","3","14","4.7","1","0","1","18.6","18.6","91.0%"
"12","Jordan Howard","RB","FA","2019",8,8,"ppr","12","23","96","4.2","20","1","1","1","2","15","15.0","0","0","1","18.1","18.1","0.0%"
"13","Joe Mixon","RB","CIN","2019",8,8,"ppr","13","17","66","3.9","13","0","0","4","4","11","2.8","1","0","1","17.7","17.7","99.9%"
