"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Christian McCaffrey","RB","SF","2022",13,13,"ppr","1","17","66","3.9","30","2","0","8","10","80","10.0","1","0","1","28.6","28.6","100.0%"
"2","Tony Pollard","RB","DAL","2022",13,13,"ppr","2","12","91","7.6","30","3","2","2","3","15","7.5","0","0","1","24.6","24.6","96.8%"
"3","Samaje Perine","RB","CIN","2022",13,13,"ppr","3","21","106","5.0","10","0","0","6","7","49","8.2","0","0","1","21.5","21.5","59.4%"
"4","D'Andre Swift","RB","DET","2022",13,13,"ppr","4","14","62","4.4","10","0","1","4","6","49","12.3","0","0","1","21.1","21.1","97.8%"
"5","Josh Jacobs","RB","LV","2022",13,13,"ppr","5","26","144","5.5","20","1","1","2","2","6","3.0","0","1","1","21.0","21.0","99.3%"
"6","AJ Dillon","RB","GB","2022",13,13,"ppr","6","18","93","5.2","21","1","1","3","3","26","8.7","0","0","1","20.9","20.9","77.4%"
"7","Saquon Barkley","RB","NYG","2022",13,13,"ppr","7","18","63","3.5","21","1","1","5","5","18","3.6","0","0","1","19.1","19.1","100.0%"
"8","Cam Akers","RB","LAR","2022",13,13,"ppr","8","17","60","3.5","13","0","2","1","1","0","0.0","0","0","1","19.0","19.0","67.5%"
"9","Ezekiel Elliott","RB","DAL","2022",13,13,"ppr","9","17","77","4.5","22","1","1","3","3","14","4.7","0","0","1","18.1","18.1","97.0%"
"10","Rachaad White","RB","TB","2022",13,13,"ppr","10","9","28","3.1","6","0","0","6","8","41","6.8","1","1","1","16.9","16.9","75.9%"
"11","Zonovan Knight","RB","NYJ","2022",13,13,"ppr","11","15","90","6.0","48","3","0","5","5","28","5.6","0","0","1","16.8","16.8","73.3%"
"12","David Montgomery","RB","CHI","2022",13,13,"ppr","12","14","61","4.4","9","0","1","4","5","6","1.5","0","0","1","16.7","16.7","95.6%"
"13","James Cook","RB","BUF","2022",13,13,"ppr","13","14","64","4.6","28","1","0","6","6","41","6.8","0","0","1","16.5","16.5","50.2%"
