"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Atlanta Falcons","DST","ATL","2020",12,12,"ppr",1,5,1,4,4,1,0,0,1,28,28,"1.7%"
"2","Carolina Panthers","DST","CAR","2020",12,12,"ppr",2,2,0,3,2,2,0,0,1,19,19,"14.1%"
"3","San Francisco 49ers","DST","SF","2020",12,12,"ppr",3,2,2,2,2,1,0,0,1,17,17,"95.5%"
"4","Houston Texans","DST","HOU","2020",12,12,"ppr",4,4,1,2,3,1,0,0,1,16,16,"0.8%"
"5","Washington Commanders","DST","WAS","2020",12,12,"ppr",5,4,1,1,1,1,0,0,1,15,15,"54.8%"
"6","Green Bay Packers","DST","GB","2020",12,12,"ppr",6,3,2,1,1,1,0,0,1,15,15,"80.7%"
"7","Los Angeles Rams","DST","LAR","2020",12,12,"ppr",7,2,1,2,3,1,0,0,1,15,15,"34.3%"
"8","Pittsburgh Steelers","DST","PIT","2020",12,12,"ppr",8,3,1,1,0,1,0,0,1,14,14,"53.2%"
"9","New Orleans Saints","DST","NO","2020",12,12,"ppr",9,1,2,1,0,0,0,0,1,14,14,"65.3%"
"10","Miami Dolphins","DST","MIA","2020",12,12,"ppr",10,3,2,0,0,0,0,0,1,14,14,"25.9%"
"11","Tennessee Titans","DST","TEN","2020",12,12,"ppr",11,2,1,0,0,0,0,1,1,10,10,"26.3%"
"12","New York Jets","DST","NYJ","2020",12,12,"ppr",12,4,0,2,4,0,0,0,1,9,9,"21.1%"
"13","Cincinnati Bengals","DST","CIN","2020",12,12,"ppr",13,0,0,1,1,0,0,1,1,9,9,"31.6%"
"14","Seattle Seahawks","DST","SEA","2020",12,12,"ppr",14,6,1,0,0,0,0,0,1,9,9,"20.5%"
"15","Los Angeles Chargers","DST","LAC","2020",12,12,"ppr",15,3,1,2,1,0,0,0,1,9,9,"30.2%"
"16","New York Giants","DST","NYG","2020",12,12,"ppr",16,2,1,2,2,0,0,0,1,9,9,"6.2%"
"17","Baltimore Ravens","DST","BAL","2020",12,12,"ppr",17,0,1,1,2,0,0,0,1,8,8,"89.6%"
"18","Arizona Cardinals","DST","ARI","2020",12,12,"ppr",18,3,2,0,0,0,0,0,1,8,8,"12.3%"
"19","Buffalo Bills","DST","BUF","2020",12,12,"ppr",19,3,1,0,1,0,0,0,1,6,6,"99.0%"
"20","New England Patriots","DST","NE","2020",12,12,"ppr",20,2,1,0,0,0,0,0,1,5,5,"54.0%"
"21","Minnesota Vikings","DST","MIN","2020",12,12,"ppr",21,0,1,0,0,0,0,0,1,5,5,"23.7%"
"22","Kansas City Chiefs","DST","KC","2020",12,12,"ppr",22,1,2,0,0,0,0,0,1,5,5,"47.9%"
"23","Denver Broncos","DST","DEN","2020",12,12,"ppr",23,3,1,0,2,0,0,0,1,4,4,"38.8%"
"24","Jacksonville Jaguars","DST","JAC","2020",12,12,"ppr",24,2,0,1,1,0,0,0,1,4,4,"3.8%"
"25","Tampa Bay Buccaneers","DST","TB","2020",12,12,"ppr",25,2,0,1,1,0,0,0,1,4,4,"81.2%"
"26","Philadelphia Eagles","DST","PHI","2020",12,12,"ppr",26,2,0,0,0,0,0,0,1,2,2,"58.2%"
"27","Dallas Cowboys","DST","DAL","2020",12,12,"ppr",27,3,1,0,0,0,0,0,1,1,1,"90.0%"
"28","Cleveland Browns","DST","CLE","2020",12,12,"ppr",28,0,0,0,1,0,0,0,1,0,0,"37.2%"
"29","Detroit Lions","DST","DET","2020",12,12,"ppr",29,2,0,1,1,0,0,0,1,0,0,"2.5%"
"30","Las Vegas Raiders","DST","LV","2020",12,12,"ppr",30,1,1,0,0,0,0,0,1,-1,-1,"14.2%"
"31","Indianapolis Colts","DST","IND","2020",12,12,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"52.4%"
"32","Chicago Bears","DST","CHI","2020",12,12,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"2.2%"
