"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Larry Fitzgerald","WR","FA","2017",16,16,"ppr","1","9","15","119","13.2","23","2","1","0","0","0","0","1","27.7","27.7","0.1%"
"2","Julio Jones","WR","TB","2017",16,16,"ppr","2","7","11","149","21.3","44","3","0","0","0","0","0","1","21.9","21.9","18.9%"
"3","Jakeem Grant Sr.","WR","CLE","2017",16,16,"ppr","3","4","6","107","26.8","65","2","1","1","3","0","0","1","21.0","21.0","0.0%"
"4","JuJu Smith-Schuster","WR","KC","2017",16,16,"ppr","4","6","7","75","12.5","49","1","1","0","0","0","0","1","19.5","19.5","93.5%"
"5","Ted Ginn Jr.","WR","FA","2017",16,16,"ppr","5","4","5","76","19.0","54","1","1","2","14","0","0","1","19.0","19.0","0.0%"
"6","Stefon Diggs","WR","BUF","2017",16,16,"ppr","6","5","8","60","12.0","20","1","1","1","3","0","0","1","17.3","17.3","100.0%"
"7","Keelan Cole Sr.","WR","LV","2017",16,16,"ppr","7","6","13","108","18.0","32","2","0","0","0","0","0","1","16.8","16.8","0.1%"
"8","Tyreek Hill","WR","MIA","2017",16,16,"ppr","8","6","7","109","18.2","52","2","0","1","-1","0","0","1","16.8","16.8","100.0%"
"9","Mike Evans","WR","TB","2017",16,16,"ppr","9","6","8","107","17.8","30","2","0","0","0","0","0","1","16.7","16.7","98.6%"
"10","Cooper Kupp","WR","LAR","2017",16,16,"ppr","10","4","6","65","16.3","34","1","1","0","0","0","0","1","16.5","16.5","82.7%"
"11","DeAndre Hopkins","WR","ARI","2017",16,16,"ppr","11","4","6","65","16.3","38","1","1","0","0","0","0","1","16.5","16.5","98.4%"
"12","T.Y. Hilton","WR","DAL","2017",16,16,"ppr","12","6","12","100","16.7","24","2","0","0","0","0","0","1","16.0","16.0","3.8%"
"13","Amari Cooper","WR","CLE","2017",16,16,"ppr","13","3","4","66","22.0","63","1","1","0","0","0","0","1","15.6","15.6","96.2%"
"14","Corey Davis","WR","NYJ","2017",16,16,"ppr","14","6","9","91","15.2","37","1","0","0","0","0","0","1","15.1","15.1","17.1%"
"15","Jamison Crowder","WR","BUF","2017",16,16,"ppr","15","4","4","47","11.8","15","0","1","0","0","0","0","1","14.7","14.7","1.3%"
"16","A.J. Green","WR","ARI","2017",16,16,"ppr","16","6","10","81","13.5","18","0","0","0","0","0","0","1","14.1","14.1","1.7%"
"17","Josh Doctson","WR","FA","2017",16,16,"ppr","17","2","13","61","30.5","48","1","1","0","0","0","0","1","14.1","14.1","0.0%"
"18","Doug Baldwin","WR","FA","2017",16,16,"ppr","18","4","6","35","8.8","20","1","1","0","0","0","0","1","13.5","13.5","0.0%"
"19","Eric Decker","WR","FA","2017",16,16,"ppr","19","6","10","73","12.2","25","1","0","0","0","0","0","1","13.3","13.3","0.6%"
"20","Deonte Thompson","WR","FA","2017",16,16,"ppr","20","4","5","91","22.8","46","2","0","0","0","0","0","1","13.1","13.1","0.0%"
"21","Chris Godwin","WR","TB","2017",16,16,"ppr","21","3","6","98","32.7","70","1","0","0","0","0","0","1","12.8","12.8","96.0%"
"22","Jaelen Strong","WR","FA","2017",16,16,"ppr","22","3","4","38","12.7","19","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"23","Ryan Grant","WR","FA","2017",16,16,"ppr","23","4","6","85","21.3","36","2","0","0","0","0","0","1","12.5","12.5","0.0%"
"24","Sammy Watkins","WR","GB","2017",16,16,"ppr","24","3","7","30","10.0","16","0","1","0","0","0","0","1","12.0","12.0","2.4%"
"25","Kelvin Benjamin","WR","FA","2017",16,16,"ppr","25","5","7","70","14.0","35","1","0","0","0","0","0","1","12.0","12.0","0.1%"
"26","Dede Westbrook","WR","FA","2017",16,16,"ppr","26","4","7","74","18.5","23","1","0","0","0","0","0","1","11.4","11.4","0.0%"
"27","DeVante Parker","WR","NE","2017",16,16,"ppr","27","5","10","63","12.6","34","1","0","0","0","0","0","1","11.3","11.3","13.6%"
"28","Keenan Allen","WR","LAC","2017",16,16,"ppr","28","5","10","63","12.6","20","1","0","0","0","0","0","1","11.3","11.3","98.1%"
"29","Michael Campanaro","WR","FA","2017",16,16,"ppr","29","2","2","21","10.5","15","0","1","1","9","0","0","1","11.0","11.0","0.0%"
"30","Trent Taylor","WR","CIN","2017",16,16,"ppr","30","3","4","19","6.3","8","0","1","0","0","0","0","1","10.9","10.9","0.1%"
"31","John Brown","WR","BUF","2017",16,16,"ppr","31","2","4","28","14.0","15","0","1","0","0","0","0","1","10.8","10.8","0.1%"
"32","Michael Thomas","WR","NO","2017",16,16,"ppr","32","4","5","66","16.5","27","2","0","0","0","0","0","1","10.6","10.6","26.7%"
"33","Robbie Anderson","WR","ARI","2017",16,16,"ppr","33","5","7","51","10.2","16","0","0","0","0","0","0","1","10.1","10.1","6.7%"
"34","Mike Wallace","WR","FA","2017",16,16,"ppr","34","4","6","60","15.0","23","1","0","0","0","0","0","1","10.0","10.0","0.0%"
"35","Tyrell Williams","WR","FA","2017",16,16,"ppr","35","5","6","50","10.0","16","0","0","0","0","0","0","1","10.0","10.0","0.0%"
"36","Martavis Bryant","WR","FA","2017",16,16,"ppr","36","3","4","60","20.0","36","1","0","1","8","0","0","1","9.8","9.8","0.0%"
"37","Sterling Shepard","WR","NYG","2017",16,16,"ppr","37","5","8","45","9.0","10","0","0","0","0","0","0","1","9.5","9.5","1.3%"
"38","Jermaine Kearse","WR","FA","2017",16,16,"ppr","38","5","8","42","8.4","14","0","0","0","0","0","0","1","9.2","9.2","0.0%"
"39","Demaryius Thomas","WR","FA","2017",16,16,"ppr","39","4","6","52","13.0","24","1","0","0","0","0","0","1","9.2","9.2","0.1%"
"40","Tyler Boyd","WR","CIN","2017",16,16,"ppr","40","5","6","39","7.8","10","0","0","0","0","0","0","1","8.9","8.9","74.0%"
"41","Bobo Wilson","WR","FA","2017",16,16,"ppr","41","1","1","18","18.0","18","0","1","0","0","0","0","1","8.8","8.8","0.1%"
"42","Terrance Williams","WR","FA","2017",16,16,"ppr","42","4","4","43","10.8","17","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"43","Jarvis Landry","WR","NO","2017",16,16,"ppr","43","5","7","51","10.2","21","1","0","0","0","0","1","1","8.1","8.1","21.3%"
"44","Adam Humphries","WR","FA","2017",16,16,"ppr","44","3","3","51","17.0","36","1","0","0","0","0","0","1","8.1","8.1","1.0%"
"45","Roger Lewis","WR","FA","2017",16,16,"ppr","45","4","11","40","10.0","21","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"46","Marvin Jones Jr.","WR","JAC","2017",16,16,"ppr","46","3","5","50","16.7","31","1","0","0","0","0","0","1","8.0","8.0","13.1%"
"47","Josh Bellamy","WR","FA","2017",16,16,"ppr","47","3","4","49","16.3","28","1","0","0","0","0","0","1","7.9","7.9","0.0%"
"48","Freddie Martino","WR","FA","2017",16,16,"ppr","48","2","2","57","28.5","39","1","0","0","0","0","0","1","7.7","7.7","0.1%"
"49","Nelson Agholor","WR","NE","2017",16,16,"ppr","49","4","7","35","8.8","12","0","0","0","0","0","0","1","7.5","7.5","3.8%"
"50","Justin Hunter","WR","FA","2017",16,16,"ppr","50","1","1","5","5.0","5","0","1","0","0","0","0","1","7.5","7.5","0.0%"
"51","Brenton Bersin","WR","FA","2017",16,16,"ppr","51","3","4","45","15.0","23","1","0","0","0","0","0","1","7.5","7.5","0.0%"
"52","Kenny Stills","WR","FA","2017",16,16,"ppr","52","4","6","54","13.5","16","0","0","0","0","0","1","1","7.4","7.4","0.0%"
"53","Mohamed Sanu Sr.","WR","FA","2017",16,16,"ppr","53","4","6","31","7.8","10","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"54","Rishard Matthews","WR","FA","2017",16,16,"ppr","54","2","4","48","24.0","25","2","0","0","0","0","0","1","6.8","6.8","0.0%"
"55","Kenny Golladay","WR","NYG","2017",16,16,"ppr","55","4","8","28","7.0","14","0","0","0","0","0","0","1","6.8","6.8","6.7%"
"56","Marquise Goodwin","WR","SEA","2017",16,16,"ppr","56","3","6","37","12.3","24","1","0","0","0","0","0","1","6.7","6.7","2.0%"
"57","Kendall Wright","WR","FA","2017",16,16,"ppr","57","4","6","27","6.8","11","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"58","Albert Wilson","WR","LV","2017",16,16,"ppr","58","3","8","36","12.0","13","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"59","Michael Clark","WR","FA","2017",16,16,"ppr","59","3","9","36","12.0","19","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"60","Robert Woods","WR","TEN","2017",16,16,"ppr","60","3","8","33","11.0","13","0","0","0","0","0","0","1","6.3","6.3","44.0%"
"61","Danny Amendola","WR","FA","2017",16,16,"ppr","61","3","3","28","9.3","13","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"62","Randall Cobb","WR","GB","2017",16,16,"ppr","62","4","7","22","5.5","10","0","0","1","-6","0","0","1","5.6","5.6","5.6%"
"63","Dez Bryant","WR","FA","2017",16,16,"ppr","63","3","6","43","14.3","33","1","0","0","0","0","1","1","5.3","5.3","2.6%"
"64","Seth Roberts","WR","FA","2017",16,16,"ppr","64","3","6","23","7.7","11","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"65","Chris Moore","WR","HOU","2017",16,16,"ppr","65","2","2","29","14.5","20","1","0","0","0","0","0","1","4.9","4.9","14.6%"
"66","Brandon LaFell","WR","FA","2017",16,16,"ppr","66","4","6","8","2.0","8","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"67","Jaron Brown","WR","FA","2017",16,16,"ppr","67","2","4","27","13.5","21","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"68","Hunter Sharp","WR","FA","2017",16,16,"ppr","68","2","2","25","12.5","21","1","0","0","0","0","0","1","4.5","4.5","0.0%"
"69","Brandin Cooks","WR","HOU","2017",16,16,"ppr","69","2","5","19","9.5","14","0","0","1","6","0","0","1","4.5","4.5","64.4%"
