"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Denver Broncos","DST","DEN","2022",3,3,"ppr",1,4,1,2,1,0,1,0,1,16,16,"38.8%"
"2","Carolina Panthers","DST","CAR","2022",3,3,"ppr",2,1,2,1,1,1,0,0,1,16,16,"14.1%"
"3","Cincinnati Bengals","DST","CIN","2022",3,3,"ppr",3,4,2,2,3,0,0,0,1,16,16,"31.6%"
"4","Philadelphia Eagles","DST","PHI","2022",3,3,"ppr",4,9,0,1,2,0,0,0,1,15,15,"58.2%"
"5","Green Bay Packers","DST","GB","2022",3,3,"ppr",5,3,0,2,2,0,0,0,1,11,11,"80.7%"
"6","Baltimore Ravens","DST","BAL","2022",3,3,"ppr",6,3,3,1,2,0,0,0,1,11,11,"89.6%"
"7","Cleveland Browns","DST","CLE","2022",3,3,"ppr",7,1,0,1,1,1,0,0,1,10,10,"37.2%"
"8","Dallas Cowboys","DST","DAL","2022",3,3,"ppr",8,5,1,0,0,0,0,0,1,10,10,"90.0%"
"9","Jacksonville Jaguars","DST","JAC","2022",3,3,"ppr",9,1,1,1,1,0,0,0,1,9,9,"3.8%"
"10","Houston Texans","DST","HOU","2022",3,3,"ppr",10,5,2,0,0,0,0,0,1,9,9,"0.8%"
"11","Miami Dolphins","DST","MIA","2022",3,3,"ppr",11,4,0,1,2,0,0,0,1,9,9,"25.9%"
"12","Kansas City Chiefs","DST","KC","2022",3,3,"ppr",12,5,0,1,2,0,0,0,1,8,8,"47.9%"
"13","San Francisco 49ers","DST","SF","2022",3,3,"ppr",13,4,0,0,2,0,0,0,1,8,8,"95.5%"
"14","Seattle Seahawks","DST","SEA","2022",3,3,"ppr",14,3,1,1,1,0,0,0,1,7,7,"20.5%"
"15","Los Angeles Rams","DST","LAR","2022",3,3,"ppr",15,2,0,0,0,0,0,0,1,6,6,"34.3%"
"16","Chicago Bears","DST","CHI","2022",3,3,"ppr",16,1,2,0,2,0,0,0,1,6,6,"2.2%"
"17","Indianapolis Colts","DST","IND","2022",3,3,"ppr",17,1,1,1,0,0,0,0,1,6,6,"52.4%"
"18","Tampa Bay Buccaneers","DST","TB","2022",3,3,"ppr",18,1,1,1,2,0,0,0,1,6,6,"81.2%"
"19","Washington Commanders","DST","WAS","2022",3,3,"ppr",19,3,0,0,0,0,1,0,1,5,5,"54.8%"
"20","New Orleans Saints","DST","NO","2022",3,3,"ppr",20,3,0,0,0,0,0,0,1,4,4,"65.3%"
"21","New York Jets","DST","NYJ","2022",3,3,"ppr",21,2,0,1,1,0,0,0,1,4,4,"21.1%"
"22","New England Patriots","DST","NE","2022",3,3,"ppr",22,4,1,1,1,0,0,0,1,4,4,"54.0%"
"23","Atlanta Falcons","DST","ATL","2022",3,3,"ppr",23,2,1,0,0,0,0,0,1,4,4,"1.7%"
"24","Buffalo Bills","DST","BUF","2022",3,3,"ppr",24,2,0,0,0,0,1,0,1,4,4,"99.0%"
"25","Arizona Cardinals","DST","ARI","2022",3,3,"ppr",25,1,0,1,1,0,0,0,1,4,4,"12.3%"
"26","Las Vegas Raiders","DST","LV","2022",3,3,"ppr",26,1,1,0,1,0,0,0,1,3,3,"14.2%"
"27","Tennessee Titans","DST","TEN","2022",3,3,"ppr",27,1,1,0,1,0,0,0,1,3,3,"26.3%"
"28","Pittsburgh Steelers","DST","PIT","2022",3,3,"ppr",28,2,0,0,0,0,0,0,1,2,2,"53.2%"
"29","Minnesota Vikings","DST","MIN","2022",3,3,"ppr",29,0,1,0,0,0,0,0,1,2,2,"23.7%"
"30","Detroit Lions","DST","DET","2022",3,3,"ppr",30,1,0,1,0,0,0,0,1,2,2,"2.5%"
"31","New York Giants","DST","NYG","2022",3,3,"ppr",31,0,0,0,0,0,0,0,1,0,0,"6.2%"
"32","Los Angeles Chargers","DST","LAC","2022",3,3,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"30.2%"
