"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Rob Gronkowski","TE","FA","2016",6,6,"ppr","1","7","9","162","23.1","38","4","1","0","0","0","0","1","29.2","29.2","1.0%"
"2","Coby Fleener","TE","FA","2016",6,6,"ppr","2","6","7","74","12.3","50","1","1","1","2","1","0","1","25.6","25.6","0.0%"
"3","C.J. Fiedorowicz","TE","FA","2016",6,6,"ppr","3","6","7","85","14.2","26","2","1","0","0","0","0","1","20.5","20.5","0.0%"
"4","Hunter Henry","TE","NE","2016",6,6,"ppr","4","6","8","83","13.8","27","2","1","0","0","0","0","1","20.3","20.3","38.7%"
"5","Levine Toilolo","TE","FA","2016",6,6,"ppr","5","3","4","69","23.0","46","1","1","0","0","0","0","1","15.9","15.9","0.0%"
"6","Greg Olsen","TE","FA","2016",6,6,"ppr","6","6","7","94","15.7","20","1","0","0","0","0","0","1","15.4","15.4","7.0%"
"7","Jack Doyle","TE","FA","2016",6,6,"ppr","7","4","4","53","13.3","22","1","1","0","0","0","0","1","15.3","15.3","2.0%"
"8","Jimmy Graham","TE","FA","2016",6,6,"ppr","8","6","9","89","14.8","25","1","0","0","0","0","0","1","14.9","14.9","0.0%"
"9","Lance Kendricks","TE","FA","2016",6,6,"ppr","9","5","8","34","6.8","15","0","1","0","0","0","0","1","14.4","14.4","0.0%"
"10","Vernon Davis","TE","FA","2016",6,6,"ppr","10","2","4","50","25.0","37","1","1","0","0","0","0","1","13.0","13.0","1.6%"
"11","Ed Dickson","TE","FA","2016",6,6,"ppr","11","3","4","23","7.7","15","0","1","0","0","0","0","1","11.3","11.3","0.0%"
"12","MarQueis Gray","TE","FA","2016",6,6,"ppr","12","3","3","81","27.0","53","1","0","0","0","0","0","1","11.1","11.1","0.0%"
"13","Josh Hill","TE","FA","2016",6,6,"ppr","13","2","5","23","11.5","15","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"14","Charles Clay","TE","FA","2016",6,6,"ppr","14","5","7","52","10.4","20","1","0","0","0","0","0","1","10.2","10.2","0.0%"
"15","Martellus Bennett","TE","FA","2016",6,6,"ppr","15","5","5","48","9.6","24","1","0","0","0","0","0","1","9.8","9.8","23.0%"
"16","Dennis Pitta","TE","FA","2016",6,6,"ppr","16","6","10","36","6.0","11","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"17","Zach Miller","TE","FA","2016",6,6,"ppr","17","6","10","36","6.0","11","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"18","Larry Donnell","TE","FA","2016",6,6,"ppr","18","6","7","34","5.7","13","0","0","0","0","0","0","1","9.4","9.4","0.0%"
"19","Gary Barnidge","TE","FA","2016",6,6,"ppr","19","3","5","59","19.7","43","1","0","0","0","0","0","1","8.9","8.9","0.1%"
"20","Anthony Fasano","TE","FA","2016",6,6,"ppr","20","1","1","15","15.0","15","0","1","0","0","0","0","1","8.5","8.5","0.1%"
"21","Jason Witten","TE","FA","2016",6,6,"ppr","21","4","8","42","10.5","14","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"22","Travis Kelce","TE","KC","2016",6,6,"ppr","22","3","3","32","10.7","21","1","0","0","0","0","0","1","6.2","6.2","100.0%"
"23","Erik Swoope","TE","FA","2016",6,6,"ppr","23","2","3","42","21.0","35","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"24","John Phillips","TE","FA","2016",6,6,"ppr","24","3","3","31","10.3","16","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"25","Ryan Griffin","TE","CHI","2016",6,6,"ppr","25","3","5","31","10.3","12","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"26","Virgil Green","TE","FA","2016",6,6,"ppr","26","3","4","21","7.0","9","0","0","0","0","0","0","1","5.1","5.1","0.0%"
"27","Nick O'Leary","TE","FA","2016",6,6,"ppr","27","2","2","29","14.5","23","1","0","0","0","0","0","1","4.9","4.9","0.0%"
"28","Julius Thomas","TE","FA","2016",6,6,"ppr","28","2","4","28","14.0","15","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"29","Clive Walford","TE","FA","2016",6,6,"ppr","29","2","2","25","12.5","20","1","0","0","0","0","0","1","4.5","4.5","0.0%"
"30","Phillip Supernaw","TE","FA","2016",6,6,"ppr","30","2","2","25","12.5","17","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"31","Vance McDonald","TE","FA","2016",6,6,"ppr","31","2","2","25","12.5","19","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"32","Tyler Kroft","TE","SF","2016",6,6,"ppr","32","2","2","19","9.5","13","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"33","Antonio Gates","TE","FA","2016",6,6,"ppr","33","2","6","16","8.0","10","0","0","0","0","0","0","1","3.6","3.6","0.2%"
"34","Jacob Tamme","TE","FA","2016",6,6,"ppr","34","2","3","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"35","Richard Rodgers","TE","LAC","2016",6,6,"ppr","35","2","3","15","7.5","12","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"36","Will Tye","TE","FA","2016",6,6,"ppr","36","2","2","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
