"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Leonard Fournette","RB","TB","2022",5,5,"ppr","1","14","56","4.0","14","0","1","10","11","83","8.3","1","0","1","35.9","35.9","96.9%"
"2","Austin Ekeler","RB","LAC","2022",5,5,"ppr","2","16","173","10.8","71","5","1","4","4","26","6.5","1","0","1","35.9","35.9","100.0%"
"3","Josh Jacobs","RB","LV","2022",5,5,"ppr","3","21","154","7.3","37","3","1","5","5","39","7.8","0","0","1","30.3","30.3","99.3%"
"4","Breece Hall","RB","NYJ","2022",5,5,"ppr","4","18","97","5.4","17","0","1","2","2","100","50.0","0","0","1","27.7","27.7","31.7%"
"5","Derrick Henry","RB","TEN","2022",5,5,"ppr","5","28","102","3.6","15","0","2","2","2","30","15.0","0","0","1","27.2","27.2","100.0%"
"6","Dalvin Cook","RB","MIN","2022",5,5,"ppr","6","18","94","5.2","15","0","2","2","2","27","13.5","0","0","1","26.1","26.1","100.0%"
"7","Nick Chubb","RB","CLE","2022",5,5,"ppr","7","17","134","7.9","41","4","2","0","1","0","0","0","0","1","25.4","25.4","99.9%"
"8","Christian McCaffrey","RB","SF","2022",5,5,"ppr","8","14","54","3.9","19","0","1","7","12","50","7.1","0","0","1","23.4","23.4","100.0%"
"9","Alvin Kamara","RB","NO","2022",5,5,"ppr","9","23","103","4.5","13","0","0","6","6","91","15.2","0","1","1","23.4","23.4","99.3%"
"10","Tevin Coleman","RB","SF","2022",5,5,"ppr","10","8","23","2.9","14","0","1","3","3","44","14.7","1","0","1","21.7","21.7","0.6%"
"11","Dameon Pierce","RB","HOU","2022",5,5,"ppr","11","26","99","3.8","20","1","1","3","5","14","4.7","0","0","1","20.3","20.3","89.0%"
"12","Jeff Wilson Jr.","RB","MIA","2022",5,5,"ppr","12","17","120","7.1","41","4","1","1","2","12","12.0","0","0","1","20.2","20.2","76.6%"
